hq_location,latitude,longitude
"Lysaker, Akershus, Norway",59.9130129,10.6365628
"Châtillon, Ile-de-France, France",48.7997756,2.2897124
"Altkirch, Alsace, France",47.6238204,7.2401542
"Condamine, Rhone-Alpes, France",46.1092,5.55085
"Mapo, Seoul-t'ukpyolsi, South Korea",36.5,127.75
"Altendorf, Schwyz, Switzerland",47.1916374,8.8294983
"Ronkonkoma, New York, United States",40.803529,-73.124548
"Lens, Nord-Pas-de-Calais, France",50.5266229,2.8370036
"Algiers, Alger, Algeria",36.7729333,3.0588445
"Limonest, Rhone-Alpes, France",45.8356702,4.7708336
"Ann Arbor, Michigan, United States",42.2813722,-83.7484616
"Pudong, Shandong, China",36.7004403,117.6486935
"Rabat, Rabat-Sale-Zemmour-Zaer, Morocco",34.01325,-6.83255
"Addis Ababa, Adis Abeba, Ethiopia",9.0358287,38.7524127
"Colombelles, Basse-Normandie, France",49.20483,-0.305907
"Küsnacht, Zurich, Switzerland",47.3176276,8.5830859
"Anderlecht, Brussels Hoofdstedelijk Gewest, Belgium",50.8390983,4.3296526
"Plouhinec, Bretagne, France",48.0153626,-4.4877863
"Haeundae, Pusan-jikhalsi, South Korea",35.16,129.15472
"Chatham, New Jersey, United States",40.7409242,-74.3836711
"Kansas City, Missouri, United States",39.100105,-94.5781416
"Sablé, Pays de la Loire, France",47.8417452,-0.3419932
"Madhapur, Andhra Pradesh, India",17.44106,78.38849
"Guipavas, Bretagne, France",48.4346366,-4.400979
"Ikoyi, Lagos, Nigeria",6.4523431,3.4280523
"Gauteng, NA - South Africa, South Africa",-31.3096,18.357
"Vevey, Vaud, Switzerland",46.4602978,6.8418655
"Waremme, Liege, Belgium",50.6976875,5.2546191
"Hyères, Provence-Alpes-Cote d'Azur, France",43.1202573,6.1301614
"Cergy-pontoise, Ile-de-France, France",49.0527528,2.0388736
"Belgium, Wisconsin, United States",43.4997212,-87.850367
"Xhendelesse, Liege, Belgium",50.6037018,5.7726472
"Gooik, Vlaams-Brabant, Belgium",50.795282,4.1174097
"Eke, Oost-Vlaanderen, Belgium",50.9569377,3.6418029
"Rhode-saint-genèse, Vlaams-Brabant, Belgium",50.74503,4.3463687
"Marche-en-famenne, Luxembourg, Belgium",50.2265147,5.3407365
"Como, Lombardia, Italy",45.9394759,9.1494101
"San Ramon, California, United States",37.7648021,-121.9544387
"Namur, Namur, Belgium",50.4665284,4.8661892
"Angleur, Liege, Belgium",50.6131234,5.5986637
"Waregem, West-Vlaanderen, Belgium",50.8868222,3.4323622
"Ginza, Tokyo, Japan",35.6720135,139.7647202
"Bel, Antwerpen, Belgium",51.162803,5.0636954
"Netherlands, Missouri, United States",36.2993736,-89.7510062
"Mechelen-bovelingen, Limburg, Belgium",50.7427937,5.2629291
"Bruyelle, Hainaut, Belgium",50.557403,3.426992
"Manhattan Beach, California, United States",33.8897798,-118.3935254
"Ahmedabad, Gujarat, India",23.0215374,72.5800568
"Santa Fe, New Mexico, United States",35.6876096,-105.938456
"Asunción, Central, Paraguay",-25.5119391,-57.5608803
"Accra, Greater Accra, Ghana",5.5571096,-0.2012376
"Bilthoven, Utrecht, The Netherlands",52.1289693,5.2046134
"Hermosa Beach, California, United States",33.8637822,-118.3992143
"Lelystad-haven, Flevoland, The Netherlands",52.5007207,5.417308
"Benguerir, Marrakech-Tensift-Al Haouz, Morocco",32.24233,-7.95534
"Collingwood, Victoria, Australia",-37.802104,144.9881387
"Exton, Pennsylvania, United States",40.0289955,-75.6207651
"Port Louis, Port Louis, Mauritius",-20.1624522,57.5028044
"Plein, Noord-Brabant, The Netherlands",51.6577312,5.3356958
"Heiloo, Noord-Holland, The Netherlands",52.6050033,4.7125066
"'s-graveland, Noord-Holland, The Netherlands",52.238404,5.1214997
"Victoria, Beau Vallon, Seychelles",-4.62014,55.4316
"Vlissingen, Zeeland, The Netherlands",51.4480929,3.5697992
"Crestview, Florida, United States",30.7621326,-86.5705084
"Roosendaal, Noord-Brabant, The Netherlands",51.5331484,4.4561276
"North Point, Hong Kong Island, Hong Kong",22.2906565,114.1989737
"Fair Oaks, California, United States",38.642897,-121.2462453
"Vahr, Bremen, Germany",53.078655,8.877569
"Pittsburgh, Pennsylvania, United States",40.4416941,-79.9900861
"Rheden, Gelderland, The Netherlands",52.0313669,6.0605043
"Chaoyang, Liaoning, China",41.5754767,120.4390738
"Potomac, Maryland, United States",39.017936,-77.2094542
"China, Kagoshima, Japan",27.3385068,128.574157
"Bentveld, Noord-Holland, The Netherlands",52.3657705,4.5705619
"Velden, Limburg, The Netherlands",51.4155926,6.1633231
"Egypt, Arkansas, United States",35.8681298,-90.9456751
"Southfield, Michigan, United States",42.4733689,-83.2218731
"Amersham, Buckinghamshire, United Kingdom",51.676685,-0.607692
"Zaandam, Noord-Holland, The Netherlands",52.4424926,4.8298607
"Golden Valley, Arizona, United States",35.2216745,-114.2175543
"Soest, Utrecht, The Netherlands",52.174595,5.2909674
"South Holland, Illinois, United States",41.6008681,-87.6069894
"Holland, Michigan, United States",42.7876022,-86.1090828
"Alblasserdam, Zuid-Holland, The Netherlands",51.865799,4.6653953
"Vianen, Zuid-Holland, The Netherlands",52.1922421,4.4558593
"Xian, Hunan, China",28.46667,111.05
"Kuopio, Eastern Finland, Finland",62.5,28
"Conshohocken, Pennsylvania, United States",40.0792766,-75.3015714
"Virgin, Utah, United States",37.201902,-113.187854
"Rochester, Minnesota, United States",44.0234387,-92.4630182
"Saint Paul, Minnesota, United States",44.9497487,-93.0931028
"Medellín, Antioquia, Colombia",6.2697324,-75.6025597
"Fort Worth, Texas, United States",32.753177,-97.3327459
"Cottesloe, Western Australia, Australia",-31.9955715,115.7558367
"Rochester, New York, United States",43.157285,-77.615214
"Kusnacht, Zurich, Switzerland",47.3176276,8.5830859
"Roppongi, Tokyo, Japan",35.6624568,139.7334981
"Billerica, Massachusetts, United States",42.5584264,-71.268947
"Burlington, North Carolina, United States",36.0956918,-79.4377991
"Bellerose, New York, United States",40.7242205,-73.7164845
"Hue, NA - Vietnam, Vietnam",16.16667,107.83333
"North Branford, Connecticut, United States",41.3275971,-72.7673198
"Scarsdale, New York, United States",40.9880495,-73.7974133
"Secheron, Geneve, Switzerland",46.2207242,6.147834
"Cupertino, California, United States",37.3228934,-122.0322895
"Saint-rémy-lès-chevreuse, Centre, France",47.5,1.75
"Sequim, Washington, United States",48.0849312,-123.1096706
"Turkey, North Carolina, United States",34.9923888,-78.183049
"Frauenfeld, Thurgau, Switzerland",47.5561915,8.8963347
"Malta, Guarda, Portugal",40.7347001,-7.0882612
"Haymarket, New South Wales, Australia",-33.8814408,151.2044524
"Denzlingen, Baden-Wurttemberg, Germany",48.0669167,7.8862704
"Bled, Bohinj Commune, Slovenia",46.08333,15
"Bottighofen, Thurgau, Switzerland",47.6386883,9.2068831
"Sherman Oaks, California, United States",34.1508718,-118.448986
"Solna, Stockholms Lan, Sweden",59.366667,18.016667
"Framingham, Massachusetts, United States",42.2773177,-71.4165905
"Gothenburg, Vastra Gotaland, Sweden",57.7072326,11.9670171
"Lund, Skane Lan, Sweden",55.7029296,13.1929449
"Växjö, Kronobergs Lan, Sweden",56.8787183,14.8094385
"Denmark, South Carolina, United States",33.3226546,-81.1423236
"Kalundborg, Sjelland, Denmark",56,10
"Syracuse, New York, United States",43.0481221,-76.1474244
"Vordingborg, Sjelland, Denmark",56,10
"Örebro, Orebro Lan, Sweden",59.2747287,15.2151181
"Sankt Polten, Niederosterreich, Austria",48.2043985,15.6229118
"Sacramento, California, United States",38.5810606,-121.493895
"Huangpu, Shanghai, China",31.2335925,121.479864
"Tehran, Tehran, Iran",35.6892523,51.3896004
"Colombo, Western, Sri Lanka",6.9388614,79.8542005
"Salerno, Campania, Italy",40.4194416,15.3106085
"Wiener Neudorf, Niederosterreich, Austria",48.083362,16.3143717
"Windermere, Florida, United States",28.4944695,-81.5345547
"Pfaffstatten, Niederosterreich, Austria",48.0173229,16.2644673
"Eferding, Oberosterreich, Austria",48.3082607,14.0203999
"Traun, Oberosterreich, Austria",47.9186081,13.8023057
"Hartberg, Steiermark, Austria",47.2809371,15.9691769
"Austria, Pangasinan, Philippines",15.7909611,120.2947937
"Bergheim, Salzburg, Austria",47.8408541,13.0221612
"Laksevåg, Hordaland, Norway",60.38672,5.29799
"Kristiansund, More og Romsdal, Norway",63.2168194,7.545259
"Høvik, Akershus, Norway",59.8970552,10.5787568
"Fornebu, Akershus, Norway",59.8995111,10.6286917
"Sandnes, Rogaland, Norway",58.983132,6.394641
"Kvinesdal, Vest-Agder, Norway",58.31215,6.96187
"Gjøvik, Oppland, Norway",60.79574,10.69155
"Trondhjem, Sor-Trondelag, Norway",63.5,11
"Skibotn, Troms, Norway",69.3907984,20.2678449
"Florø, Sogn og Fjordane, Norway",61.59957,5.0328
"Asker, Akershus, Norway",59.6812603,10.474836
"Melhus, Sor-Trondelag, Norway",63.5,11
"Grimstad, Aust-Agder, Norway",58.3405,8.59343
"Sandefjord, Vestfold, Norway",59.0799004,10.2804322
"Arneberg, Hedmark, Norway",61,10.8
"Vanse, Vest-Agder, Norway",58.09812,6.69184
"Viken, Troms, Norway",68.8015306,17.5439721
"Tønsberg, Vestfold, Norway",59.3549795,10.2820491
"Kristiansand, Vest-Agder, Norway",58.14671,7.9956
"Buvika, Troms, Norway",69.0618218,16.9184736
"Porsgrunn, Telemark, Norway",59.103735,9.7363538
"Søgne, Vest-Agder, Norway",58.09328,7.78294
"Nordland, Nordland, Norway",67.0727278,14.5740001
"Lillestrøm, Akershus, Norway",59.9155395,11.2170354
"Kalvåg, Sogn og Fjordane, Norway",61.76622,4.8751
"Haugesund, Rogaland, Norway",59.4682478,5.0827612
"Mjømna, Sogn og Fjordane, Norway",60.91845,4.90443
"Nøtterøy, Vestfold, Norway",59.2152433,10.4144979
"Bjerke, More og Romsdal, Norway",62.8854306,7.067864
"Nesttun, Hordaland, Norway",60.31821,5.35317
"Raudeberg, Sogn og Fjordane, Norway",61.98501,5.13796
"Tiller, Sor-Trondelag, Norway",63.5,11
"Are, Rogaland, Norway",59.1707157,5.4446703
"Tartu, Tartumaa, Estonia",58.3801207,26.72245
"Kesklinn, Harjumaa, Estonia",59.4281415,24.7606313
"Harku, Harjumaa, Estonia",59.385532,24.5826355
"Viljandi, Viljandimaa, Estonia",58.36454,25.5878074
"Saku, Harjumaa, Estonia",59.3015779,24.6541952
"Harju, Hiiumaa, Estonia",58.7442954,22.6276191
"Pärnu, Parnumaa, Estonia",58.3835136,24.5081751
"Tallinna, Harjumaa, Estonia",59.4372155,24.7453688
"Mustamäe, Harjumaa, Estonia",59.405193,24.6721077
"Lehmja, Harjumaa, Estonia",59.363572,24.8734088
"Jüri, Harjumaa, Estonia",59.3557594,24.9100225
"Võru, Vorumaa, Estonia",57.8385759,27.0086505
"Pudisoo, Harjumaa, Estonia",59.5238071,25.5817488
"Donostia-san Sebastián, Pais Vasco, Spain",43.3224219,-1.9838889
"Vitoria-gasteiz, Pais Vasco, Spain",42.8465088,-2.6724025
"Castellón De La Plana, Comunidad Valenciana, Spain",39.9860347,-0.0377354
"Sevilla, Andalucia, Spain",37.3886303,-5.9953403
"Pamplona, Navarra, Spain",42.815686,-1.6522353
"Salteras, Andalucia, Spain",37.4188774,-6.1109126
"San Francisco, Islas Baleares, Spain",39.8882309,4.2563474
"Huelva, Andalucia, Spain",37.2575874,-6.9484945
"Valdemorillo, Madrid, Spain",40.388596,-3.6947642
"Palma De Mallorca, Islas Baleares, Spain",39.5695818,2.6500745
"Terrassa, Catalonia, Spain",41.5629623,2.0100492
"Telde, Canarias, Spain",27.9984538,-15.4166761
"Oviedo, Asturias, Spain",43.3618625,-5.8483581
"Castelldefels, Catalonia, Spain",41.2861022,1.9824173
"Sant Cugat Del Vallès, Catalonia, Spain",41.4728432,2.0817809
"San Adrián De Besós, Catalonia, Spain",41.4304832,2.2182775
"Benlloch, Comunidad Valenciana, Spain",40.2112756,0.0270647
"San Sebastian, Pais Vasco, Spain",43.3224219,-1.9838889
"Mataró, Catalonia, Spain",41.5398348,2.4448926
"Vigo, Galicia, Spain",42.2376602,-8.7247205
"Santiago De Compostela, Galicia, Spain",42.8804219,-8.5458608
"Churriana De La Vega, Andalucia, Spain",37.1477968,-3.6462454
"Valladolid, Castilla y Leon, Spain",41.6521807,-4.728605
"Isaba, Navarra, Spain",42.8612067,-0.9232001
"Montreal, Catalonia, Spain",41.2695725,1.7974928
"Esquíroz, Navarra, Spain",42.7750768,-1.6562555
"Pozuelo De Alarcón, Madrid, Spain",40.4346528,-3.814834
"Palma, Islas Baleares, Spain",39.5695818,2.6500745
"Turleque, Castilla-La Mancha, Spain",39.6011467,-3.6139069
"Alhaurín De La Torre, Andalucia, Spain",36.6627542,-4.562753
"Cambrils, Catalonia, Spain",41.0679423,1.0657579
"Lleida, Catalonia, Spain",41.6147605,0.6267842
"Sangüesa, Navarra, Spain",42.5754899,-1.283336
"Cornellá De Llobregat, Catalonia, Spain",41.355724,2.0706225
"Tajonar, Navarra, Spain",42.7690499,-1.6100399
"Murcia, Murcia, Spain",37.9923795,-1.1305431
"Amposta, Catalonia, Spain",40.7079905,0.5812561
"Humanes De Madrid, Madrid, Spain",40.2508847,-3.8270997
"Soria, Canarias, Spain",27.9064458,-15.6687052
"Granada, Andalucia, Spain",37.1734995,-3.5995337
"Amorebieta, Pais Vasco, Spain",43.2201761,-2.7323154
"San Vicente Del Raspeig, Comunidad Valenciana, Spain",38.3964248,-0.5250339
"Torrelavega, Cantabria, Spain",43.3487303,-4.0515082
"San Pablo, Andalucia, Spain",36.4679267,-5.4192313
"Zaragoza, Aragon, Spain",41.6521342,-0.8809428
"Pontevedra, Galicia, Spain",42.4318876,-8.6431592
"Sabadell, Catalonia, Spain",41.5421013,2.1138977
"Buenos Aires, Canarias, Spain",28.455353,-16.267209
"León, Castilla y Leon, Spain",42.6341451,-5.9714151
"Santa Cruz De Tenerife, Canarias, Spain",28.467178,-16.2507843
"El Puerto De Santa María, Andalucia, Spain",36.6004006,-6.2252702
"Vergara, Pais Vasco, Spain",43.1175442,-2.4133452
"Maello, Castilla y Leon, Spain",40.8088827,-4.5098
"Sant Joan Les Fonts, Catalonia, Spain",42.2132951,2.5134302
"Gijón, Asturias, Spain",43.5449422,-5.66275
"Espina, Asturias, Spain",43.3952845,-7.0180294
"Tarragona, Catalonia, Spain",41.1172364,1.2530982
"Boecillo, Castilla y Leon, Spain",41.5406814,-4.6993793
"Alcalá De Henares, Madrid, Spain",40.481954,-3.363981
"Esplugas De Llobregat, Catalonia, Spain",41.3776796,2.0899722
"Tudela, Navarra, Spain",42.063972,-1.6053391
"Las Palmas De Gran Canaria, Canarias, Spain",28.1288694,-15.4349015
"Silla, Comunidad Valenciana, Spain",39.3632045,-0.4112618
"Alcobendas, Madrid, Spain",40.5400082,-3.6358494
"San Roque, Andalucia, Spain",36.2100586,-5.3868293
"Pelabravo, Castilla y Leon, Spain",40.9366792,-5.5790972
"Balneario, Comunidad Valenciana, Spain",39.6253549,-0.8714388
"Pola De Siero, Asturias, Spain",43.3880005,-5.6648461
"Poyo, Galicia, Spain",42.7124219,-7.1261412
"Alicante, Comunidad Valenciana, Spain",38.3436365,-0.4881708
"Leganés, Madrid, Spain",40.3281942,-3.76527
"Majadahonda, Madrid, Spain",40.4728425,-3.8723542
"Elche, Comunidad Valenciana, Spain",38.2653307,-0.6988391
"Villanueva Del Pardillo, Madrid, Spain",40.4949232,-3.9600065
"A Coruña, Galicia, Spain",43.3709703,-8.3959425
"Castellón, Comunidad Valenciana, Spain",40.2518568,-0.0615052
"Noáin, Navarra, Spain",42.7627828,-1.6341152
"Coslada, Madrid, Spain",40.4166109,-3.5799118
"Mutilva Alta, Navarra, Spain",42.8005461,-1.6218704
"Derio, Pais Vasco, Spain",43.2907714,-2.8870439
"Salamanca, Castilla y Leon, Spain",40.9651572,-5.6640182
"Boadilla Del Monte, Madrid, Spain",40.4053485,-3.8764663
"Igualada, Catalonia, Spain",41.5790182,1.617346
"Dos Hermanas, Andalucia, Spain",37.283689,-5.9226718
"Cizur Menor, Navarra, Spain",42.7867067,-1.6765416
"Orense, Galicia, Spain",42.1939629,-7.537124
"Colmenar Viejo, Madrid, Spain",40.6587726,-3.7659722
"Baracaldo, Pais Vasco, Spain",43.29548,-2.9900933
"Vitoria, Pais Vasco, Spain",42.8465088,-2.6724025
"Bárcena De Pie De Concha, Cantabria, Spain",43.1273727,-4.054709
"Llanera, Asturias, Spain",43.4545737,-5.8506426
"Munguía, Pais Vasco, Spain",43.3540663,-2.8464157
"Orcoyen, Navarra, Spain",42.8234903,-1.7022679
"L'hospitalet De Llobregat, Catalonia, Spain",41.3598601,2.0997927
"Ceuti, Murcia, Spain",38.0776952,-1.2741301
"Las Rozas De Madrid, Madrid, Spain",40.4933095,-3.8758396
"Mollet del Vallès, Galicia, Spain",42.7330939,-8.6603694
"Córdoba, Andalucia, Spain",37.8845813,-4.7760138
"San Ciprián De Viñas, Galicia, Spain",42.2964763,-7.8723141
"Logroño, La Rioja, Spain",42.4661196,-2.4396676
"Mutilva Baja, Navarra, Spain",42.7909023,-1.6168964
"Cuarte De Huerva, Aragon, Spain",41.5935919,-0.9388829
"Cadiz, Andalucia, Spain",36.5297438,-6.2928976
"Huesca, Aragon, Spain",42.1360614,-0.0298027
"Barbará, Catalonia, Spain",41.82046,1.86768
"Camas, Andalucia, Spain",37.4020115,-6.0331571
"Almería, Andalucia, Spain",36.8414197,-2.4628135
"Porreras, Islas Baleares, Spain",39.5168891,3.0227517
"Las Palmas, Canarias, Spain",27.9580004,-15.6062305
"Zamudio, Pais Vasco, Spain",43.2827605,-2.8623645
"Sant Just Desvern, Catalonia, Spain",41.3815832,2.0750677
"Torelló, Catalonia, Spain",42.0478304,2.2643391
"Aranjuez, Madrid, Spain",40.03221,-3.6039604
"Godella, Comunidad Valenciana, Spain",39.5184276,-0.4103168
"Ermúa, Pais Vasco, Spain",43.1862849,-2.5027614
"Palencia, Castilla y Leon, Spain",42.4096322,-4.6161004
"Rafelbuñol, Comunidad Valenciana, Spain",39.5884632,-0.3325421
"Florida, Canarias, Spain",28.28333,-14.05
"Cehegín, Murcia, Spain",38.0925078,-1.7987525
"Villaviciosa De Odón, Madrid, Spain",40.3573787,-3.9002334
"Segovia, Castilla y Leon, Spain",40.9481192,-4.1172101
"Alsasua, Navarra, Spain",42.9104705,-2.1791811
"Hospitalet De Llobregat, Catalonia, Spain",41.3598601,2.0997927
"San Cugat Del Vallés, Catalonia, Spain",41.4728432,2.0817809
"Sanlúcar La Mayor, Andalucia, Spain",37.3864113,-6.2024485
"Rentería, Pais Vasco, Spain",43.3150168,-1.8992856
"Santa Cruz De La Palma, Canarias, Spain",28.6818901,-17.7663354
"Ajurias, Pais Vasco, Spain",43.25,-2.65
"Nigrán, Galicia, Spain",42.1405445,-8.8070821
"Ibarra, Pais Vasco, Spain",43.1316471,-2.0622574
"Celrá, Catalonia, Spain",42.0247111,2.8789816
"Amurrio, Pais Vasco, Spain",43.0510034,-2.9997847
"Valmiera, Valmieras, Latvia",57.5389148,25.4261688
"Jurmala, Riga, Latvia",56.9430674,23.2197534
"Liepaja, Liepaja, Latvia",56.5244358,21.0171213
"Jelgava, Jelgavas, Latvia",56.6406585,23.7321516
"Ikskile, Ogres, Latvia",56.8375098,24.4975204
"Pinki, Riga, Latvia",56.5956166,21.4163558
"Amata, Cesu, Latvia",57.2099818,25.3040739
"Ogre, Ogres, Latvia",56.8192045,24.6074393
"Pure, Tukuma, Latvia",57.0623734,22.895926
"Ventspils, Ventspils, Latvia",57.3883833,21.5271981
"Ozolnieki, Jelgavas, Latvia",56.6902938,23.7853409
"Vilani, Rezeknes, Latvia",56.5549602,26.9288591
"Trnava, Trnava, Slovakia (Slovak Republic)",48.3767652,17.5858175
"Banská Bystrica, Banska Bystrica, Slovakia (Slovak Republic)",48.7383895,19.1585805
"Presov, Presov, Slovakia (Slovak Republic)",48.9889341,21.2190987
"Komárno, Nitra, Slovakia (Slovak Republic)",47.7574079,18.1298249
"Galanta, Trnava, Slovakia (Slovak Republic)",48.1910498,17.7270629
"Nitra, Nitra, Slovakia (Slovak Republic)",48.31295,18.0894593
"Kosice, Kosice, Slovakia (Slovak Republic)",48.7220196,21.2692121
"Partizánske, Trencin, Slovakia (Slovak Republic)",48.6265223,18.371762
"Zilina, Zilina, Slovakia (Slovak Republic)",49.2234674,18.7393139
"Trencin, Trencin, Slovakia (Slovak Republic)",48.8922719,18.0387465
"Samorin, Bratislava, Slovakia (Slovak Republic)",48.14816,17.10674
"Prakovce, Kosice, Slovakia (Slovak Republic)",48.8167474,20.8999535
"Rimavská Sobota, Banska Bystrica, Slovakia (Slovak Republic)",48.3833603,20.0180584
"Piestany, Trnava, Slovakia (Slovak Republic)",48.5895247,17.8213848
"Poprad, Presov, Slovakia (Slovak Republic)",49.0541521,20.2976401
"Svidník, Presov, Slovakia (Slovak Republic)",49.3085082,21.5733508
"Dohnany, Zilina, Slovakia (Slovak Republic)",49.22315,18.73941
"Nové Mesto, Bratislava, Slovakia (Slovak Republic)",48.17997,17.13955
"Coimbra, Coimbra, Portugal",40.2111931,-8.4294632
"Évora, Evora, Portugal",38.5707742,-7.9092808
"Oporto, Porto, Portugal",41.1494512,-8.6107884
"Torres Vedras, Lisboa, Portugal",39.0930856,-9.260741
"Santarém, Santarem, Portugal",39.2363637,-8.6867081
"Braga, Braga, Portugal",41.5510583,-8.4280045
"Póvoa De Santa Iria, Lisboa, Portugal",38.8620887,-9.0709905
"Leça Da Palmeira, Porto, Portugal",41.1938981,-8.6977387
"Mirandela, Braganca, Portugal",41.489615,-7.1774792
"Paço De Arcos, Lisboa, Portugal",38.6971063,-9.2905353
"Matosinhos, Porto, Portugal",41.1806814,-8.6821998
"Leiria, Leiria, Portugal",39.7437902,-8.8071119
"Aveiro, Aveiro, Portugal",40.640496,-8.6537841
"Sever Do Vouga, Aveiro, Portugal",40.7341518,-8.3700099
"Angra, Azores, Portugal",38.6593167,-27.2195578
"Ílhavo, Aveiro, Portugal",40.6001108,-8.6666667
"Felgueiras, Porto, Portugal",41.3648572,-8.1989013
"Covilhã, Castelo Branco, Portugal",40.2804021,-7.504191
"Portalegre, Portalegre, Portugal",39.2911347,-7.4333887
"Caparica, Setubal, Portugal",38.6637429,-9.198197
"Setúbal, Setubal, Portugal",38.5241783,-8.8932341
"Porto Salvo, Lisboa, Portugal",38.717239,-9.3020403
"Esposende, Braga, Portugal",41.5315251,-8.7792538
"Funchal, Madeira, Portugal",32.6496497,-16.9086783
"Lagares, Viseu, Portugal",41.1523807,-7.8022447
"Cantanhede, Coimbra, Portugal",40.3461879,-8.5940128
"Alenquer, Lisboa, Portugal",39.056633,-9.0076057
"Algés, Lisboa, Portugal",38.6983796,-9.2293871
"São Miguel, Guarda, Portugal",40.5937362,-7.4152051
"Chão De Couce, Leiria, Portugal",39.8923985,-8.3696454
"Chamusca, Coimbra, Portugal",40.3587164,-7.8155478
"Caldas Da Rainha, Leiria, Portugal",39.4071857,-9.1346004
"Faro, Faro, Portugal",37.0162944,-7.935182
"Azambuja, Lisboa, Portugal",39.0689884,-8.8684921
"Angra Do Heroísmo, Azores, Portugal",38.6593167,-27.2195578
"Oeiras, Lisboa, Portugal",38.6925777,-9.3123076
"Escariz, Aveiro, Portugal",40.9403552,-8.4032105
"Coimbrã, Leiria, Portugal",39.3369957,-9.3148261
"Rio Maior, Santarem, Portugal",39.3365387,-8.9364098
"Bragança, Braganca, Portugal",41.8071182,-6.7589839
"Penela, Coimbra, Portugal",40.029442,-8.3902395
"Machico, Madeira, Portugal",32.722875,-16.7659069
"Lagoa, Azores, Portugal",37.7429202,-25.5275936
"Madalena, Madeira, Portugal",32.6576339,-16.9273984
"Marinha, Leiria, Portugal",39.5112413,-8.8417793
"Óbidos, Santarem, Portugal",39.7262288,-8.6256973
"Vila Real, Vila Real, Portugal",41.2976935,-7.7457614
"Arruda Dos Vinhos, Lisboa, Portugal",38.98303,-9.07763
"Palmeira De Faro, Braga, Portugal",41.5459273,-8.7438166
"Praia Da Rocha, Faro, Portugal",37.1155086,-8.5320834
"Santo Estêvão, Santarem, Portugal",38.863621,-8.7456467
"Vila Nova De Gaia, Porto, Portugal",41.1300103,-8.6058415
"Viseu, Viseu, Portugal",40.6574713,-7.9138664
"Serpa, Beja, Portugal",37.9436517,-7.5966902
"Alfena, Porto, Portugal",41.237635,-8.5277489
"Guimarães, Braga, Portugal",41.4417677,-8.2955712
"Rebordosa, Coimbra, Portugal",40.2451768,-8.2833825
"Famalicão, Braga, Portugal",41.4064621,-8.5187849
"Odivelas, Beja, Portugal",38.1682411,-8.1469953
"Newcastle, Galway, Ireland",53.2798097,-9.0718319
"Galway, Galway, Ireland",53.2744122,-9.0490601
"Waterford, Waterford, Ireland",52.2609997,-7.1119081
"Castlebar, Mayo, Ireland",53.8473852,-9.2881409
"Blackrock, Dublin, Ireland",53.3018639,-6.1788342
"Wexford, Wexford, Ireland",52.3367671,-6.4601397
"Ballsbridge, Dublin, Ireland",53.3291947,-6.2313316
"Shannon, Clare, Ireland",52.7104544,-8.8788366
"Lucan, Dublin, Ireland",53.3567157,-6.4501534
"Mayo, Mayo, Ireland",53.9115807,-8.8131427
"Donegal, Donegal, Ireland",54.6537924,-8.1102616
"Tipperary, Tipperary, Ireland",52.4734839,-8.1614446
"Islands, Kilkenny, Ireland",52.734444,-7.593056
"Glasnevin, Dublin, Ireland",53.3782873,-6.2662007
"Rathmines, Dublin, Ireland",53.3265199,-6.2648571
"Sandyford, Dublin, Ireland",53.2698337,-6.2245713
"Carlow, Carlow, Ireland",52.8408344,-6.9261131
"Tralee, Kerry, Ireland",52.2692116,-9.7057047
"Santry, Dublin, Ireland",53.3971578,-6.2454723
"Carrickmines, Dublin, Ireland",53.2532351,-6.1718916
"Kinsale, Cork, Ireland",51.705737,-8.5229823
"Kells, Meath, Ireland",53.7274118,-6.8761704
"Stillorgan, Dublin, Ireland",53.2888378,-6.198343
"Irishtown, Dublin, Ireland",53.3379644,-6.2224691
"Derry, Cavan, Ireland",53.9716169,-6.8790251
"Dundalk, Louth, Ireland",54.0046033,-6.4008879
"Maynooth, Kildare, Ireland",53.3830239,-6.5922806
"Athlone, Westmeath, Ireland",53.4228434,-7.9425897
"Ballybay, Monaghan, Ireland",54.1288793,-6.9029718
"Kilcoole, Wicklow, Ireland",53.1068619,-6.0410762
"Ballincollig, Cork, Ireland",51.8882643,-8.5918414
"Gallows Hill, Laois, Ireland",52.977778,-7.161667
"Swords, Dublin, Ireland",53.3782205,-6.2472466
"Tallaght, Dublin, Ireland",53.2878082,-6.362355
"Mountshannon, Clare, Ireland",52.9314122,-8.4273297
"Ballintemple, Cork, Ireland",51.8947981,-8.4354471
"Kilkenny, Kilkenny, Ireland",52.6506255,-7.2514438
"Wicklow, Wicklow, Ireland",52.9802376,-6.0414184
"Kerrykeel, Donegal, Ireland",55.1373255,-7.6663937
"Drogheda, Louth, Ireland",53.7149877,-6.3524183
"Castleblayney, Monaghan, Ireland",54.1201142,-6.7389328
"Louisburgh, Mayo, Ireland",53.7635338,-9.8084904
"Skerries, Dublin, Ireland",53.5739887,-6.1191749
"Tullamore, Offaly, Ireland",53.2743768,-7.4927486
"Bray, Wicklow, Ireland",53.2014604,-6.1105049
"Virginia, Cavan, Ireland",53.8350708,-7.0831588
"Trim, Meath, Ireland",53.5542857,-6.7897751
"Annfield, Dublin, Ireland",53.3741215,-6.4061087
"Clonakilty, Cork, Ireland",51.6229346,-8.8870112
"Ranelagh, Dublin, Ireland",53.3252185,-6.2550504
"Riverstick, Cork, Ireland",51.7726282,-8.4959018
