Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Woltair,https://www.crunchbase.com/organization/topite,Active,,"Apps, Renewable Energy, Solar","Prague, Hlavni mesto Praha, Czech Republic",Woltair is a clean energy company that offers SaaS platform to act as an integrator of buildings decarbonisation services.,"28,150","European Union (EU), Europe, Middle East, and Africa (EMEA)",15521,$100M to $500M,2018-03-01,day,,,,,For Profit,https://www.woltair.com,,https://www.facebook.com/Woltair.cz,https://www.linkedin.com/company/18411297/admin/,"Digitisation of the heating installation process - from lead generation, through sales and installation, to after-sales support.","Apps, Energy, Natural Resources, Software, Sustainability",3,101-250,"Daniel Helcl, Ing. Karel Naprstek, Jiri Sveda",7,Early Stage Venture,2024-11-14,,,,Series B,,,,Series B,42283559,USD,42283559,42283559,USD,42283559,"Fifth Wall, The Westly Group, KAYA, Presto Ventures, Inven Capital",6,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Zaitra,https://www.crunchbase.com/organization/zaitra,Active,,"Artificial Intelligence (AI), Satellite Communication, Space Travel","Brno, Jihomoravsky kraj, Czech Republic",Zaitra helps in reducing costs in data transmission along with spacecraft onboard and artificial intelligence services.,"30,179","European Union (EU), Europe, Middle East, and Africa (EMEA)",602 00,$1M to $10M,2020-01-01,year,,,,,For Profit,https://zaitra.io/,https://x.com/zaitra_io/,https://www.facebook.com/zaitra.io,https://www.linkedin.com/company/zaitra/,Zaitra reduces data transmission costs while also providing spaceship onboard and artificial intelligence services.,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,11-50,,1,Seed,2024-10-08,1700000,EUR,1865833,Pre-Seed,1700000,EUR,1865833,Pre-Seed,1700000,EUR,1865833,1700000,EUR,1865833,"Sunfish Partners, European Space Agency, Czech Founders VC, Technology Agency of Czech Republic, Honza Široký",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Eyeball,https://www.crunchbase.com/organization/eyeball-f4a0,Active,,"American Football, SaaS, Sports","Nove Mesto, Kralovehradecky kraj, Czech Republic",Eyeball operates as a digital platform for youth football.,"32,389","European Union (EU), Europe, Middle East, and Africa (EMEA)",110 00,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.eyeball.club/,https://x.com/Eyeballfootball,https://www.facebook.com/profile.php?id=100092650929407,https://www.linkedin.com/company/eyeballfootball/about/,Eyeball operates as a digital platform for youth football.,"Software, Sports",1,11-50,Benjamin Balkin,2,Seed,2024-10-16,5000000,EUR,5429412,Seed,5000000,EUR,5429412,Seed,5000000,EUR,5429412,5000000,EUR,5429412,"Vendep Capital, Sportlogiq, Heartland, Founderment",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Outfindo,https://www.crunchbase.com/organization/outfindo,Active,,"Artificial Intelligence (AI), Guides, Machine Learning, Shopping","Prague, Hlavni mesto Praha, Czech Republic",Outfindo offers AI-driven shopping guides to make product selection easier.,"32,450","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.outfindo.com/,,https://www.facebook.com/outfindo/,https://www.linkedin.com/company/outfindo/,"OUTFINDO is a SaaS solution driven by AI, designed to increase conversion rates by replicating the experience of a skilled and empathic expert. This platform is particularly helpful when it comes to picking complex machines or products from categories where you may not be an expert. For instance, if you need to choose a washing machine or a bike, OUTFINDO can guide you through the selection process with ease. The software simulates a personal interaction with an expert, providing you with tailored recommendations based on your needs and preferences. With OUTFINDO, you can make informed decisions and feel confident in your choices, even in unfamiliar categories.","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Media and Entertainment, Science and Engineering, Software",4,11-50,"Jan Mateju, Martin Chrz, Ondrej Bouda, Zdenko Zvada",4,Seed,2025-01-20,1200000,EUR,1250152,Seed,1200000,EUR,1250152,Seed,3900000,EUR,4305489,3900000,EUR,4305489,"Eleven Ventures, Presto Ventures, Lighthouse Ventures, Borovicka Capital, Patero",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Adam,https://www.crunchbase.com/organization/adam-d66c,Active,,"Building Material, Home Decor, Home Improvement, Home Renovation, Home Services, Marketplace","Prague, Hlavni mesto Praha, Czech Republic",Adam is a platform connecting homeowners and businesses with verified local professionals.,"33,074","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2020-01-01,year,,,,,For Profit,https://www.myadam.eu,,https://www.facebook.com/myadam.eu,https://www.linkedin.com/company/myadameu,Adam is based in Prague (Czech Republic) and develops a fast growing platform connecting homeowners and businesses with verified local professionals in more than 10 countries in Europe. With Adam you get the price for your job upfront and instantly online. It only takes few seconds and tomorrow you can have a professional at your doorstep for the best price in the city.,"Commerce and Shopping, Real Estate",2,101-250,"Jakub Dvorak, Roman Sysel",2,Seed,2024-07-16,3000000,EUR,3270628,Seed,3000000,EUR,3270628,Seed,4000000,EUR,4303066,4000000,EUR,4303066,"Brighteye Ventures, Presto Ventures, Markus Villig",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pointee,https://www.crunchbase.com/organization/pointee,Active,,"Information Technology, Software","Liberec, Liberecky kraj, Czech Republic",Automated analyses of RPA processes,"35,964","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-05-07,day,,,,,For Profit,https://www.pointee.com,,,https://www.linkedin.com/company/42727713,Pointee analyzes robotic processes automatically and identifies the most significant areas for improvement. It saves thousands of euros per year on a single process and allows RPA efforts to scale more quickly and successfully.,"Information Technology, Software",1,11-50,Jan Strnad,1,Seed,2022-02-12,1300000,EUR,1475539,Pre-Seed,1300000,EUR,1475539,Pre-Seed,1300000,EUR,1475539,1300000,EUR,1475539,"Bek Ventures, Tensor Ventures, Verissimo Ventures, Alexandre Wentzo",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Wultra,https://www.crunchbase.com/organization/wultra,Active,,"Banking, Cyber Security, Finance, FinTech, Identity Management, Information Technology, Security, Software","Praha, Hlavni mesto Praha, Czech Republic","Wultra provides banks and fintech companies with easy-to-deploy, post-quantum authentication that genuinely improves customer experience.","37,120","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2014-12-14,day,,,,,For Profit,http://www.wultra.com,https://twitter.com/wultra,,https://www.linkedin.com/company/wultra,"Wultra provides easy-to-deploy post-quantum authentication solutions for financial institutions, ensuring secure and seamless access to digital services. Our developer-friendly technology, powered by NIST-endorsed quantum-resistant cryptography, delivers bulletproof security, a passwordless user experience, and compliance with global regulations — all deployable in just 8 weeks. Trusted by financial institutions worldwide, Wultra’s solutions meet stringent standards like PSD3/PSR1 and eIDAS 2.0 while offering cutting-edge protection against evolving cyber threats.","Financial Services, Information Technology, Lending and Investments, Privacy and Security, Software",1,11-50,Petr Dvořák,2,Seed,2025-01-15,3000000,EUR,3092280,Seed,3000000,EUR,3092280,Seed,4000000,EUR,4224185,4000000,EUR,4224185,"J&T Ventures, Tensor Ventures, Elevator Ventures",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Malcom Finance,https://www.crunchbase.com/organization/4trans-factoring,Active,,"Finance, Financial Services, FinTech","Prague, Hlavni mesto Praha, Czech Republic","B2B FinTech, Supply Chain Finance, Logistics","38,384","European Union (EU), Europe, Middle East, and Africa (EMEA)",118 00,,2021-03-09,day,,,,,For Profit,https://malcomfinance.com/,,https://www.facebook.com/MalcomFinanceCZ,https://www.linkedin.com/company/malcomfinance,"Malcom Finance provides the fastest financing solution in the market to underserved SMEs in logistics. As the leader in inclusive SME finance in CEE, Malcom empowers the potential of small businesses and allows their owners to focus on leading a growing business.",Financial Services,1,11-50,Jaroslav Ton,3,Seed,2023-06-08,,,,Seed,,,,Seed,3000000,EUR,3133768,18000000,EUR,18802608,"Tera Ventures, Lighthouse Ventures, Zero One Hundred, Atmos Ventures, Advance Global Capital",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Product Fruits,https://www.crunchbase.com/organization/product-fruits,Active,,"Apps, Information Technology, Software, Web Development","Prague, Hlavni mesto Praha, Czech Republic","Product Fruits enriches web application with interactive guides, hints, tips and tricks, and customer feedback.","38,467","European Union (EU), Europe, Middle East, and Africa (EMEA)",169 00,,2019-01-01,year,,,,,For Profit,https://productfruits.com,https://twitter.com/productfruits,https://facebook.com/productfruits,https://www.linkedin.com/company/product-fruits,"Product Fruits enriches web application with interactive guides, hints, tips and tricks, and customer feedback.  Product Fruits was founded in 2019 and was headquartered in Praha, Czech Republic.","Apps, Information Technology, Software",2,11-50,"Karel Papík, Ladislav Šalom",3,Seed,2024-04-01,1600000,USD,1600000,Seed,1600000,USD,1600000,Seed,3874248,USD,3874248,3874248,USD,3874248,"Reflex Capital, Lighthouse Ventures, LeverageVC, Venture to Future Fund",4,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Dataddo,https://www.crunchbase.com/organization/dataddo-com,Active,,"Analytics, Big Data, Cloud Data Services, Compliance, Data Management, Data Mining, Data Visualization, Database, Enterprise Applications, Internet of Things","Prague, Hlavni mesto Praha, Czech Republic","A no-code/code-friendly data integration platform. 330+ native connectors for digital tools and fast, bespoke solutions for enterprises","41,219","European Union (EU), Europe, Middle East, and Africa (EMEA)",110 00,$1M to $10M,2016-01-01,year,,,,,For Profit,https://www.dataddo.com,https://twitter.com/dataddo,https://www.facebook.com/dataddo,https://www.linkedin.com/company/dataddo,"Dataddo is a European no-code data integration platform, syncing data easily from 330+ sources to a wide range of databases, data warehouses, ERPs, BI tools and cloud apps. Dataddo powers digital products with its OEM native connector offering. Deployable in any environment in the cloud or on-prem, even in highly controlled networks (e.g. financial, government, healthcare), it significantly speeds up time-to-insight and saves enterprise resources by building custom connectors and outsourcing maintenance. Our customers value our reliability and speed, including rapid human support and quick connector development.","Apps, Data and Analytics, Design, Information Technology, Internet Services, Professional Services, Software",3,11-50,"Joel Thom, Petr Nemeth, Zdenek Pecha",5,,2023-12-20,31000000,CZK,1385633,Venture - Series Unknown,31000000,CZK,1385633,Venture - Series Unknown,4977548,USD,4977548,4977548,USD,4977548,"Impulse Ventures, Petr Nemeth",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Filuta AI,https://www.crunchbase.com/organization/filuta-ai,Active,,"Artificial Intelligence (AI), Industrial Automation, Intelligent Systems","Prague, Hlavni mesto Praha, Czech Republic",Filuta AI is a B2B SaaS intelligent automation platform that enables the creation of composite AI solutions.,"42,160","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-09-01,month,,,,,For Profit,https://filuta.ai,,,https://www.linkedin.com/company/filuta,"Filuta is a B2B SaaS intelligent automation platform that enables the creation of Composite AI solutions through self-supervised learning and automatic symbolic domain synthesis techniques. Filuta runs and manages the intelligent automation services over the complete life-cycle providing observability, scalability, A/B testing, continuous deployment, and testing out-of-the-box.","Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",1,11-50,Filip Dvorak,1,Seed,2023-01-23,56000000,CZK,2550509,Pre-Seed,56000000,CZK,2550509,Pre-Seed,56000000,CZK,2550509,56000000,CZK,2550509,"European Innovation Council, N1, Czech Founders VC, Microsoft for Startups, SPM Invest",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
FaceUp,https://www.crunchbase.com/organization/faceup,Active,,"Information Technology, Security, Software","Prague, Hlavni mesto Praha, Czech Republic",FaceUp is a anonymous whistleblowing platform where employees or students can uncover the problems and challenges they are facing.,"42,917","European Union (EU), Europe, Middle East, and Africa (EMEA)",186 00,$1M to $10M,2017-01-01,year,,,,,For Profit,http://www.faceup.com,,https://www.facebook.com/faceup,https://www.linkedin.com/company/faceup-com/,"FaceUp provides whistleblower protection laws, data protection, anonymity, protect companies reputation, edit forms, tweak categories, whistleblowing software, and design an organizational structure services.","Information Technology, Privacy and Security, Software",,51-100,,2,Seed,2024-10-10,2700000,EUR,2952071,Seed,2700000,EUR,2952071,Seed,2700000,EUR,2952071,2700000,EUR,2952071,"Reflex Capital, European Investment Fund, Tilia Impact Ventures, Lighthouse Ventures, Jiri Hlavenka",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Readmio,https://www.crunchbase.com/organization/readmio,Active,,"Audiobooks, EBooks, EdTech, Parenting","Prague, Hlavni mesto Praha, Czech Republic",Readmio is a digital publisher of children's literature enhanced by a captivating audio experience.,"43,608","European Union (EU), Europe, Middle East, and Africa (EMEA)",170 00,$1M to $10M,2020-06-01,day,,,,,For Profit,http://www.readmio.com,,,https://www.linkedin.com/company/readmio/about/,"Readmio is a digital publisher of children's literature enhanced by a captivating audio experience. We believe in the power of storytelling to inspire children, ignite imaginations, and connect hearts. With more than 4.5 million stories read, trusted by over 400K families, and featured by Apple, Readmio is a great way to enter the world of edutainment.","Community and Lifestyle, Content and Publishing, Education, Media and Entertainment, Music and Audio, Software",4,11-50,"Erik Nota, Ilya Novodvorskiy, Jozef Simko, Rado Rajcan",3,Seed,2025-01-22,500000,EUR,520834,Seed,500000,EUR,520834,Seed,2100000,EUR,2307011,2100000,EUR,2307011,"ZAKA VC, Simpact Ventures, Zero One Hundred, DEPO Ventures",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,4
