Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
qomodo,https://www.crunchbase.com/organization/qomodo,Active,,"Finance, Financial Services, FinTech","Milan, Lombardia, Italy","Fintech, Lending, Payment, SaaS","12,326","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,2023-01-01,year,,,,,For Profit,https://www.qomodo.me/,,https://www.facebook.com/qomodopay,https://www.linkedin.com/company/87434954/admin/feed/posts/?feedType=following,"Qomodo is an ""all-in-one"" payment methods aggregator, allowing physical commercial operators to safeguard and expand their cash flow and offer Buy Now Pay Later payments to customers, in addition to one-time payments. Qomodo focuses on merchants providing services for essential yet often unforeseen expenses, which typically involve a higher transaction value.",Financial Services,1,11-50,Gianluca Cocco,2,Early Stage Venture,2025-01-21,13500000,EUR,14049387,Series A,13500000,EUR,14049387,Series A,48000000,EUR,50952835,48000000,EUR,50952835,"Plug and Play, Octopus Ventures, Notion Capital, RTP Global, Fasanara Capital",3,36,,,,,,,,,,,,,,Private,,,,,,,,,,,
Lexroom.ai,https://www.crunchbase.com/organization/lexroom,Active,,"Artificial Intelligence (AI), Information Technology, Legal","Milan, Lombardia, Italy",Lexroom allows lawyers to complete hours of legal research in seconds.,"12,497","European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,$1M to $10M,2023-01-01,year,,,,,For Profit,http://lexroom.ai/,,,https://www.linkedin.com/company/lex-room/?viewAsMember=true,"Lexroom.ai allows lawyers to complete hours of legal research in seconds. Legal professionals spend up to 50% of their time in repetitive, low value-adding tasks. That’s why we’re building Lexroom.ai, a product that allows lawyers to complete hours of research in seconds, so they can focus on what really matters. Lexroom.ai perfectly integrates with lawyers' daily workflow and enables them to speed up time-consuming legal research tasks while increasing output quality, so that they can focus more on value-adding activities. Lexroom.ai is building a bridge between advanced artificial intelligence technologies and legal professionals, through a product specifically tailored to their needs.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",1,11-50,Paolo Fois,3,Seed,2025-03-11,2000000,EUR,2182913,Seed,2000000,EUR,2182913,Seed,2500000,EUR,2726841,2500000,EUR,2726841,"Vento, Verve Ventures, Entourage, Banyan Ventures, Joe Zadeh",3,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Exein,https://www.crunchbase.com/organization/exein,Active,,"Cyber Security, Information Technology, Internet of Things, Network Security, Software","Roma, Lazio, Italy",Exein is a firmware-focused cybersecurity startup that develops an open-source IoT security framework.,"12,764","European Union (EU), Europe, Middle East, and Africa (EMEA)",00196,$1M to $10M,2018-07-01,month,,,,,For Profit,https://www.exein.io,https://twitter.com/Exein3,https://www.facebook.com/exeinspa,https://www.linkedin.com/company/exein,"The firmware security software and middleware can be injected like a vaccine in the hardware and aims to defend it from inside, working directly into the firmware at a lower level.","Information Technology, Internet Services, Privacy and Security, Software",1,11-50,Gianni Cuozzo,3,Early Stage Venture,2024-07-12,15000000,EUR,16382253,Series B,15000000,EUR,16382253,Series B,23000000,EUR,25668223,23000000,EUR,25668223,"Partech, Redstone.VC, United Ventures, eCAPITAL ENTREPRENEURIAL PARTNERS, 33N Ventures",5,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Newronika,https://www.crunchbase.com/organization/newronika,Active,,"Bioinformatics, Biotechnology, Health Care, Hospital, Medical Device","Milan, Lombardia, Italy",Newronika restores brain and body functions with innovative technologies.,"13,997","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,$1M to $10M,2008-01-01,year,,,,,For Profit,http://www.newronika.com,https://twitter.com/newronika,,https://www.linkedin.com/company/newronika/,"Newronika restores brain and body functions with innovative technologies. We translate our deep knowledge on biosignal decoding into clinical practice, with the aim of improving treatments, health, and wellness. With our revolutionary brain devices, the patient receives the right stimulation at the right moment, thus becoming able to perform normal daily activities and improve quality of life.  Newronika is the spin-off company of two leading research institutions in Italy, the Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico Hospital and the University of Milan. ​  Newronika comprises a multidisciplinary team formed from Neuroscience research groups and involves scientists with expertise in neurophysiology, neurology, biomedical engineering, neuropsychology, bioinformatics, and biotechnologies.","Biotechnology, Data and Analytics, Health Care, Science and Engineering",2,11-50,"Alberto Priori, Lorenzo Rossi",5,Early Stage Venture,2025-02-13,13600000,EUR,14162506,Series B,13600000,EUR,14162506,Series B,23700000,EUR,25267068,26200000,EUR,27920168,"Omnes Capital, European Innovation Council, Indaco Venture Partners, Innogest Capital, ENEA Tech e Biomedical",5,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cassandra,https://www.crunchbase.com/organization/cassandra-8492,Active,,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, Marketing Automation, Predictive Analytics, SaaS, Software","Milano, Lombardia, Italy",Cassandra is an AI Budget allocator that tells you how much and where to spend our advertising budget to maximize your ROI.,"14,210","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,2022-12-01,day,,,,,For Profit,https://cassandra.app/,,,https://www.linkedin.com/company/cassandrahybrida/,"Cassandra gives you ongoing suggestions to optimize Marketing Investments across all the campaigns you have, suggests where and how much to spend on each campaign while automates your marketing workflows.","Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,1-10,,2,Seed,2025-03-24,2000000,EUR,2165756,Seed,2000000,EUR,2165756,Seed,2300000,EUR,2486060,2300000,EUR,2486060,"Pitchdrive, Mana Ventures, Italian Founders Fund, Exor Ventures, Webranking",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
1000Farmacie,https://www.crunchbase.com/organization/1000farmacie,Active,,Health Care,"Milano, Lombardia, Italy",Online Pharmacy and Integrated Healthcare Platform,"14,607","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-03-01,month,,,,,For Profit,https://www.1000farmacie.it/,,https://www.facebook.com/1000Farmacie-107008054225600/,https://www.linkedin.com/company/34886294,1000Farmacie is the leading Pharmacy Marketplace in Italy. Though a network of independent Pharmacies we deliver faster!,Health Care,3,51-100,"Alberto Marchetti, Mohamed Younes, Nicolo Petrone",4,Early Stage Venture,2023-06-02,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,26988810,USD,26988810,26988810,USD,26988810,"P101, LIFTT, HBM Healthcare Investments, Healthware Ventures",3,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Jet HR,https://www.crunchbase.com/organization/jet-hr,Active,,"Human Resources, SaaS","Milan, Lombardia, Italy","Jet HR is a payroll administration platform that seeks to decrease bureaucracy in payroll, HR, and general operations.","14,892","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2023-01-01,month,,,,,For Profit,https://www.jethr.com,https://twitter.com/jet_hr_italy,,https://www.linkedin.com/company/jethr/,"Jet HR is a payroll administration platform that seeks to decrease bureaucracy in payroll, HR, and general operations.","Administrative Services, Software",2,11-50,"Francesco Scalambrino, Marco Ogliengo",2,Seed,2024-09-24,12000000,EUR,13429323,Seed,12000000,EUR,13429323,Seed,16700000,EUR,18556907,16700000,EUR,18556907,"Plug and Play, Italian Founders Fund, Picus Capital, 2100 Ventures, Exor Ventures",2,22,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cleafy,https://www.crunchbase.com/organization/cleafy,Active,,"Cyber Security, FinTech, Information Services, Information Technology, Security","Milan, Lombardia, Italy",Cleafy protects web and mobile applications from tampering attempts and deploys countermeasures to guarantee data and content integrity.,"15,100","European Union (EU), Europe, Middle East, and Africa (EMEA)",20158,$1M to $10M,2014-01-01,year,,,,,For Profit,https://cleafy.com/,https://twitter.com/cleafy,https://www.facebook.com/Cleafy-707471096003778,https://www.linkedin.com/company/-cleafy,"We help banks and financial institutions scale up their fight against online fraud. Cleafy is the first solution to introduce full detection and response in online fraud prevention. A revolutionary technology that combines all the most advanced fraud detection capabilities, with automated responses that stop attacks at scale. All in one central platform. Recognized as a selected vendor for Online Fraud Detection in Gartner Market Guide, we today protect over 60M users of top-tier retail and corporate banks.","Financial Services, Information Technology, Privacy and Security",4,51-100,"Carmine Giangregorio, Matteo Bogana, Nicolò Pastore, Paolo Rimmaudo",2,Early Stage Venture,2023-09-12,10000000,EUR,10753208,Series A,10000000,EUR,10753208,Series A,10000000,EUR,10753208,10000000,EUR,10753208,"United Ventures, EIT Digital Accelerator",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,6
Up2You,https://www.crunchbase.com/organization/up2you,Active,,"Marketing, Software, Sustainability","Milan, Lombardia, Italy","We guide companies and organisations through every step of their sustainability journey, providing innovative services and technologies.","15,178","European Union (EU), Europe, Middle East, and Africa (EMEA)",20144,,2020-01-15,day,,,,,For Profit,https://www.u2y.io,,https://www.facebook.com/u2y.it/,https://www.linkedin.com/company/u2y,"Up2You is the benefit company and certified B Corp that turns sustainability into a competitive advantage for companies. We do so through customised solutions and ESG strategies that enable a 360° sustaniability management thanks to proprietary and innovative technologies, and the advice of a highly competent team.","Sales and Marketing, Software, Sustainability",3,51-100,"Alessandro Broglia, Andrea Zuanetti, Lorenzo Vendemini",2,Seed,2022-12-12,3500000,EUR,3689827,Seed,3500000,EUR,3689827,Seed,3700000,EUR,3931243,3700000,EUR,3931243,"CDP Venture Capital, Azimut Holding, Tecno",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Viceversa,https://www.crunchbase.com/organization/viceversa-b8a9,Active,,"Business Development, Financial Services, FinTech","Milan, Lombardia, Italy",Viceversa provides capital to European digital businesses to support companies in sustainable and ethical growth.,"15,238","European Union (EU), Europe, Middle East, and Africa (EMEA)",20139,,2021-01-01,year,,,,,For Profit,http://www.goviceversa.com,https://twitter.com/GoViceversa,,https://www.linkedin.com/company/goviceversa,"Viceversa provides capital to European digital businesses to support companies in sustainable and ethical growth. With equity-free investments and data-driven insights, Viceversa helps businesses grow at their own pace. Clients can use Viceversa's internally designed analytics platform to better understand their businesses, gain free capital and investment guidance, and follow their insights immediately while receiving their funding offer within three days.","Financial Services, Professional Services",4,11-50,"Matteo Masserdotti, Patrick David, Pedro Machado Salvi, Pietro Pogliani",3,Early Stage Venture,2023-05-08,10000000,EUR,10997035,Series A,10000000,EUR,10997035,Series A,13000000,EUR,14481521,33000000,EUR,37711431,"CDP Venture Capital, Fasanara Capital, Fabrick, Azimut Libera Impresa, Digital Magics",1,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hypesound,https://www.crunchbase.com/organization/hypesound,Active,,Biotechnology,"Perugia, Umbria, Italy",Hypesound is revolutionizing the fermentation industry with its innovative sound wave technology.,"17,045","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2019-12-01,month,,,,,For Profit,https://www.hypesound.it,,,https://www.linkedin.com/company/hypesound,"Hypesound is revolutionizing the fermentation industry with its innovative sound wave technology. The company is utilizing sonic technology to boost the productivity of algae, yeast, and bacteria, paving the way for sustainable bioproduction and the next industrial revolution.","Biotechnology, Science and Engineering",3,1-10,"Giorgio Labruzzo, Giovanni Veroni, Matteo Crucito",3,Seed,2025-01-20,1090000,USD,1090000,Pre-Seed,1090000,USD,1090000,Pre-Seed,1090000,USD,1090000,1274924,USD,1274924,"CDP Venture Capital, Vento, Exor Ventures, Eatable Adventures, FoodSeed",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cubbit,https://www.crunchbase.com/organization/cubbit,Active,,"Cloud Infrastructure, Cloud Storage","Bologna, Emilia-Romagna, Italy","Your Cloud. Your Rules. Anywhere. Cubbit is the 1st geo-distributed cloud Enabler. Compose your S3 cloud in minutes, benefit for years.","17,991","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2016-07-01,month,,,,,For Profit,https://www.cubbit.io,https://twitter.com/_cubbit,,https://www.linkedin.com/company/cubbit,"Cubbit is more than a cloud provider; it’s the 1st geo-distributed cloud Enabler. With just a few clicks, you can customize a hyper-resilient cloud object storage under your own sovereignty. Cubbit’s DS3 (Distributed S3) software runs anywhere - on your existing resources, in the cloud or at the edge - creating a seamless single data domain for you. No upfront investment is required, and you can reduce storage costs by up to 80% as well as minimizing your cloud carbon footprint. Ideal for traditional use cases like backup and unique to address new needs driven by Edge, Multi-cloud, and Data Sovereignty requirements. As a company or a Service Provider, with Cubbit you can get back full control on data, infrastructure, and costs. In minutes. In one claim: Your Cloud. Your Rules. Anywhere.","Hardware, Internet Services",4,11-50,"Alessandro Cillario, Lorenzo Posani, Marco Moschettini, Stefano Onofri",5,Seed,2024-07-16,12500000,USD,12500000,Seed,12500000,USD,12500000,Seed,16657075,USD,16657075,25584667,USD,25584667,"CDP Venture Capital, LocalGlobe, Techstars, Verve Ventures, European Innovation Council",4,18,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Everli,https://www.crunchbase.com/organization/supermercato24,Active,,"Delivery, Delivery Service, E-Commerce, Grocery, Same Day Delivery","Milan, Lombardia, Italy",Everli is a marketplace for online grocery shopping where customers can choose groceries from a variety of retailers.,"18,908","European Union (EU), Europe, Middle East, and Africa (EMEA)",20132,$10M to $50M,2014-09-01,month,2024-02-22,day,,,For Profit,https://everli.com/,https://twitter.com/Everli_It,https://www.facebook.com/everli.it,https://www.linkedin.com/company/everli-formerly-supermercato24/,"Everli is a marketplace for online grocery shopping where customers can choose groceries from a variety of retailers. The company is on a mission to help people achieve peace of mind, simplifying life when shopping for groceries. It offers access to 300,000 products across 70 cities in Italy, France, Polan,  and the Czech Republic, while it claims that it is the first marketplace to offer same-day grocery delivery services to many small and medium density areas.","Administrative Services, Commerce and Shopping, Food and Beverage, Transportation",2,101-250,"Enrico Pandian, Salvatore Palella",10,M&A,2023-01-01,,,,Private Equity,,,,Private Equity,135555000,EUR,156745128,135555000,EUR,156745128,"Endeavor Catalyst, Bossa Invest, 360 Capital, DN Capital, United Ventures",5,25,1,"Made Acquisitions, Was Acquired",Everli acquired by Palella Holdings LLC,https://www.crunchbase.com/acquisition/palella-holdings-acquires-supermercato24--2fa2e0d1,Palella Holdings LLC,https://www.crunchbase.com/organization/palella-holdings,2024-02-22,day,,,,Acquisition,Cash,Private,,,,,,,,,,,2
