Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Gradyent,https://www.crunchbase.com/organization/gradyent,Active,,"Artificial Intelligence (AI), Software","Utrecht, Utrecht, The Netherlands",Gradyent is an AI cloud platform that helps heating companies in optimizing their heating systems and reduce CO2 emissions.,"5,066","European Union (EU), Europe, Middle East, and Africa (EMEA)",3511,$1M to $10M,2019-01-01,year,,,,,For Profit,https://www.gradyent.ai/,,,https://www.linkedin.com/company/gradyent,"Gradyent is an AI cloud platform that helps heating companies in optimizing their heating systems and reduce CO2 emissions. It has created software using Digital Twin technology. The physical heat system is digitally replicated by combining geographical, weather, and sensor data with physical models and AI. The Digital Twin allows for real-time optimization of the heating system as well as simulations of future scenarios, saving on average 20% heat loss, 10% CO2 emissions, and 5-10% fuel costs. Gradyent was founded in 2019 and is based in Utrecht, The Netherlands.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",3,51-100,"Freek Smelt, Hervé Huisman, Robert Vrancken",3,Early Stage Venture,2025-04-02,28000000,EUR,30520605,Series B,28000000,EUR,30520605,Series B,39900000,EUR,42831149,39900000,EUR,42831149,"Blue Earth Capital, Capricorn Partners, Helen Ventures, SEB Greentech Venture Capital, ENERGIIQ",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Bynder,https://www.crunchbase.com/organization/bynder,Active,,"Artificial Intelligence (AI), Asset Management, Brand Marketing, Digital Marketing, Document Management, File Sharing, Marketing Automation, SaaS","Amsterdam, Noord-Holland, The Netherlands",Bynder is a provider of a digital asset management (DAM) platform designed to offer a smart way to find and share creative files.,"5,265","European Union (EU), Europe, Middle East, and Africa (EMEA)",1054 HJ,$100M to $500M,2013-01-01,month,2022-12-20,day,,,For Profit,https://www.bynder.com,http://twitter.com/bynder,http://www.facebook.com/GetBynder,https://linkedin.com/company/bynder,"Bynder is award-winning digital asset management platform (DAM) that allows brands to easily create, find and use content, such as documents, graphics and videos. More than 1.7 million brand managers, marketers and creatives use Bynder’s brand portals every day to collaborate globally, produce, review and approve new marketing collateral, and circulate company content at the click of a button. Brands using Bynder go to market faster and achieve end-to-end brand consistency across all channels and regions, with simplified collaboration across the organization. Founded in 2013 by Chris Hall, Bynder is established globally with headquarters in Amsterdam and offices across the Netherlands, UK, US, Spain, Australia and UAE.","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Sales and Marketing, Science and Engineering, Software",2,501-1000,"Chris Hall, Roland Keijzer",2,M&A,2016-08-11,22200000,USD,22200000,Series A,22200000,USD,22200000,Series A,22200000,USD,22200000,22200000,USD,22200000,"Insight Partners, CNBB Venture Partners",1,2,5,"Made Acquisitions, Was Acquired",Bynder acquired by THL,https://www.crunchbase.com/acquisition/thomash-lee-partners-acquires-bynder--d849a3f6,THL,https://www.crunchbase.com/organization/thomash-lee-partners,2022-12-20,day,,,,Acquisition,,Private,,,,,,,,,,,14
Mosa Meat,https://www.crunchbase.com/organization/mosa-meat,Active,,"Agriculture, Food and Beverage, Food Processing, Snack Food","Maastricht, Limburg, The Netherlands","Mosa Meat develops cultured beef products by growing meat from animal cells, eliminating the need for traditional livestock farming methods.","5,999","European Union (EU), Europe, Middle East, and Africa (EMEA)",6229EV,$10M to $50M,2016-05-01,day,,,,,For Profit,http://www.mosameat.com,https://twitter.com/mosa_meat,https://www.facebook.com/mosameat/,https://www.linkedin.com/company/mosameat/,"Mosa Meat produces slaughter-free hamburgers. The burger is harvested from cow cells, rather than raising and slaughtering a whole animal. By growing meat naturally from cells, Mosa Meat strives to accelerate the transition to a truly sustainable global food system.","Agriculture and Farming, Food and Beverage",2,101-250,"Mark Post, Peter Verstrate",8,,2024-04-16,40000000,EUR,42484358,Venture - Series Unknown,40000000,EUR,42484358,Venture - Series Unknown,138448492,USD,138448492,138448492,USD,138448492,"Invest-NL, Lowercarbon Capital, Target Global, Blue Horizon Corporation, Mitsubishi Corporation",5,24,,,,,,,,,,,,,,Private,,,,,,,,,,,
TestGorilla,https://www.crunchbase.com/organization/testgorilla,Active,,"Employment, Human Resources, Recruiting, Software","Amsterdam, Noord-Holland, The Netherlands",TestGorilla is an HR tech company offering pre-employment screening assessments for recruiters and hiring managers.,"8,139","European Union (EU), Europe, Middle East, and Africa (EMEA)",1018,$1M to $10M,2019-01-01,year,,,,,For Profit,https://www.testgorilla.com,,https://www.facebook.com/testgorilla,https://www.linkedin.com/company/testgorilla,"TestGorilla provides tools to screen job candidates for Talent Acquisition teams so they can make better, faster, and easier hiring decisions. The company's tests replace subjective, incomplete, and often inflated CVs with objective, reliable, and fair results that measure aptitude, practical job skills, culture add, and motivation. TestGorilla was founded in 2019 and is headquartered in Amsterdam, The Netherlands.","Administrative Services, Professional Services, Software",2,101-250,"Otto Verhage, Wouter Durville",3,Early Stage Venture,2022-06-13,70000000,USD,70000000,Series A,70000000,USD,70000000,Series A,81200000,USD,81200000,81200000,USD,81200000,"Notion Capital, Atomico, Partech, Balderton Capital, CapitalT",4,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pro Parents,https://www.crunchbase.com/organization/pro-parents,Active,,"Child Care, Enterprise Software, Health Care, Human Resources, Mental Health, mHealth","Amsterdam, Noord-Holland, The Netherlands","Pro Parents award-winning Parent benefit Platform for employers HealthTech, Enterprise Software, FemTech, SaaS, Social Impact, ESG SDG 3-5-8","8,267","European Union (EU), Europe, Middle East, and Africa (EMEA)",1099 BC,,2013-01-01,year,,,,,For Profit,https://proparents.nl/,,,https://www.linkedin.com/company/pro-parents/,,"Administrative Services, Health Care, Mobile, Software",1,11-50,Joyce Knappe,3,,2025-04-25,1000000,EUR,1140511,Venture - Series Unknown,1000000,EUR,1140511,Venture - Series Unknown,3130000,EUR,3482696,3130000,EUR,3482696,"OostNL, Peakfijn, Andre Grimbergen, Lara Koole, Jeroen ter Huurne",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Seenons,https://www.crunchbase.com/organization/seenons,Active,,"Recycling, Software, Waste Management","Amsterdam, Noord-Holland, The Netherlands",Seenons is a technology company that uses IT solutions and smart logistics for circular waste management.,"8,537","European Union (EU), Europe, Middle East, and Africa (EMEA)",1013 AP,$10M to $50M,2019-11-24,day,,,,,For Profit,https://seenons.com,,,https://www.linkedin.com/company/seenons,"Seenons is a technology company that uses IT solutions and smart logistics for circular waste management. Its platform, which includes an app, connects all parties in the waste chain, including organizations that separate waste, logistics companies that transport waste, and processors that turn waste into valuable raw materials.Waste (also known as residual flows) is matched with the appropriate processor. It is transformed into a new product or processed into green electricity or biogas by the processor.","Software, Sustainability",3,51-100,"Joost Kamermans, Jorn Eiting van Liempt, Martin Kayser",2,Seed,2023-04-05,10000000,EUR,10903104,Seed,10000000,EUR,10903104,Seed,16000000,EUR,17838807,16000000,EUR,17838807,"Invest-NL, CapitalT, Shamrock Ventures, Swiss Post, Tablomonto Ventures",2,5,3,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
VectorY,https://www.crunchbase.com/organization/vectory,Active,,Biotechnology,"Amsterdam, Noord-Holland, The Netherlands","VectorY is an integrated gene therapy company focused on development of therapeutics for CNS, somatic disorders and muscle diseases.","8,824","European Union (EU), Europe, Middle East, and Africa (EMEA)",1098 XH,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.vectorytx.com/,,,https://www.linkedin.com/company/vectorytx1/,"VectorY is a fully integrated gene therapy company specializing in the development of novel therapeutics such as vectorized antibodies for both CNS and somatic disorders, with a particular emphasis on muscle diseases. It combines the therapeutic potential of antibodies and gene therapy to create long-term therapeutic solutions for large disease areas with significant unmet medical need. VectorY was founded in the Amsterdam Science Park in August 2020.","Biotechnology, Science and Engineering",4,51-100,"Anthony Newcombe, Barbara Sanders, Pavlina Konstantinova, Sander van Deventer",2,Early Stage Venture,2023-11-13,129000000,EUR,138046904,Series A,129000000,EUR,138046904,Series A,160000000,EUR,175636330,160000000,EUR,175636330,"Insight Partners, Benhamou Global Ventures, EQT Life Sciences, BioGeneration Ventures, Forbion Capital Partners",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Piano,https://www.crunchbase.com/organization/piano-media,Active,,"Analytics, Information Technology, SaaS, Software","Amsterdam, Noord-Holland, The Netherlands",Piano helps organizations understand and influence customer behavior through a digital experience platform.,"9,100","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$50M to $100M,2010-01-01,year,,,,,For Profit,http://www.piano.io,https://www.twitter.com/piano_io,https://www.facebook.com/piano.io/,https://www.linkedin.com/company/piano-io,"Piano’s Digital Experience Platform empowers organizations to understand and influence customer behavior. By unifying customer data, analyzing behavior metrics, and creating personalized customer journeys, Piano helps brands launch campaigns and products faster, strengthen customer engagement, and drive personalization at scale from a single platform. Headquartered in Amsterdam with offices across the Americas, Europe, and Asia Pacific, Piano serves a global client base, including Air France, the BBC, CBS, IBM, Kirin Holdings, Jaguar Land Rover, Nielsen, The Wall Street Journal, and more.","Data and Analytics, Information Technology, Software",,501-1000,,12,Late Stage Venture,2025-02-06,75000000,USD,75000000,Debt Financing,45000000,USD,45000000,Series D,113960852,USD,113960852,329960852,USD,329960852,"Sixth Street, Updata Partners, LinkedIn, Ben Franklin Technology Partners of Southeastern Pennsylvania, 3TS Capital Partners",5,11,6,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
SolarDuck,https://www.crunchbase.com/organization/solarduck,Active,,"Energy, Marine Technology, Renewable Energy, Solar","Nijmegen, Gelderland, The Netherlands",SolarDuck develops and deploys offshore floating solar energy solutions to accelerate renewable energy growth.,"9,505","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2019-04-14,day,,,,,For Profit,https://www.solarduck.tech,,,https://www.linkedin.com/company/40696776,SolarDuck provides societies access to affordable renewable electricity using offshore floating solar powerplants. SolarDuck developed a modular solution that can sustain the harsh offshore environment while providing competitively priced energy.,"Energy, Natural Resources, Science and Engineering, Sustainability",5,11-50,"Don Hoogendoorn, Ewoud Huiskamp, Harry Post, Koen Burgers, Olaf de Swart",3,,2023-12-21,15000000,EUR,16509514,Venture - Series Unknown,15000000,EUR,16509514,Venture - Series Unknown,19150000,EUR,21010457,19150000,EUR,21010457,"Invest-NL, Katapult, Energie transitie fonds Rotterdam, Link Venture Capital, Green Tower",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Creative Fabrica,https://www.crunchbase.com/organization/creative-fabrica,Active,,"Content, Content Creators, Graphic Design, Marketplace","Amsterdam, Noord-Holland, The Netherlands","Creative Fabrica is a marketplace used to offer fonts, graphics, crafts designs, and premium content created for crafters.","10,402","European Union (EU), Europe, Middle East, and Africa (EMEA)",1016 DV,$1M to $10M,2016-01-01,year,,,,,For Profit,https://www.creativefabrica.com/,,https://www.facebook.com/pg/creativefabricacom/,https://www.linkedin.com/company/creative-fabrica/,"Creative Fabrica is a marketplace used to offer fonts, graphics, crafts designs, and premium content created for crafters. Its platform has fonts, digital crafts, and designs from designers and tools such as font cloud and shape cloud which are used to store, manage and edit the content that enables users and professional designers to purchase the service through an affordable subscription. The company was co-founded by Anca Stefan and Roemie Hillenaar in 2016 and is headquartered in Amsterdam, The Netherlands.","Commerce and Shopping, Design, Media and Entertainment",2,101-250,"Anca Stefan, Roemie Hillenaar",5,Early Stage Venture,2023-01-10,56850000,EUR,61046980,Series B,56850000,EUR,61046980,Series B,63050000,EUR,68550957,63050000,EUR,68550957,"FJ Labs, Alven, Triple Point Ventures, Felix Capital, Peak",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Workwize,https://www.crunchbase.com/organization/workwize-593c,Active,,"Asset Management, Human Resources, Information Technology, IT Management","Amsterdam, Noord-Holland, The Netherlands",Workwize is a platform to streamline the management of office equipment for organizations' remote workers.,"10,786","European Union (EU), Europe, Middle East, and Africa (EMEA)",1016,,2020-01-01,year,,,,,For Profit,https://www.goworkwize.com/,https://twitter.com/GoWorkwize,https://www.facebook.com/goworkwize/,https://www.linkedin.com/company/work-wize/,"Workwize is a platform that facilitates employee onboarding and offboarding while also providing them with all of the office supplies required to maintain a healthy work environment. Workwize makes establishing, operating, and closing remote offices easier and more manageable than ever before. Workwize allows employees with individual budgets to order home office products and services such as ergonomic desks, desk chairs, and IT products at a low cost.","Administrative Services, Financial Services, Information Technology",,51-100,,3,Early Stage Venture,2025-01-16,13000000,USD,13000000,Series A,13000000,USD,13000000,Series A,15308922,USD,15308922,15308922,USD,15308922,"Graduate Entrepreneur Fund, Peak, Klass Capital, ASIF Ventures, Max Klijnstra",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hotmart,https://www.crunchbase.com/organization/hotmart,Active,,"Affiliate Marketing, Digital Marketing, Digital Media, Internet, Software","Amsterdam, Noord-Holland, The Netherlands",Hotmart is a platform that teaches how to create a digital business for those who wish to start their business.,"10,788","European Union (EU), Europe, Middle East, and Africa (EMEA)",1012VT,$100M to $500M,2011-04-19,day,,,,,For Profit,https://www.hotmart.com/,https://twitter.com/hotmart_en,https://www.facebook.com/hotmartofficial/,https://www.linkedin.com/company/hotmart/,"Hotmart is a Content Distribution Platform for digital products. With it, you can sell and deliver digital products such as online courses, ebooks, video, software and others. If you don’t have a digital product to sell you can become affiliated to them, helping promote them and earning commissions for it. Hotmart started operating in 2011 and it has been the market leader in Latin America. Currently, we are expanding our business globally with offices in Spain, Colombia, México and Holland, and preparing to start operations in many other countries, allowing more people, all over the world, to make a living out of their passions.","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software",2,1001-5000,"João Pedro Resende, Mateus Bicalho",5,Late Stage Venture,2021-03-30,735000000,BRL,127305794,Series C,735000000,BRL,127305794,Series C,735300000,BRL,127496388,735300000,BRL,127496388,"General Atlantic, Endeavor Catalyst, TCV, Bossa Invest, GIC",5,8,4,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,2
