Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
FLock.io,https://www.crunchbase.com/organization/flock-io,Active,,"Artificial Intelligence (AI), Blockchain, Machine Learning, Web3","London, England, United Kingdom",We build Federated Learning Blocks: A native Web3 Data Privacy solution for Artificial Intelligence,"4,718","Europe, Middle East, and Africa (EMEA)",WC2H 9JQ,,2022-04-01,month,,,,,For Profit,https://flock.io,,,https://www.linkedin.com/company/flock-io,"FLock enables decentralised and privacy-preserving machine learning, coordinated by smart contracts We work to make user data collection obsolete, and widespread governance participation guaranteed by code we propose to use distributed ledger technology (DLT) to achieve FLock, a secure and reliable decentralized {F}ederated {L}earning system built on B{lock}chain. Or, in plain words, we build TensorFlow Federated (TFF) for Web 3.0","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Other, Science and Engineering, Software",1,11-50,Jiahao Sun,4,,2024-12-19,3000000,USD,3000000,Venture - Series Unknown,3000000,USD,3000000,Venture - Series Unknown,11000000,USD,11000000,11000000,USD,11000000,"Digital Currency Group, Faction, Volt Capital, GSR, Animoca Brands",4,22,,,,,,,,,,,,,,Private,,,,,,,,,,,
Solena Materials,https://www.crunchbase.com/organization/solena-materials,Active,,"Advanced Materials, Biotechnology, Textiles","London, England, United Kingdom",Solena is a protein materials design company.,"5,406","Europe, Middle East, and Africa (EMEA)",W12 7SL,,2022-01-01,year,,,,,For Profit,http://www.solena-materials.com,,,https://www.linkedin.com/company/solena-materials-limited,"Solena is a protein material design company. It use world-leading computational design, machine learning, and automation to accelerate the development of bespoke materials targeted at multiple sectors, from fashion apparel to medical textiles. The new protein-based fibers will replace materials extracted from nature such as silk and petrochemically-derived materials, to create a new world of biodegradable, functional, and sustainable smart materials for consumers, industry, and the planet.","Biotechnology, Manufacturing, Science and Engineering",3,11-50,"James T MacDonald, Milo Shaffer, Paul Freemont",2,Seed,2025-05-05,6700000,USD,6700000,Seed,6700000,USD,6700000,Seed,6700000,USD,6700000,6700000,USD,6700000,"Insempra, SynBioVen, David Harding",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Orbital Materials,https://www.crunchbase.com/organization/orbital-materials,Active,,"Advanced Materials, Artificial Intelligence (AI), Data Center","London, England, United Kingdom",Building the future of advanced industries with AI,"6,138","Europe, Middle East, and Africa (EMEA)",,$50M to $100M,2022-09-01,month,,,,,For Profit,https://orbitalmaterials.com/,,,,"Orbital is an advanced engineering company, designing and deploying physical products for advanced industries. These products incorporate our proprietary advanced materials, designed at our labs with our in-house AI models.  We're starting with technologies for data centers, in partnership with AWS, NVIDIA, and others, we’re bringing to market products that will redefine this industry.","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software",3,11-50,"Daniel Miodovnik, James Gin, Jonathan Godwin",3,,2024-10-22,,,,Venture - Series Unknown,,,,Venture - Series Unknown,16000000,USD,16000000,16000000,USD,16000000,"Radical Ventures, Toyota Ventures, Fly Ventures, Compound, Character",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ambr AI,https://www.crunchbase.com/organization/ambr-e6f1,Active,,"Artificial Intelligence (AI), B2B, Real Time, SaaS, Software","London, England, United Kingdom",Practice high-stakes workplace conversations using multimodal AI,"7,060","Europe, Middle East, and Africa (EMEA)",,,2022-02-10,day,,,,,For Profit,https://ambr.ai,,,https://www.linkedin.com/company/ambrtech,,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",3,1-10,"Jamie Wood, Steph Newton, Zoe Stones",1,Seed,2022-12-15,1200000,USD,1200000,Pre-Seed,1200000,USD,1200000,Pre-Seed,1200000,USD,1200000,1200000,USD,1200000,"Plug and Play, Fuel Ventures, Pi Labs, APX, SeedBlink",1,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Atoa,https://www.crunchbase.com/organization/atoa,Active,,"Finance, Financial Services, FinTech, Payments","London, England, United Kingdom",Atoa is an Open Banking-based payment solution for UK businesses. Any customer with a UK mobile banking app can pay using Atoa.,"7,307","Europe, Middle East, and Africa (EMEA)",EC3R 7BB,$10M to $50M,2022-01-01,year,,,,,For Profit,https://paywithatoa.co.uk,https://www.twitter.com/paywithatoa,https://www.facebook.com/PayWithAtoa,https://www.linkedin.com/company/paywithatoa,"Atoa Instant Bank Pay allows UK merchants to receive payments at a flat fee which is up to 70% cheaper than card machines. Merchants receive funds in their bank accounts instantly instead of having to wait 1-2 days as is the usual case with card machines and debit cards. Using Atoa involves no contracts (pay as you go), no hardware fees and no chargeback fraud risk (all payments are approved via bank app and have Strong Customer Authentication). You can sign up in minutes by downloading the ""Atoa Merchant"" app or by visiting www.paywithatoa.co.uk.","Financial Services, Payments",4,11-50,"Arun Rajkumar, Cian O'Dowd, Jeff M., Sid Narayanan",2,Seed,2023-06-08,6500000,USD,6500000,Seed,6500000,USD,6500000,Seed,8700000,USD,8700000,8700000,USD,8700000,"Passion Capital, Leo Capital, Valar Ventures, Matt Robinson, Moon Capital",3,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Crossover Markets Group,https://www.crunchbase.com/organization/crossover-markets-group,Active,,Financial Services,"London, England, United Kingdom",Crossover Markets Group is a digital asset exchange designed to meet the liquidity needs of institutional clients.,"7,485","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2022-01-01,year,,,,,For Profit,https://www.crossovermarkets.com/,https://twitter.com/crossover_mkts,,https://www.linkedin.com/company/crossover-markets/,Crossover Markets Group is a digital asset exchange designed to meet the liquidity needs of institutional clients.,Financial Services,3,1-10,"Anthony Mazzarese, Brandon Mulvihill, Vladislav Rysin",3,Early Stage Venture,2024-06-26,12000000,USD,12000000,Series A,12000000,USD,12000000,Series A,25850000,USD,25850000,25850000,USD,25850000,"Gate.io, Illuminate Financial, Two Sigma Ventures, Laser Digital, ThinkMarkets",2,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Sparxell,https://www.crunchbase.com/organization/sparxell,Active,,"Advanced Materials, Biotechnology, Green Consumer Goods, GreenTech, Hardware, Manufacturing, Nanotechnology, Sustainability","Cambridge, Cambridgeshire, United Kingdom",Sparxell creates the next generation of colors and effects.,"7,572","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://sparxell.com/,https://twitter.com/SparxelI,,https://www.linkedin.com/company/sparxell,Sparxell creates the next generation of colors and effects.,"Biotechnology, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Sustainability",1,11-50,Benjamin Droguet,2,Seed,2025-02-17,1900000,EUR,1992245,Grant,3200000,USD,3200000,Seed,3200000,USD,3200000,5192245,USD,5192245,"L'Oreal, Snøcap, Joyance Partners, Katapult, EIC Accelerator",1,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
tldraw,https://www.crunchbase.com/organization/tldraw,Active,,"Artificial Intelligence (AI), Machine Learning, Software","London, England, United Kingdom",tldraw is an infinite canvas SDK.,"7,580","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://tldraw.com,,,https://www.linkedin.com/company/tldraw/,"Tldraw is a drawing app that provides users with a collaborative canvas without any login. The app's blank infinite canvas lets draw lines or objects, write text and insert media like images, videos, or GIFs. It's available for all to use for free, and the company also offers developer tools to integrate its canvas.  TIdraw was launched in 2021 by Steve Ruiz.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1,1-10,Steve Ruiz,4,Early Stage Venture,2025-04-09,10000000,USD,10000000,Series A,10000000,USD,10000000,Series A,24094737,USD,24094737,24094737,USD,24094737,"Lux Capital, Amplify Partners, Guillermo Rauch, NP-Hard Ventures, Definition",4,21,,,,,,,,,,,,,,Private,,,,,,,,,,,
Quotient Therapeutics,https://www.crunchbase.com/organization/quotient-therapeutics,Active,,"Biotechnology, Life Science, Medical","London, England, United Kingdom",Quotient Therapeutics engages in transformative medicines made possible with somatic genomics.,"7,666","Europe, Middle East, and Africa (EMEA)",SW1H 0DB,,2022-01-01,year,,,,,For Profit,https://quotient-tx.com/,,,https://www.linkedin.com/company/quotient-therapeutics/about/,Quotient Therapeutics engages in transformative medicines made possible with somatic genomics.,"Biotechnology, Health Care, Science and Engineering",2,11-50,"Geoffrey von Maltzahn, Peter Campbell",1,Seed,2023-11-21,50000000,USD,50000000,Seed,50000000,USD,50000000,Seed,50000000,USD,50000000,50000000,USD,50000000,Flagship Pioneering,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
nsave,https://www.crunchbase.com/organization/nsave,Active,,"Banking, Financial Services, FinTech","London, England, United Kingdom",nsave is a fintech company that offers digital banking and multi-currency payment solutions for individuals.,"7,839","Europe, Middle East, and Africa (EMEA)",EC1V 2NX,$1M to $10M,2022-09-05,day,,,,,For Profit,https://www.nsave.com,https://x.com/nsavecom,https://www.facebook.com/nsavecom,https://www.linkedin.com/company/nsavecom,Nsave is a fintech startup that provides a digital banking services platform that offers a secure way to save. It also offers services such as financial inclusion without account restrictions that allow customers to get global safe accounts for their money with the utmost financial security.,"Financial Services, Lending and Investments",3,1-10,"Abdallah AbuHashem, Amer Baroudi, Edward Yee",4,Early Stage Venture,2025-01-10,18000000,USD,18000000,Series A,18000000,USD,18000000,Series A,22000000,USD,22000000,22000000,USD,22000000,"Y Combinator, Sequoia Capital, Susa Ventures, Basis Set Ventures, Pioneer Fund",2,16,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pockla,https://www.crunchbase.com/organization/pockla,Active,,"Generative AI, Marketing, Marketing Automation","London, England, United Kingdom",POCKLA is a London-based content platform that uses AI technology to level up organic content and paid ads for social-first brands.,"7,950","Europe, Middle East, and Africa (EMEA)",N1 9AG,Less than $1M,2022-03-03,day,,,,,For Profit,https://pockla.io/,,,https://www.linkedin.com/company/pockla/,"POCKLA is a London-based content strategy and marketing agency. Powered by our proprietary AI technology, we take an audience-first approach to levelling up organic content and paid ads for social-first brands. Our vision is to help brands market like the world's best content creators. We do that by helping brands find an authentic internet voice, and engage on topics that actually matter to their audience. POCKLA acts as an extension of your team. Combining the expertise of world class content strategists, paid media and organic experts, designers, technology and growth specialists. Find out how we can help your business today.","Artificial Intelligence (AI), Sales and Marketing, Software",2,1-10,"Hugo Bibby, Rupert Boddington",1,Seed,2025-03-31,1600000,GBP,2065481,Seed,1600000,GBP,2065481,Seed,1600000,GBP,2065481,1600000,GBP,2065481,"SyndicateRoom, Venrex, Love Ventures, Dan Cobley, Upside VC",1,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Deblock,https://www.crunchbase.com/organization/deblock,Active,,"Banking, Cryptocurrency, FinTech","London, England, United Kingdom",Deblock offers banking services to cryptocurrency users.,"8,882","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://deblock.com,https://twitter.com/DeblockApp,,https://www.linkedin.com/company/stealth-fintech-crypto,Deblock offers banking services to cryptocurrency users.It assists people to cash out their cryptocurrency investments.,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",4,11-50,"Aaron Beck, Adriana Restrepo, Jean Meyer, Mario Eguiluz Alebicto",2,Seed,2024-11-21,13300000,GBP,16738002,Seed,13300000,GBP,16738002,Seed,28502074,USD,28502074,28502074,USD,28502074,"Headline, The Twenty Minute VC, Kima Ventures, Triton Capital, Hoxton Ventures",,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Isometric,https://www.crunchbase.com/organization/isometric,Active,,"Analytics, CleanTech, Internet","London, England, United Kingdom",Isometric is a registry for high quality science-backed carbon removal credits.,"9,439","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://isometric.com,https://twitter.com/Isometric_HQ,,https://www.linkedin.com/company/isometric-hq,,"Data and Analytics, Internet Services, Sustainability",1,101-250,Eamon Jubbawy,2,Early Stage Venture,2024-10-01,,,,Series A,,,,Series A,25000000,USD,25000000,25000000,USD,25000000,"Lowercarbon Capital, Plural, Ilkka Paananen, Illusian Founder Office, David Helgason",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Tech1M,https://www.crunchbase.com/organization/tech1m,Active,,"Human Resources, Software","London, England, United Kingdom",An AI-powered recruitment automation and skill assessment software,"9,553","Europe, Middle East, and Africa (EMEA)",,,2022-04-01,month,,,,,For Profit,https://tech1m.com,,,https://www.linkedin.com/company/techonemillion,"Tech1M is an AI-powered recruitment automation and skill assessment software for businesses to attract, evaluate and hire candidates fast.","Administrative Services, Software",1,1-10,Tommie Edwards,1,Seed,2024-04-04,750000,USD,750000,Pre-Seed,750000,USD,750000,Pre-Seed,750000,USD,750000,750000,USD,750000,"Techstars, SFC Capital, HSBC Innovation Banking, Barclays Eagle Labs, Tech Nation Fintech",2,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Yavrio,https://www.crunchbase.com/organization/yavrio,Active,,"Banking, Enterprise Resource Planning (ERP), Finance, FinTech, Payments","London, England, United Kingdom",Yavrio Ltd offers fintech solutions using Open Banking to simplify financial operations.,"10,321","Europe, Middle East, and Africa (EMEA)",EC2A 4NE,$1M to $10M,2022-01-01,year,,,,,For Profit,https://yavr.io,https://twitter.com/yavrio,https://www.facebook.com/profile.php?id=100089269072137,https://www.linkedin.com/company/yavrio,"Yavrio Ltd specializes in financial technology solutions, leveraging Open Banking technology to streamline financial operations for businesses. With a focus on enhancing the efficiency of finance teams, Yavrio offers a platform that simplifies the complexities of financial management by providing seamless connectivity to banking data. This approach allows for more informed decision-making and operational efficiency. The company caters to a broad range of industries, aiming to transform how businesses interact with their financial data. Yavrio is committed to compliance and security, ensuring that all interactions with banking data adhere to strict regulatory standards.","Financial Services, Lending and Investments, Payments, Software",1,11-50,John Lewis,1,Seed,2025-01-29,2400000,USD,2400000,Seed,2400000,USD,2400000,Seed,2400000,USD,2400000,2400000,USD,2400000,"Fuel Ventures, Dan Cobley, Garth Ritchie, Sir Sajid Javid",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Circuland,https://www.crunchbase.com/organization/circuland,Active,,"GreenTech, Manufacturing, PropTech, SaaS, Software, Sustainability","London, England, United Kingdom",Circuland provides a one-stop shop for Digital Materials Passports in the built environment.,"10,340","Europe, Middle East, and Africa (EMEA)",WC2H 9JQ,,2022-01-01,year,,,,,For Profit,https://circuland.co.uk/,,,https://www.linkedin.com/company/circuland/,"Circuland provides a one-stop shop for Digital Materials Passports in the built environment, unlocking the hidden potential of materials and projects. The platform simplifies and streamlines processes to enable reuse, automate reporting, and support building safety and facility management.","Manufacturing, Real Estate, Software, Sustainability",2,1-10,"Anastasia Stella, Angelo Mermiklis",1,Seed,2024-10-15,750000,EUR,816255,Pre-Seed,750000,EUR,816255,Pre-Seed,750000,EUR,816255,750000,EUR,816255,"Apeiron Venture Capital, Astylab Ventures",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
