Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Moneybox,https://www.crunchbase.com/organization/moneybox,Active,,"Banking, Finance, Financial Services, FinTech","London, England, United Kingdom",Moneybox is a mobile savings and investment app that offers a range of savings and investment products.,"4,993","Europe, Middle East, and Africa (EMEA)",SE1 9PG,$50M to $100M,2015-01-01,year,,,,,For Profit,https://www.moneyboxapp.com,https://twitter.com/moneyboxteam,https://www.facebook.com/moneyboxteam/,https://www.linkedin.com/company/digital-moneybox,"Moneybox is a user-friendly app designed to help individuals save, invest, and manage pensions with ease. The app allows users to save specifically for their first home, making it an excellent choice for first-time buyers. The company focuses on helping individuals build wealth over time by offering a variety of financial services, including saving accounts, investment products, and pensions, all accessible through a mobile app.","Financial Services, Lending and Investments",2,251-500,"Ben Stanway, Charlie Mortimer",11,,2024-10-23,62500000,GBP,80728390,Secondary Market,5500000,GBP,7104098,Venture - Series Unknown,130526530,USD,130526530,211254920,USD,211254920,"BREEGA, Apis Partners, Salica, Crowdcube, Eight Roads Ventures",6,16,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ori Biotech,https://www.crunchbase.com/organization/ori-biotech,Active,,"Biotechnology, Industrial Automation, Manufacturing, Therapeutics","London, England, United Kingdom",Ori Biotech is a developer of a manufacturing platform used to help patients get access to lifesaving treatments.,"5,222","Europe, Middle East, and Africa (EMEA)",NW1 0NH,$1M to $10M,2015-01-01,year,,,,,For Profit,https://oribiotech.com/,https://twitter.com/oribiotech,,https://www.linkedin.com/company/oribiotech-ltd/about/,"Ori Biotech is a developer of a manufacturing platform used to help patients get access to lifesaving treatments. Ori has developed a proprietary, flexible manufacturing platform that closes, automates, and standardizes manufacturing allowing therapeutics developers to further develop and bring their products from pre-clinical process development to commercial-scale manufacturing. The company aims to speed up the innovation of cell and gene therapies through the manufacturing platform it is bringing to market.","Biotechnology, Health Care, Manufacturing, Science and Engineering",2,11-50,"Chris Mason, Farlan Veraitch",3,Early Stage Venture,2022-01-18,100000000,USD,100000000,Series B,100000000,USD,100000000,Series B,139148820,USD,139148820,139148820,USD,139148820,"Octopus Ventures, Kindred Capital, Amadeus Capital Partners, Chimera Investment, Puhua Capital",5,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Revolut,https://www.crunchbase.com/organization/revolut,Active,,"Banking, Financial Services, FinTech, Mobile Payments","London, England, United Kingdom","Revolut is a financial technology company that offers banking services, money transfers, foreign exchange, and spending analytics.","5,418","Europe, Middle East, and Africa (EMEA)",E14 4HD,$1M to $10M,2015-07-01,day,,,,,For Profit,http://www.revolut.com,http://twitter.com/RevolutApp,http://www.facebook.com/RevolutApp,https://www.linkedin.com/company/revolut,"Revolut is a financial services company that specializes in mobile banking, card payments, money remittance, and foreign exchange. Revolut started as a platform for providing prepaid debit cards and currency exchange but has since expanded its services to include cryptocurrency trading, stock trading, insurance, and various other financial products. It operates in numerous countries worldwide and is known for its mobile app, which allows users to manage their finances, make payments, and track spending.","Financial Services, Lending and Investments, Mobile, Payments, Software",2,10001+,"Nikolay Storonsky, Vlad Yatsenko",20,,2024-08-16,,,,Secondary Market,13700000,USD,13700000,Venture - Series Unknown,1732587579,USD,1732587579,1738057579,USD,1738057579,"Index Ventures, Bond, Coatue, Ribbit Capital, Tiger Global Management",13,62,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,9
Paragraf,https://www.crunchbase.com/organization/paragraf,Active,,"Advanced Materials, Electronics, Industrial Engineering, Manufacturing","Somersham, Cambridgeshire, United Kingdom",Paragraf manufactures graphene-based electronic devices for the sensors and diagnostics markets.,"5,424","Europe, Middle East, and Africa (EMEA)",PE28 3EB,$1M to $10M,2015-11-01,month,,,,,For Profit,https://www.paragraf.com,https://twitter.com/Paragraf_Gr,,https://www.linkedin.com/company/paragrafltd,Paragraf produces graphene electronic devices using contamination-free technology to deliver commercial-quality products. The company aims to significantly transform the electronics industry by developing high-purity graphene products that enhance technological performance. Paragraf is committed to driving material advancements in electronics through its innovative approach.,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",2,101-250,"Colin Humphreys, Simon Thomas",9,Early Stage Venture,2025-02-06,419419,GBP,524305,Grant,60000000,USD,60000000,Series B,84548500,USD,84548500,85733029,USD,85733029,"IQ Capital, Amadeus Capital Partners, Parkwalk Advisors, Innovate UK, Molten Ventures",6,12,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Healthera,https://www.crunchbase.com/organization/healthera,Active,,"Health Care, Personal Health, Wellness","Cambridge, Cambridgeshire, United Kingdom","Transforming the way a nation delivers its healthcare to its population, from prescriptions to personalised services.","5,845","Europe, Middle East, and Africa (EMEA)",CB4 0WS,$1M to $10M,2015-05-27,day,,,,,For Profit,http://www.healthera.co.uk,https://twitter.com/ourhealthera,https://www.facebook.com/ourhealthera/,https://www.linkedin.com/company/healthera,"Healthera operates a leading healthcare marketplace that provides patients with medicines, healthcare services and products through the largest digital platform of pharmacies and GPs in the UK, including national chains and independent providers.    Our technology empowers patients to access faster medicine delivery and personalised medical care local to them. We reinvent the pharmacy’s operating model which leads to better patient communication, more cross-sales and stronger customer loyalty. We focus on digitising and automating primary care processes in order to improve prescribing efficiency and patient experience while reducing wastage for the NHS. In partnership with over 1000 pharmacies and CCGs across the UK, Healthera has a reach of over 20 million. Our technology is accredited by NHS Digital and we are one of the fastest-growing digital health companies in Europe. Headquartered in Cambridge, we’re an international team with 12 nationalities and a unified passion for increasing efficiency for healthcare with human-centric technology. We exist to transform the way a nation delivers its healthcare to its population, all the way from prescriptions to personalised clinical services.",Health Care,3,11-50,"Jin Dai, Martin Hao, Quintus Liu",9,Early Stage Venture,2025-04-16,2000000,GBP,2649491,Series A,2000000,GBP,2649491,Series A,5300000,GBP,6854548,6985909,GBP,9091389,"Parkwalk Advisors, Innovate UK, ADV, Pitch@Palace, RYSE Asset Management",6,11,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Superscript,https://www.crunchbase.com/organization/superscript,Active,,"Blockchain, Commercial Insurance, Cryptocurrency, Insurance, InsurTech","London, England, United Kingdom","Superscript is a digital insurance broker for businesses big, little and bold.","8,690","Europe, Middle East, and Africa (EMEA)",EC3M 1BD,$10M to $50M,2015-01-01,year,,,,,For Profit,https://gosuperscript.com,https://twitter.com/gosuperscript,https://www.facebook.com/gosuperscript,https://www.linkedin.com/company/gosuperscript,"Superscript is a digital insurance broker for businesses big, little and bold. Superscript has built a self-serve online platform where small businesses can buy and manage their insurance in a matter of minutes. Meanwhile, as the first UK-based InsurTech to become a Lloyd’s of London broker, Superscript's tech-specialist brokerage team provides customised cover for high-growth, innovative companies with complex risks - all the way through from startups and scaleups to grown ups.","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,101-250,"Annabel Mekelenkamp, Ben Rose, Cameron Shearer",6,Early Stage Venture,2023-01-09,45000000,GBP,54826899,Series B,45000000,GBP,54826899,Series B,79196632,USD,79196632,79196632,USD,79196632,"Seedcamp, Pario Ventures, The Future Fund, Base Capital, Beazley",3,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Yaqrit,https://www.crunchbase.com/organization/yaqrit,Active,,"Biotechnology, Health Care, Life Science, Medical, Medical Device, Therapeutics","London, England, United Kingdom",Yaqrit is a clinical-stage company discovering and developing treatments for patients with advanced liver disease.,"8,743","Europe, Middle East, and Africa (EMEA)",NW1 8AB,$1M to $10M,2015-01-01,year,,,,,For Profit,http://yaqrit.com,https://twitter.com/YaqritLtd,,https://www.linkedin.com/company/yaqrit-ltd/,"Yaqrit, a clinical-stage company, is dedicated to pioneering innovative treatments for patients suffering from advanced liver disease, particularly those facing high risks of hospitalization and mortality. Its robust pipeline includes three cutting-edge therapeutics in Phase 2-3 development and two state-of-the-art medical devices. Yaqrit is currently preparing for Phase 3 clinical trials for its ammonia scavenger treatment, crucial for patients with hepatic conditions.","Biotechnology, Health Care, Science and Engineering",1,11-50,Rajiv Jalan,7,Private Equity,2025-03-21,2200000,GBP,2846294,Grant,,,,Private Equity,3400000,GBP,4743915,20700083,USD,20700083,"National Institute for Health and Care Research, Horizon 2020, Trend Investment Group, UCLB, Riveria Investment Group",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Thriva,https://www.crunchbase.com/organization/thriva,Active,,"Health Care, Personal Health, Wellness","London, England, United Kingdom",Thriva offers a personalized at-home finger-prick blood test which enables individuals to easily track and improve health.,"9,027","Europe, Middle East, and Africa (EMEA)",EC1V 9BP,$10M to $50M,2015-01-01,year,,,,,For Profit,https://thriva.co,https://twitter.com/thrivahealth,https://www.facebook.com/thriva,https://www.linkedin.com/company/thriva.co/,Thriva offers a personalized at-home finger-prick blood test which enables individuals to easily track and improve health. All tests are analyzed by their partner laboratory and results are reviewed by their in-house Doctor (a qualified GP of 7 years). Thriva also helps users understand what they need to focus on to make improvements. It was founded in 2015.,Health Care,4,51-100,"Eliot Brooks, Hamish Grierson, Matt Ehrlichman, Tom Livesey",4,Early Stage Venture,2020-05-23,4500000,GBP,5474726,Series A,4500000,GBP,5474726,Series A,12000000,GBP,14716588,12000000,GBP,14716588,"500 Global, Target Global, Seedcamp, Pembroke VCT, Guinness Ventures",3,16,,,,,,,,,,,,,,Private,,,,,,,,,,,
Open Cosmos,https://www.crunchbase.com/organization/open-cosmos,Active,,"Aerospace, Geospatial, Internet of Things, Satellite Communication, Space Travel","Harwell, Oxfordshire, United Kingdom","Open Cosmos is a space technology company that designs, builds, and operates low-earth orbit satellites, providing data and images.","9,104","Europe, Middle East, and Africa (EMEA)",OX11 0QR,$10M to $50M,2015-07-01,month,,,,,For Profit,http://www.open-cosmos.com,https://www.twitter.com/open_cosmos,https://www.facebook.com/open.cosmos.space,https://www.linkedin.com/company/opencosmos/,"Open Cosmos is a space technology company that designs, builds, and operates satellites to simplify access to space. The company also delivers end-to-end telecommunications, Earth Observation (EO), navigation, and scientific missions. It designs, builds, launches and operates advanced satellites through its OpenOrbit offering, that enables organizations to access and share data via its mutualized OpenConstellation infrastructure and offers AI-powered data analysis from a growing range of satellite sources and analytic partners through its DataCosmos platform.","Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Science and Engineering, Transportation",2,101-250,"Aleix Megias Homar, Rafael Jorda Siquier",5,Early Stage Venture,2023-09-11,40000000,GBP,50032208,Series B,40000000,GBP,50032208,Series B,57032208,USD,57032208,62612924,USD,62612924,"LocalGlobe, UK Government, Business Growth Fund, Entrepreneurs First, ETF Partners",5,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
Flock,https://www.crunchbase.com/organization/flockcover,Active,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Big Data, FinTech, Fleet Management, Insurance, InsurTech, Software","London, England, United Kingdom",London-based insurtech building the world's first fully digital insurance company for connected and autonomous commercial vehicles,"9,148","Europe, Middle East, and Africa (EMEA)",EC2M 4PL,$10M to $50M,2015-01-01,year,,,,,For Profit,https://www.flockcover.com/,https://twitter.com/flockcover,https://facebook.com/flockcover,https://www.linkedin.com/company/flockmotor,"Flock is a fully digital insurance company for commercial motor fleets. We're on a mission to make the world quantifiably safer with connected insurance that enables and incentivises safer driving.  With Flock, safer fleets pay less. Iit's why hundreds of companies trust us to protect their vehicles and drivers including Virtuo and Jaguar Land Rover's luxury leasing firm, The Out. We're proud to be supported by some of the world's leading VCs, including Social Capital and Anthemis. Our goal is to become the world's leading fully digital insurer for connected and autonomous vehicles.","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software, Transportation",2,51-100,"Antton Peña, Ed Leon Klinger",12,Early Stage Venture,2023-02-27,35900000,EUR,38088165,Series B,35900000,EUR,38088165,Series B,59302114,USD,59302114,59433449,USD,59433449,"Plug and Play, Octopus Ventures, CommerzVentures, Anthemis, DIG Ventures",6,20,,,,,,,,,,,,,,Private,,,,,,,,,,,
