Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Ogury,https://www.crunchbase.com/organization/ogury,Active,,"Advertising, Big Data, Data Mining, Mobile","Paris, Ile-de-France, France","Ogury is building a world of highly effective and sustainable advertising, anchored in consumer privacy protection.","5,072","European Union (EU), Europe, Middle East, and Africa (EMEA)",75008,$10M to $50M,2014-01-01,year,,,,,For Profit,https://www.ogury.com,https://twitter.com/weareogury,https://www.facebook.com/weareogury,https://www.linkedin.com/company/ogury-ltd,"Ogury is building a world of highly effective and sustainable advertising, anchored in consumer privacy protection.","Advertising, Data and Analytics, Information Technology, Mobile, Sales and Marketing",5,501-1000,"Jean Canzoneri, Jonathan Ferrebeuf, Jules Minvielle, Mathieu Desve, Thomas Pasquet",5,Private Equity,2019-12-05,50000000,USD,50000000,Private Equity,50000000,USD,50000000,Private Equity,92000000,USD,92000000,92000000,USD,92000000,"Ventech, Idinvest Partners, AMA Holdings, Alclan, FACRO INVEST",1,5,3,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,9
Therapixel,https://www.crunchbase.com/organization/therapixel,Active,,"Artificial Intelligence (AI), Health Diagnostics, Machine Learning, Medical Device, Software","Nice, Provence-Alpes-Cote d'Azur, France",Therapixel is a software company specialized in artificial intelligence for medical imaging analysis,"6,722","European Union (EU), Europe, Middle East, and Africa (EMEA)",06200,$1M to $10M,2013-01-01,year,,,,,For Profit,http://www.therapixel.com/,https://twitter.com/therapixel,https://www.facebook.com/therapixel,https://www.linkedin.com/company/therapixel,Therapixel develops and commercializes AI-based software for breast cancer detection and characterization,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",3,11-50,"Amin Tadayon, Olivier Clatz, Pierre Fillard",4,Early Stage Venture,2022-05-12,15000000,EUR,15568338,Series B,15000000,EUR,15568338,Series B,26073415,USD,26073415,26073415,USD,26073415,"Omnes Capital, Verve Ventures, Crédit Agricole, CapHorn Invest, Elaia",4,14,,,,,,,,,,,,,,Private,,,,,,,,,,,
MaaT Pharma,https://www.crunchbase.com/organization/maat-pharma,Active,,"Biotechnology, Health Care","Lyon, Rhone-Alpes, France",MaaT Pharma (Microbiota as a Therapy) is a French biotech start-up.,"7,028","European Union (EU), Europe, Middle East, and Africa (EMEA)",69428,$1M to $10M,2014-12-01,day,2021-11-08,day,,,For Profit,http://maatpharma.com/,https://twitter.com/MaaT_Pharma,https://www.facebook.com/MaaTPharma/,https://www.linkedin.com/company/maat-pharma/,"MaaT Pharma, a clinical stage company, has established the most complete approach to restoring patient-microbiome symbiosis to improve survival outcomes in life-threatening diseases. Committed to treating a range of cancers and Graft-versus-Host-Disease, a serious complication of allogeneic stem cell transplantation, MaaT Pharma has already achieved proof of concept in acute myeloid leukemia patients. Supporting the further expansion of our pipeline into improving outcomes of immunotherapy in solid tumors, we have built a powerful discovery and analysis platform, GutPrint®, to evaluate drug candidates, determine novel disease targets and identify biomarkers for microbiome-related conditions.","Biotechnology, Health Care, Science and Engineering",1,51-100,Herve Affagard,8,IPO,2025-03-27,13000000,EUR,14041060,Post-IPO Equity,13000000,EUR,14041060,Post-IPO Equity,61200000,EUR,67131763,64100000,EUR,70459287,"Bpifrance, Seventure Partners, Crédit Mutuel Innovation, Government of France, Biocodex",3,7,,,,,,,,,,,,,,Public,2021-11-08,31500000,EUR,36501721,,,,MAAT,https://www.crunchbase.com/ipo/maat-pharma-ipo--3ce99f6d,EPA - Euronext Paris,
Spendesk,https://www.crunchbase.com/organization/spendesk,Active,,"B2B, Credit Cards, Financial Services, FinTech, Payments, SaaS, Software","Paris, Ile-de-France, France",Spendesk is a smart spend management software designed for both finance teams and employees.,"7,757","European Union (EU), Europe, Middle East, and Africa (EMEA)",75008,$10M to $50M,2016-01-01,year,,,,,For Profit,https://www.spendesk.com,https://twitter.com/spendesk,https://www.facebook.com/spendesk,https://www.linkedin.com/company/spendesk,"Spendesk is designed to save time and money across the entire spending process with 100% visibility and built-in automation. Ultimately, businesses that use Spendesk empower finance teams to gain valuable time to invest in strategic topics to grow the business.  Founded in 2016, Spendesk is now trusted by thousands of businesses from start-ups to established brands, such as Algolia, Soundcloud, Curve, Doctolib, Gousto, Raisin, Sezane, Wefox.  Spendesk-backed CFO Connect is the fastest-growing global community of finance leaders with more than 7,000 members.","Financial Services, Lending and Investments, Other, Payments, Software",3,501-1000,"Jordane Giuly, Quentin Nickmans, Rodolphe Ardant",6,Late Stage Venture,2022-01-18,100000000,EUR,113285051,Series C,100000000,EUR,113285051,Series C,311847453,USD,311847453,311847453,USD,311847453,"General Atlantic, Index Ventures, Tiger Global Management, Hexa, Kima Ventures",4,24,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Welcome to the Jungle,https://www.crunchbase.com/organization/welcome-to-the-jungle,Active,,"Advertising, Digital Media, E-Learning, Human Resources, Recruiting","Paris, Ile-de-France, France",Welcome to the Jungle is a multichannel media and job board company that aims to inspire individuals to thrive in their professional lives.,"7,962","European Union (EU), Europe, Middle East, and Africa (EMEA)",75002,$100M to $500M,2014-05-09,day,,,,,For Profit,https://www.welcometothejungle.com/en,https://twitter.com/WTTJ,https://www.facebook.com/pg/welcomerecruiters/,https://www.linkedin.com/company/wttj-fr/,"Welcome to the Jungle is a multi-channel media company that aims to inspire every individual to thrive in their professional lives. The company proposes a wide variety of high-quality content (articles, videos, series, podcasts, magazines or events) to help young professionals rethink their relationship with work. Welcome to the Jungle also created a content-rich website with 3,300+ detailed company profiles – including photos, videos, and statistics (number of employees, gender, average age) – making valuable job search information accessible for prospective candidates.","Administrative Services, Advertising, Education, Media and Entertainment, Professional Services, Sales and Marketing, Software",2,251-500,"Bertrand Uzeel, Jeremy Cledat",5,Late Stage Venture,2023-01-25,50000000,EUR,54602499,Series C,50000000,EUR,54602499,Series C,87439171,USD,87439171,87439171,USD,87439171,"Bpifrance, Revaia, XAnge, Kima Ventures, Blisce",8,16,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,3
Agicap,https://www.crunchbase.com/organization/agicap,Active,,"Finance, FinTech, SaaS, Software","Lyon, Rhone-Alpes, France","Agicap is a treasury management platform that helps businesses manage their cash flow, pay invoices, and keep track of account receivables.","9,648","European Union (EU), Europe, Middle East, and Africa (EMEA)",69009,$100M to $500M,2016-01-01,year,,,,,For Profit,https://agicap.com,https://twitter.com/AgicapFrance,https://www.facebook.com/AgicapFrance,https://www.linkedin.com/company/agicap,"Agicap is a treasury management platform for SMB and midmarket companies. Agicap allows business owners to build dynamic, reliable forecasts and have real-time visibility over their current and future cash position. This data, which can be easily shared with banks, makes it easier for SMBs to access financing options and reduces the risk of bankruptcy.","Financial Services, Software",3,501-1000,"Clement Mauguet, Lucas Bertola, Sebastien Beyet",4,Late Stage Venture,2024-11-12,45000000,EUR,47774859,Series C,45000000,EUR,47774859,Series C,166666630,USD,166666630,166666630,USD,166666630,"Partech, Kima Ventures, AVP, BlackFin Capital Partners, Greenoaks",4,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
OpenClassrooms,https://www.crunchbase.com/organization/openclassrooms,Active,,"EdTech, Education, Training","Paris, Ile-de-France, France",OpenClassrooms is a European online education platform with more than 2 million members and fully online degrees.,"10,221","European Union (EU), Europe, Middle East, and Africa (EMEA)",75010,$1M to $10M,2013-09-01,month,,,,,,http://openclassrooms.com/,http://twitter.com/OpenClassrooms,http://www.facebook.com/openclassrooms,https://www.linkedin.com/company/openclassrooms,"Established in 2013, OpenClassrooms has quickly grown to become one of Europe’s largest education-to-employment platforms with 355 000 students across 140 countries,  thousands of full-time diploma students, and hundreds of corporate customers, such as Capgemini, PwC, AXA, Amazon Career Choice, Deliveroo, Randstad, Dentsu, BNP Paribas, Societe Generale and more. It is a higher education institution accredited by the French state, issuing its own Associate, Bachelor’s, and Master’s level Diplomas and registered with the Board of Education in Paris, France. OpenClassrooms operates a fully-online competency-based education model focused on vocational training in knowledge-economy fields - 600+ courses and 55 curricula in high-demand professions including coding, IT, product management, data management, marketing, communications, and UX design. The model blends top-quality online coursework with one-on-one mentorship, project-based learning, career coaching, and a job guarantee.","Education, Software",2,251-500,"Mathieu Nebra, Pierre Dubuc",5,Late Stage Venture,2021-04-27,80000000,USD,80000000,Series C,80000000,USD,80000000,Series C,149703859,USD,149703859,149703859,USD,149703859,"General Atlantic, Bpifrance, Salesforce Ventures, Alven, GSV Ventures",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Platform.sh,https://www.crunchbase.com/organization/platform-sh,Active,,"Cloud Management, Internet, Open Source, PaaS, Software","Paris, Ile-de-France, France","Platform.sh is a cloud hosting platform that helps companies build, run, and scale their websites and apps.","11,758","European Union (EU), Europe, Middle East, and Africa (EMEA)",75002,$1M to $10M,2015-01-01,year,,,,,For Profit,https://platform.sh,http://twitter.com/platformsh,https://www.facebook.com/platform.sh,https://www.linkedin.com/company/platformsh,"Platform.sh is an automated, continuous-deployment high-availability cloud hosting solution that helps web applications scale effortlessly and serve the most demanding traffic. Developers can develop, test, deploy, and maintain their applications faster and more consistently thanks to its unique feature of cloning the full production cluster, including all the data, in under a minute. Platform.sh was founded in 2010 and is based in Paris, France.","Information Technology, Internet Services, Software",3,251-500,"Damien Tournoud, Fred Plais, Ori Pekelman",5,Late Stage Venture,2022-06-20,140000000,USD,140000000,Series D,140000000,USD,140000000,Series D,187300000,USD,187300000,187300000,USD,187300000,"Revaia, Alven, Partech, Benhamou Global Ventures, OpenOcean",7,13,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,15
InterCloud,https://www.crunchbase.com/organization/intercloud,Active,,"Cloud Computing, Cloud Infrastructure, Cloud Management, Software, Telecommunications","Paris, Ile-de-France, France",InterCloud is the European leader of Software-Defined Cloud Interconnection (SDCI),"12,276","European Union (EU), Europe, Middle East, and Africa (EMEA)",75003,$10M to $50M,2010-12-04,day,2025-03-17,day,,,For Profit,https://www.intercloud.com,https://twitter.com/theintercloud,,https://www.linkedin.com/company/intercloud/,InterCloud is the European leader of Software-Defined Cloud Interconnection (SDCI),"Hardware, Information Technology, Internet Services, Software",3,51-100,"Antoine Valat, Benjamin Ryzman, Jerome Dilouya",5,M&A,2022-02-15,100000000,EUR,113553005,Series D,100000000,EUR,113553005,Series D,153630863,USD,153630863,153630863,USD,153630863,"Bpifrance, Ventech, Orange Ventures, Hi Inov - Dentressangle, CapHorn Invest",5,13,,Was Acquired,InterCloud acquired by BSO,https://www.crunchbase.com/acquisition/bso-acquires-intercloud--d20741da,BSO,https://www.crunchbase.com/organization/bso,2025-03-17,day,,,,Acquisition,,Private,,,,,,,,,,,
Skeepers,https://www.crunchbase.com/organization/net-reviews,Active,,"Information Technology, Internet, Professional Services, SaaS","Marseille, Provence-Alpes-Cote d'Azur, France",Skeepers are pragmatic and ROIistic SaaS solutions to enable brands to create value and for their customers.,"12,289","European Union (EU), Europe, Middle East, and Africa (EMEA)",33132,$100M to $500M,2012-04-12,day,,,,,For Profit,https://www.skeepers.io/fr/,,,https://www.linkedin.com/company/skeepers/,"Founded in 2012 with Verified Reviews, the Skeepers group has grown and risen to become the European champion of customer engagement. The group's various solutions enable brands to unlock value from each of their consumer interactions across the entire customer experience cycle: customer reviews, influencer marketing, video content, live shopping, feedback analysis, customer journey management until marketing campaigns activation.     SKEEPERS has 550 employees, of which nearly 50% work on innovation and R&D, and more than 8,000 customers in 40 countries. The group is present in France with offices in Lille, Marseille, Nantes, Paris, Rennes, Toulouse as well as in Europe (Spain, Italy, Portugal and Germany), the USA and Brazil.     Spearheading the SaaS sector in France, SKEEPERS is part of the FT120.","Information Technology, Internet Services, Other, Software",3,251-500,"Laurent Abisset, Olivier Mouillet, Tom Brami",3,,2019-11-12,98000000,EUR,107917630,Venture - Series Unknown,98000000,EUR,107917630,Venture - Series Unknown,100000000,EUR,110666295,100000000,EUR,110666295,"PSG Equity, M Capital Partners, Netangels",2,3,9,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
DNA Script,https://www.crunchbase.com/organization/dna-script,Active,,"Biotechnology, Health Care, Life Science, Medical","Le Kremlin-bicêtre, Ile-de-France, France",DNA Script is a disruptive DNA synthesis company harnessing biology to accelerate breakthroughs in life science and human health.,"12,872","European Union (EU), Europe, Middle East, and Africa (EMEA)",94270,$50M to $100M,2014-01-01,year,,,,,For Profit,https://www.dnascript.com,https://twitter.com/DNAScript,,https://www.linkedin.com/company/dna-script,"DNA Script is a disruptive DNA synthesis company engineering biology to accelerate breakthroughs in life science and human health. Their revolutionary enzymatic technology powers the world's first benchtop DNA printer, SYNTAX, enabling labs to print their own synthetic oligos for greater workflow control and faster access to results.","Biotechnology, Health Care, Science and Engineering",3,251-500,"Sylvain Gariel, Thomas Ybert, Xavier Godron",11,Seed,2022-08-27,,,,Seed,,,,Seed,469444098,USD,469444098,479844098,USD,479844098,"Bpifrance, Coatue, Kurma Partners, Fidelity, Catalio Capital Management",11,29,,,,,,,,,,,,,,Private,,,,,,,,,,,
