Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
FINN,https://www.crunchbase.com/organization/finn-b149,Active,,"Automotive, Car Sharing, Leasing, Subscription Service","Munich, Bayern, Germany",FINN is a startup that operates a platform for new car subscriptions and an alternative to buying or leasing vehicles.,"5,169","European Union (EU), Europe, Middle East, and Africa (EMEA)",81675,$100M to $500M,2019-05-15,day,,,,,For Profit,https://www.finn.com,,https://www.facebook.com/finn.auto.abo,https://www.linkedin.com/company/finn-auto,"FINN offers monthly car subscriptions to create a sustainable method for mobility. Its mission is to make mobility fun and sustainable: FINN helps everyone who loves driving their own car but refuses the struggle, commitment, and intransparent costs associated with car ownership. The company achieves this by offering all-inclusive, immediately available, monthly car subscriptions.","Financial Services, Other, Transportation",5,251-500,"Andreas Stryz, Hans-Peter Ringer, Max-Josef Meier, Maximilian Wühr, Nikolai Schröder",9,Late Stage Venture,2025-02-10,1000000000,EUR,1030111180,Debt Financing,100000000,EUR,109824457,Series C,253805973,USD,253805973,2075329905,USD,2075329905,"Citi, HV Capital, Heartcore Capital, White Star Capital, Waterfall Asset Management",7,19,,,,,,,,,,,,,,Private,,,,,,,,,,,
Hive,https://www.crunchbase.com/organization/hive-7176,Active,,"Delivery, E-Commerce, Logistics, Shipping","Berlin, Berlin, Germany",Hive stores and ships products for small and medium-sized online merchants the next day.,"5,750","European Union (EU), Europe, Middle East, and Africa (EMEA)",10178,Less than $1M,2020-01-01,year,,,,,For Profit,https://hive.app,,https://www.facebook.com/HiveLogistics,https://linkedin.com/company/hive-logistics,"Hive stores and ships products for small and medium-sized online merchants the next day. The company's multichannel integrations, D2C and B2B orders, custom packaging, and smooth return handling will help to optimize the operations. It integrates with over fifteen delivery carriers and inventory is automatically distributed between five fulfillment centers to save money and time. Hive was founded in 2020 and is based in Berlin Germany.","Administrative Services, Commerce and Shopping, Transportation",3,251-500,"Franz Purucker, Leonard von Kleist, Oskar Ziegler",6,Early Stage Venture,2024-06-24,18200000,EUR,19532592,Series A,18200000,EUR,19532592,Series A,63357259,USD,63357259,74089452,USD,74089452,"Tiger Global Management, Activant Capital, Earlybird Venture Capital, Atempo Growth, Picus Capital",4,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
Apheris,https://www.crunchbase.com/organization/apheris-ai,Active,,"Analytics, Artificial Intelligence (AI), Machine Learning, Network Security","Berlin, Berlin, Germany","Apheris is a federated computing company that focuses on network security, addressing the need for secure data sharing.","6,191","European Union (EU), Europe, Middle East, and Africa (EMEA)",10997,$10M to $50M,2019-01-01,year,,,,,For Profit,https://www.apheris.com,https://twitter.com/apheris_AI,,https://www.linkedin.com/company/apheris-ai,"Apheris focuses on network security for deep learning and privacy, addressing the need for secure data sharing. Apheris enables organizations to collaboratively analyze and derive insights from distributed datasets without sharing or transferring sensitive information. The platform empowers companies to unlock the full potential of their data while maintaining compliance with stringent privacy and data protection regulations.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,11-50,"Michael Höh, Robin Rohm",5,Early Stage Venture,2025-01-02,20800000,USD,20800000,Series A,20800000,USD,20800000,Series A,32482796,USD,32482796,32482796,USD,32482796,"Octopus Ventures, LocalGlobe, OTB Ventures, DIG Ventures, Heal Capital",5,15,,,,,,,,,,,,,,Private,,,,,,,,,,,
Vytal,https://www.crunchbase.com/organization/vytal,Active,,"Food and Beverage, Recycling, Snack Food, Sustainability, Waste Management","Cologne, Nordrhein-Westfalen, Germany",Vytal is a provider of software-enabled reusable packaging solutions to eliminate single-use packaging waste.,"7,297","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2019-01-01,year,,,,,For Profit,https://www.vytal.org,https://twitter.com/myvytal,https://www.facebook.com/vytalglobal,https://www.linkedin.com/company/vytal-global,"Vytal is a provider of software-enabled reusable packaging solutions to eliminate single-use packaging waste in the food and beverage industry. It offers a reusable container system and container management software to facilitate sustainable takeaway and delivery services, serving restaurants, supermarkets, caterers, canteens, and event organizers.","Food and Beverage, Sustainability",3,51-100,"Fabian Barthel, Sven Witthöft, Tim Breker",5,,2025-03-11,14200000,EUR,15517243,Venture - Series Unknown,14200000,EUR,15517243,Venture - Series Unknown,34587498,USD,34587498,34587498,USD,34587498,"Emerald Technology Ventures, Inven Capital, IP Group, Rubio Impact Ventures, Kiko Ventures",3,21,,,,,,,,,,,,,,Private,,,,,,,,,,,
Kaiko Systems,https://www.crunchbase.com/organization/kaiko-systems,Active,,"Artificial Intelligence (AI), Machine Learning, Marine Technology, Marine Transportation, SaaS, Shipping","Berlin, Berlin, Germany",Kaiko Systems is an operational intelligence company that uses AI to turn frontline data into real-time asset health insights.,"7,646","European Union (EU), Europe, Middle East, and Africa (EMEA)",10827,$1M to $10M,2020-10-19,day,,,,,For Profit,https://www.kaikosystems.com,,,https://www.linkedin.com/company/kaikosystems,"Kaiko Systems empowers shipping companies to operate with confidence.  We equip frontline workers with digital tools that turn frontline operations into structured data while improving efficiency and quality. By using AI to verify collected information, we build a single source of shared intelligence for industry-wide collaboration. For more information, visit: www.kaikosystems.com","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",2,251-500,"Eddy del Valle, Fabian Fussek",2,Early Stage Venture,2025-03-19,6000000,EUR,6565457,Series A,6000000,EUR,6565457,Series A,8000000,EUR,8531747,8000000,EUR,8531747,"Motion Ventures, Flashpoint, Hi Inov - Dentressangle, Flagship Founders, A Round Capital",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Monite,https://www.crunchbase.com/organization/monite,Active,,"Financial Services, FinTech, Payments, SaaS, Software","Berlin, Berlin, Germany","Monite lets vSaaS, payment providers, fintechs embed AI-driven Invoicing & Bill Pay into their interface in 3-4 weeks.","8,439","European Union (EU), Europe, Middle East, and Africa (EMEA)",10117,$1M to $10M,2020-01-01,year,,,,,For Profit,https://monite.com,,https://www.facebook.com/monitehq,https://linkedin.com/company/monitehq,"Monite is an AI-powered Embedded AR/AP provider – it lets SMB platforms (vSaaS, payment providers, fintechs) embed AR/invoicing, AP automation/bill pay & cashflow management into their interface in 3-5 weeks. We power dozens of platforms across US, EU, and other regions. We are backed by Valar Ventures, ThirdPrime, P72,s16, Audeo, founders of Klarna & Nium, and executives from Plaid, PayPal & Square.","Financial Services, Payments, Software",2,11-50,"Andrey Korchak, Ivan Maryasin",4,Seed,2024-02-19,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,17445838,USD,17445838,17445838,USD,17445838,"s16vc, Point72 Ventures, Third Prime, Valar Ventures, Runa Capital",4,25,,,,,,,,,,,,,,Private,,,,,,,,,,,
Razor Group,https://www.crunchbase.com/organization/razor-group,Active,,"Brand Marketing, Business Development, E-Commerce, Internet, Retail","Berlin, Berlin, Germany",Razor Group is a global consumer holding company that partners with e-commerce merchants to acquire and scale brands.,"8,483","European Union (EU), Europe, Middle East, and Africa (EMEA)",10115,$500M to $1B,2020-08-01,month,,,,,For Profit,https://razor-group.com,https://www.twitter.com/razorgroup,https://www.facebook.com/razorbrands,https://www.linkedin.com/company/razor-brands,"Razor is a global consumer holding company that partners with e-commerce merchants to acquire and scale brands. Razor uses significant growth capital with extensive e-commerce expertise in order to take these acquired merchants to the next stage of development. Razor focuses on specific product categories, long-term value enhancement, and first-class customer satisfaction.","Commerce and Shopping, Internet Services, Professional Services, Sales and Marketing",5,251-500,"Christoph F. Gamon, Jonas Diezun, Oliver Dlugosch, Shrestha Chowdhury, Tushar Ahluwalia",11,Late Stage Venture,2024-03-04,100000000,USD,100000000,Series D,100000000,USD,100000000,Series D,354604799,USD,354604799,1147774035,USD,1147774035,"BlackRock, 468 Capital, Fortress Investment Group, FJ Labs, L Catterton",5,17,6,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
nuvo,https://www.crunchbase.com/organization/comdocks,Active,,"B2B, Business Intelligence, Data Integration, Information Technology, Machine Learning, SaaS, Software","Hamburg, Hamburg, Germany","nuvo offer you and your clients to automatically map, validate clean and import spreadsheet data!","8,580","European Union (EU), Europe, Middle East, and Africa (EMEA)",20095,$1M to $10M,2020-10-01,month,,,,,For Profit,https://getnuvo.com/,,,https://www.linkedin.com/company/getnuvo/,"nuvo is an embedded AI-assisted data integration & onboarding solution that empowers you and your customers to map, validate and clean data effortlessly. Create the easiest data ingestion ever and focus on what really matters when building your product.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Software",2,11-50,"Ben Hartig, Michael Zittermann",2,Seed,2023-12-12,3000000,EUR,3239548,Seed,3000000,EUR,3239548,Seed,4600000,EUR,4977843,4600000,EUR,4977843,"FoodLabs, APX, La Famiglia, Collective Ventures, Exxeta Ventures",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
lemon.markets,https://www.crunchbase.com/organization/lemon-markets,Active,,"Developer APIs, Enterprise Applications, Financial Services, FinTech, Trading Platform","Berlin, Berlin, Germany","Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading, order execution, and market data retrieval.","8,974","European Union (EU), Europe, Middle East, and Africa (EMEA)",10969,$1M to $10M,2020-01-01,year,,,,,For Profit,https://lemon.markets,https://twitter.com/lemon_markets,https://www.facebook.com/lemon.markets,https://www.linkedin.com/company/lemon-markets,"Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading. The company's API helps to support creating and executing orders at the stock market and retrieving market data. Additionally, it enables developers to build their own investment and trading tools for the stock market via their Trading API.","Apps, Financial Services, Lending and Investments, Software",2,11-50,"Marcel Katenhusen, Maximilian Linden",3,Seed,2024-07-11,12000000,EUR,13048911,Seed,12000000,EUR,13048911,Seed,27000000,EUR,29511569,27000000,EUR,29511569,"Lightspeed Venture Partners, Creandum, Lakestar, CommerzVentures, Angel Invest",5,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Carbonfuture,https://www.crunchbase.com/organization/carbonfuture,Active,,"Environmental Consulting, Environmental Engineering, Natural Resources, Sustainability","Freiburg, Baden-Wurttemberg, Germany",Carbonfuture is the world's leading provider of high-quality durable carbon removal credits.,"9,954","European Union (EU), Europe, Middle East, and Africa (EMEA)",79106,,2020-01-01,year,,,,,For Profit,https://www.carbonfuture.earth/,https://twitter.com/i/flow/login?redirect_after_login=%2Fcarbonfuture_,,https://www.linkedin.com/company/carbonfuture,"Carbonfuture is the Trust Infrastructure for durable carbon removal. Today, the Trust Infrastructure consists of two products that seamlessly connect the entire carbon removal lifecycle: Carbonfuture MRV+, the most comprehensive MRV solution for durable CDR, and Carbonfuture Marketplace, the leading marketplace for durable CDR. At Carbonfuture, we build trust throughout the carbon removal journey with our rigorous, data-driven approach, ensuring unmatched quality and reliability of carbon removal. We empower suppliers by providing the essential project support and finance needed to transform their carbon removal projects into fully certified carbon credits. For corporate buyers, we offer access to portfolios of carbon removal credits adhering to the highest quality standards and provide visibility at each step of the carbon removal lifecycle. We work with some of the world's most ambitious climate leaders such as Microsoft, Swiss Re, and the World Economic Forum First Movers Coalition. For more information, please visit www.carbonfuture.earth","Natural Resources, Professional Services, Science and Engineering, Sustainability",3,11-50,"Andreas Hölzl, Hannes Junginger, Matthias Ansorge",3,Early Stage Venture,2024-09-19,,,,Series A,,,,Series A,8077698,USD,8077698,8077698,USD,8077698,"4impact, SIX, seed + speed, Übermorgen Ventures, Carbon Removal Partners",4,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Vantis,https://www.crunchbase.com/organization/vantis,Active,,Health Care,"Munich, Bayern, Germany",Vantis is a digital solution for chronic cardiovascular diseases that requires personalized ongoing treatment for decades.,"10,208","European Union (EU), Europe, Middle East, and Africa (EMEA)",80331,$1M to $10M,2019-01-01,day,,,,,For Profit,https://www.vantis-health.com/,,https://www.facebook.com/Vantis-GmbH-101857578358739/,https://www.linkedin.com/company/vantis-gmbh/,"Vantis is an app that helps to measure accurate blood pressure, medication use, heart-healthy nutrition, exercise, and relaxation. They help people maintain their health and strengthen their hearts. The Vantis Heart App assists users in doing what is important at home, such as correctly measuring blood pressure, taking medication, eating heart-healthy foods, exercising, and relaxing. The Vantis Heart app allows users to directly implement European guidelines for heart disease treatment.",Health Care,4,11-50,"Dr. Kevin Wiesner, Maximilian Roedel, Till Jansen, Ulrich Klank",2,Early Stage Venture,2025-03-12,10000000,EUR,10911539,Series A,10000000,EUR,10911539,Series A,13800000,EUR,15387393,13800000,EUR,15387393,"Firstminute Capital, b2venture, Bayern Kapital, Angelini Ventures, Twip Impact Ventures",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
