Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Payrails,https://www.crunchbase.com/organization/payrails,Active,,"Developer APIs, Enterprise Software, Financial Services, FinTech, Mobile Payments, Payments","Berlin, Berlin, Germany",Payrails enables high-growth companies to craft their payment experiences and financial services globally.,"4,142","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2021-01-01,year,,,,,For Profit,https://www.payrails.com,https://twitter.com/Payrails_com,,https://www.linkedin.com/company/payrails,"Payrails is a payment operating system for global enterprises that want to effectively manage all aspects of their payment operations in one place. Our end-to-end solution connects merchants to a vast network of payment providers, fraud solutions, and alternative payment methods through one single, intuitive API. Payrails is joined in its mission by top-tier investors Andreessen Horowitz, EQT, General Catalyst, and HV Capital to enable us to solve the growing complexity of payments.","Financial Services, Mobile, Payments, Software",2,51-100,"Emre Talay, Orkhan Abdullayev",2,Seed,2023-06-07,14400000,USD,14400000,Seed,14400000,USD,14400000,Seed,20800000,USD,20800000,20800000,USD,20800000,"General Catalyst, Andreessen Horowitz, EQT Ventures, HV Capital",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mondu,https://www.crunchbase.com/organization/mondu,Active,,"B2B, Developer APIs, Financial Services, Payments","Berlin, Berlin, Germany",Mondu is a fintech company that offers B2B payment services.,"4,184","European Union (EU), Europe, Middle East, and Africa (EMEA)",10179,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.mondu.ai,,,https://www.linkedin.com/company/mondu-ai,"Mondu develops B2B payment software. The company's buy-now-pay-later platform offers a flexible payment method with net terms, and split payments all without the financial and operational hassles, enabling B2B marketplaces and merchants to implement sustained growth.","Financial Services, Other, Payments, Software",4,101-250,"Gil Danziger, Malte Huffmann, Nadia Kroon, Philipp Povel",5,Early Stage Venture,2024-01-25,30000000,EUR,32536902,Debt Financing,13000000,USD,13000000,Series A,70070062,USD,70070062,122141724,USD,122141724,"Cherry Ventures, FinTech Collective, Valar Ventures, Discovery Ventures, Vereinigte Volksbank Raiffeisenbank",4,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
FaradaIC Sensors,https://www.crunchbase.com/organization/faradaic-sensors,Active,,"Manufacturing, Semiconductor","Greifenberg, Bayern, Germany",FaradaIC Sensors is to commoditize gas sensors and provide flexible gas sensing at a cheap cost for the expanding market.,"4,504","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.faradaic.io/,,,https://www.linkedin.com/company/faradaic-sensors-gmbh/?originalSubdomain=de,FaradaIC Sensors is to commoditize gas sensors and provide flexible gas sensing at a cheap cost for the expanding market of IoT applications.,"Hardware, Manufacturing, Science and Engineering",,11-50,,4,Seed,2025-04-07,4500000,EUR,4941780,Seed,4500000,EUR,4941780,Seed,4500000,EUR,4941780,6955250,EUR,7375390,"European Innovation Council, Elev8.VC, Frontures, Join Capital, Tiburon",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Doinstruct,https://www.crunchbase.com/organization/doinstruct,Active,,"E-Learning, Software","Osnabrück, Niedersachsen, Germany",Doinstruct is a mobile training solution for frontline workers.,"4,646","European Union (EU), Europe, Middle East, and Africa (EMEA)",49090,Less than $1M,2021-01-01,year,,,,,For Profit,https://www.doinstruct.com/,,https://www.facebook.com/doinstruct/,https://www.linkedin.com/company/doinstruct/?originalSubdomain=de,"Doinstruct is a digital-based company with video functionality created for industry personnel onboarding and training. With the use of the company's platform, businesses can train their staff members and service providers via smartphones, throughout supply chains, and from any place, allowing all front-line personnel to participate in training at their convenience.","Education, Software",1,51-100,Mona Feder,3,Early Stage Venture,2025-03-18,16500000,EUR,18048942,Series A,16500000,EUR,18048942,Series A,24100000,EUR,26276401,24100000,EUR,26276401,"Creandum, High-Tech Gruenderfonds, HV Capital, Spotify, D11Z.Ventures",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
UniteLabs,https://www.crunchbase.com/organization/unitelabs,Active,,"Biotechnology, Data Integration, Health Care, Industrial Automation, Internet of Things, Life Science, Software","Munich, Bayern, Germany",The operating system for AI-driven biotech R&D,"4,886","European Union (EU), Europe, Middle East, and Africa (EMEA)",81671,Less than $1M,2022-01-01,year,,,,,For Profit,http://www.unitelabs.io/,,,https://linkedin.com/company/unitelabs,"UniteLabs provides the foundational operating system for AI-driven lab automation in life science. It accelerates scientific discovery by closing the loop with a unified data and automation infrastructure, seamless integration, and intelligent control. Our platform empowers ambitious biotech companies, big pharma, integrators, and hardware vendors by offering bidirectional connectors for diverse lab equipment, a scalable cloud platform with an open API, and a powerful workflow engine with an integrated compute environment. This allows for the creation of sophisticated, modular workflows, and enables rapid automation development through our Lab-as-Code environment, featuring a dynamic Python SDK and application-specific libraries.","Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",3,11-50,"Julian Willand, Lukas Bromig, Robert Zechlin",3,Seed,2025-04-03,2770000,EUR,3021669,Pre-Seed,2770000,EUR,3021669,Pre-Seed,2770000,EUR,3021669,3031764,USD,3031764,"Acurio Ventures, NAP, Venture Kick, PUSH VC, LANA Ventures",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cakewalk,https://www.crunchbase.com/organization/cakewalk,Active,,"Compliance, IT Management, Security","Berlin, Berlin, Germany",Easy and Powerful Identity Governance for Buys IT and InfoSec Teams.,"5,099","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-05-01,month,,,,,For Profit,https://www.getcakewalk.io,,,https://www.linkedin.com/company/getcakewalk,"Identity Governance, powered by Agent Cake  1) Consolidate all access, apps and AI agents. 2) Fully automate IGA workflows.  3) Get guidance based on insights. Enabling your teams while reducing your attack surface.","Information Technology, Privacy and Security, Professional Services",3,11-50,"Gil Röder, Gonzalo Rubio Torrente, Johannes Keienburg",4,Seed,2025-04-23,7500000,USD,7500000,Seed,7500000,USD,7500000,Seed,10759637,USD,10759637,10759637,USD,10759637,"Kindred Capital, Fly Ventures, Seedcamp, Vertex Ventures US, Google for Startups",3,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
The Exploration Company,https://www.crunchbase.com/organization/the-exploration-company,Active,,"Aerospace, Air Transportation, Manufacturing, Space Travel","Munich, Bayern, Germany","The Exploration Company develops, manufactures and operates modular and reusable spaceships serving the needs of space stations.","5,104","European Union (EU), Europe, Middle East, and Africa (EMEA)",82152,$10M to $50M,2021-07-01,month,,,,,For Profit,https://exploration.space,,,https://www.linkedin.com/company/exploration-company,"The Exploration Company develops, manufactures, and operates modular and reusable spaceships called Nyx, designed for space stations near Earth and the Moon. Nyx can be refueled in orbit and utilizes green propellants. The company also provides an open-source operating system for these spaceships.","Manufacturing, Science and Engineering, Transportation",3,101-250,"Artur Koop, Hélène Huby, Jon Reijneveld",5,Early Stage Venture,2024-11-17,150000000,EUR,158042465,Series B,150000000,EUR,158042465,Series B,196800000,EUR,209857798,196800000,EUR,209857798,"Bpifrance, EQT Ventures, Bessemer Venture Partners, Cherry Ventures, Omnes Capital",5,25,,,,,,,,,,,,,,Private,,,,,,,,,,,
NAO,https://www.crunchbase.com/organization/nao-64a3,Active,,"Financial Services, Funding Platform, Software","Berlin, Berlin, Germany",NAO offers innovative investment opportunities including private equity and hedge funds.,"5,370","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-01-01,month,,,,,For Profit,https://www.investnao.com,,,https://www.linkedin.com/company/investnao,"NAO provides a platform for unique capital market investments, focusing on private equity, hedge funds, and infrastructure projects. The company emphasizes broad diversification and transparent communication about investment strategies and risks.","Financial Services, Lending and Investments, Software",1,11-50,Robin Binder,3,Seed,2025-03-18,1100000,EUR,1200153,Seed,1100000,EUR,1200153,Seed,6100000,EUR,6500586,6100000,EUR,6500586,"Jens Hilgers, Kotti Capital, Zeitgeist X Ventures, Jakob Schreyer, Artur Hasselbach",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
VESTIGAS,https://www.crunchbase.com/organization/vestigas,Active,,"Construction, Logistics, Software","Eggenfelden, Bayern, Germany",VESTIGAS is the new standard for Purchase-to-Pay Interactions in Construction.,"6,032","European Union (EU), Europe, Middle East, and Africa (EMEA)",84307,Less than $1M,2021-08-11,day,,,,,For Profit,https://www.vestigas.com,,,https://www.linkedin.com/company/72168171,,"Real Estate, Software, Transportation",4,11-50,"Julian Blum, Nicolas Blum, Paul Kaiser, Yannick Gehring",1,Seed,2025-04-09,8000000,EUR,8761382,Seed,8000000,EUR,8761382,Seed,8000000,EUR,8761382,8000000,EUR,8761382,"Project A Ventures, b2venture, Realyze Ventures, Christian Hülsewig",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Aware,https://www.crunchbase.com/organization/aware-e3bc,Active,,"Apps, Health Care, Software, Wellness","Berlin, Berlin, Germany",Aware is a mobile app for evaluating health data and for researching chronic diseases.,"6,375","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.aware.app,https://twitter.com/aware_app,,https://www.linkedin.com/company/alwaysaware,Aware is a mobile app for evaluating health data and for researching chronic diseases. The company allows customers to understand what's occurring within their body and how to use data to take control of their wellbeing.,"Apps, Health Care, Software",2,11-50,"Florian Meissner, Ramzi Rizk",2,Seed,2022-06-27,15000000,USD,15000000,Seed,15000000,USD,15000000,Seed,15000000,USD,15000000,15000000,USD,15000000,"Cherry Ventures, Lakestar, Atlantic Labs, Christian Reber, Amino Collective",3,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
amberSearch,https://www.crunchbase.com/organization/amberoad,Active,,"Artificial Intelligence (AI), Enterprise Applications, Enterprise Software, Information Technology, Intelligent Systems, Knowledge Management, Machine Learning, Natural Language Processing, Search Engine, Software","Aachen, Nordrhein-Westfalen, Germany",amberSearch is the leading generative AI Search for small and medium sized businesses in Europe,"6,450","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-01-01,month,,,,,For Profit,https://ambersearch.de,https://twitter.com/ambersearch_,,https://www.linkedin.com/company/ambersearch,"amberSearch is an intelligent enterprise search engine to help employees to find all relevant documents easily and quickly by integrating all company internal data sources into one search engine. Our solution allows access to all company-wide files from anywhere. Even if you don't exactly know what you are looking for, our cutting-edge AI will know because of a range of features implemented in our software. No need to tag documents manually, all in milliseconds - only one search request away.","Administrative Services, Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",4,11-50,"Bastian Maiworm, Igli Manaj, Julian Johannes Reinauer, Philipp Reißel",3,Seed,2025-03-24,2100000,EUR,2264808,Seed,2100000,EUR,2264808,Seed,2100000,EUR,2264808,2100000,EUR,2264808,"Ventech, EY Startup Academy, Mirko Kerschbaum, Daniel Ruben",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Planet A Foods,https://www.crunchbase.com/organization/qoa,Active,,"Food and Beverage, Manufacturing, Sustainability","Munich, Bayern, Germany",Planet A Foods is a B2B sustainable ingredients company that specializes in the production of cocoa-free chocolate.,"6,933","European Union (EU), Europe, Middle East, and Africa (EMEA)",82152,$1M to $10M,2021-01-01,year,,,,,For Profit,https://planet-a-foods.com,,,https://www.linkedin.com/company/planetafoods,"Planet A Foods specializes in the production of cocoa-free chocolate. The company strives to produce food locally, with minimal impact on land and resources, and reduce carbon emissions globally.","Food and Beverage, Manufacturing, Sustainability",2,11-50,"Dr. Maximilian Marquart, Sara F. Marquart",5,Early Stage Venture,2024-12-05,30000000,USD,30000000,Series B,30000000,USD,30000000,Series B,73330948,USD,73330948,73330948,USD,73330948,"Y Combinator, Cherry Ventures, Pioneer Fund, Fifty Years, Omnes Capital",5,17,,,,,,,,,,,,,,Private,,,,,,,,,,,
