Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
HIVED,https://www.crunchbase.com/organization/hived,Active,,"Delivery Service, Logistics, Supply Chain Management","London, England, United Kingdom","Hived is a supply chain, logistics, and delivery company offering a sustainable parcel delivery service.","7,165","Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2021-08-01,day,,,,,For Profit,https://www.hived.space,https://twitter.com/HivedHQ,https://www.facebook.com/hived.space,https://www.linkedin.com/company/hived-space,"HIVED is a sustainable parcel delivery business for the 21st century. From the middle to final mile, we are revolutionising the post-purchase experience, building solutions that reduce waste and provide unparalleled visibility and insight to shippers and recipients alike.",Transportation,2,101-250,"Mathias Krieger, Murvah Iqbal",5,,2024-10-15,2000000,GBP,2612975,Venture - Series Unknown,2000000,GBP,2612975,Venture - Series Unknown,17389501,USD,17389501,17389501,USD,17389501,"Elemental Impact, Global Brain Corporation, Everywhere Ventures, Pale blue dot, Planet A Ventures",3,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Runna,https://www.crunchbase.com/organization/runna-coach,Active,,"Fitness, Personal Development, Sports, Training","London, England, United Kingdom",We are Runna. We help people to train better and love running.,"7,215","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,month,2025-04-17,day,,,For Profit,https://www.runna.com,,https://web.facebook.com/runnacoach,https://www.linkedin.com/company/runna-coach,"Take your running to the next level with Runna. We provide world-class training, coaching and community for everyone, whether you're improving your 5k time or training for your first marathon.","Education, Sports",2,101-250,"Ben Parker, Dom Maskell",3,M&A,2023-11-27,5000000,GBP,6317375,Seed,5000000,GBP,6317375,Seed,7937222,GBP,9991792,7937222,GBP,9991792,"Eka Ventures, Crowdcube, Venrex, JamJar Investments, Creator Ventures",2,15,,Was Acquired,Runna acquired by Strava,https://www.crunchbase.com/acquisition/strava-acquires-runna-coach--575f7a35,Strava,https://www.crunchbase.com/organization/strava,2025-04-17,day,,,,Acquisition,,Private,,,,,,,,,,,
Shares,https://www.crunchbase.com/organization/shares,Active,,"Apps, Finance, Financial Services, FinTech, Information Technology","London, England, United Kingdom",Shares is a social investment platform that allows anyone to invest without minimums.,"7,266","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://shares.io/,https://twitter.com/shares_io,https://www.facebook.com/Sharesapp,https://www.linkedin.com/company/joinshares/,"Shares is a social investment platform that gives everyone access to the stock market and improves the investment experience. Founded in 2021, the company is based in Paris, France.","Apps, Financial Services, Information Technology, Software",3,101-250,"Benjamin Chemla, François Ruty, Harjas Singh",4,,2022-10-06,,,,Venture - Series Unknown,,,,Venture - Series Unknown,89778015,USD,89778015,89778015,USD,89778015,"Singular, Global Founders Capital, Valar Ventures, Red Sea Ventures, Chris Adelsbach",2,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Ignota Labs,https://www.crunchbase.com/organization/ignota-labs,Active,,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Pharmaceutical","London, England, United Kingdom",Ignota Labs recognizes that safety errors during the drug discovery process.,"7,967","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://ignotalabs.ai,,,https://www.linkedin.com/company/absoluteai,"Ignota Labs recognizes that safety errors during the drug discovery process can result in expensive setbacks and delays in bringing life-changing medications to market. Ignota Labs world leading AI methods, which include deep learning and machine learning approaches, are intended to examine complicated molecular data and provide accurate toxicity predictions.","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",2,1-10,"Layla Hosseini-Gerami, Sam Windsor",2,Seed,2025-02-26,6900000,USD,6900000,Seed,6900000,USD,6900000,Seed,6900000,USD,6900000,6900000,USD,6900000,"Gaingels, AIX Ventures, Montage Ventures, Modi Ventures, Sustainable Ventures",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
AppliedAI,https://www.crunchbase.com/organization/aaico,Active,,"Artificial Intelligence (AI), Insurance, Software","London, England, United Kingdom","AppliedAI builds products to automate human processes within insurance, pharmaceutical, healthcare and government.","8,099","Europe, Middle East, and Africa (EMEA)",W1J 6HE,$1M to $10M,2021-09-01,month,,,,,For Profit,https://www.aaico.com,https://twitter.com/AppliedAICo,,https://www.linkedin.com/company/aaico,"AppliedAI builds products to automate human processes within insurance, pharmaceutical, healthcare and government. AAICO’s products help reduce human error, remove manual processes and upgrade productivity.","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,51-100,Arya Bolurfrushan,2,Early Stage Venture,2025-02-11,55000000,USD,55000000,Series A,55000000,USD,55000000,Series A,97000000,USD,97000000,97000000,USD,97000000,"Plug and Play, Bessemer Venture Partners, Palantir Technologies, G42, McKinsey & Company",1,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
OneShot.ai,https://www.crunchbase.com/organization/oneshot-0409,Active,,"Artificial Intelligence (AI), B2B, Information Technology, SaaS, Sales Automation, Software","London, England, United Kingdom",OneShot is the autonomous prospecting platform that puts your outbound on autopilot.,"8,296","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-01-01,year,,,,,For Profit,https://www.oneshot.ai/,https://twitter.com/OneShotAI,https://www.facebook.com/oneshotai/,https://www.linkedin.com/company/oneshot-ai/,"OneShot is the first true end-to-end autonomous prospecting platform. Our advanced generative AI and machine learning technology automates all of the manual prospecting busywork, allowing your sales team to focus on high-value accounts and activities. OneShot works in the background to identify, locate, and reach out to potential customers, handing warm, qualified leads to your sales team daily. It’s prospecting on autopilot. > Advanced ML algorithms pinpoint ICP signals that go way beyond generic demographics > Write hyper-relevant outreach at scale in seconds, powered by Chat-GPT > Land in the inbox every time and maintain domain health with our intelligent delivery system > Continuous automated deep-dive analysis lets you quickly identify and double down on success Learn more about how OneShot can supercharge your outbound and request a demo at www.oneshot.ai","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Sales and Marketing, Science and Engineering, Software",2,11-50,"Gautam Rishi, Peda Venkateswarlu Pola",2,Seed,2022-01-01,2200000,USD,2200000,Seed,2200000,USD,2200000,Seed,2900000,USD,2900000,2900000,USD,2900000,"Seedcamp, 42CAP",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Haiper,https://www.crunchbase.com/organization/haiper-ai,Active,,"3D Technology, Artificial Intelligence (AI), Content Creators, Generative AI, Machine Learning, Social Network","London, England, United Kingdom",Haiper is building perceptual foundation models for video/3D content creation,"8,671","Europe, Middle East, and Africa (EMEA)",N1 9BN,,2021-01-01,year,,,,,For Profit,https://haiper.ai,,,https://www.linkedin.com/company/haiperai,Haiper is a generative AI startup building perceptual foundation models for next-generation visual content creation.,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software",2,11-50,"Yishu Miao, Ziyu Wang",2,Seed,2023-03-29,13750000,USD,13750000,Seed,13750000,USD,13750000,Seed,19150000,USD,19150000,19150000,USD,19150000,"Octopus Ventures, 5Y Capital",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Loci,https://www.crunchbase.com/organization/loci-b15f,Active,,"3D Technology, Artificial Intelligence (AI), Machine Learning","London, England, United Kingdom","Loci builds AI that makes 3D content easy to search, manage, and use.","8,729","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,2025-04-02,day,,,For Profit,https://www.loci.ai,,,https://www.linkedin.com/company/loci-ai,"Loci is a machine learning platform designed for searching, tagging, and creating 3D assets, leveraging AI to provide powerful APIs that help in labeling, categorizing, recommending, and optimizing 3D content. The platform aims to assist teams in architecture, engineering, construction, and operations (AECO) by helping them understand, organize, and generate 3D models effectively.","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",1,11-50,Eugene Yi,2,M&A,2023-04-12,6000000,USD,6000000,Seed,6000000,USD,6000000,Seed,6550000,USD,6550000,6550000,USD,6550000,"General Catalyst, Epic Games, Lakestar, Stride.VC, Creator Fund",1,8,,Was Acquired,Loci acquired by Epic Games,https://www.crunchbase.com/acquisition/epic-games-2-acquires-loci-b15f--6b0b315c,Epic Games,https://www.crunchbase.com/organization/epic-games-2,2025-04-02,day,,,,Acquisition,,Private,,,,,,,,,,,
Sona,https://www.crunchbase.com/organization/sona-905e,Active,,"Apps, Employment, Enterprise Software, Human Resources, Productivity Tools","London, England, United Kingdom","Sona is a workforce management platform for frontline enterprises like care homes, restaurants, and hotels.","9,202","Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2021-01-01,year,,,,,For Profit,https://www.getsona.com,https://mobile.twitter.com/sonaatwork,https://www.facebook.com/p/Sona-getsonacom-100083093781046,https://www.linkedin.com/company/sonaforwork,"Sona is a developer of a workforce management application for various industries. Its workforce technology is designed to change how employees manage their work and interact with their employers. Its features include a live schedule view, absence management, instant messaging, and Open Shifts, a shift booking platform matching shift vacancies with employees willing to take on more hours.","Administrative Services, Apps, Professional Services, Software",3,51-100,"Ben Dixon, Oli Johnson, Steffen Wulff Petersen",3,Early Stage Venture,2024-05-14,27500000,USD,27500000,Series A,27500000,USD,27500000,Series A,36500000,USD,36500000,36500000,USD,36500000,"Speedinvest, Antler, Felicis, Northzone, Leblon Capital",3,17,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Salience Labs,https://www.crunchbase.com/organization/salience-labs,Active,,"Artificial Intelligence (AI), Data Center, IT Infrastructure, Machine Learning, Sensor, Software","Oxford, Oxfordshire, United Kingdom",Salience Labs offers photonic solutions designed to enhance connectivity for AI data center infrastructure.,"9,457","Europe, Middle East, and Africa (EMEA)",OX2 6HT,$1M to $10M,2021-01-01,year,,,,,For Profit,http://saliencelabs.ai,,,https://www.linkedin.com/company/salience-labs,"Salience Labs is building a hybrid photonic-electronic chip for AI. The company in photonic solutions aimed at enhancing connectivity for AI data center infrastructure. The company emerged from over a decade of research at the University of Oxford and the University of Münster, focusing on silicon photonics to address the growing demands of AI workloads. The company's flagship product is an optical switch designed to facilitate all-optical networking between compute nodes. This innovation aims to eliminate bottlenecks in data movement, offering low-latency, high-bandwidth networking that accelerates job completion while reducing power consumption and costs.","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",4,11-50,"Harish Bhaskaran, Johannes Feldmann, Vaysh Kewada, Wolfram Pernice",3,Early Stage Venture,2025-02-07,30000000,USD,30000000,Series A,30000000,USD,30000000,Series A,41500000,USD,41500000,41500000,USD,41500000,"Cambridge Innovation Capital, Oxford Science Enterprises, Applied Ventures, Silicon Catalyst, Braavos",4,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mask Logic,https://www.crunchbase.com/organization/mask-logic,Active,,"Manufacturing, Software","Edinburgh, Edinburgh, City of, United Kingdom",Safe and comfortable respirators for any face.,"10,183","Europe, Middle East, and Africa (EMEA)",,,2021-02-01,month,,,,,For Profit,https://masklogic.co.uk/,,,https://www.linkedin.com/company/mask-logic-ltd/,,"Manufacturing, Software",1,1-10,Andrew Coleman,3,Seed,2025-03-31,659000,GBP,850720,Seed,659000,GBP,850720,Seed,879000,GBP,1127216,1007000,GBP,1292454,"Scottish Enterprise, Old College Capital, Equity Gap, Apollo Informal Investment",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
DealStack,https://www.crunchbase.com/organization/dealstack-2972,Active,,,"London, England, United Kingdom",Helping Private Equity dealmaking evolve.,"10,642","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.dealstack.io,,,https://www.linkedin.com/company/dealstack/,,,1,1-10,Joel Arnell,1,Seed,2025-04-08,4300000,GBP,5494070,Seed,4300000,GBP,5494070,Seed,4300000,GBP,5494070,4300000,GBP,5494070,"TPG, TA Associates, H.I.G. Capital, Kirkland & Ellis, Goldman Sachs",,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Calla Lily Clinical Care,https://www.crunchbase.com/organization/calla-lily-clinical-care,Active,,"Health Care, Health Diagnostics, Medical Device, Pharmaceutical, Women's","London, England, United Kingdom","Revolutionary & convenient drug delivery platform for fertility/pregnancy, a healthy vaginal microbiome, and other gynaecological conditions","11,007","Europe, Middle East, and Africa (EMEA)",NW3 5JJ,,2021-05-01,month,,,,,For Profit,https://www.callali.ly/,,,https://www.linkedin.com/company/calla-lily-clinical-care/,"Calla Lily Clinical Care is a women’s health focused B-Corp that has developed the proprietary Callavid® platform for intravaginal drug delivery. Initial target indications are in fertility and pregnancy, where the company seeks to offer the world’s first drug-device combo product to prevent miscarriages, and for IVF luteal phase support. Callavid® can also deliver live biotherapeutics (LBPs) to reduce recurrent Bacterial Vaginosis, cutting antibiotic usage and reducing the spread of antimicrobial resistance (AMR). Further use-cases include HRT for menopause use cases, and effective medical sample collection (Lilyvid™ device) to facilitate the next generation of biomarker-based diagnostic tests for endometriosis and a wide range of other conditions.  The company’s devices are built upon underlying technology named a TIME Magazine Best Invention of the Year.","Community and Lifestyle, Health Care",2,11-50,"Lara Zibners, Thang Vo-Ta",7,Seed,2025-04-03,1000000,GBP,1306433,Grant,787000,GBP,994552,Seed,2206000,GBP,2735925,4256000,GBP,5385413,"Innovate UK, Springboard Enterprises, National Institute for Health and Care Research, Embryo Ventures",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
autone,https://www.crunchbase.com/organization/autone,Active,,"Consumer Goods, Intelligent Systems, Retail Technology, SaaS","London, England, United Kingdom",autone is a SaaS platform that optimises inventory management for brands.,"11,272","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2021-09-05,day,,,,,For Profit,https://www.autone.io,,,https://www.linkedin.com/company/hello-autone,"Autone is an intelligent, invisible engine designed to make inventory management smarter and easier. It aims to help customers become heroes and make the retail industry run better. It offers accurate, confident inventory decisions that will satisfy the end consumer and drive sustainable business growth.","Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",2,51-100,"Adil Bouhdadi, Harry Cheslaw",3,Early Stage Venture,2024-10-16,13000000,GBP,16888359,Series A,13000000,GBP,16888359,Series A,21188359,USD,21188359,21188359,USD,21188359,"General Catalyst, Y Combinator, Speedinvest, Kima Ventures, Seedcamp",2,19,,,,,,,,,,,,,,Private,,,,,,,,,,,
Triple,https://www.crunchbase.com/organization/triple-3359,Active,,"Developer Tools, Payments, Software","London, England, United Kingdom",Triple is building an intelligence layer on top of payment data for banks and fintechs.,"11,336","Europe, Middle East, and Africa (EMEA)",,,2021-01-01,year,,,,,For Profit,https://www.jointriple.com,https://twitter.com/jointriple,,https://www.linkedin.com/company/jointriple,Triple is building an intelligence layer on top of payment data for banks and fintechs.,"Financial Services, Payments, Software",,1-10,,2,Seed,2023-12-07,7500000,USD,7500000,Seed,7500000,USD,7500000,Seed,10000000,USD,10000000,10000000,USD,10000000,"Plug and Play, Portfolio Ventures, Form Ventures, TX Ventures, Neosfer",3,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
