Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Brightflag,https://www.crunchbase.com/organization/legal-shine,Active,,"Artificial Intelligence (AI), Enterprise Software, Legal, Legal Tech, SaaS, Software","Dublin, Dublin, Ireland",Brightflag is the AI-powered legal spend management and matter management platform for corporate legal teams.,"12,249","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2014-01-01,year,,,,,For Profit,https://brightflag.com/,https://twitter.com/brightflaghq,https://www.facebook.com/Brightflag,https://www.linkedin.com/company/brightflag/,"Brightflag enables organizations to take control of their legal spend with AI-powered software that’s easy to use and backed by proactive customer support. Brightflag processes billions of dollars of legal spend annually on behalf of its customers, resulting in hundreds of millions of dollars in savings and tens of thousands of hours in avoided administrative work. Founded in 2014, Brightflag serves a global community of in-house legal teams and their vendors from its offices in Dublin, New York, and Sydney.","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",2,101-250,"Alex Kelly, Ian Nolan",7,Early Stage Venture,2020-12-09,28000000,USD,28000000,Series B,28000000,USD,28000000,Series B,39109197,USD,39109197,39109197,USD,39109197,"500 Global, Enterprise Ireland, Wayra, Sands Capital Ventures, One Peak",4,8,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Tipple,https://www.crunchbase.com/organization/tipple-32db,Active,,"B2B, E-Commerce, E-Commerce Platforms, Financial Services, FinTech, Food and Beverage, IaaS, Logistics, SaaS, Wine And Spirits","Dublin, Dublin, Ireland","Tipple offers a unified commerce infrastructure for the alcohol industry to streamline logistics, payments, and compliance across borders.","12,397","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02 AY86,,2022-01-01,year,,,,,For Profit,https://heytipple.com/,https://twitter.com/heytipple,https://www.facebook.com/heyTipple,https://www.linkedin.com/company/heytipple/,"Tipple is a unified commerce infrastructure for the alcohol industry, purpose-built to streamline logistics, payments, and compliance across borders. Our platform empowers brands, distributors, and bars/retailers. From DTC startups to wholesalers—to sell, ship, and get paid effortlessly, regardless of where they or their customers are based.","Commerce and Shopping, Financial Services, Food and Beverage, Internet Services, Other, Software, Transportation",3,1-10,"Eoin Bara, Jamie Plenderleith, Laura Meredith",3,Seed,2025-04-21,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,4714751,USD,4714751,4714751,USD,4714751,"7percent Ventures, Form Ventures, BackFuture, Quadri Ventures, Dogpatch Labs",2,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Nory,https://www.crunchbase.com/organization/skueeze,Active,,"Artificial Intelligence (AI), Hospitality, Information Technology, Restaurants","Dublin, Dublin, Ireland",Nory is the all-knowing restaurant management system that learns the behind the scenes of your business.,"12,708","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2020-01-01,year,,,,,For Profit,https://nory.ai,https://twitter.com/asknory,,https://www.linkedin.com/company/asknory,"Nory is the all-knowing restaurant management system that learns the behind the scenes of your business. Helping you forecast sales, plan labour & optimise your inventory.","Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Science and Engineering, Software, Travel and Tourism",1,51-100,Conor Sheridan,6,Early Stage Venture,2024-05-22,14720000,EUR,15933788,Series A,14720000,EUR,15933788,Series A,25653296,USD,25653296,25653296,USD,25653296,"Accel, Enterprise Ireland, NAP, Playfair Capital, Triple Point Ventures",6,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Gazelle Wind Power,https://www.crunchbase.com/organization/gazelle-wind-power,Active,,"Renewable Energy, Wind Energy","Dublin, Dublin, Ireland",Gazelle Wind Power is a developer of a floating wind platform.,"12,952","European Union (EU), Europe, Middle East, and Africa (EMEA)",D04 TR29,,2020-01-01,year,,,,,For Profit,https://www.gazellewindpower.com,https://twitter.com/gazellewind/,,https://www.linkedin.com/company/gazelle-wind-power,Gazelle Wind Power is a developer of a floating wind platform. Gazelle Wind Power is advancing a platform designed and engineered to enable floating offshore wind production in deeper waters farther out at sea.,"Energy, Natural Resources, Sustainability",1,11-50,Jon Salazar,5,Early Stage Venture,2024-11-13,11400000,EUR,12045125,Series A,11400000,EUR,12045125,Series A,28938772,USD,28938772,31638772,USD,31638772,"Indico Capital Partners, August One, Katapult Ocean, Wah Kwong Maritime, E2IN2",2,8,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Klearcom,https://www.crunchbase.com/organization/klearcom,Active,,"Call Center, Customer Service, Enterprise Software, Information Technology, Penetration Testing, SaaS, Software, Telecommunications","Waterford, Waterford, Ireland","Klearcom provides a SaaS solution for testing Telecommunications, Contact Centers and IVR services.","13,585","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2018-01-01,year,,,,,For Profit,http://www.klearcom.com,https://twitter.com/KlearcomTech,https://www.facebook.com/p/Klearcom-100076821340193/,https://www.linkedin.com/company/klearcom/,"Klearcom provides a SaaS solution for testing Telecommunications, Contact Centers and IVR services.","Administrative Services, Hardware, Information Technology, Other, Privacy and Security, Professional Services, Software",2,51-100,"Mark Rohan, Satish Barot",2,Seed,2023-03-10,1500000,EUR,1598476,Seed,1500000,EUR,1598476,Seed,2300000,EUR,2501460,2300000,EUR,2501460,"Enterprise Ireland, HBAN, Furthr VC",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Vaultree,https://www.crunchbase.com/organization/vaultree,Active,,Cyber Security,"Cork, Cork, Ireland",Real-time processing of encrypted data at scale as a business enabler via Data-In-Use Encryption,"14,056","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2020-10-14,day,,,,,For Profit,https://www.vaultree.com,,,https://www.linkedin.com/company/vaultree/,"Vaultree is a data enablement company. As an encryption pioneer, we have solved the problem of data being decrypted for usage. Our Data-In-Use Encryption leverages the world's first at-scale, real-time and live production capable implementation of technologies such as Fully Homomorphic Encryption (FHE), allowing data to remain encrypted during processing, enabling businesses with previously inhibited use cases, growth and cost reduction capabilities. We enable in-use encrypted searches, analyses, sharing and collaboration, AI/ML modelling, and data visualisation, all while it remains encrypted.","Information Technology, Privacy and Security",5,11-50,"Maxim Dressler, Ryan Lasmaili, Shaun Mc Brearty, Stav Pischits, Tilo Weigandt",5,Early Stage Venture,2023-09-07,,,,Non-equity Assistance,12800000,USD,12800000,Series A,16100000,USD,16100000,16100000,USD,16100000,"SentinelOne, Ten Eleven Ventures, Enterprise Ireland, European Innovation Council, Molten Ventures",4,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Novus Diagnostics,https://www.crunchbase.com/organization/septec,Active,,"Health Care, Health Diagnostics, Medical Device","Dublin, Dublin, Ireland",Novus Diagnostics are developing a revolutionary sample-to-answer sepsis diagnostic device.,"14,771","European Union (EU), Europe, Middle East, and Africa (EMEA)",D09NR58,,2020-01-01,year,,,,,For Profit,https://www.novus-dx.com,https://twitter.com/NovusDx,,https://www.linkedin.com/company/novusdiagnostics/,Novus Diagnostics are developing a revolutionary sample-to-answer sepsis diagnostic device that can rapidly detect and classify pathogens in whole blood.,Health Care,3,11-50,"Elaine Spain, Keith O'Neill, Kellie Adamson",5,Seed,2025-01-15,4600000,EUR,4736638,Seed,4600000,EUR,4736638,Seed,12404629,USD,12404629,15334706,USD,15334706,"Enterprise Ireland, European Innovation Council, Trinity Biotech, EIT Health, Business Venture Partners",6,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Siren,https://www.crunchbase.com/organization/siren-solutions,Active,,"Analytics, Big Data, Data Visualization, Intelligent Systems, Law Enforcement, Natural Language Processing, Predictive Analytics, Public Safety, Search Engine, Software","Galway, Galway, Ireland","Siren offers an Investigative Intelligence Platform that facilitates search, business intelligence, and information gathering.","15,286","European Union (EU), Europe, Middle East, and Africa (EMEA)",H91 TXC3,$10M to $50M,2016-01-01,year,,,,,For Profit,https://siren.io,https://twitter.com/sirensearch,,https://www.linkedin.com/company/sirensearch,"Siren is a complete investigation solution, safeguarding people, assets, and networks. Siren fuses data from open source, vendor, and classified sources allowing analysts and investigators to analyze risks, threats, and crimes for National Security, Public Safety, Fraud and Compliance, and Cyber Threat communities. Siren’s patented technology is uniquely search based providing the user with easy-to-use search, analytics, visualization, and reporting capabilities for investigations on all data types at all scales of data volume.  In November 2022, Siren was included in the Deloitte Technology Fast 50. Siren was named a Gartner Cool Vendor in an Analytics and Data Science Report in 2020.","Artificial Intelligence (AI), Data and Analytics, Design, Government and Military, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",2,51-100,"Giovanni Tummarello, Renaud Delbru Ph.D.",4,Early Stage Venture,2023-02-20,12000000,EUR,12819061,Debt Financing,10000000,USD,10000000,Series A,14739015,USD,14739015,27558076,USD,27558076,"European Investment Bank, Enterprise Ireland, Atlantic Bridge, Frontline Ventures, Atlantic Bridge University Fund",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,3
Orqa,https://www.crunchbase.com/organization/orqa-fpv-one,Active,,"Consumer Goods, Drones, Software","Dublin, Dublin, Ireland",Orqa is a technology company enablling FPV (First Person View) and Remote Reality (RR) for autonomous and remotely operated vehicles.,"15,736","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2017-01-01,month,,,,,For Profit,https://orqafpv.com,https://twitter.com/OrqaFPV,https://www.facebook.com/OrqaFPV/,https://www.linkedin.com/company/orqafpv/,Orqa is a technology company that specializes in First Person View (FPV) and advanced Remote Reality. It develops remote reality-enabling technology by creating innovative drone-tech products that address current FPV market pain points.,"Consumer Electronics, Consumer Goods, Hardware, Software",3,101-250,"Ivan Jelusic, Srdjan Kovacevic, Vlatko Matijevic",3,Seed,2024-12-13,5800000,EUR,6093263,Seed,5800000,EUR,6093263,Seed,7500000,EUR,8108336,7500000,EUR,8108336,"Lightspeed Venture Partners, Decisive Point, Day One Capital, Radius Capital",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Luminate Medical,https://www.crunchbase.com/organization/luminate-medical,Active,,"Biotechnology, Health Care, Medical, Medical Device","Galway, Galway, Ireland",Luminate Medical develops a medical device designed to prevent hair loss during chemotherapy.,"16,256","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2018-01-01,year,,,,,For Profit,https://www.luminatemed.com/,https://twitter.com/luminatemed,,https://www.linkedin.com/company/luminate-medical/about/,"Luminate Medical develops a medical device designed to prevent hair loss during chemotherapy. Luminate Medical recognises that hair is an essential element of personality and self-esteem, and is dedicated to using the latest advances in medical technology to protect this.","Biotechnology, Health Care, Science and Engineering",3,11-50,"Aaron Hannon, Barbara Oliveira, Martin OHalloran",5,Early Stage Venture,2024-12-04,2500000,USD,2500000,Series A,2500000,USD,2500000,Series A,22625000,USD,22625000,22625000,USD,22625000,"Y Combinator, 8VC, Faber, Atlantic Bridge, Artis Ventures",5,16,,,,,,,,,,,,,,Private,,,,,,,,,,,
ProVerum Medical,https://www.crunchbase.com/organization/proverum-medical,Active,,"Health Care, Medical Device","Dublin, Dublin, Ireland",ProVerum Medical is a medtech company that develops novel minimally invasive devices to treat benign prostatic hyperplasia.,"16,899","European Union (EU), Europe, Middle East, and Africa (EMEA)",D08 W9RT,,2014-01-01,year,,,,,For Profit,https://www.proverummedical.com,https://twitter.com/proverummedical?lang=en,,https://www.linkedin.com/company/proverum-limited,"ProVerum Medical is a medtech company that develops novel minimally invasive devices to treat benign prostatic hyperplasia. ProVerum's technology enables patients to receive safe and effective BPH treatment in the doctor's office or operating room in a less invasive, more patient-friendly manner than currently available BPH treatments.",Health Care,2,11-50,"Conor Harkin, Ríona Ní Ghriallais",4,Early Stage Venture,2022-01-11,30000000,EUR,34098000,Series A,30000000,EUR,34098000,Series A,36995000,EUR,42150551,36995000,EUR,42150551,"Enterprise Ireland, Lightstone Ventures, HBAN, Gilde Healthcare, Atlantic Bridge University Fund",3,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Peroptyx,https://www.crunchbase.com/organization/peroptyx,Active,,"Artificial Intelligence (AI), Information Technology, Location Based Services, Machine Learning","Castlebar, Mayo, Ireland",Peroptyx is a provider of location-based machine learning (ML) training data and model evaluation solutions for global technology brands.,"19,505","European Union (EU), Europe, Middle East, and Africa (EMEA)",F23 E400,$1M to $10M,2018-12-06,day,,,,,For Profit,https://www.peroptyx.com/,https://twitter.com/Peroptyx,,https://www.linkedin.com/company/peroptyx/,"The Peroptyx platform integrates personalized authentication, onboarding, use-case education, performance analytics and compensation experiences for its global community of domain expert data analysts - who ensure Peroptyx delivers the highest quality training data and model evauation solutions.  Peroptyx Data Annotation and Model Evaluation solutions are designed for Product and Data Science leaders who need high fidelity, location-based training data to train and evaluate the performance of their AI products and services. The company's platform integrates unique data security and identity innovations which minimise bias and errors in ML training data.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Navigation and Mapping, Science and Engineering, Software",4,11-50,"Dennis Jennings, Maeve Bleahene, Pat Jones, Paul McBride",3,Seed,2023-07-04,1000000,EUR,1088249,Seed,1000000,EUR,1088249,Seed,4500000,EUR,5133043,4500000,EUR,5133043,"Enterprise Ireland, Delta Partners, Western Development Commission",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
CreditLogic,https://www.crunchbase.com/organization/creditlogic,Active,,"Financial Services, Information Technology, Mortgage, Software","Dublin, Dublin, Ireland",CreditLogic is a B2B digital mortgage lending and SaaS platform enabling banks to provide new mortgages.,"20,295","European Union (EU), Europe, Middle East, and Africa (EMEA)",D02 WY43,$1M to $10M,2018-05-01,month,,,,,For Profit,https://creditlogic.com,https://twitter.com/creditlogictech,,https://www.linkedin.com/company/creditlogic,"CreditLogic is a digital mortgage lending platform that simplifies new application processing for banks. The platform revolutionizes the new mortgage process, enabling banks to provide a distinctive customer experience with lower operational costs, thus generating higher mortgage returns. CreditLogic's software streamlines application data capture and leverages open banking to provide an intuitive and convenient application portal for bank customers, while AI and Analytics automate the application review and validation with a unique API integrating the flow of application data between the consumer, advisor, and lender.","Financial Services, Information Technology, Real Estate, Software",4,11-50,"Eddie Dillon, Gavin Bennett, Martin Scott, Mary Brennan",3,Seed,2024-07-05,3500000,EUR,3796565,Seed,3500000,EUR,3796565,Seed,5250000,EUR,5811672,5250000,EUR,5811672,"Enterprise Ireland, Riverside Acceleration Capital, Martin Scott",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
