Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
SV Angel,https://www.crunchbase.com/organization/sv-angel,Venture Capital,"1,465",476,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",SVA is a venture fund that supports entrepreneurs in building lasting companies.,"1,165",52,31,Active,1992-01-01,year,http://www.svangel.com,https://www.linkedin.com/company/sv-angel,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"David Lee, Ronald Conway",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,467"
Newchip Accelerator,https://www.crunchbase.com/organization/newchip,"Accelerator, Incubator, Venture Capital","1,285",13,"Austin, Texas, United States",Southern US,Newchip is a global remote startup accelerator.,"1,281",,26,Active,2016-01-01,year,https://www.newchip.com,https://www.linkedin.com/company/newchip/,"Apps, Retail, Software","Apps, Commerce and Shopping, Software",4,"Andrew Ryan, Andrew Ryan, Nihar Patel, Travis Brodeen",51-100,"Early Stage Venture, Seed",,,Private,"6,554"
Google Ventures,https://www.crunchbase.com/organization/google-ventures,"Corporate Venture Capital, Venture Capital","1,186",266,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Google Ventures is an investment arm of Alphabet that provides seed, venture, and growth-stage funding to technology companies.",704,66,343,Active,2009-01-01,year,http://www.gv.com,https://www.linkedin.com/company/googleventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Bill Maris,251-500,"Convertible Note, Crowdfunding, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,"2,826"
European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,"Accelerator, Venture Capital","1,154",30,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The European Innovation Council aims to support top-class innovators, entrepreneurs, small companies and researchers with bright ideas.",659,9,841,Active,1957-03-25,day,https://eic.ec.europa.eu,https://www.linkedin.com/company/eismea,"Government, Office Administration, Social Entrepreneurship","Administrative Services, Community and Lifestyle, Government and Military, Social Impact",,,501-1000,"Early Stage Venture, Grant",For Profit,,Private,974
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital",996,104,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,698,11,255,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Oliver Samwer,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"2,411"
High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,944,125,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High-Tech Gruenderfonds is a financial services company that specializes in investments and financing for various sectors.,659,4,256,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Goodwater Capital,https://www.crunchbase.com/organization/goodwater-capital,Venture Capital,789,25,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US",Goodwater Capital is a consumer tech investor that empowers exceptional entrepreneurs everywhere to change the world for the better.,656,,94,Active,2014-01-01,year,http://www.goodwatercap.com,https://www.linkedin.com/company/goodwater-capital,"Angel Investment, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Chi-Hua Chien, Eric J. Kim",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,480
Pioneer Fund,https://www.crunchbase.com/organization/pioneer-fund,"Accelerator, Venture Capital",625,17,"Toronto, Ontario, Canada",Great Lakes,Pioneer Fund is a venture capital firm investing in the top Y Combinator startups.,528,,9,Active,2016-12-01,day,http://www.pioneerfund.vc,https://www.linkedin.com/company/pioneerfund,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Jason Gray,101-250,"Early Stage Venture, Seed, Venture",,,Private,"1,528"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,"Accelerator, Venture Capital",623,13,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.",447,,146,Active,2012-01-01,year,https://startupwiseguys.com/,https://www.linkedin.com/company/startup-wise-guys,"Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Christian Testman, Cristobal Alonso, Herty Tammo, Jon Bradford, Mike Reiner",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,828
Artesian VC,https://www.crunchbase.com/organization/artesian-capital-management,Venture Capital,599,24,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Artesian VC is a VC firm offering end-to-end venture capital platform for startups at seed, angel, and growth stages.",532,5,151,Active,2004-03-01,day,http://www.artesianinvest.com,http://www.linkedin.com/company/72613,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Felix Zhang, Gilles Planté, Jeremy Colless, John McCartney, Luke Fay, Matthew Clunies-Ross",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"9,999"
LAUNCH,https://www.crunchbase.com/organization/launch-co,"Accelerator, Angel Group, Venture Capital",598,55,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Support founders and inspire innovation,382,3,161,Active,2011-01-01,year,http://launch.co,https://www.linkedin.com/company/launch-calacanis/,"Digital Media, Email Marketing, Events, Incubators, News, Venture Capital","Content and Publishing, Events, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing",1,Jason Calacanis,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,358
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,591,107,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",381,4,168,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,999
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",309,,203,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,505,77,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,291,13,172,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,168
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,328,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,861"
(ERA) Entrepreneurs Roundtable Accelerator,https://www.crunchbase.com/organization/er-accelerator,"Accelerator, Venture Capital",412,38,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",(ERA) Entrepreneurs Roundtable Accelerator is an early-stage venture capital fund and technology accelerator.,360,1,6,Active,2011-01-01,year,http://eranyc.com,https://www.linkedin.com/company/er-accelerator/,"Incubators, Internet, Venture Capital","Financial Services, Internet Services, Lending and Investments",3,"Charlie Kemper, Jonathan Axelrod, Murat Aktihanoglu",1-10,"Early Stage Venture, Seed",,,Private,"15,356"
Unpopular Ventures,https://www.crunchbase.com/organization/unpopular-ventures,"Syndicate, Venture Capital",410,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","We invest in the best companies, off the beaten path. Note: we are very active, making 30-40 investments per quarter. CB not up to date.",330,,9,Active,2019-01-01,day,https://www.unpopular.vc,https://www.linkedin.com/company/unpopular-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Peter Livingston,1-10,"Early Stage Venture, Seed",,,Private,"28,010"
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",408,71,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,298,5,125,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,113
Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,Venture Capital,396,16,"Cyberport, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Animoca Brands is a metaverse and gaming company focused on driving digital property rights through NFTs.,359,5,151,Active,2014-01-01,year,https://www.animocabrands.com,https://www.linkedin.com/company/animoca-brands,"Apps, Blockchain, Casual Games, Developer Platform, Metaverse, Video Games","Apps, Blockchain and Cryptocurrency, Gaming, Media and Entertainment, Other, Software",1,Yat Siu,251-500,,For Profit,Made Acquisitions,Delisted,"2,846"
Novo Holdings,https://www.crunchbase.com/organization/novo-a-s,Venture Capital,381,97,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Novo Holdings is a holding company specializing in life science investor with a focus on creating long-term value.,247,64,137,Active,1999-09-08,day,https://www.novoholdings.dk,https://www.linkedin.com/company/novo-a-s,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,Made Acquisitions,Private,523
Village Capital,https://www.crunchbase.com/organization/village-capital,"Accelerator, Entrepreneurship Program, Venture Capital",361,27,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",Village Capital builds bridges for entrepreneurs who are creating an inclusive and sustainable world.,351,,160,Active,2009-01-01,year,http://www.vilcap.com,http://www.linkedin.com/company/village-capital,"Agriculture, EdTech, Education, Finance, Financial Services, FinTech","Agriculture and Farming, Education, Financial Services, Software",3,"Ross Baird, Sean Foote, Victoria Fram",11-50,"Convertible Note, Debt, Early Stage Venture, Private Equity, Seed",,,Private,"1,853"
Northzone,https://www.crunchbase.com/organization/northzone-ventures,Venture Capital,310,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Northzone is a multi-stage venture capital fund that seeks to invest in various sectors.,169,11,131,Active,1996-01-01,year,http://www.northzone.com,http://www.linkedin.com/company/northzone,"Business Development, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",4,"Bjorn Stray, Ingar Ostby, Karl-Christian Agerup, Tellef Thorleifsson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,401
EXPERT DOJO,https://www.crunchbase.com/organization/expert-dojo,"Accelerator, Venture Capital",305,4,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Expert DOJO is an international startup accelerator based in Santa Monica.,272,,134,Active,2014-12-02,day,http://www.expertdojo.com,https://www.linkedin.com/company/expert-dojo,"Enterprise, Financial Services, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments, Other",1,Brian Mac Mahon,1-10,"Early Stage Venture, Seed",,,Private,"1,903"
Seventure Partners,https://www.crunchbase.com/organization/seventure-partners,Venture Capital,285,68,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Seventure Partners is a French venture capital firm targeting Tech/Digital and Life Sciences companies.,197,19,105,Active,1997-01-01,year,http://www.seventure.fr,http://www.linkedin.com/company/seventure-partners,"Cyber Security, E-Commerce, E-Commerce Platforms, Marketplace, Retail, Retail Technology, SaaS, Software, Sports, Water Purification","Commerce and Shopping, Hardware, Information Technology, Internet Services, Privacy and Security, Software, Sports, Sustainability",1,Isabelle de Cremoux,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed",,,Private,781
Creandum,https://www.crunchbase.com/organization/creandum,Venture Capital,270,39,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Creandum is an early-stage venture capital firm focusing on technology companies within the consumer, software, and hardware industries.",145,5,103,Active,2003-01-01,year,http://www.creandum.com,http://www.linkedin.com/company/creandum,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Staffan Helgesson, Stefan Lindeberg",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,243
Entrée Capital,https://www.crunchbase.com/organization/entree-capital,Venture Capital,269,38,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.,157,6,95,Active,2009-09-01,day,http://www.entreecap.com,http://www.linkedin.com/company/entree-capital,"Enterprise, Finance, Financial Services, Infrastructure, Venture Capital","Financial Services, Lending and Investments, Other",2,"Aviad Eyal, Martin Moshal",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,700"
Gradient,https://www.crunchbase.com/organization/gradient-ventures,Venture Capital,263,30,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Gradient is the seed fund designed for AI founders.,173,,135,Active,2017-01-01,year,https://gradient.com,https://www.linkedin.com/company/gradient-ventures,"Angel Investment, Finance, Venture Capital","Financial Services, Lending and Investments",2,"Anna Patterson, Zachary Bratun-Glennon",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"13,368"
Vaekstfonden,https://www.crunchbase.com/organization/vækstfonden,Venture Capital,259,39,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",A state investment fund that provides capital and strategic support to diverse companies.,206,8,65,Active,1992-01-01,year,http://www.vf.dk,https://www.linkedin.com/company/vaekstfonden/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"4,326"
Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,"Accelerator, Venture Capital",250,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",211,,48,Active,2011-07-01,day,http://www.rockstart.com/,https://www.linkedin.com/company/rockstart,"Agriculture, AgTech, Clean Energy, Food Processing, Information Technology, Renewable Energy","Agriculture and Farming, Energy, Food and Beverage, Information Technology, Sustainability",5,"Don Ritzen, Hans Paul Pizzinini, Koen Wagemakers, Oscar Kneppers, Rune Theill",11-50,"Early Stage Venture, Seed",,,Private,"1,082"
Atomico,https://www.crunchbase.com/organization/atomico,Venture Capital,249,42,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Atomico is an international investment firm that focuses on helping disruptive technology companies scale globally.,154,4,97,Active,2006-06-01,day,http://www.atomico.com,http://www.linkedin.com/company/atomico,"Angel Investment, Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Niklas Zennström,11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,305"
Wellington Partners,https://www.crunchbase.com/organization/wellington-partners,Venture Capital,246,61,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wellington Partners is a venture capital firm that invests in technology and life sciences companies.,134,12,78,Active,1998-01-01,year,http://www.wellington-partners.com,http://www.linkedin.com/company/wellington-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rolf Christof Dienst,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,383
Verve Ventures,https://www.crunchbase.com/organization/verve-ventures,Venture Capital,241,24,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Verve Ventures is a European startup investment platform for private and institutional investors.,160,1,36,Active,2010-01-01,day,http://verve.vc,https://www.linkedin.com/company/verveventures,"Business Development, Consulting, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Lukas Weber,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,313
Notion Capital,https://www.crunchbase.com/organization/notion-capital,Venture Capital,239,31,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Notion is an early-stage venture fund that focuses on technology and cloud computing markets.,147,1,77,Active,2009-01-01,year,https://notion.vc,http://www.linkedin.com/company/notion-capital,"Finance, Financial Services, FinTech, SaaS, Software, Venture Capital","Financial Services, Lending and Investments, Software",5,"Ben White, Chris Tottman, Ian Milbourn, Jos White, Stephen Chandler",11-50,"Early Stage Venture, Seed",,,Private,520
EIT InnoEnergy,https://www.crunchbase.com/organization/kic-innoenergy,"Accelerator, Venture Capital",237,7,"Eindhoven, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",EIT InnoEnergy is an environmental services company that provides catalysing and accelerating energy transitions.,151,3,70,Active,2010-01-01,day,http://www.innoenergy.com,https://www.linkedin.com/school/eitinnoenergy,"Clean Energy, Energy, Energy Efficiency, Energy Management","Energy, Sustainability",2,"Diego Pavía, Elena Bou",251-500,"Early Stage Venture, Seed",For Profit,,Private,"8,866"
Brinc,https://www.crunchbase.com/organization/brinc-io,"Accelerator, Venture Capital",233,4,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Brinc is a venture capital and accelerator firm that empowers game changers to help solve some of the world's biggest challenges.,210,1,71,Active,2014-01-01,year,http://www.brinc.io,https://www.linkedin.com/company/brinc-io,"Agriculture, Artificial Intelligence (AI), Blockchain, Clean Energy, Food and Beverage, Gaming, Health Care, Nutrition, Sustainability, Web3","Agriculture and Farming, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Energy, Food and Beverage, Gaming, Health Care, Internet Services, Other, Science and Engineering, Software, Sustainability",3,"Bashar Aboudaoud, Bay McLaughlin, Manav Gupta",101-250,"Early Stage Venture, Seed",,Made Acquisitions,Private,"5,159"
Cherry Ventures,https://www.crunchbase.com/organization/cherry-ventures,Venture Capital,228,18,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Cherry Ventures is a seed fund, founded by entrepreneurs with substantial experience in building fast-scaling technology companies.",135,1,80,Active,2013-01-01,day,http://www.cherry.vc,https://www.linkedin.com/company/cherry-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Christian Meermann, Daniel Glasner, Filip Felician Dames",11-50,"Early Stage Venture, Seed",,,Private,165
Atlantic Labs,https://www.crunchbase.com/organization/atlantic-labs,Venture Capital,228,29,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Atlantic Labs is a European first round investor, headquartered in Berlin.",128,2,108,Active,2013-01-01,year,http://www.atlanticlabs.de,https://www.linkedin.com/company/atlantic-labs/,Venture Capital,"Financial Services, Lending and Investments",1,Christophe Maire,11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,676"
Breakthrough Energy Ventures,https://www.crunchbase.com/organization/breakthrough-energy-ventures,Venture Capital,220,5,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Breakthrough Energy Ventures provides reliable and affordable power without contributing to climate change.,121,4,100,Active,2015-01-01,year,https://www.breakthroughenergy.org,https://www.linkedin.com/company/breakthrough-energy,"Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Bill Gates, Jack Ma, John Doerr",101-250,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,403
