Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Mercia Asset Management,https://www.crunchbase.com/organization/mercia-asset-management,"Private Equity Firm, Venture Capital",98,16,"Henley In Arden, Warwickshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Mercia Asset Management is an investment firm that specializes in incubation, seed EIS, mid-venture, and growth capital investments.",65,1,61,Active,2010-01-01,year,https://www.mercia.co.uk/,https://www.linkedin.com/company/mercia-asset-management,"Asset Management, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Mark Payton, Tim Hazell",101-250,"Debt, Early Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Public,"9,852"
Brainchild Holdings,https://www.crunchbase.com/organization/trisiras-group,"Micro VC, Venture Capital",98,45,"Newtown, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Kal Vepuri's personal investment vehicle.,89,4,1,Active,2010-01-01,day,https://brainchild.co/,https://www.linkedin.com/company-beta/5352605/,"Consumer, Financial Services, Hardware, Health Care, Internet of Things, Venture Capital","Financial Services, Hardware, Health Care, Internet Services, Lending and Investments, Other",1,Kal Vepuri,1-10,"Early Stage Venture, Seed",,,Private,"22,277"
Takeda Ventures,https://www.crunchbase.com/organization/takeda-ventures,Corporate Venture Capital,98,29,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Takeda Ventures focuses on high-caliber therapeutic and platform based opportunities around the world.,68,12,18,Active,2001-01-01,year,https://www.takeda.com/what-we-do/research-and-development/takeda-ventures,https://www.linkedin.com/company/takeda-ventures-inc.,"Finance, Financial Services, Health Diagnostics, Therapeutics","Financial Services, Health Care",,,10001+,"Early Stage Venture, Late Stage Venture",,Made Acquisitions,Private,"32,081"
Fresco Capital,https://www.crunchbase.com/organization/fresco-capital-advisors,Venture Capital,98,17,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Fresco Capital is a global early stage VC firm with the Managing Partners based in San Francisco and Singapore.,71,2,3,Active,2011-02-01,month,http://fresco.vc/,https://www.linkedin.com/company/fresco-capital,"Education, Financial Services, Information Technology, Internet, Venture Capital","Education, Financial Services, Information Technology, Internet Services, Lending and Investments",2,"Stephen Forte, Tytus Michalski",1-10,"Early Stage Venture, Seed",,,Private,"68,032"
Forward Partners,https://www.crunchbase.com/organization/forward-partners,Venture Capital,97,16,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Forward Partners is a venture capital investment firm that invests in startups through venture funding.,66,,37,Active,2013-09-01,day,http://www.forwardpartners.com,https://www.linkedin.com/company/forward-partners-uk/,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nicholas Brisbourne,11-50,"Early Stage Venture, Seed, Venture",,Was Acquired,Private,"5,308"
Anorak Ventures,https://www.crunchbase.com/organization/anorak-ventures-2,Venture Capital,97,9,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Investing at the earliest stages in transformational people and technology,84,1,1,Active,2016-01-01,year,http://www.anorak.vc/,https://www.linkedin.com/company/anorak-ventures,"Augmented Reality, Computer Vision, Robotics, Venture Capital, Video Streaming, Virtual Reality","Content and Publishing, Financial Services, Hardware, Lending and Investments, Media and Entertainment, Science and Engineering, Software, Video",1,Greg Castle,1-10,"Early Stage Venture, Seed",,,Private,"5,421"
Worth Capital,https://www.crunchbase.com/organization/worth-capital,"Micro VC, Venture Capital",97,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Worth Capital - nurturing the brands of tomorrow,39,,33,Active,2014-01-01,year,https://worthcapital.uk/,https://www.linkedin.com/company/worth-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Matthew Cushen, Paul Ephremsen, Paul Soanes",11-50,Seed,,,Private,"9,660"
Chrysalix Venture Capital,https://www.crunchbase.com/organization/chrysalix-energy,Venture Capital,97,13,"Vancouver, British Columbia, Canada",,Chrysalix is an early-stage industrial innovation venture capital firm.,41,2,27,Active,2001-01-01,year,http://www.chrysalix.com/,https://www.linkedin.com/company/851941?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1432748436825%2Ctas%3Achrysalix%20energy,"Clean Energy, Industrial Automation, Innovation Management, Mining, Oil and Gas, Robotics, Smart Cities, Solar, Sustainability, Venture Capital","Energy, Financial Services, Hardware, Lending and Investments, Manufacturing, Natural Resources, Professional Services, Real Estate, Science and Engineering, Software, Sustainability",2,"Dr. Wal Van Lierop, Michael J. Brown",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"10,122"
Ascension Ventures,https://www.crunchbase.com/organization/ascension-ventures,"Corporate Venture Capital, Venture Capital",97,33,"Clarkton, Missouri, United States",Midwestern US,Ascension Ventures is a strategic healthcare venture fund and early-stage venture capital firm.,69,5,28,Active,2001-01-01,year,http://ascensionventures.org/,http://www.linkedin.com/company/ascension-media-group,"Financial Services, Health Care, Venture Capital","Financial Services, Health Care, Lending and Investments",1,John Kuelper,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,973"
Ruttenberg Gordon Investments,https://www.crunchbase.com/organization/ruttenberg-gordon-investments,"Family Investment Office, Private Equity Firm, Venture Capital",97,16,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Ruttenberg Gordon Investments specializes in equity and debt investments in real estate, private equity, growth equity.",96,3,2,Active,2013-01-01,year,https://www.ruttenberggordon.com/,https://www.linkedin.com/company/ruttenberg-gordon-investments/about/,"Commercial Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate",2,"David Ruttenberg, Jonathan Gordon",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"19,067"
Refactor,https://www.crunchbase.com/organization/refactor-capital,"Micro VC, Venture Capital",96,10,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US","Refactor Capital is a seed stage VC firm investing $1-2M into hard tech startups from its 4th fund, $50M in size.",68,1,17,Active,2016-01-01,year,http://www.refactor.com,https://www.linkedin.com/company/refactor-capital,"Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",1,Zal Bilimoria,1-10,"Early Stage Venture, Seed",,,Private,"1,372"
Max Ventures,https://www.crunchbase.com/organization/basset-investment-group,Venture Capital,96,15,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Max Ventures is a seed-stage venture capital firm that invests in consumer tech and health-tech companies.,63,3,7,Active,2013-09-01,day,http://www.maxventures.vc,https://www.linkedin.com/company/max-ventures,"Digital Media, E-Commerce, Financial Services, Health Care","Commerce and Shopping, Financial Services, Health Care, Media and Entertainment",3,"Max Stenbeck, Ryan Darnell, Sophie Stenbeck",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,509"
Flint Capital,https://www.crunchbase.com/organization/flint-capital,Venture Capital,96,18,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Flint Capital is an international venture capital fund investing in technology-driven companies.,62,2,33,Active,2013-05-13,day,http://www.flintcap.com,http://www.linkedin.com/company/3236802,"Cyber Security, Enterprise Software, Internet of Things","Information Technology, Internet Services, Privacy and Security, Software",1,Dmitry Smirnov,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,082"
CircleUp,https://www.crunchbase.com/organization/circleup-growth-partners,"Private Equity Firm, Venture Capital",96,13,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","CircleUp is an investment platform that provides capital and resources to innovative, early-stage consumer brands.",77,,25,Active,2012-01-01,year,https://circleup.com/equity,https://www.linkedin.com/company/circleup,"Analytics, Financial Services, FinTech, Venture Capital","Data and Analytics, Financial Services, Lending and Investments",2,"Rory Eakin, Ryan Caldbeck",51-100,Early Stage Venture,For Profit,Was Acquired,Private,"11,539"
Wintermute Ventures,https://www.crunchbase.com/organization/wintermute-ventures,Venture Capital,96,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Wintermute Ventures is an investor dedicated to supporting innovation in the blockchain ecosystem.,88,,8,Active,2020-01-01,year,https://wintermute.com/ventures,,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"14,077"
CMEA Capital,https://www.crunchbase.com/organization/cmea-capital,Venture Capital,96,41,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","CMEA Capital caters seed, early, and later stage venture, private equity, and debt financing investments and is based in California.",61,11,19,Closed,1989-01-01,year,http://www.cmea.com,http://www.linkedin.com/company/cmea-capital,"Banking, Finance, Venture Capital","Financial Services, Lending and Investments",1,Tom Baruch,1-10,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,"24,773"
Kindred Capital,https://www.crunchbase.com/organization/kindredcapital,Venture Capital,95,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kindred is an early stage venture capital fund based in London that practises equitable venture.,54,,30,Active,2015-01-01,year,http://www.kindredcapital.vc/,https://www.linkedin.com/company/kindred-capital-vc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Leila Zegna, Mark Evans, Russell Buckley, Tracy Doree",1-10,Seed,,,Private,566
Heavybit,https://www.crunchbase.com/organization/heavybit-industries,Venture Capital,95,21,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Heavybit is the leading investor in dev-first companies with an unrivaled track record helping technical founders achieve breakout success.,64,1,16,Active,2013-01-01,year,https://www.heavybit.com,http://www.linkedin.com/company/heavybit,"Artificial Intelligence (AI), Cloud Infrastructure, Developer APIs, Developer Platform, Enterprise Software, Information Technology, Infrastructure, Machine Learning, Software, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Information Technology, Internet Services, Lending and Investments, Other, Science and Engineering, Software",2,"James Lindenbaum, Tom Drummond",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,834
DWF Labs,https://www.crunchbase.com/organization/dwf-labs,Venture Capital,95,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",New generation Web3 investor and market maker,92,,36,Active,2022-01-01,year,https://www.dwf-labs.com,https://www.linkedin.com/company/82082012/,"Financial Services, Information and Communications Technology (ICT), Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Lending and Investments",3,"Andrei Grachev, Eugene Ng, Heng Lee",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Non Equity Assistance, Secondary Market, Seed",,,Private,"2,091"
Foundamental,https://www.crunchbase.com/organization/foundamental,Venture Capital,95,5,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",First partner to exceptional founders re-creating the real world globally.,61,,19,Active,2019-01-01,year,https://foundamental.com,https://www.linkedin.com/company/foundamental/,"Architecture, Building Maintenance, Construction, Home Improvement, Home Renovation, Human Resources, Real Estate, Robotics, Venture Capital","Administrative Services, Financial Services, Hardware, Lending and Investments, Real Estate, Science and Engineering, Software",3,"Adam Zobler, Patric Hellermann, Shubhankar Bhattacharya",11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,113"
Joyance Partners,https://www.crunchbase.com/organization/joyance-partners,Venture Capital,95,7,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",We invest in companies that use science and technology to cultivate joy and improve how we live.,80,,8,Active,2017-01-01,year,https://www.joyancepartners.com/,https://www.linkedin.com/company/joyance-partners/,"Business Development, Financial Services, Service Industry, Venture Capital","Financial Services, Lending and Investments, Other, Professional Services",2,"Mike Edelhart, William Lohse",1-10,"Early Stage Venture, Seed",,,Private,"7,079"
Aslanoba Capital,https://www.crunchbase.com/organization/aslanoba-capital,"Micro VC, Venture Capital",95,14,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Aslanoba Capital is an early stage investor in tech startups in Turkey and the US.,65,2,16,Active,2013-01-01,day,http://www.aslanobacapital.com,http://www.linkedin.com/company/aslanoba-capital,"Banking, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Cankut Durgun, Hasan Aslanoba",251-500,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"7,966"
Calm/Storm Ventures,https://www.crunchbase.com/organization/calm-storm-ventures,"Micro VC, Venture Capital",95,3,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Calm/Storm is the Nr 1 super-early-stage digital health fund in Europe with a particular focus on femtech & tabootech investments.,82,,8,Closed,2020-01-01,year,https://www.calmstorm.vc,https://www.linkedin.com/company/calmstorm,"Electronic Health Record (EHR), Fertility, Health Care, Health Diagnostics, Health Insurance, Home Health Care, Medical, Personal Health, Therapeutics, Wellness","Financial Services, Health Care",2,"Lucanus Polagnoli, Stephanie Urbanski",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"10,260"
Mask Network,https://www.crunchbase.com/organization/dimension-293e,Corporate Venture Capital,95,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Mask Network is the Portal to the New, Open Internet.",89,,11,Active,2017-12-01,day,https://mask.io,https://www.linkedin.com/company/masknetwork/,"Blockchain, Cryptocurrency, Privacy, Security, Social Network, Software","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Privacy and Security, Software",1,Suji Yan,51-100,,For Profit,Made Acquisitions,Private,"12,751"
Jump Crypto,https://www.crunchbase.com/organization/jump-crypto,Corporate Venture Capital,95,4,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Jump Crypto is building a cryptocurrency infrastructure to help the blockchain and all things Web3 grow.,89,,39,Active,2015-01-01,year,https://jumpcrypto.com,https://www.linkedin.com/company/jump-crypto/,"Blockchain, Cryptocurrency, FinTech, Infrastructure, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",,,11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed",,,Private,"24,890"
Stellaris Venture Partners,https://www.crunchbase.com/organization/stellaris-venture-partners,Venture Capital,94,8,"Bangalore, Karnataka, India",Asia-Pacific (APAC),"Stellaris Venture Partners is an early-stage, technology-focused investment firm based in Bengaluru.",57,1,51,Active,2016-01-01,year,http://stellarisvp.com/,https://www.linkedin.com/company/stellaris-venture-partners/,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",3,"Alok Goyal, Rahul Chowdhri, Ritesh Banglani",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,865
Maven 11 Capital,https://www.crunchbase.com/organization/maven-11-capital,Venture Capital,94,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund in Blockchain & Distributed Ledger Technology (DLT),78,,17,Active,2015-09-01,day,https://www.maven11.com,https://www.linkedin.com/company/maven11/,,,1,Jochem Wieringa,11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"4,363"
Hyperplane,https://www.crunchbase.com/organization/hyperplane-venture-capital,Venture Capital,94,11,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Hyperplane is an investment firm backing exceptional founders building machine intelligence and data companies.,52,,26,Active,2014-01-01,year,http://hyperplane.vc,https://www.linkedin.com/company/hyperplane-venture-capital,"Finance, FinTech, Industrial, Information Technology, Machine Learning, Real Estate, Software, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Manufacturing, Real Estate, Software",3,"Brendan Kohler, John Murphy, Vivjan Myrto",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,343"
Middle East Venture Partners (MEVP),https://www.crunchbase.com/organization/mevp,Venture Capital,94,7,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",MEVP is a Middle East-focused venture capital firm that invests in the Middle East region with a focus on the GCC and Levant markets.,58,2,39,Active,2010-01-01,year,http://www.mevp.com,http://www.linkedin.com/company/1071654,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Walid Hanna,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,790"
Circle Ventures,https://www.crunchbase.com/organization/circle-ventures-5201,Corporate Venture Capital,94,7,"East Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Circle Ventures invests in projects that accelerate global crypto innovation and adoption in service.,93,,2,Active,2013-01-01,year,https://www.circle.com/en/circle-ventures,https://www.linkedin.com/company/circle-internet-financial,,,,,,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"13,619"
Solana Ventures,https://www.crunchbase.com/organization/solana-capital,Venture Capital,94,4,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Solana Ventures' mission is to accelerate the growth of the Solana blockchain and adjacent ecosystems.,90,,11,Active,2021-01-01,year,https://solana.ventures/,,"Blockchain, Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"13,921"
Basis Set Ventures,https://www.crunchbase.com/organization/basis-set-ventures,Venture Capital,93,7,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Basis Set is an early-stage investment firm focused on scaling human potential with artificial intelligence.,68,,15,Active,2017-07-01,month,https://www.basisset.com,https://www.linkedin.com/company/basis-set,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Lan Xuezhao,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,408
NAP,https://www.crunchbase.com/organization/nap-vc,Venture Capital,93,4,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","NAP is a Berlin-based pre-seed and seed venture capital investor, investing in European technology companies.",52,,33,Active,2016-01-01,year,https://www.nap.vc/,https://www.linkedin.com/company/napvc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Claude Ritter, Dominik Matyka, Marcel Hollerbach, Markus Fuhrmann, Rouven Dresselhaus, Stefan Walter",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"1,658"
