Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Augere Open Innovation,https://www.crunchbase.com/organization/augere-open-innovation,Venture Capital,1,,"Krakow, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Augere Open Innovation is a venture capital fund that invests in SME companies implementing and developing product and process innovations.,1,,,Active,2019-05-21,day,http://www.augereventure.pl/en/,https://www.linkedin.com/company/augere-health-food-fund-sp-z-o-o,"Biotechnology, E-Commerce, Food Processing, Industrial Automation, Industrial Manufacturing, Information Technology, Internet, Life Science, Software","Biotechnology, Commerce and Shopping, Food and Beverage, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",,,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"16,049"
HTL Biotechnology,https://www.crunchbase.com/organization/htl,,1,,"Javené, Bretagne, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",HTL Biotechnology is a manufacturer and research & development of Hyaluronan and other biological polymers by bacterial fermentation.,1,,,Active,1992-01-01,year,http://www.htl-bio.com,https://www.linkedin.com/company/htl-biotechnology/,"Biotechnology, Manufacturing","Biotechnology, Manufacturing, Science and Engineering",1,François Fournier,101-250,,For Profit,Was Acquired,Private,"16,506"
Rigby Group,https://www.crunchbase.com/organization/rigby-group-investments,"Corporate Venture Capital, Family Investment Office",1,,"Stratford-upon-avon, Warwickshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Rigby Group is a technology-focused multi-generational family business that focuses on investing in various sectors.,1,,1,Active,1975-01-01,year,http://www.rigbygroupplc.com,https://www.linkedin.com/company/rigbygroup,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"James Rigby, Peter Rigby, Steve Rigby",5001-10000,,For Profit,,Private,"22,538"
Revenge Capital,https://www.crunchbase.com/organization/revenge-capital,Venture Capital,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Revenge Capital is a dynamic and fast-growing Venture Capital firm.,1,,,Active,,,https://revenge.capital/,https://www.linkedin.com/company/revenge-capital-llp/,,,2,"Andrew Antonio, Nell Daly",1-10,Early Stage Venture,,,Private,"23,263"
Var Group,https://www.crunchbase.com/organization/var-group,,1,,"Firenze, Toscana, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Var Group operates in the field of added-value IT services.,1,,1,Active,1973-01-01,year,http://www.vargroup.it,https://www.linkedin.com/company/vargroup-spa,"CRM, Information Technology","Information Technology, Sales and Marketing, Software",,,501-1000,,For Profit,Made Acquisitions,Private,"23,324"
Acheter-Louer.fr,https://www.crunchbase.com/organization/acheter-louer-fr,,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Acheter-Louer.fr specializes in publishing small professional real estate ads.,1,,,Active,1994-01-01,year,https://www.acheter-louer.fr/,https://www.linkedin.com/company/acheter-louer.fr/,"Advertising, Marketing","Advertising, Sales and Marketing",,,11-50,,For Profit,,Public,"23,907"
Phase2Phase Biopharma,https://www.crunchbase.com/organization/phase2phase-biopharma,,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Phase2Phase Biopharma is a consulting company that offers CMC strategies, CRO, CMO, CDMO sourcing, CMC project management, and QA services.",1,,,Active,2017-01-01,year,https://phase2phase.com/,https://www.linkedin.com/company/phase2phase-biopharma-consulting/,"Biopharma, Consulting, Project Management, Quality Assurance","Administrative Services, Biotechnology, Health Care, Other, Professional Services, Science and Engineering",2,"Andreas Gretander, Svante Almkvist",1-10,,For Profit,,Private,"24,075"
EPG Ehrhardt Partner Group,https://www.crunchbase.com/organization/epg-ehrhardt-partner-group,,1,,"Boppard, Rheinland-Pfalz, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ehrhardt + Partner GmbH & Co. KG develops software solutions for warehouse and logistics sector.,1,,,Active,1987-01-01,year,https://www.epg.com/index.php?id=446,https://www.linkedin.com/company/epg-ehrhardt-partner-group/,"Information Technology, Logistics, Software, Warehousing","Information Technology, Software, Transportation",,,1001-5000,,For Profit,Made Acquisitions,Private,"24,743"
Victorinox,https://www.crunchbase.com/organization/victorinox,,1,,"Ibach, Schwyz, Switzerland","Europe, Middle East, and Africa (EMEA)","Victorinox offers a collection of Swiss army knives, cutlery, timepieces, travel gear, fashion, and fragrances.",1,,1,Active,1884-01-01,year,http://www.victorinox.com/,https://www.linkedin.com/company/victorinox-swiss-army,E-Commerce,Commerce and Shopping,1,Karl Elsener,1001-5000,,For Profit,Made Acquisitions,Private,"26,914"
Kultura Capital Management,https://www.crunchbase.com/organization/kultura-capital-management,,1,,,,Kultura Capital Management is an investment firm.,1,,,Active,,,https://kulturacap.com/,https://www.linkedin.com/company/kultura-capital/,,,2,"Chris Conforti, Kristov Paulus",,,,,Private,"27,086"
Xantaro,https://www.crunchbase.com/organization/xantaro,,1,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Xantaro is a vendor-independent service integrator focussing on carrier-class networks & services, cloud infrastructures and orchestration.",1,,,Active,2007-01-01,year,https://www.xantaro.net/en/,https://www.linkedin.com/company/xantaro/,"Cloud Infrastructure, Data Integration, Telecommunications","Data and Analytics, Hardware, Information Technology, Internet Services, Software",2,"Gerold Arheilger, Ingo Kierse",101-250,,For Profit,"Made Acquisitions, Was Acquired",Private,"27,133"
Christian Leone,https://www.crunchbase.com/person/christian-leone,"Individual/Angel, Investment Partner",1,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Christian Leone is the founder of Luxor Capital Group, LP. In addition to being CEO, Mr. Leone is a Portfolio Manager and sits on the firm’s...",1,,,,,,,,,,,,,,,,,"27,396"
Vacuumlabs,https://www.crunchbase.com/organization/vacuumlabs,,1,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vacuumlabs is a technology leader in digital design and engineering supporting companies in fintech and blockchain industries.,1,,,Active,2011-01-01,year,https://vacuumlabs.com/,https://www.linkedin.com/company/3507805/,"Software, Web Development",Software,1,Samuel Hapák,251-500,,For Profit,Made Acquisitions,Private,"28,411"
Breuninger,https://www.crunchbase.com/organization/breuninger,,1,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Breuninger is a clothing store.,1,,1,Active,1881-01-01,day,https://www.e-breuninger.de/,https://www.linkedin.com/company/breuninger,"Fashion, Lifestyle, Retail","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design",,,5001-10000,,For Profit,,Private,"28,550"
Gain Ventures,https://www.crunchbase.com/organization/ga-3in-ventures,"Angel Group, Entrepreneurship Program, Incubator, Startup Competition, Syndicate, Venture Capital",1,,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Gain Ventures is a Web3 ecosystem that helps to build a disruptive decentralized venture to connect Web3 innovators and investors.,1,,1,Active,2020-01-01,year,https://gain.ventures/,https://www.linkedin.com/company/gainventures/,"Blockchain, Cryptocurrency, SaaS, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",1,Sergey Khusnetdinov,1-10,Early Stage Venture,,,Private,"28,675"
KplusV,https://www.crunchbase.com/organization/kplusv,,1,,"Arnhem, Gelderland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",KplusV advises small and medium-sized enterprises (SMEs) to achieve their goals.,1,,,Active,1984-01-01,year,https://www.kplusv.nl,https://www.linkedin.com/company/kplusv,"Advice, Consulting, Sustainability","Media and Entertainment, Professional Services, Sustainability",,,101-250,,For Profit,,Private,"28,989"
Vilnius University,https://www.crunchbase.com/organization/vilnius-university,University Program,1,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vilnius University is a school in Vilnius.,1,,,Active,1579-01-01,year,http://www.vu.lt/,https://www.linkedin.com/company/vilnius-university,,,1,Stephen Báthory,1001-5000,,,,Private,"29,245"
Force 10 Partners,https://www.crunchbase.com/organization/force-10-partners,,1,,"Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US","Force 10 Partners is an advisory firm with deep domain knowledge in financial and operational corporate restructuring,",1,,,Active,2016-01-01,year,http://www.force10partners.com/,https://www.linkedin.com/company/force-ten-partners-llc/,,,,,,,For Profit,,Private,"30,744"
Bucherer,https://www.crunchbase.com/organization/bucherer,,1,,"Lucerne, Luzern, Switzerland","Europe, Middle East, and Africa (EMEA)",Bucherer is a retailer for fine watches and jewelry.,1,,1,Active,1888-01-01,year,http://www.bucherer.com,https://www.linkedin.com/company/bucherer-ag/?originalSubdomain=in,"Fashion, Jewelry","Clothing and Apparel, Consumer Goods, Design",1,Carl Friedrich Bucherer,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"31,749"
ASMPT,https://www.crunchbase.com/organization/asmpt,,1,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",ASMPT is a leading global supplier of hardware and software solutions for the manufacture of semiconductors and electronics.,1,,,Active,1975-01-01,year,http://www.asmpt.com,https://www.linkedin.com/company/asmpt/,"Automotive, Communications Infrastructure, Computer, Consumer Electronics, Electronics, Hardware, Industrial Manufacturing, Manufacturing, Telecommunications, Wholesale","Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing, Transportation",1,Arthur del Prado,10001+,,For Profit,Made Acquisitions,Public,"32,271"
IRIS Venture Builder,https://www.crunchbase.com/organization/iris-venture-builder,,1,,"Spain, Georgia, United States","East Coast, Southern US",IRIS is a Venture Builder that incubates and launches differential technology companies .,1,,,Active,2012-01-01,year,https://irisventure.com,https://www.linkedin.com/company/iris-venture-builder/,Venture Capital,"Financial Services, Lending and Investments",2,"Miguel Arruti, Miguel Planas",11-50,,For Profit,,Private,"33,036"
Wachsman,https://www.crunchbase.com/organization/wachsman-pr,,1,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Wachsman is a global, communications-based strategy consultancy.",1,,,Active,2015-01-01,year,https://wachsman.com,https://www.linkedin.com/company/wachsman/,"Consulting, CRM, Event Management, Events, Information Technology, Public Relations","Events, Information Technology, Media and Entertainment, Professional Services, Sales and Marketing, Software",1,David Wachsman,51-100,,For Profit,,Private,"33,945"
Alexander Matthey,https://www.crunchbase.com/person/alexander-matthey-c7c9,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alexander Matthey is the current Chief Technology Officer of Parloa. He previously worked at Adyen as a Chief Technology Officer. Alexander ...,1,,,,,,,https://www.linkedin.com/in/alexander-matthey,,,,,,,,,,"34,017"
Sergey Rizhikov,https://www.crunchbase.com/person/sergey-rizhikov,Individual/Angel,1,,"Kaliningrad, Russian Federation, Europe","Europe, Middle East, and Africa (EMEA)",Sergey Rizhikov is the founder and CEO of Bitrix 24.,1,,,,,,,https://www.linkedin.com/in/bitrix,,,,,,Seed,,,,"34,289"
ZEPETO,https://www.crunchbase.com/organization/zepeto,,1,,"Seongnam, Kyonggi-do, South Korea",Asia-Pacific (APAC),ZEPETO is an application for creates personalize avatars.,1,,,Active,2018-01-01,year,https://zepeto.me,,"3D Technology, Animation, Apps","Apps, Hardware, Media and Entertainment, Software, Video",1,DaeWook Kim,,,For Profit,,Private,"35,315"
Midpoint Brabant,https://www.crunchbase.com/organization/midpoint-brabant,,1,,"Tilburg, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Midpoint Brabant is a strategic management organization that promotes smart and sustainable business operations and growth among companies.,1,,,Active,,,https://www.midpointbrabant.nl/,https://www.linkedin.com/company/midpoint-brabant/,"Consulting, Finance, Leisure, Management Consulting","Community and Lifestyle, Financial Services, Professional Services",,,11-50,,Non-profit,,Private,"35,442"
Sam Mathews,https://www.crunchbase.com/person/sam-mathews,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Sam Mathews is an entrepreneur most known for his exploits in the gaming community.  Best known for founding Fnatic, the worlds number 1 pr...",1,,,,,,,http://www.linkedin.com/in/sammathews,,,,,,,,,,"35,493"
Nocturne Games,https://www.crunchbase.com/organization/nocturne-games,,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Nocturne Games aims to empower gaming studios by giving them the tools they need to be successful.,1,,,Active,2023-01-01,year,https://nocturne.games,https://www.linkedin.com/company/nocturne-games/,"Gaming, Information Technology, Online Games","Gaming, Information Technology",,,11-50,,For Profit,,Private,"35,657"
FOM,https://www.crunchbase.com/organization/fom-736f,Venture Capital,1,,"Leeuwarden, Friesland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",FOM is an investment firm that focuses on investing in companies that focuses on the food industry.,1,,,Active,,,https://www.fom.frl,https://www.linkedin.com/company/fomfryslan,"Finance, Financial Services, FinTech",Financial Services,,,1-10,,,,Private,"35,995"
IWB Industrielle Werke Basel,https://www.crunchbase.com/organization/iwb-industrielle-werke-basel,,1,,"Basel, Basel-Stadt, Switzerland","Europe, Middle East, and Africa (EMEA)","IWB is a commercial company that specializes in energy, water and telecommunications service.",1,,1,Active,1852-01-01,day,https://www.iwb.ch/Fuer-Zuhause.html,https://www.linkedin.com/company/iwb-industrielle-werke-basel/,"Commercial, E-Commerce Platforms, Energy","Commerce and Shopping, Energy, Internet Services, Other",,,1001-5000,,For Profit,,Private,"37,530"
Strength Capital,https://www.crunchbase.com/organization/strength-capital,Private Equity Firm,1,,"Birmingham, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",Strength Capital is a private equity firm that invests in businesses with $4 million to $20 million in EBITDA.,1,,,Active,2000-01-01,year,http://www.strengthcapital.com,https://www.linkedin.com/company/strength-capital-partners,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Mark McCammon,1-10,"Private Equity, Seed",,Made Acquisitions,Private,"38,295"
Horst Brandstätter Group,https://www.crunchbase.com/organization/horst-brandstätter-group,,1,,"Zirndorf, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Horst Brandstätter Group is a global investor and known for playmobil and lechuza.,1,,,Active,1974-01-01,year,https://www.horst-brandstaetter-group.com/en/homepage,https://www.linkedin.com/company/geobra-brandst%C3%A4tter-stiftung-&-co.-kg/,Funding Platform,"Financial Services, Lending and Investments",,,1001-5000,,,,Private,"38,359"
PATENTPOOL Group,https://www.crunchbase.com/organization/patentpool-group,Venture Capital,1,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","PATENTPOOL Group are into financial support, transformation and management.",1,,,Active,1998-01-01,year,https://patentpool.com/,https://www.linkedin.com/company/patentpool?originalSubdomain=in,"Finance, Venture Capital","Financial Services, Lending and Investments",1,Heiner Pollert,51-100,"Early Stage Venture, Seed",For Profit,,Private,"39,835"
Prosto VC,https://www.crunchbase.com/organization/prosto-vc,"Angel Group, Syndicate",1,,,,"Prosto VC is an international community of angel investors and syndicators, created for joint investments in startups around the world",1,,,Active,2023-02-01,day,https://prostoventure.club/,https://www.linkedin.com/company/prostovc,"Automotive, Consulting, E-Commerce, Education, Financial Services, Information Technology, Marketing, Software","Commerce and Shopping, Education, Financial Services, Information Technology, Professional Services, Sales and Marketing, Software, Transportation",3,"Aleksandr Belov, Valentine Zavgorodnev, Viacheslav Turpanov",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"40,701"
Bimeda Ireland,https://www.crunchbase.com/organization/bimeda,,1,,"Tallaght, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bimeda Ireland is a global manufacturer, marketer and distributor of animal health products and veterinary pharmaceuticals.",1,,,Active,1960-01-01,year,https://www.bimeda.ie/,https://www.linkedin.com/company-beta/680724/,"Agriculture, Animal Feed, Dairy, Health Care, Livestock, Manufacturing, Veterinary","Agriculture and Farming, Food and Beverage, Health Care, Manufacturing",,,1001-5000,,For Profit,Made Acquisitions,Private,"40,813"
Quick Coffee Ventures,https://www.crunchbase.com/organization/quick-coffee-ventures,Venture Capital,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Quick Coffee Ventures invests in startups and founders across the globe.,1,,,Active,2022-07-01,month,https://www.quickcoffee.vc/,https://www.linkedin.com/company/quickcoffeevc/,,,2,"Felix Haas, Patrick Haede",1-10,"Early Stage Venture, Seed, Venture",,,Private,"42,173"
Applifting,https://www.crunchbase.com/organization/applifting-683e,,1,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Applifting is an AI-driven software firm that offers mobile app development, software modernization, and applied AI services.",1,,,Active,2014-01-01,year,https://applifting.io,https://www.linkedin.com/company/applifting-io,"Artificial Intelligence (AI), Mobile Apps, Software","Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",2,"Filip Kirschner, Jan Hauser",101-250,,For Profit,,Private,"42,861"
Kapita,https://www.crunchbase.com/organization/kapita,Venture Capital,1,,"Humanes De Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kapita invest in innovative Retail & Tech companies in different stages of maturity and geographies through investment vehicles.,1,,1,Active,2019-01-01,year,https://www.kapita.io/,https://www.linkedin.com/company/kapita-ventures/,Venture Capital,"Financial Services, Lending and Investments",1,Dimas Alvarez,1-10,Early Stage Venture,,,Private,"43,226"
Found Capital,https://www.crunchbase.com/organization/found-capital,Family Investment Office,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Found Capital invests in early stage companies.,1,,,Active,,,https://foundcapital.io,https://www.linkedin.com/company/foundcap,"Consulting, Service Industry","Other, Professional Services",,,1-10,"Early Stage Venture, Seed",,,Private,"43,269"
