Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Katapult Ocean,https://www.crunchbase.com/organization/katapult-ocean,"Accelerator, Venture Capital",39,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Katapult Ocean is the world's most active ocean impact venture fund,38,,16,Active,2018-04-01,day,https://katapult.vc/ocean,https://www.linkedin.com/company/katapult-ocean/,"Impact Investing, Information Technology, Internet, Marine Technology, Seafood, Shipping, Solar, Sustainability, Transportation","Energy, Financial Services, Food and Beverage, Information Technology, Internet Services, Lending and Investments, Natural Resources, Science and Engineering, Sustainability, Transportation",4,"Anders Lier, Haakon Brunell, Maren Hjorth Bauer, Tharald Nustad",11-50,"Early Stage Venture, Seed, Venture",,,Private,"26,556"
Expansion Capital,https://www.crunchbase.com/organization/expansion-capital,Venture Capital,39,1,"Riga, Riga, Latvia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Expansion Capital AIFP plans to participate in Latvian state-owned development finance institution ALTUM organized next generation.,38,,32,Active,,,http://www.excap.lv/,https://www.linkedin.com/company/expansion-capital-aifp/,Financial Services,Financial Services,,,1-10,Venture,,,Private,"27,139"
Chain Capital,https://www.crunchbase.com/organization/chain-capital-a6f6,Venture Capital,39,,"Shanghai, Shanghai, China",Asia-Pacific (APAC),"Chain Capital specializes in investing projects in Blockchain and offers incubation, advisory, and financial services.",37,,6,Active,2015-04-01,month,http://capital-chain.com,https://www.linkedin.com/company/chain-capital/,"Banking, Financial Services, FinTech, Information Technology","Financial Services, Information Technology, Lending and Investments",2,"Changan He, Simon Li",11-50,"Early Stage Venture, Seed, Venture",,,Private,"27,685"
ProVenture,https://www.crunchbase.com/organization/proventure-management,Venture Capital,39,8,"Trondheim, Sor-Trondelag, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Leading Norwegian seed venture investor currently focused on digital technology startups with sustainable business models.,32,,25,Active,2006-01-01,day,http://proventure.no,https://www.linkedin.com/company/proventure-management,"Information Technology, Oil and Gas, Venture Capital","Energy, Financial Services, Information Technology, Lending and Investments, Natural Resources",2,"Hans Olav Torsen, Herbjørn Skjervold",1-10,"Early Stage Venture, Seed, Venture",,,Private,"30,887"
Renaissance Capital Partners,https://www.crunchbase.com/organization/renaissance-capital-partners,Venture Capital,39,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Renaissance Capital Partners invests funds in high-growth, innovative, and entrepreneurial businesses and also built environment projects.",21,2,,Active,2008-01-01,year,http://www.rcpinvest.com,https://www.linkedin.com/company/renaissance-works/,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Mark Randall,1-10,"Early Stage Venture, Seed",,,Private,"45,738"
Fraunhofer Venture,https://www.crunchbase.com/organization/fraunhofer-venture-gruppe,Venture Capital,39,5,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Fraunhofer Venture acts as a partner of founders, start-up companies, Fraunhofer institutes and investors.",34,,6,Active,2001-01-01,year,http://www.fraunhoferventure.de,https://www.linkedin.com/company/fraunhoferventure/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,11-50,Seed,For Profit,Made Acquisitions,Private,"105,954"
Panakes Partners,https://www.crunchbase.com/organization/panakes-partners,Venture Capital,38,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Panakes Partners is a Venture Capital investor that finances Life Sciences companies.,27,,21,Active,2015-01-15,day,http://www.panakes.it,https://www.linkedin.com/company/panakes-partners,"Biotechnology, Finance, Financial Services, Life Science, Medical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",3,"Alessio Beverina, Diana Saraceni, Fabrizio Landi",11-50,Early Stage Venture,,,Private,"1,374"
Dreamcraft Ventures,https://www.crunchbase.com/organization/dreamcraft-ventures,Venture Capital,38,2,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Hands-on venture engineers for talented founders.,31,,19,Active,2019-01-01,year,https://dreamcraft.vc/,https://www.linkedin.com/company/dreamcraftventures/,"Finance, Financial Services",Financial Services,3,"Christian Dam Rasmussen, Daniel Nyvang Mariussen, Jesper Søgaard",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"3,501"
Hyperithm,https://www.crunchbase.com/organization/hyperithm,"Hedge Fund, Venture Capital",38,,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),"Hyperithm is a premier digital asset manager based in Tokyo and Seoul, active in quant trading and venture investments.",36,,10,Active,2018-01-29,day,https://www.hyperithm.com/,https://www.linkedin.com/company/hyperithm/,"Asset Management, Blockchain, Cryptocurrency, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",2,"Sangrok Oh, Woojin Kim",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,"6,876"
Inflection.xyz,https://www.crunchbase.com/organization/inflection-c0a7,Venture Capital,38,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Inflection is a first check venture firm pioneering advancements in human-machine collaboration.,34,,7,Active,2019-01-01,year,https://inflection.xyz/,https://www.linkedin.com/company/inflection-vc/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"6,895"
Ruvento,https://www.crunchbase.com/organization/ruvento,Venture Capital,38,3,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Ruvento Ventures is a seed capital firm that aims to support the best teams across Southeast Asia,34,,1,Active,2011-09-27,day,http://ruvento.com,https://www.linkedin.com/company/ruvento-fund,"AgTech, Angel Investment, EdTech, FinTech, Hardware, Impact Investing","Agriculture and Farming, Education, Financial Services, Hardware, Lending and Investments, Software",2,"Alex Toh, Vyacheslav Solonitsyn",11-50,"Early Stage Venture, Seed",,,Private,"9,856"
EBRD Venture Capital,https://www.crunchbase.com/organization/ebrd-venture-capital,Venture Capital,38,10,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","EBRD Venture Capital is dedicated to investing in entrepreneurs that have the vision, ambition and technology to build global leaders",32,1,22,Active,2012-01-01,year,https://www.ebrdvcip.com/,,,,,,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"21,458"
Polymorphic Capital,https://www.crunchbase.com/organization/polymorphic-capital,Venture Capital,38,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Polymorphic Capital is the application-centric Web3 VC, with a focus on fostering practical use cases that build upon Web3's infrastructure.",31,,9,Active,2021-01-01,year,https://www.polymorphic.capital,https://www.linkedin.com/company/polymorphic-capital,"Blockchain, Cryptocurrency, Finance, Financial Services, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",3,"Eldar Khamitov, Richard Sobel, Vitaly Spassky",1-10,"Early Stage Venture, Seed, Venture",,,Private,"21,513"
Breed Reply,https://www.crunchbase.com/organization/breedreply,"Accelerator, Corporate Venture Capital, Incubator",38,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Breed Reply is Europe's active operational investors for early-stage companies delivering 'internet of things' solutions.,22,,19,Active,2014-06-06,day,https://www.reply.com/breed-reply/en/,https://www.linkedin.com/company/breed-reply,"Consulting, Financial Services, Information Technology, Internet of Things","Financial Services, Information Technology, Internet Services, Professional Services",1,Tim Stone,1-10,"Early Stage Venture, Seed",,,Private,"23,824"
Unanimous Capital,https://www.crunchbase.com/organization/unanimous-capital,Venture Capital,38,4,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",We work with early-stage startups solving meaningful problems—and help founders turn great ideas into market disruption at scale.,38,1,1,Active,2018-01-01,year,https://www.unanimous.vc/,https://www.linkedin.com/company/unanimous-capital,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"Akshay Oberai, Chris Ji, Sunil Verma",1-10,Early Stage Venture,,,Private,"25,834"
Kyros Ventures,https://www.crunchbase.com/organization/kyros-ventures,Venture Capital,38,,"Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Kyros Ventures is a conglomerate that deals with entities in the Vietnamese Blockchain industry.,38,,,Active,2020-01-01,year,https://kyros.ventures/,https://www.linkedin.com/company/kyros-ventures/,"Blockchain, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,Thuat Nguyen,51-100,"Early Stage Venture, Seed",,,Private,"27,342"
Growth Engine,https://www.crunchbase.com/organization/growth-engine-2cd7,Venture Capital,38,3,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital holding company,36,1,3,Active,2021-01-01,year,https://www.growthengine.it/,https://www.linkedin.com/company/growth-engine1/,,,4,"Andrea Marangione, Fabio Mondini de Focatiis, Marco Ariello, Michele Appendino",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"29,423"
Xevin Investments,https://www.crunchbase.com/organization/xevin-investments,Venture Capital,38,4,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Xevin Investments is a venture capital fund and incubator that invests in seed and early stage companies.,37,,20,Active,2008-05-07,day,http://www.xevin.eu,https://www.linkedin.com/company/xevin-investments-asi/,,,2,"Gwidon Humeniuk, Marek Rusiecki",1-10,"Early Stage Venture, Seed",,Made Acquisitions,Private,"31,303"
GK-Plug and Play Indonesia,https://www.crunchbase.com/organization/gk-plug-and-play-indonesia,Venture Capital,38,2,"Setiabudi, Jakarta Raya, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",GK-Plug and Play Indonesia is an innovation platform that connects startups and corporations.,36,,4,Active,2017-01-01,year,https://www.plugandplaytechcenter.com/indonesia/,https://www.linkedin.com/company/plug-and-play-indonesia/,"Business Development, Finance, Financial Services","Financial Services, Professional Services",1,Saeed Amidi,251-500,"Early Stage Venture, Seed",,,Private,"33,451"
Agronomics,https://www.crunchbase.com/organization/agronomics-d560,Venture Capital,38,2,"Douglas, South Lanarkshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Agronomics is an investment business that focuses on the environmentally sustainable prospects within the burgeoning food industry.,22,,19,Active,2011-05-03,day,https://agronomics.im,https://www.linkedin.com/company/agronomics-limited,"Asset Management, Biotechnology, Food and Beverage, Industrial","Biotechnology, Financial Services, Food and Beverage, Manufacturing, Science and Engineering",2,"Anthony Chow, Jim Mellon",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",For Profit,,Public,"36,347"
Vertical.vc,https://www.crunchbase.com/organization/vertical-the-health-accelerator,"Accelerator, Micro VC, Venture Capital",38,1,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",We help companies innovate through collaboration and co-creation.,37,,,Active,2015-01-01,year,http://www.vertical.vc/,https://www.linkedin.com/company/verticalvc/,"Artificial Intelligence (AI), Health Care, Industrial, Sports, Wellness","Artificial Intelligence (AI), Data and Analytics, Health Care, Manufacturing, Science and Engineering, Software, Sports",4,"Christian Lindholm, Kenneth Salonius, Paolo Borella, Sebastien Gianelli",11-50,Seed,,,Private,"42,898"
Freigeist Capital,https://www.crunchbase.com/organization/e42-ventures,Venture Capital,38,7,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Freigeist is a venture capital fund specialized on deep tech seed stage investments.,31,1,21,Active,2017-01-01,year,https://freigeist.com/,https://www.linkedin.com/company/freigeistcap/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Alex Koch, Frank Thelen, Marc Sieberger, Niklas Hebborn",11-50,"Early Stage Venture, Seed",,,Private,"56,781"
The LegalTech Fund,https://www.crunchbase.com/organization/the-legaltech-fund,Venture Capital,37,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Investing in companies transforming the world of law,33,,4,Active,2021-01-01,year,http://legaltech.com,https://www.linkedin.com/company/the-legaltech-fund,"Consumer Applications, Consumer Software, Enterprise Software, FinTech, Legal, Legal Tech","Apps, Financial Services, Professional Services, Software",1,Zach Posner,1-10,"Early Stage Venture, Seed",,,Private,"4,306"
Preface Ventures,https://www.crunchbase.com/organization/preface-ventures,Venture Capital,37,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",The capital before the story. We partner with teams who build the Frontier Enterprise that improves our work.,31,,6,Active,2021-01-01,year,https://www.prefaceventures.com/,https://www.linkedin.com/company/preface-ventures/about/,,,1,Farooq Abbasi,1-10,"Early Stage Venture, Seed",,,Private,"6,592"
Id4 ventures,https://www.crunchbase.com/organization/id4-ventures,Venture Capital,37,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Id4 ventures is a venture capital investment firm focusing on early-stage startups in the European ecosystem.,26,,8,Active,2017-01-01,month,http://www.id4.vc,https://www.linkedin.com/company/id4ventures,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",2,"Herve Cuviliez, Ivan Petrovic",1-10,"Early Stage Venture, Seed",,,Private,"8,042"
New Crop Capital,https://www.crunchbase.com/organization/new-crop-capital,Venture Capital,37,5,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Private venture capital firm investing in entrepreneurs whose products or services replace foods derived from animal agriculture.,26,1,8,Active,2015-01-01,year,http://www.newcropcapital.com/,https://www.linkedin.com/company/new-crop-capital,Financial Services,Financial Services,3,"Bruce Friedrich, Chris Kerr, Nick Cooney",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"8,640"
Good Capital,https://www.crunchbase.com/organization/good-capital-b0aa,Venture Capital,37,1,"Tarrytown, New York, United States","Greater New York Area, East Coast, Northeastern US",Good Capital is an Early-stage venture investment firm that invests in technology products solving India-centric problems.,29,,10,Active,2019-09-01,day,https://goodcapital.vc/,https://www.linkedin.com/company/good-capital/,,,2,"Arjun Malhotra, Rohan Malhotra",1-10,Early Stage Venture,,,Private,"13,352"
finleap,https://www.crunchbase.com/organization/finleap,Venture Capital,37,9,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","From ‘14 to ‘21, finleap built/invested in 15 ventures and developed 5+ JVs/service ventures worth €3.0Bn+. Now managed by Motive Ventures.",21,,8,Active,2014-01-01,year,https://www.finleap.com/,https://www.linkedin.com/company/finleap,"Asset Management, Banking, Finance, FinTech, Insurance","Financial Services, Lending and Investments",4,"Hendrik Krawinkel, Jan Beckers, Oliver Kanders, Ramin Niroumand",1001-5000,"Early Stage Venture, Seed",,Made Acquisitions,Private,"14,813"
Comma3 Ventures,https://www.crunchbase.com/organization/comma3-ventures,Venture Capital,37,,"Taipei, T'ai-pei, Taiwan",Asia-Pacific (APAC),Comma3 Ventures is funds for founders that is looking for disruptive innovation entrepreneurs in Web3.,37,,4,Active,2022-01-01,year,https://comma3.co/,https://www.linkedin.com/company/comma3ventures/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"16,724"
ABCDE,https://www.crunchbase.com/organization/abcde,Venture Capital,37,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",ABCDE invest in builders of the future.,35,,12,Active,2022-01-01,year,https://www.abcde.com/,https://www.linkedin.com/company/nexcod-infotech,,,1,Jun Du,11-50,"Early Stage Venture, Seed",,,Private,"19,167"
Serafund,https://www.crunchbase.com/organization/serafund,Venture Capital,37,,"Vancouver, British Columbia, Canada",,Venture capital firm providing capital and support for growth companies,35,,2,Active,2021-08-01,month,http://serafund.co,https://www.linkedin.com/company/serafund/,,,4,"Adam Chen, Andrew Zhu, Anthony Wang, Charlie Chen",1-10,"Early Stage Venture, Seed",,,Private,"24,918"
PetRock Capital,https://www.crunchbase.com/organization/petrock-capital,"Incubator, Venture Capital",37,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Petrock Capital is a venture firm that invests in breakthrough blockchain technologies and communities.,35,,3,Active,2020-12-01,month,https://www.petrock.capital/,https://www.linkedin.com/company/petrock-capital/,Financial Services,Financial Services,7,"Choon Xin Heng, Dar Win Liew, Ecclesiastes Joel Sim, Ray Foo, Ronald Koo, Wang Jin, Lawrence Lim, Wei, Joel Lin",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"27,803"
Overkill Ventures,https://www.crunchbase.com/organization/overkill-ventures,"Accelerator, Angel Group, Venture Capital",37,2,"Riga, Riga, Latvia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Overkill Ventures invests in pre-seed stage startups and helps them get to product-market fit.,29,,20,Active,2018-01-01,year,https://www.overkill.vc,https://www.linkedin.com/company/overkillventures/,"3D Technology, Artificial Intelligence (AI), B2B, B2C, Enterprise Software, Hardware, Information and Communications Technology (ICT), Legal Tech, Robotics, SaaS","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Other, Professional Services, Science and Engineering, Software",3,"David Ventzel, Dmitry Saikovsky, Peter Marculans",1-10,"Early Stage Venture, Seed",,,Private,"27,886"
CB Investment Management,https://www.crunchbase.com/organization/cb-investment-management,"Investment Bank, Venture Capital",37,,"Bratislava, Bratislava, Slovakia (Slovak Republic)","European Union (EU), Europe, Middle East, and Africa (EMEA)","Founded in 2019, CB Investment Management is a growth equity investment fund, a subsidiary of the Crowdberry investment platform.",36,,30,Active,2019-01-01,year,https://www.cbim.sk/,https://www.linkedin.com/company/cb-im/,,,3,"Daniel Gašpar, Dano Gašpar, Michal Nespor",1-10,Seed,,,Private,"28,171"
AlphaCoin Fund,https://www.crunchbase.com/organization/alphacoin-fund,Venture Capital,37,2,"Grand Cayman, Midland, Cayman Islands",,AlphaCoin Fund is a venture capital fund focused on blockchain startups and crypo-asset investments.,37,,2,Active,2017-01-01,year,http://www.alphacoinfund.com/#about-us,https://www.linkedin.com/company/alphacoin/about/,,,1,Frank Mo,11-50,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"31,439"
Ardent Capital,https://www.crunchbase.com/organization/ardent-capital,Venture Capital,37,3,"Bangkok, Krung Thep, Thailand","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Ardent Capital invests in early-stage technology companies across Southeast Asia with a focus on eCommerce (B2B, B2C, Logistics) and more",32,,5,Active,2011-11-01,day,http://www.ardentcapital.com,https://www.linkedin.com/company/ardent-capital,"E-Commerce, Finance, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments",3,"Adrian Vanzyl, Paul Srivorakul, Piers Bennett",1-10,"Early Stage Venture, Seed",,,Private,"34,197"
Conviction VC,https://www.crunchbase.com/organization/conviction-vc,Venture Capital,36,6,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Conviction VC offers private patient capital for early-stage, high-growth B2B SaaS businesses in Europe and the UK.",30,,9,Active,2017-11-29,day,https://www.conviction-vc.com/,https://www.linkedin.com/company/conviction-vc/,"B2B, Professional Services, SaaS, Venture Capital","Financial Services, Lending and Investments, Other, Software",4,"Andrew Jenkins, Jeremy Middleton, Jeremy Middleton, Will Orde",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,902"
Genesis Ventures,https://www.crunchbase.com/organization/genesis-ventures-e8a8,Venture Capital,36,,"Athens, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)","Genesis Ventures is a pre-seed, industry agnostic fund investing in startups in Southeastern Europe",30,,11,Active,2021-12-14,day,https://www.genesis-ventures.vc/,https://www.linkedin.com/company/genesisvc,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Stergios Anastasiadis,1-10,"Early Stage Venture, Seed",,,Private,"3,433"
Crypto.com Capital,https://www.crunchbase.com/organization/crypto-com-capital,Corporate Venture Capital,36,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Crypto.com Capital is a venture arm dedicated on investing in crypto startups at Seed and Series A stages.,34,,13,Active,2021-03-04,day,https://crypto.com/capital,https://www.linkedin.com/company/cryptocom,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1001-5000,"Early Stage Venture, Private Equity",,,Private,"4,752"
Antai Ventures,https://www.crunchbase.com/organization/antai-venture-builder,Venture Capital,36,4,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Antai Ventures is a Barcelona-based venture studio with presence in Southern Europe and Latam,22,,9,Active,2012-03-01,month,https://antaiventures.com/,https://www.linkedin.com/company/antai-ventures/,"Angel Investment, Financial Services, Impact Investing, Incubators, Venture Capital","Financial Services, Lending and Investments",2,"Gerard Olive, Miguel Vicente",1001-5000,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"7,004"
Latin Leap,https://www.crunchbase.com/organization/latin-leap,Venture Capital,36,2,"Medellín, Antioquia, Colombia",Latin America,Latin Leap is a Venture Capital Studio (VC Studio) established to create a unique investment platform to soft-land purpose-driven tech.,32,,4,Active,2019-10-01,day,http://latinleap.vc,https://www.linkedin.com/company/latinleap,Venture Capital,"Financial Services, Lending and Investments",1,Stefan Krautwald,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"8,292"
