Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Howden Group Holdings,https://www.crunchbase.com/organization/hyperion-insurance-group,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Howden Group Holdings is an international insurance intermediary group with insurance broking and underwriting agency arms.,2,,1,Active,1994-01-01,year,https://www.howdengroupholdings.com,https://www.linkedin.com/company/howden-group-holdings,"Auto Insurance, Database, Finance, Insurance, Retail, Wholesale","Commerce and Shopping, Data and Analytics, Financial Services, Software",1,David Howden,10001+,,For Profit,Made Acquisitions,Private,"12,746"
KeyCapital,https://www.crunchbase.com/organization/keycapital,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Key Capital offers advice and expertise on capital markets, corporate finance wealth management.",2,,,Active,2001-01-01,year,https://www.keycapital.ie/,https://www.linkedin.com/company/key-capital/,"Finance, Financial Services",Financial Services,,,11-50,,For Profit,,Private,"13,107"
SETsquared,https://www.crunchbase.com/organization/setsquared,"Accelerator, Incubator",2,,"Bristol, Bristol, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","SETsquared is a collaborative partnership that supports enterprise activities, spin-outs, licensing, and incubation.",2,,1,Active,2001-01-01,year,http://www.setsquared.co.uk/,http://www.linkedin.com/company/setsquared-partnership,"Higher Education, Incubators","Education, Financial Services, Lending and Investments",1,Chris Mitford-Slade,11-50,Seed,,,Private,"13,799"
Rolling Stone,https://www.crunchbase.com/organization/rollingstone-com,,2,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Rolling Stone is an online publication platform that features reviews and articles related to online music, pop culture, and politics.",2,1,,Active,1967-01-01,year,http://www.rollingstone.com/,http://www.linkedin.com/company/1455041,"Music, News, Social Media","Content and Publishing, Internet Services, Media and Entertainment, Music and Audio",2,"Jann Wenner, Ralph J. Gleason",101-250,,For Profit,"Made Acquisitions, Was Acquired",Private,"14,508"
Azur Partners,https://www.crunchbase.com/organization/azur-partners,Venture Capital,2,,"Casablanca, Grand Casablanca, Morocco","Middle East and North Africa (MENA), North Africa, Europe, Middle East, and Africa (EMEA)",Azur Partners is an investment firm.,1,,2,Active,,,https://azurpartners.ma,,,,,,,Seed,,,Private,"15,033"
WEPA,https://www.crunchbase.com/organization/wepa-c7a3,,2,,"Llangynwyd, Bridgend, United Kingdom","Europe, Middle East, and Africa (EMEA)",Wepa is a company that manufactures sanitary papers.,2,,1,Active,1948-01-01,year,https://www.wepa.eu/uk/,https://www.linkedin.com/company/wepahygiene/,"Consumer, Consumer Goods, Manufacturing, Paper Manufacturing, Supply Chain Management, Wholesale","Commerce and Shopping, Consumer Goods, Manufacturing, Other, Transportation",1,Paul Krengel,1001-5000,,For Profit,,Private,"17,623"
Endgame Capital,https://www.crunchbase.com/organization/endgame-capital-6deb,Venture Capital,2,,,,Endgame Capital is a climate tech-focused venture capital (VC) syndicatededicated to accelerating the transition to a net-zero future.,2,,,Active,,,https://www.endgamecapital.vc,https://www.linkedin.com/company/endgamecapital,"Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Jinna Li, John Mairlot",1-10,,,,Private,"18,065"
REEF,https://www.crunchbase.com/organization/reef-technology,,2,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",REEF Technology is a company that transforms urban real estate such as parking facilities into thriving mobility and logistical hubs.,2,,1,Active,2013-01-01,year,https://reeftechnology.com,https://www.linkedin.com/company/reeftechnology,"Apps, E-Commerce Platforms, Food Delivery, Last Mile Transportation, Parking","Apps, Commerce and Shopping, Food and Beverage, Internet Services, Software, Transportation",4,"Ari Ojalvo, Aziz Ihsanoglu, Philippe Saint-Just, Umut Tekin",10001+,,For Profit,Made Acquisitions,Private,"18,397"
Qbeat Ventures,https://www.crunchbase.com/organization/qbeat-ventures,"Private Equity Firm, Venture Capital",2,,,,Qbeat Ventures is a venture capital fund platform that invests in early-stage of quantum innovation.,2,,,Active,2024-01-01,year,,https://www.linkedin.com/company/qbeatventures/,,,,,1-10,Venture,,,Private,"19,130"
Spacewalk VC,https://www.crunchbase.com/organization/spacewalk-vc,Venture Capital,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Spacewalk is a VC fund with its own established R&D company: Motius R&D.,2,,1,Active,2022-01-01,year,https://spacewalk.vc/,https://www.linkedin.com/company/spacewalk-deeptech/,,,2,"Daniel Weiss, Zièd Bahrouni",1-10,Seed,,,Private,"19,289"
Generation-Re,https://www.crunchbase.com/organization/generation-re,Venture Capital,2,,,,Generation-Re democratises access to regenerative agriculture startups,2,,,Active,2022-01-01,year,https://www.gen-re.land,https://www.linkedin.com/company/generation-re,,,,,1-10,Seed,For Profit,,Private,"19,789"
Delaware,https://www.crunchbase.com/organization/delaware-a886,,2,,"Gent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","IT consultancy, System Integrator, Change Management, Professional Services",2,,,Active,2003-01-01,year,https://www.delaware.pro/,https://www.linkedin.com/company/delaware-consulting-france/,"Consulting, Information Technology, Professional Services","Information Technology, Other, Professional Services",1,Jan Delaere,1001-5000,,For Profit,Made Acquisitions,Private,"21,239"
Solo Investments,https://www.crunchbase.com/organization/solo-investments,,2,,,,Solo Investments is making investments in the next generation by supporting bold concepts from inception to legacy.,2,,,Active,,,https://soloinvestments.com,https://www.linkedin.com/company/solo-investments-holdings-limited,,,1,Solly Solomou,,,,,Private,"21,499"
StealthPoint,https://www.crunchbase.com/organization/stealthpoint,Venture Capital,2,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",StealthPoint is a venture capital firm that seeks to invest in minority growth equity investments in their technologically-proven companies.,2,,2,Active,2022-01-01,year,https://www.stealthpoint.com/,https://www.linkedin.com/company/stealthpoint/,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Graham Napier, Michael Shepherd, Paulette Wolak",1-10,Seed,,,Private,"22,560"
Damen Shipyards,https://www.crunchbase.com/organization/damen-shipyards,,2,,"Gorinchem, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Damen Shipyards Group consists of 32 operating companies worldwide.,2,,,Active,1927-01-01,year,http://www.damen.com,https://www.linkedin.com/company/damen-shipyards,"Marine Transportation, Real Estate, Shipping, Shipping Broker, Water Transportation","Real Estate, Transportation",1,Jan Dame,1001-5000,,For Profit,,Private,"22,768"
Pre-Seed to Succeed,https://www.crunchbase.com/organization/pre-seed-to-succeed,Venture Capital,2,,,,Investment Program for Early-Stage Startups,2,,1,Active,,,https://p2s.vc/,https://www.linkedin.com/company/p2svc,"Artificial Intelligence (AI), FinTech, Productivity Tools, SaaS","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",3,"Alexander Korchevskiy, Igor Ryabenkiy, Sergei Bogdanov",,Early Stage Venture,,,Private,"22,869"
ICEO - Venture Builder,https://www.crunchbase.com/organization/iceo,"Angel Group, Micro VC",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","We build software-based, big data-enabled, remote-first companies with a fintech sweet spot.",2,,,Active,2010-06-27,day,https://iceo.co,https://www.linkedin.com/company/iceogroup,"Apps, Big Data, Blockchain, FinTech, Legal Tech, Machine Learning, Mobile Apps, Smart Cities","Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Mobile, Other, Professional Services, Real Estate, Software",3,"Dawid Duniec, Oliwer Kotecki, Wojciech Sroka",101-250,,For Profit,,Private,"24,961"
SGN,https://www.crunchbase.com/organization/sgn,,2,,"Harley, Surrey, United Kingdom","Europe, Middle East, and Africa (EMEA)",SGN distributes natural and green gas to homes and businesses.,1,,,Active,2005-01-01,year,https://www.sgn.co.uk/,https://www.linkedin.com/company/sgn/,"Energy, Real Estate","Energy, Real Estate",,,1001-5000,,For Profit,Was Acquired,Private,"27,167"
Voloridge,https://www.crunchbase.com/organization/voloridge,,2,,"Jupiter, Florida, United States","Greater Miami Area, East Coast, Southern US",Voloridge is an investment management firm that offers returns for qualified investors using technology and risk management.,2,,2,Active,2009-01-01,year,https://www.voloridge.com/index.aspx,https://www.linkedin.com/company/voloridge-investment-management/,"Angel Investment, Consulting, Finance, Financial Services, Risk Management","Financial Services, Lending and Investments, Professional Services",1,David S. Vogel,51-100,,,,Private,"27,507"
Ferring Ventures,https://www.crunchbase.com/organization/ferring-ventures,Venture Capital,2,,"Saint-prex, Vaud, Switzerland","Europe, Middle East, and Africa (EMEA)",The investment arm for Ferring Pharmaceuticals,2,,1,Active,,,,,,,,,,"Seed, Venture",,,Private,"28,234"
Hodl,https://www.crunchbase.com/organization/hodl-b914,,2,,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hodl offers investors an easy and safe way to invest in a carefully selected cryptocurrency portfolio.,2,,,Active,2017-01-01,year,https://hodl.nl/,https://www.linkedin.com/company/hodl-funds/,"Bitcoin, Blockchain, Cryptocurrency, Financial Services","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1,Maurice Mureau,11-50,,For Profit,,Private,"28,621"
Fearless Adventures,https://www.crunchbase.com/organization/fearless-adventures,Venture Capital,2,,"Wilmslow, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Fearless Adventures invest in and rapidly scale businesses in the ecommerce ecosystem.,2,,2,Active,2021-01-01,year,https://fearlessadventures.co.uk/,https://www.linkedin.com/company/fearlessadventures/,,,2,"David Newns, Dominic McGregor",1-10,Early Stage Venture,,,Private,"28,988"
Alianza Team,https://www.crunchbase.com/organization/alianza-team,,2,,"Bogotá, Distrito Especial, Colombia",Latin America,Alianza Team specializes in the production of food products and offers lipid-based products and solutions.,2,,1,Active,,,https://www.alianzateam.com,https://www.linkedin.com/company/alianzateam,"Food and Beverage, Food Processing, Industrial, Manufacturing","Food and Beverage, Manufacturing",,,1001-5000,,For Profit,,Private,"29,903"
u-blox,https://www.crunchbase.com/organization/u-blox,,2,,"Thalwil, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","u‑blox creates wireless communications and positioning semiconductors and modules for the industrial, automotive and consumer markets.",2,,,Active,1997-01-01,year,http://www.u-blox.com,https://www.linkedin.com/company/u-blox,Wireless,"Hardware, Mobile",1,Jean‑Pierre Wyss,501-1000,,For Profit,Made Acquisitions,Public,"30,176"
Chaucer,https://www.crunchbase.com/organization/chaucer-9427,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Chaucer provides personal and reinsurance services.,2,,,Active,1992-01-01,year,https://www.chaucergroup.com,https://www.linkedin.com/company/chaucer,"Financial Services, Health Insurance, Insurance, Property Insurance",Financial Services,,,251-500,,For Profit,,Private,"31,280"
Grupo Anderson's,https://www.crunchbase.com/organization/grupo-anderson-s,,2,,"Cancún, Quintana Roo, Mexico",Latin America,Grupo Anderson's is a food & beverages company that provides restaurant administrative services.,2,,,Active,1963-01-01,year,http://grupoandersons.com,https://www.linkedin.com/company/grupo-anderson's,Food and Beverage,Food and Beverage,,,251-500,,For Profit,,Private,"31,281"
Fine Day Ventures,https://www.crunchbase.com/organization/fine-day-ventures,Venture Capital,2,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Fine Day Ventures is an investment firm,2,,1,Active,2014-01-01,year,http://www.finedayventures.com/,,Financial Services,Financial Services,1,Claude Wasserstein,11-50,"Early Stage Venture, Seed",,,Private,"31,341"
EveryPay,https://www.crunchbase.com/organization/everypay-c2cd,,2,1,"Athens, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)",EveryPay offers e-commerce & digital payments services.,2,,,Active,2014-01-01,year,https://everypay.gr,https://www.linkedin.com/company/everypay/,"Banking, E-Commerce, Financial Services","Commerce and Shopping, Financial Services, Lending and Investments",3,"Athanasios Panagiotopoulos, Greg Siourounis, Minas Kitsos",11-50,,For Profit,,Private,"31,576"
547 Energy,https://www.crunchbase.com/organization/547-energy,,2,,"Houston, Texas, United States","Greater Houston Area, Southern US",547 Energy is a clean energy investment platform focusing on the energy industry.,2,,1,Active,2019-01-01,year,https://www.547energy.com,https://www.linkedin.com/company/547energy,"Clean Energy, CleanTech, Energy, Renewable Energy","Energy, Sustainability",1,Gabriel Alonso Imaz,11-50,,,,Private,"31,658"
First Climate,https://www.crunchbase.com/organization/first-climate,,2,,"Germany, Georgia, United States","East Coast, Southern US",First Climate provides a carbon emissions and water management services.,2,,,Active,1999-01-01,day,https://www.firstclimate.com/,https://www.linkedin.com/company/first-climate/,"Natural Resources, Renewable Energy, Water","Energy, Natural Resources, Sustainability",,,101-250,,For Profit,,Private,"31,703"
Sapphire Capital Partners,https://www.crunchbase.com/organization/sapphire-capital-partners,"Accelerator, Angel Group, Incubator, Micro VC, Private Equity Firm, Venture Capital",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Sapphire Capital Partners is a company that specializes in tax efficient schemes to grow companies and alternative investments funds.,2,,1,Active,2009-11-09,day,http://www.sapphirecapitalpartners.co.uk,http://www.linkedin.com/company/sapphire-capital-partners-llp,"Asset Management, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"31,723"
ASBISC Enterprises,https://www.crunchbase.com/organization/asbisc-enterprises,,2,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","ASBISC Enterprises PLC is a multinational corporate group that is engaged in distribution of IT-products in Europe, Middle East and Africa.",2,,2,Active,1990-01-01,year,https://investor.asbis.com/,https://www.linkedin.com/company/asbis,,,,,,,For Profit,,Private,"33,114"
HPI Ventures,https://www.crunchbase.com/organization/hpi-ventures,"Micro VC, Venture Capital",2,,"Potsdam, Brandenburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HPI Ventures funds companies that develop category leaders through technological innovation.,2,,,Active,,,https://www.hpiventures.com,https://www.linkedin.com/company/hpiventures,,,,,,"Seed, Venture",,,Private,"34,081"
Andrew D. Ive,https://www.crunchbase.com/person/andrew-d-ive,"Individual/Angel, Investment Partner",2,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Andrew is the founder, Managing General Partner at Big Idea Ventures. Focused on Solving the World's Biggest Challenges by Supporting the Wo...",2,,,,,,https://bigideaventures.com,https://www.linkedin.com/in/andrewive/,,,,,,"Early Stage Venture, Seed, Venture",,,,"34,139"
Warsteiner,https://www.crunchbase.com/organization/warsteiner,,2,,"Warstein, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Warsteiner is a company that specializes in the production of a range of beers and related beverages.,2,,1,Active,1753-01-01,year,https://www.warsteiner.de/,https://www.linkedin.com/company/warsteiner-brauerei-haus-cramer-kg/,"Consumer Goods, Craft Beer, Food and Beverage, Retail, Wholesale","Commerce and Shopping, Consumer Goods, Food and Beverage",,,501-1000,,For Profit,,Private,"37,175"
DOJUS group,https://www.crunchbase.com/organization/dojus-group,"Corporate Venture Capital, Family Investment Office",2,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)","AgTech, Machinery, Investments",2,,,Active,1993-09-23,day,https://www.dojusgroup.lt/en/,https://www.linkedin.com/company/dojusgroup/,"Agriculture, AgTech, B2B, Forestry, Real Estate, Retail, Wholesale","Agriculture and Farming, Commerce and Shopping, Other, Real Estate",,,251-500,"Convertible Note, Debt, Private Equity, Venture",For Profit,,Private,"37,628"
Icecat - Smart Fund,https://www.crunchbase.com/organization/icecat-smart-fund,Corporate Venture Capital,2,,,,Icecat - Smart Fund invests in e-commerce SaaS or cloud companies.,2,,2,Active,,,https://icecat.com/icecat-capital,https://www.linkedin.com/company/officialicecat/,,,,,101-250,Venture,,,Private,"37,810"
Impulse Growth,https://www.crunchbase.com/organization/impulse-growth,,2,1,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Impulse Growth is a new instrument for the Bulgarian market that combines the equity and capital markets.,2,1,1,Active,,,http://impulsegrowth.eu/,https://www.linkedin.com/company/impulse-growth/,,,,,11-50,,,,Private,"37,850"
Startnext,https://www.crunchbase.com/organization/start-next,,2,,"Dresden, Sachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startnext is the largest crowdfunding community in german speaking countries.,2,,,Active,2010-01-01,year,https://www.startnext.com,https://www.linkedin.com/company/startnext/,"Communities, Crowdfunding, Crowdsourcing, Finance, Financial Services, Funding Platform, Internet, Social Entrepreneurship","Community and Lifestyle, Financial Services, Internet Services, Lending and Investments, Other, Social Impact",2,"Denis Bartelt, Tino Kreßner",11-50,,For Profit,,Private,"37,922"
"Hansen Investment Holdings, LLC",https://www.crunchbase.com/organization/hansen-investment-holdings-llc,"Family Investment Office, Private Equity Firm",2,,"Sacramento, California, United States","West Coast, Western US","Family office. Investing in tech start-ups, real estate, private equity, and venture capital funds.",2,,1,Active,2006-12-15,day,http://www.chuckhansen.co,https://www.linkedin.com/company/hansen-investment-holdings-llc,,,1,Chuck Hansen,11-50,,,,Private,"39,713"
Biotope,https://www.crunchbase.com/organization/biotope-f45e,Incubator,2,,"Nevele, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Biotope is an incubator program for startups with impactful ideas in agri-food biotechnology.,2,,1,Active,1996-01-01,year,https://biotope-incubator.com/,https://www.linkedin.com/company/biotope-by-vib/,"Agriculture, Financial Services, Food and Beverage","Agriculture and Farming, Financial Services, Food and Beverage",,,1-10,,,,Private,"40,049"
Blueberry Muffin,https://www.crunchbase.com/organization/blueberry-muffin,Family Investment Office,2,,"Bucharest, Bucuresti, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)","Blueberry Muffin invests in pre-seed, seed and small cap",2,,2,Active,2019-12-01,day,https://www.bbm.ventures/,https://www.linkedin.com/company/bbmuffin,"Consumer Goods, E-Commerce, Finance, Financial Services, Food and Beverage, Insurance, Real Estate, Retail","Commerce and Shopping, Consumer Goods, Financial Services, Food and Beverage, Real Estate",1,Paul Ghita,1-10,"Convertible Note, Debt, Early Stage Venture, Private Equity, Seed",,,Private,"40,201"
Masawa,https://www.crunchbase.com/organization/masawa,,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Masawa is a mental wellness impact platform that invests in founders revolutionizing mental wellness.,2,,2,Active,2020-01-01,year,https://masawa.fund/,https://www.linkedin.com/company/masawafund,"Advice, Financial Services, Impact Investing, Mental Health, Wellness","Financial Services, Health Care, Lending and Investments, Media and Entertainment",,,1-10,,For Profit,,Private,"40,325"
Howden Ventures,https://www.crunchbase.com/organization/howden-ventures,"Incubator, Venture Capital",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Howden Ventures creates an investment and risk incubator that will fast-track insurance product development.,2,,1,Active,2023-01-01,year,https://www.howdengroupholdings.com/about-us/howden-ventures,,,,,,,Seed,,,Private,"40,935"
Starry Group,https://www.crunchbase.com/organization/starry-group,,2,,"Quarry Bay, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Starry Group manages several contract manufacturing companies focusing on the production of consumer goods.,1,,1,Active,1999-01-01,year,https://www.starry.group/,https://www.linkedin.com/company/starry-ltd.-hong-kong./,"Consumer Goods, Manufacturing, Product Design","Consumer Goods, Design, Manufacturing",2,"Brian Dlugash, Menachem Winfield",1001-5000,,For Profit,,Private,"41,526"
Vasco Pedro,https://www.crunchbase.com/person/vasco-calais-pedro,Individual/Angel,2,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Dr. Vasco Pedro is the co-founder and CEO of Unbabel. He owns the vision, overall business strategy and sets the direction for Unbabel’s pro...",2,,,,,,,https://www.linkedin.com/in/vascopedro/,,,,,,,,,,"42,415"
Technology Agency of Czech Republic,https://www.crunchbase.com/organization/technology-agency-of-czech-republic,Government Office,2,,"Dejvice, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","The Technology Agency of the Czech Republic was founded on the support of research, experimental development and innovation.",2,,,Active,2009-01-01,year,https://tacr.gov.cz,https://www.linkedin.com/company/tacr,"Biotechnology, CRM, Information Technology, Non Profit","Biotechnology, Information Technology, Other, Sales and Marketing, Science and Engineering, Social Impact, Software",,,11-50,Grant,,,Private,"42,789"
Valora Investimentos,https://www.crunchbase.com/organization/valora-investimentos,Private Equity Firm,2,1,"São Paulo, Sao Paulo, Brazil",Latin America,Valora Investimentos is an independent asset management firm.,2,1,1,Active,2005-01-01,year,https://valorainvest.com.br,https://www.linkedin.com/company/valora-gest-o-de-investimentos,"Asset Management, Credit, Real Estate Investment","Financial Services, Lending and Investments, Real Estate",1,Daniel Pegorini,101-250,"Post-Ipo, Private Equity, Seed",For Profit,,Private,"42,819"
Jean de La Rochebrochard,https://www.crunchbase.com/person/jean-de-la-rochebrochard,"Individual/Angel, Investment Partner",2,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","In charge of Kima Ventures, the venture capital arm of Xavier Niel (founder of Free, 42, Station F). Investing in about 100 new startups eve...",2,,,,,,http://2lr.org,http://www.linkedin.com/in/jeandlr,,,,,,,,,,"43,174"
Agmis,https://www.crunchbase.com/organization/agmis,,2,,"Kaunas, Kauno Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Agmis is a leading Baltic software development house with a dedicated product spinoff EasyFlow and a Salesforce consultancy Bluelark.,2,,,Active,2007-01-01,year,http://agmis.com,https://www.linkedin.com/company/agmis,"Apps, Artificial Intelligence (AI), Computer Vision, CRM, Machine Learning, Software","Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",2,"Inga Globe, Saulius Kaukenas",51-100,,For Profit,,Private,"44,779"
8 Dimension Ventures,https://www.crunchbase.com/organization/8-dimension-ventures,Venture Capital,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",A venture capital firm focused on health and wellness,2,,1,Active,2020-10-01,month,https://www.8dimension.ventures,https://www.linkedin.com/company/8-dimension-ventures/?viewAsMember=true,"Health Care, Venture Capital","Financial Services, Health Care, Lending and Investments",,,11-50,"Early Stage Venture, Seed",,,Private,"45,253"
