Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Ludus Holdings,https://www.crunchbase.com/organization/ludus-holdings,Venture Capital,1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ludus Holdings is an Angel investor that offers a range of funding programs and financial instruments such as equity, guarantees, and loans.",1,,,Active,2002-09-10,day,https://ludusholdings.eu,https://www.linkedin.com/company/ludus-holdings,,,,,,Seed,,,Private,"37,841"
Kapita,https://www.crunchbase.com/organization/kapita,Venture Capital,1,,"Humanes De Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Kapita invest in innovative Retail & Tech companies in different stages of maturity and geographies through investment vehicles.,1,,1,Active,2019-01-01,year,https://www.kapita.io/,https://www.linkedin.com/company/kapita-ventures/,Venture Capital,"Financial Services, Lending and Investments",1,Dimas Alvarez,1-10,Early Stage Venture,,,Private,"39,085"
nFront Ventures,https://www.crunchbase.com/organization/nfront-ventures,Venture Capital,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",nFront brings capital and operational support to companies across various stages of development.,1,,,Active,2019-06-01,day,https://nfrontventures.com/,https://www.linkedin.com/company/12650655/admin/,Venture Capital,"Financial Services, Lending and Investments",1,Magnus Rinnan Gaarder,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"41,635"
Zenith Ventures,https://www.crunchbase.com/organization/zenith-ventures,Venture Capital,1,,,,A multi-strategy venture fund for the blockchain ecosystem,1,,,Active,,,https://www.zenith.ventures,https://www.linkedin.com/company/zenith-ventures,,,1,Branson Bollinger,1-10,"Early Stage Venture, Seed",,,Private,"43,183"
A+ Ventures,https://www.crunchbase.com/organization/a-ventures-a2c5,Venture Capital,1,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",A+ Ventures is an investment firm that engages in funding crypto and blockchain projects.,1,,,Active,2021-01-01,year,https://aplusventures.io,https://www.linkedin.com/company/aplusventures,"Blockchain, Cryptocurrency, Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",,,11-50,,,,Private,"43,427"
Nordic Game Ventures,https://www.crunchbase.com/organization/nordic-game-ventures,Venture Capital,1,,"Malmö, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Seed and early stage investments by Nordic games entrepreneurs in games, game services, games tech in the Nordic countries.",1,,,Active,2015-09-01,day,http://nordicgameventures.com,https://www.linkedin.com/company/nordic-game-ventures,,,3,"Erik Robertson, Stefan Lindeberg, Timo Ylikangas",1-10,"Early Stage Venture, Seed",,,Private,"45,019"
Cerralvo Capital,https://www.crunchbase.com/organization/cerralvo-capital,Venture Capital,1,,"North Palm Beach, Florida, United States","Greater Miami Area, East Coast, Southern US",Cerralvo Capital is an investment management organization that help other small and large SMEs through investment funds for development.,1,,,Active,2018-01-01,year,https://www.cerralvocapital.com/,https://www.linkedin.com/company/cerralvo-capital,"Angel Investment, Financial Services, Impact Investing","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"46,401"
Resist.UA,https://www.crunchbase.com/organization/resist-ua,Venture Capital,1,,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",Resist.UA is a venture fund aimed at investing in Ukrainian mil-tech companies during the war with Russia.,1,,,Active,2023-11-23,day,https://www.resist.ua,https://www.linkedin.com/company/resist-ua,Venture Capital,"Financial Services, Lending and Investments",1,Roman Sulzhyk,1-10,Early Stage Venture,,,Private,"46,818"
101 Ventures,https://www.crunchbase.com/organization/101-ventures,Venture Capital,1,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","101 Ventures funds, develops, and scales digital and new-tech startups.",1,,1,Active,2019-01-01,year,https://101ventures.io/,https://www.linkedin.com/company/101venturesio/,"Business Development, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments, Professional Services",6,"Guillermo Briones Bori, Jordi Priu, Marc Borrell, Matt Fifer, Rafael García Escarré, Rita Almela",1-10,Seed,,,Private,"47,623"
K2 Syndicators,https://www.crunchbase.com/organization/k2-syndicators,Venture Capital,1,,,,K2 Syndicators is an angel group and venture syndication firm for startups.,1,,,Active,2018-01-01,year,https://k2s.vc,https://www.linkedin.com/company/k2-syndicators,,,,,1-10,"Early Stage Venture, Seed",,,Private,"49,912"
Techaround VC,https://www.crunchbase.com/organization/techaround-vc,Venture Capital,1,,"Lombardi, Campania, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Techaround VC is an investment firm.,1,,1,Active,2023-01-01,year,https://www.techaround.vc,https://www.linkedin.com/company/techaround-vc,,,3,"Joseph Calabrese, Pietro Invernizzi, Stanislao Dorta",1-10,,,,Private,"49,961"
Vestland Group,https://www.crunchbase.com/organization/vestland-group,Venture Capital,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Vestland Group is a venture capital firm.,1,,,Active,2000-01-01,year,https://www.vestland.com,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Erik Langaker,11-50,Early Stage Venture,,,Private,"50,106"
Maia Venture,https://www.crunchbase.com/organization/maia-venture,Venture Capital,1,,,,Maia Venture is an investment firm.,1,,,Active,,,,,,,,,,,,,Private,"51,479"
Blue Goose Capital,https://www.crunchbase.com/organization/blue-goose-capital,Venture Capital,1,,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England","Blue Goose Capital is Investing in biopharma, data, and device companies.",1,,,Active,,,https://bluegoosecap.com/,https://www.linkedin.com/company/blue-goose-capital/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"52,329"
FStage,https://www.crunchbase.com/organization/fstage,"Angel Group, Micro VC, Syndicate, Venture Capital",1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",From pre-seed to seed with mentors,1,,,Active,2021-01-08,day,https://fstage.vc/,https://www.linkedin.com/company/fstage-vc/,,,1,Mikk Orglaan,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"52,862"
Flow Ventures,https://www.crunchbase.com/organization/flow-ventures-c2ab,Venture Capital,1,,"Haugesund, Rogaland, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Flow Ventures is a venture capital firm that focuses on investments in the ocean industries.,1,,1,Active,2019-01-01,year,https://www.flow.eco/ventures,https://www.linkedin.com/company/flowaccelerate/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"54,000"
Greiner Innoventures,https://www.crunchbase.com/organization/greiner-innoventures,Venture Capital,1,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Greiner Innoventures develops products and markets, business areas, technologies, procedures, approaches, and processes.",1,,,Active,2021-01-01,year,https://greiner-innoventures.com/,https://www.linkedin.com/company/greiner-innoventures/,"Food and Beverage, Manufacturing, Medical","Food and Beverage, Health Care, Manufacturing",,,1-10,,,,Private,"54,032"
Up Strategy Lab,https://www.crunchbase.com/organization/up-strategy-lab,"Accelerator, Venture Capital",1,,"Göteborg, Vastra Gotaland, Sweden","European Union (EU), Nordic Countries, Scandinavia","Strategy Consulting, Sales, Marketing, Partner Programs, Digital Product Design, Investments",1,,1,Active,2018-09-24,day,https://www.upstrategylab.com,https://www.linkedin.com/company/up-strategy-lab,"Consulting, Management Consulting, Marketing Automation, Product Design, Sales Automation, Venture Capital","Design, Financial Services, Information Technology, Lending and Investments, Professional Services, Sales and Marketing, Software",2,"Daniel Nilsson, Noel Braganza",1-10,"Early Stage Venture, Seed",For Profit,,Private,"55,023"
Carlo Tassara,https://www.crunchbase.com/organization/carlo-tassara,Venture Capital,1,,"Breno, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Carlo Tassara S.p.A. is a holding company specializing in investment management and financial services.,1,,1,Active,1938-08-28,day,https://www.carlotassara.it,https://www.linkedin.com/company/carlo-tassara-s.p.a.,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,,For Profit,,Private,"56,489"
Cloudbreak Ventures,https://www.crunchbase.com/organization/cloudbreak-ventures,Venture Capital,1,,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cloudbreak Ventures operates as an venture capital firm,1,,,Active,,,https://www.cloudbreak.vc/,,,,,,,,,,Private,"56,827"
Istria Capital,https://www.crunchbase.com/organization/istria-capital,"Private Equity Firm, Venture Capital",1,,"Humanes De Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Istria Capital is an venture capital investment organization focusing on global investments and search funds.,1,,,Active,2017-01-01,year,https://www.istriacapital.com/,https://www.linkedin.com/company/istriacapital,"Angel Investment, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,,,,Private,"57,023"
Affinity Ventures,https://www.crunchbase.com/organization/affinity-ventures-2fc4,Venture Capital,1,,,,"Affinity Ventures is an angel investor syndicate focused on early-stage businesses, created by founders for founders.",1,,1,Active,,,https://www.affinityventures.co.uk/,https://www.linkedin.com/company/affinity-ventures-london/,,,,,,Early Stage Venture,,,Private,"57,674"
First Gate Invest,https://www.crunchbase.com/organization/first-gate-invest,Venture Capital,1,,"Sweden, South Carolina, United States","East Coast, Southern US",First Gate Invest is a investment company ivests in promising startups.,1,,,Active,2020-01-01,year,https://firstgateinvest.se,https://www.linkedin.com/company/first-gate-invest,,,,,11-50,Seed,,,Private,"58,136"
Newzone,https://www.crunchbase.com/organization/newzone,Venture Capital,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Newzone is early stage venture capital investor.,1,,,Active,2021-01-01,year,https://newzone.vc/,https://www.linkedin.com/company/newzone-ventures/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,,,,Private,"58,403"
Vatican Ventures,https://www.crunchbase.com/organization/vatican-ventures,Venture Capital,1,,"Metairie, Louisiana, United States",Southern US,"A global venture capital firm based in Rome, Italy investing in Catholic-centered startups",1,,,Active,,,http://vaticanventures.com,,,,,,,,,,Private,"58,523"
Aragonese capital,https://www.crunchbase.com/organization/aragonese-capital,Venture Capital,1,,"Alcobendas, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Aragonese capital is a venture capital firm.,1,,1,Active,1950-01-01,year,https://aragonesescpd.com,https://www.linkedin.com/company/aragoneses-cpd,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,11-50,,For Profit,,Private,"58,974"
Urriellu Ventures,https://www.crunchbase.com/organization/urriellu-ventures,Venture Capital,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Urriellu Ventures assist new businesses in the early phases of their development.,1,,,Active,,,http://urrielluventures.com,,,,,,,Seed,,,Private,"59,080"
AGV - All Generation Ventures,https://www.crunchbase.com/organization/agv-all-generation-ventures,Venture Capital,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","AGV (All Generation Ventures) is the nordic proptech platform which connects entrepreneurs, investors and stakeholders.",1,,1,Active,2021-01-01,year,http://www.agvnordics.se/,https://www.linkedin.com/company/all-generation-ventures,PropTech,Real Estate,,,1-10,,For Profit,,Private,"59,569"
mVenturesBCN,https://www.crunchbase.com/organization/mventuresbcn,Venture Capital,1,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",mVenturesBcn is a new player in the field of innovation.,1,,1,Closed,,,http://mventuresbcn.com/,https://www.linkedin.com/company/mventuresbcn,,,,,1-10,,For Profit,,Private,"60,513"
Digital Irish Venture Fund,https://www.crunchbase.com/organization/digital-irish-venture-fund,Venture Capital,1,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Digital Irish Venture Fund is a fund investing in early-stage startups.,1,,,Active,,,https://www.digitalirish.fund,https://www.linkedin.com/company/digital-irish-venture-fund,,,1,Marius Smyth,,,,,Private,"60,945"
SCRM Barcelona,https://www.crunchbase.com/organization/scrm-barcelona,Venture Capital,1,,,,SCRM Barcelona offers growth financing to firms in the growth stage.,1,,,Active,,,http://scrm.es,,,,,,,Seed,,,Private,"60,947"
Good Deed Education Fund,https://www.crunchbase.com/organization/good-deed-education-fund,Venture Capital,1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Good Deed Education Fund provides seed capital for innovative initiatives.,1,,,Active,,,https://heategu.ee/educationfund,https://www.linkedin.com/company/good-deed-foundation/about/,,,,,,"Early Stage Venture, Seed",,,Private,"61,104"
Cocoon Venture,https://www.crunchbase.com/organization/cocoon-venture,Venture Capital,1,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Cocoon Venture, a Dubai based Venture Capital firm, primarily focuses on making investments in early-stage Information Technology.",1,,,Active,2010-01-01,year,http://www.cocoonventure.com/,https://www.linkedin.com/company/cocoon-ventures/,"Consulting, Crowdfunding, Financial Services, Information Technology, Insurance, Internet of Things, Legal","Financial Services, Information Technology, Internet Services, Professional Services",2,"Nebu K Abraham, Rahul Bhardwaj",1-10,,,,Private,"61,190"
Antenna Hungária Innovációs Kft.,https://www.crunchbase.com/organization/antenna-hungária-innovációs-kft,"Corporate Venture Capital, Incubator, Startup Competition, Venture Capital",1,1,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)","Incubator, Seed Investment",1,,1,Active,2017-01-01,year,https://www.ahabrainstore.hu/,https://www.linkedin.com/company/aha-brain-store/,"Artificial Intelligence (AI), Drones, eSports, Information Technology, Mobile Apps, Software, Telecommunications","Apps, Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Mobile, Science and Engineering, Software, Sports",,,1-10,"Early Stage Venture, Seed",,,Private,"62,090"
Ajanta,https://www.crunchbase.com/organization/ajanta,"Family Investment Office, Venture Capital",1,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Ajanta is a Finland family-owned investment company.,1,,1,Active,1989-01-01,year,https://www.ajanta.fi/,https://www.linkedin.com/company/ajanta-oy,,,,,1-10,Early Stage Venture,,,Private,"62,585"
Vereeni Investments,https://www.crunchbase.com/organization/vereeni-investments,Venture Capital,1,,,,Vereeni Investments is a venture capital firm focused on growing early stage businesses.,1,,,Active,2018-01-01,year,http://vereeni.com,,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Tim Heath,,,,Made Acquisitions,Private,"63,242"
PROEF,https://www.crunchbase.com/organization/proef-a6d1,Corporate Venture Capital,1,,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Proef develops integrated solutions for the IT, Telecom, Power, Cities and Corporate sectors.",1,,1,Active,1984-01-01,year,https://proef.com/en,https://www.linkedin.com/company/proefgroup,,,,,1001-5000,Seed,For Profit,,Private,"64,055"
Malling & Co Venture,https://www.crunchbase.com/organization/malling-co-venture,Venture Capital,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Malling & Co provides all services within management, rental, transactions, valuations, analysis, consulting, rental search.",1,,,Active,1964-01-01,year,https://malling.no/,https://www.linkedin.com/company/eiendomshuset-malling-&-co/,"Commercial, Real Estate","Other, Real Estate",,,251-500,,,,Private,"64,084"
Founders Edge,https://www.crunchbase.com/organization/founders-edge,"Micro VC, Venture Capital",1,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Founders Edge invests in pre-seed startups.,1,,,Active,,,https://foundersedge.vc,https://www.linkedin.com/company/founders-edge,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",1,Henry Nilert,1-10,"Early Stage Venture, Seed",,,Private,"64,249"
Finacom Venture Capital,https://www.crunchbase.com/organization/finacom-venture-capital,Venture Capital,1,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Venture capital firm focused on start-ups in the area of FinTech or Productivity tools / Teams collaboration tools,1,,1,Active,2012-01-01,day,http://www.finacom.vc,https://www.linkedin.com/company/18285385/,Venture Capital,"Financial Services, Lending and Investments",1,Aleksey Kuznetsov,1-10,"Convertible Note, Early Stage Venture, Venture",,,Private,"64,800"
The Valley,https://www.crunchbase.com/organization/the-valley-3e21,"Angel Group, Family Investment Office, Venture Capital",1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","The Valley is a Venture Capital firm that focused on private investors, family offices, and corporation.",1,,1,Active,2020-01-01,year,https://thevalley.es/,https://es.linkedin.com/company/the-valley-digital-business-school,"B2B, Financial Services, Venture Capital","Financial Services, Lending and Investments, Other",,,1-10,,For Profit,,Private,"65,409"
BD Ventures,https://www.crunchbase.com/organization/bd-ventures-d568,Venture Capital,1,,"Hanoi, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",BD Ventures (BD stands for Big Deal) is a Venture Capital that was founded in 2020 in Viet Nam.,1,,,Active,2020-06-01,day,https://www.bdventures.vn/,https://www.linkedin.com/company/bd-ventures-vn,"Cryptocurrency, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Le Quang Linh, Nguyen Dang Hieu",11-50,Initial Coin Offering,,,Private,"65,943"
Wallstreet Group,https://www.crunchbase.com/organization/wallstreet-group,Venture Capital,1,,,,Wallstreet is specialised in private equity investments as well as wealth management for safeguarding assets and maximizing capital growth.,1,,1,Closed,,,https://www.wallstreet.fi/en/,https://www.linkedin.com/company/3749859,,,,,,,For Profit,,Private,"66,651"
Pertile Venture,https://www.crunchbase.com/organization/pertile-venture,Venture Capital,1,,,,Pertile Venture is an investment firm.,1,,,Active,,,,,,,,,,,,,Private,"66,866"
Influence Capital,https://www.crunchbase.com/organization/influence-capital,Venture Capital,1,,,,Influence Capital operates as an investment firm.,1,,,Active,,,,https://www.linkedin.com/company/influence-capital/https://www.linkedin.com/company/influence-capital/,,,,,,Early Stage Venture,,,Private,"68,132"
B.A Consultant,https://www.crunchbase.com/organization/b-a-consultant,Venture Capital,1,1,"Toronto, Ontario, Canada",Great Lakes,BA Group is a provider of transportation planning and engineering services to public and private organizations.,1,,,Active,1974-01-01,year,http://www.bagroup.com,https://www.linkedin.com/company/ba-consulting-group-ltd-,"Consulting, Information Technology, Transportation","Information Technology, Professional Services, Transportation",,,51-100,,For Profit,,Private,"68,251"
Maggioli Ventures,https://www.crunchbase.com/organization/maggioli-ventures,Venture Capital,1,,,,Maggioli Ventures is an investment firm.,1,,,Active,,,,,,,,,,Seed,,,Private,"69,013"
Intempo Ventures,https://www.crunchbase.com/organization/intempo-ventures,Venture Capital,1,,"Tel Aviv-yafo, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Intempo Ventures is a Tel-Aviv-based investment office.,1,,,Active,2021-01-01,year,https://www.intempo.ventures/,https://www.linkedin.com/company/intempo-ventures/,,,,,1-10,Early Stage Venture,,,Private,"70,091"
Capelin Ventures,https://www.crunchbase.com/organization/capelin-ventures,Venture Capital,1,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Capelin Ventures operates as a venture capital firm.,1,,,Active,,,https://www.capelinventures.se/,https://www.linkedin.com/company/capelin-ventures-ab/about/,,,,,1-10,Early Stage Venture,,,Private,"70,342"
DŌBRA,https://www.crunchbase.com/organization/dóbra,Venture Capital,1,,,,Impact venture studio inventing world-being solutions,1,,1,Active,2022-07-01,day,https://dobra.world,https://www.linkedin.com/company/dobra-studio,,,,,1-10,Early Stage Venture,,,Private,"70,369"
Tsukiyomi Group,https://www.crunchbase.com/organization/tsukiyomi-group,Venture Capital,1,,"Vancouver, British Columbia, Canada",,"We specialize in the Investment, Advising, Branding and marketing of new Blockchain based technologies.",1,,,Active,2021-01-31,day,https://www.tsukiyomigroup.com/,https://www.linkedin.com/company/tsukiyomi-investmentgroup,,,1,Hopoate Satini,1-10,,,,Private,"70,845"
Limex Ventures,https://www.crunchbase.com/organization/limex-ventures,Venture Capital,1,,,,Limex Ventures operates as an investment firm.,1,,1,Active,,,,,,,,,,,,,Private,"70,906"
Derbaix Ventures,https://www.crunchbase.com/organization/derbaix-ventures,Venture Capital,1,1,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Derbaix Ventures,1,,,Active,,,,,,,,,,Early Stage Venture,For Profit,,Private,"70,987"
Ørsted Ventures,https://www.crunchbase.com/organization/ørsted-ventures,Corporate Venture Capital,1,,,,"Ørsted Ventures is an early stage, patient capital fund designed to help the next generation of climate entrepreneurs.",1,,,Active,,,,,,,,,,Early Stage Venture,,,Private,"72,990"
The Visionary Company & VC,https://www.crunchbase.com/organization/the-visionary-company-vc,Venture Capital,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","The Visionary Company & VC built companies, communities, scaled platforms and sold companies.",1,,,Active,2021-01-01,year,https://www.thevisionaryvc.com/,https://www.linkedin.com/company/thevisionaryvc/,,,,,1-10,Seed,,,Private,"73,156"
Sepides Gestión,https://www.crunchbase.com/organization/sepides-gestión,Venture Capital,1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Sepides Gestión is an investment company that supports Spanish companies in their creation, growth, and expansion.",1,,,Active,2005-01-01,year,http://www.sepidesgestion.es/en,,,,,,,"Early Stage Venture, Venture",For Profit,,Private,"73,472"
Alva Ventures,https://www.crunchbase.com/organization/alva-ventures,Venture Capital,1,,"Placentia, California, United States","Greater Los Angeles Area, West Coast, Western US",Alva Ventures is an investment firm.,1,,1,Active,2012-01-01,year,https://www.alva-ventures.com,,,,,,,,,,Private,"73,690"
StartupWorld,https://www.crunchbase.com/organization/startupworld-hungary-plc,Venture Capital,1,,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",StartupWorld organizes a series of events to bring the domestic startup firms they represent closer together.,1,,1,Active,,,https://startupworld.hu,https://www.linkedin.com/company/startupworld-2020,,,,,,"Early Stage Venture, Seed",For Profit,,Private,"73,929"
