Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Andreessen Horowitz,https://www.crunchbase.com/organization/andreessen-horowitz,Venture Capital,"1,687",248,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Andreessen Horowitz is a stage-agnostic venture capital firm with assets under management across multiple funds.,935,39,758,Active,2009-06-01,month,http://www.a16z.com,https://www.linkedin.com/company/a16z,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Ben Horowitz, Marc Andreessen",251-500,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,8
FJ Labs,https://www.crunchbase.com/organization/fj-labs,"Micro VC, Venture Capital","1,565",111,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",FJ Labs is a stage-agnostic investment firm that focuses on marketplaces and consumer facing startups.,"1,009",17,60,Active,2015-01-01,year,http://www.fjlabs.com,https://www.linkedin.com/company/fj-labs,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Fabrice Grinda, Jose Marin",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,624
IDG Capital,https://www.crunchbase.com/organization/idg-capital-partners,"Private Equity Firm, Venture Capital","1,497",166,"Beijing, Beijing, China",Asia-Pacific (APAC),IDG Capital is an investment firm that funds early- to growth-stage companies in the technology sector.,987,116,540,Active,1993-01-01,year,https://cn.idgcapital.com,https://www.linkedin.com/company/idgvc,"Consulting, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"3,547"
Lightspeed Venture Partners,https://www.crunchbase.com/organization/lightspeed-venture-partners,Venture Capital,"1,492",250,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Lightspeed Venture Partners is a venture capital firm that engages in consumer, enterprise, technology, and cleantech markets.",839,37,540,Active,2000-01-01,year,http://lsvp.com,http://www.linkedin.com/company/lightspeed-venture-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Barry Eggers, Christopher Schaepe, Peter Nieh, Ravi Mhatre",101-250,"Early Stage Venture, Late Stage Venture, Seed",,,Private,89
Bessemer Venture Partners,https://www.crunchbase.com/organization/bessemer-venture-partners,Venture Capital,"1,465",314,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Bessemer Venture Partners is a venture capital firm that invests in enterprise, consumer, and healthcare early-to-late stage startups.",772,67,518,Active,1911-01-01,year,http://www.bvp.com,https://www.linkedin.com/company/bessemer-venture-partners,"Finance, Financial Services, FinTech, InsurTech, Venture Capital","Financial Services, Lending and Investments",1,Henry Phipps,101-250,"Early Stage Venture, Late Stage Venture",,Made Acquisitions,Private,57
SV Angel,https://www.crunchbase.com/organization/sv-angel,Venture Capital,"1,465",476,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",SVA is a venture fund that supports entrepreneurs in building lasting companies.,"1,165",52,31,Active,1992-01-01,year,http://www.svangel.com,https://www.linkedin.com/company/sv-angel,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"David Lee, Ronald Conway",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,488"
General Catalyst,https://www.crunchbase.com/organization/general-catalyst-partners,Venture Capital,"1,458",218,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",General Catalyst collaborates with founders to support resilience and applied AI from seed to growth stages.,833,30,605,Active,2000-01-01,day,http://www.generalcatalyst.com,https://www.linkedin.com/company/general-catalyst,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"David Fialkow, David Orfao, Joel Cutler",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,Made Acquisitions,Private,12
Kleiner Perkins,https://www.crunchbase.com/organization/kleiner-perkins-caufield-byers,Venture Capital,"1,449",349,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Kleiner Perkins is a venture capital firm that specializes in investing in early-stage, incubation, and growth companies.",734,111,414,Active,1972-03-01,day,https://www.kleinerperkins.com,https://www.linkedin.com/company/kleinerperkins,"Finance, Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",4,"Brook Byers, Eugene Kleiner, Frank Caufield, Tom Perkins",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,357
Right Side Capital Management,https://www.crunchbase.com/organization/right-side-capital-management,"Micro VC, Venture Capital","1,382",216,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Right Side Capital Management is a technology startup investment firm focused exclusively on the pre-seed stage.,"1,312",2,55,Active,2010-01-01,day,http://rightsidecapital.com,https://www.linkedin.com/company/right-side-capital-management,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Dave Lambert, Kevin Dick",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"14,103"
Khosla Ventures,https://www.crunchbase.com/organization/khosla-ventures,Venture Capital,"1,286",180,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Khosla Ventures provides venture assistance to entrepreneurs in AI, sustainability, enterprise, consumer, health and frontier technologies.",665,31,476,Active,2004-01-01,year,http://www.khoslaventures.com,https://www.linkedin.com/company/khosla-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Samir Kaul, Vinod Khosla",101-250,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,53
Newchip Accelerator,https://www.crunchbase.com/organization/newchip,"Accelerator, Incubator, Venture Capital","1,285",13,"Austin, Texas, United States",Southern US,Newchip is a global remote startup accelerator.,"1,281",,26,Active,2016-01-01,year,https://www.newchip.com,https://www.linkedin.com/company/newchip/,"Apps, Retail, Software","Apps, Commerce and Shopping, Software",4,"Andrew Ryan, Andrew Ryan, Nihar Patel, Travis Brodeen",51-100,"Early Stage Venture, Seed",,,Private,"6,557"
Index Ventures,https://www.crunchbase.com/organization/index-ventures,Venture Capital,"1,211",260,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Index Ventures is a venture capital firm that helps the entrepreneurs turn bold ideas into global businesses.,654,52,484,Active,1996-01-01,year,http://www.indexventures.com,http://www.linkedin.com/company/index-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"David Rimer, Giuseppe Zocco, Neil Rimer, Terrence Rohan",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,103
Tiger Global Management,https://www.crunchbase.com/organization/tiger-global,"Hedge Fund, Private Equity Firm, Venture Capital","1,206",170,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Tiger Global Management is an investment firm that invests in global public and private companies.,787,85,698,Active,2001-03-01,month,https://www.tigerglobal.com,https://www.linkedin.com/company/tiger-global-management,"Finance, Financial Services, Hedge Funds, Venture Capital","Financial Services, Lending and Investments",1,Chase Coleman,101-250,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed",,,Private,507
Google Ventures,https://www.crunchbase.com/organization/google-ventures,"Corporate Venture Capital, Venture Capital","1,186",266,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Google Ventures is an investment arm of Alphabet that provides seed, venture, and growth-stage funding to technology companies.",704,66,343,Active,2009-01-01,year,http://www.gv.com,https://www.linkedin.com/company/googleventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Bill Maris,251-500,"Convertible Note, Crowdfunding, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,"2,932"
European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,"Accelerator, Venture Capital","1,154",30,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The European Innovation Council aims to support top-class innovators, entrepreneurs, small companies and researchers with bright ideas.",659,9,841,Active,1957-03-25,day,https://eic.ec.europa.eu,https://www.linkedin.com/company/eismea,"Government, Office Administration, Social Entrepreneurship","Administrative Services, Community and Lifestyle, Government and Military, Social Impact",,,501-1000,"Early Stage Venture, Grant",For Profit,,Private,"1,043"
Liquid 2 Ventures,https://www.crunchbase.com/organization/liquid2-ventures,Venture Capital,"1,145",107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Liquid 2 Ventures is an investing firm that focuses on investing in Seed, Early Stage companies.",897,4,14,Active,2016-01-01,year,http://liquid2.vc,https://www.linkedin.com/company/liquid-2-ventures,"Financial Exchanges, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Joe Montana, Michael Ma, Mike Miller, Nathaniel Montana",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,595"
Wayra,https://www.crunchbase.com/organization/wayra,Corporate Venture Capital,"1,136",52,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wayra connects Telefonica and technological disruptors around the world.,684,1,81,Active,2011-01-01,year,https://www.wayra.com,https://www.linkedin.com/company/wayra,"Business Development, Incubators, Innovation Management","Financial Services, Lending and Investments, Professional Services",1,Marta Antunez,101-250,"Early Stage Venture, Non Equity Assistance, Seed, Venture",For Profit,,Private,"1,036"
Innovate UK,https://www.crunchbase.com/organization/innovate-u-k-,"Entrepreneurship Program, Venture Capital","1,125",68,"Swindon, Wiltshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Innovate UK holds funding competitions for businesses and research organizations in sectors, including emerging technologies.",903,29,826,Active,1959-07-01,day,http://www.innovateuk.gov.uk,https://www.linkedin.com/company/innovateuk,"Finance, Financial Services, Government","Financial Services, Government and Military",1,Richard J Hebdon,101-250,Grant,For Profit,,Private,"2,032"
Goldman Sachs,https://www.crunchbase.com/organization/goldman-sachs,"Investment Bank, Venture Capital","1,087",413,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Goldman Sachs is a multinational financial services firm providing securities, investment banking, and management services.",840,189,417,Active,1869-01-01,day,https://www.goldmansachs.com,http://www.linkedin.com/company/goldman-sachs,"Banking, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Marcus Goldman,10001+,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Public,286
Crowdcube,https://www.crunchbase.com/organization/crowdcube,Venture Capital,"1,032",37,"Exeter, Devon, United Kingdom","Europe, Middle East, and Africa (EMEA)",Crowdcube enables individuals to invest in small companies in return for equity or an annual return.,815,5,34,Active,2010-08-01,day,https://www.crowdcube.com/,https://www.linkedin.com/company/crowdcube-limited/,"Business Development, Crowdfunding, Financial Services, FinTech, Funding Platform, Venture Capital","Financial Services, Lending and Investments, Professional Services",5,"Darren Westlake, Luke Lang, Mac Parish, Oriol Cordón, Pepe Borrell",101-250,,,Made Acquisitions,Private,"3,954"
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital",996,104,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,698,11,255,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Oliver Samwer,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"2,487"
Founders Fund,https://www.crunchbase.com/organization/founders-fund,Venture Capital,948,155,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Founders Fund is a venture capital firm that invests in companies building revolutionary technologies.,579,39,296,Active,2005-07-01,day,http://www.foundersfund.com,https://www.linkedin.com/company/the-founders-fund,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Ken Howery, Luke Nosek",11-50,"Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",,,Private,114
First Round Capital,https://www.crunchbase.com/organization/first-round-capital,Venture Capital,946,212,"Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.,501,16,211,Active,2004-11-01,day,http://www.firstround.com,https://www.linkedin.com/company/first-round-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Howard Morgan, Josh Kopelman, Todd Jackson",51-100,"Debt, Early Stage Venture, Late Stage Venture, Seed",,,Private,131
High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,944,125,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High-Tech Gruenderfonds is a financial services company that specializes in investments and financing for various sectors.,659,4,256,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,35
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",937,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,877,2,702,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"2,994"
Battery Ventures,https://www.crunchbase.com/organization/battery-ventures,Venture Capital,873,226,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Battery Ventures is an investment firm that focuses on technology.,452,34,338,Active,1983-01-01,year,http://www.battery.com,http://www.linkedin.com/company/battery-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rick Frisbie,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"3,346"
Gaingels,https://www.crunchbase.com/organization/gaing,"Syndicate, Venture Capital",871,70,"Burlington, Vermont, United States","New England, Northeastern US",Gaingels provides funding to startup companies and supports diversity and inclusion within the entrepreneurial ecosystem.,758,8,10,Active,2014-01-01,year,https://gaingels.com,https://www.linkedin.com/company/gaingels,"Business Development, Data Governance, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Lending and Investments, Professional Services",2,"David Beatty, Paul Grossinger",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,95
Greycroft,https://www.crunchbase.com/organization/greycroft,Venture Capital,825,145,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Greycroft is a venture capital firm that focuses on technology start-ups and investments in the Internet and mobile markets.,481,8,253,Active,2006-01-01,year,http://greycroft.com,https://www.linkedin.com/company/greycroft-partners,"Banking, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Alan Patricof, Dana Settle, Ian Sigalow",51-100,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,343
Salesforce Ventures,https://www.crunchbase.com/organization/salesforce-ventures,Corporate Venture Capital,796,162,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Salesforce Ventures invests in enterprise tech to help companies connect with their customers in entirely new ways.,507,25,171,Active,2009-01-01,year,https://www.salesforceventures.com,https://www.linkedin.com/company/salesforce-ventures,"Enterprise Software, Finance, Financial Services, SaaS, Venture Capital","Financial Services, Lending and Investments, Software",2,"Marc Benioff, Parker Harris",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,,Private,268
Goodwater Capital,https://www.crunchbase.com/organization/goodwater-capital,Venture Capital,789,25,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US",Goodwater Capital is a consumer tech investor that empowers exceptional entrepreneurs everywhere to change the world for the better.,656,,94,Active,2014-01-01,year,http://www.goodwatercap.com,https://www.linkedin.com/company/goodwater-capital,"Angel Investment, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Chi-Hua Chien, Eric J. Kim",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,513
ZhenFund,https://www.crunchbase.com/organization/zhenfund,"Entrepreneurship Program, Venture Capital",789,57,"Beijing, Beijing, China",Asia-Pacific (APAC),"ZhenFund invests in future technology, AI, enterprise service, healthcare, new consumption, and mobile internet among other sectors.",546,22,176,Active,2011-12-14,day,http://www.zhenfund.com,https://www.linkedin.com/company/zhenfund/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Bob Xiaoping Xu, Victor Wang",101-250,"Early Stage Venture, Seed",,,Private,"2,711"
Hiventures,https://www.crunchbase.com/organization/hiventures,Venture Capital,745,7,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund Management Company,392,1,47,Active,1999-09-02,day,https://hiventures.hu/hu,https://www.linkedin.com/company/hiventures/,Venture Capital,"Financial Services, Lending and Investments",,,51-100,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"11,729"
True Ventures,https://www.crunchbase.com/organization/true-ventures,Venture Capital,739,120,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",True Ventures is a venture capital firm that invests in early-stage technology startups.,389,6,262,Active,2005-01-01,day,http://www.trueventures.com,https://www.linkedin.com/company/true-ventures,"Enterprise Software, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Software",3,"John Burke, Jon Callaghan, Phil Black",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,619
Global Brain Corporation,https://www.crunchbase.com/organization/global-brain-corporation,Venture Capital,720,104,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),Global Brain Corporation is a venture capital firm that invests in companies from seed or early to pre-IPO startups.,522,37,233,Active,1998-01-01,year,https://globalbrains.com,https://www.linkedin.com/company/globalbrain,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Yasuhiko Yurimoto,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,393
BoxGroup,https://www.crunchbase.com/organization/boxgroup,Venture Capital,712,129,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",BoxGroup is an early-stage investment fund that invests in technology companies.,510,7,25,Active,2009-01-01,year,http://www.boxgroup.com,https://www.linkedin.com/company/boxgroup,"Finance, Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Adam Rothenberg, David Tisch",1-10,"Early Stage Venture, Seed",,,Private,30
Benchmark,https://www.crunchbase.com/organization/benchmark,Venture Capital,705,194,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Benchmark focuses on early-stage venture investing in mobile, marketplaces, social, infrastructure, and enterprise software.",343,51,238,Active,1995-01-01,year,http://www.benchmark.com,https://www.linkedin.com/company/benchmark-vc,"Angel Investment, Finance, Venture Capital","Financial Services, Lending and Investments",3,"Andy Rachleff, Bob Kagle, Kevin Harvey",11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Made Acquisitions,Private,888
Felicis,https://www.crunchbase.com/organization/felicis-ventures,Venture Capital,679,169,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Felicis invests in seed through Series C stage companies across multiple sectors, industries, and frontier tech.",431,22,152,Active,2006-10-01,day,http://www.felicis.com,http://www.linkedin.com/company/felicis-ventures,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Aydin Senkut,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,222
Pioneer Fund,https://www.crunchbase.com/organization/pioneer-fund,"Accelerator, Venture Capital",625,17,"Toronto, Ontario, Canada",Great Lakes,Pioneer Fund is a venture capital firm investing in the top Y Combinator startups.,528,,9,Active,2016-12-01,day,http://www.pioneerfund.vc,https://www.linkedin.com/company/pioneerfund,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Jason Gray,101-250,"Early Stage Venture, Seed, Venture",,,Private,"1,822"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
