Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Intel Capital,https://www.crunchbase.com/organization/intel-capital,Corporate Venture Capital,"1,606",508,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Intel Capital invests in innovative startups targeting cloud and AI infrastructure, cybersecurity, and other disruptive technologies.","1,063",89,560,Active,1991-01-01,year,http://www.intelcapital.com,https://www.linkedin.com/company/intelcapital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Dave Johnson, Les Vadasz, Peter Levin",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,"4,336"
FJ Labs,https://www.crunchbase.com/organization/fj-labs,"Micro VC, Venture Capital","1,565",111,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",FJ Labs is a stage-agnostic investment firm that focuses on marketplaces and consumer facing startups.,"1,009",17,60,Active,2015-01-01,year,http://www.fjlabs.com,https://www.linkedin.com/company/fj-labs,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Fabrice Grinda, Jose Marin",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,624
Lightspeed Venture Partners,https://www.crunchbase.com/organization/lightspeed-venture-partners,Venture Capital,"1,492",250,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Lightspeed Venture Partners is a venture capital firm that engages in consumer, enterprise, technology, and cleantech markets.",839,37,540,Active,2000-01-01,year,http://lsvp.com,http://www.linkedin.com/company/lightspeed-venture-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Barry Eggers, Christopher Schaepe, Peter Nieh, Ravi Mhatre",101-250,"Early Stage Venture, Late Stage Venture, Seed",,,Private,82
General Catalyst,https://www.crunchbase.com/organization/general-catalyst-partners,Venture Capital,"1,458",218,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",General Catalyst collaborates with founders to support resilience and applied AI from seed to growth stages.,833,30,605,Active,2000-01-01,day,http://www.generalcatalyst.com,https://www.linkedin.com/company/general-catalyst,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"David Fialkow, David Orfao, Joel Cutler",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,Made Acquisitions,Private,12
Khosla Ventures,https://www.crunchbase.com/organization/khosla-ventures,Venture Capital,"1,286",180,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Khosla Ventures provides venture assistance to entrepreneurs in AI, sustainability, enterprise, consumer, health and frontier technologies.",665,31,476,Active,2004-01-01,year,http://www.khoslaventures.com,https://www.linkedin.com/company/khosla-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Samir Kaul, Vinod Khosla",101-250,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,53
Newchip Accelerator,https://www.crunchbase.com/organization/newchip,"Accelerator, Incubator, Venture Capital","1,285",13,"Austin, Texas, United States",Southern US,Newchip is a global remote startup accelerator.,"1,281",,26,Active,2016-01-01,year,https://www.newchip.com,https://www.linkedin.com/company/newchip/,"Apps, Retail, Software","Apps, Commerce and Shopping, Software",4,"Andrew Ryan, Andrew Ryan, Nihar Patel, Travis Brodeen",51-100,"Early Stage Venture, Seed",,,Private,"6,554"
European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,"Accelerator, Venture Capital","1,154",30,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The European Innovation Council aims to support top-class innovators, entrepreneurs, small companies and researchers with bright ideas.",659,9,841,Active,1957-03-25,day,https://eic.ec.europa.eu,https://www.linkedin.com/company/eismea,"Government, Office Administration, Social Entrepreneurship","Administrative Services, Community and Lifestyle, Government and Military, Social Impact",,,501-1000,"Early Stage Venture, Grant",For Profit,,Private,974
Liquid 2 Ventures,https://www.crunchbase.com/organization/liquid2-ventures,Venture Capital,"1,145",107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Liquid 2 Ventures is an investing firm that focuses on investing in Seed, Early Stage companies.",897,4,14,Active,2016-01-01,year,http://liquid2.vc,https://www.linkedin.com/company/liquid-2-ventures,"Financial Exchanges, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Joe Montana, Michael Ma, Mike Miller, Nathaniel Montana",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,499"
Wayra,https://www.crunchbase.com/organization/wayra,Corporate Venture Capital,"1,136",52,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wayra connects Telefonica and technological disruptors around the world.,684,1,81,Active,2011-01-01,year,https://www.wayra.com,https://www.linkedin.com/company/wayra,"Business Development, Incubators, Innovation Management","Financial Services, Lending and Investments, Professional Services",1,Marta Antunez,101-250,"Early Stage Venture, Non Equity Assistance, Seed, Venture",For Profit,,Private,998
HSG,https://www.crunchbase.com/organization/hsg-cap,"Private Equity Firm, Venture Capital","1,125",111,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),"HSG is a leading venture capital and private equity firm investing globally in the technology, healthcare, and consumer sectors.",790,87,506,Active,2005-09-01,month,https://www.hsgcap.com/,https://www.linkedin.com/company/hong-shan/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Neil Shen,251-500,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,Made Acquisitions,Private,277
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital",996,104,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,698,11,255,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Oliver Samwer,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"2,411"
Founders Fund,https://www.crunchbase.com/organization/founders-fund,Venture Capital,948,155,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Founders Fund is a venture capital firm that invests in companies building revolutionary technologies.,579,39,296,Active,2005-07-01,day,http://www.foundersfund.com,https://www.linkedin.com/company/the-founders-fund,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Ken Howery, Luke Nosek",11-50,"Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",,,Private,111
High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,944,125,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High-Tech Gruenderfonds is a financial services company that specializes in investments and financing for various sectors.,659,4,256,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",936,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,876,2,701,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"2,915"
Gaingels,https://www.crunchbase.com/organization/gaing,"Syndicate, Venture Capital",871,70,"Burlington, Vermont, United States","New England, Northeastern US",Gaingels provides funding to startup companies and supports diversity and inclusion within the entrepreneurial ecosystem.,758,8,10,Active,2014-01-01,year,https://gaingels.com,https://www.linkedin.com/company/gaingels,"Business Development, Data Governance, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Lending and Investments, Professional Services",2,"David Beatty, Paul Grossinger",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,95
True Ventures,https://www.crunchbase.com/organization/true-ventures,Venture Capital,739,120,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",True Ventures is a venture capital firm that invests in early-stage technology startups.,389,6,262,Active,2005-01-01,day,http://www.trueventures.com,https://www.linkedin.com/company/true-ventures,"Enterprise Software, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Software",3,"John Burke, Jon Callaghan, Phil Black",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,590
BoxGroup,https://www.crunchbase.com/organization/boxgroup,Venture Capital,712,129,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",BoxGroup is an early-stage investment fund that invests in technology companies.,510,7,25,Active,2009-01-01,year,http://www.boxgroup.com,https://www.linkedin.com/company/boxgroup,"Finance, Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Adam Rothenberg, David Tisch",1-10,"Early Stage Venture, Seed",,,Private,26
CRV,https://www.crunchbase.com/organization/crvvc,Venture Capital,709,172,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",CRV is an venture capital firm that invests in investments in technology companies.,399,19,210,Active,1970-01-01,year,http://www.crv.com,https://www.linkedin.com/company/crvvc,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Dave Salvant, Rick Burnes, Songe LaRon",11-50,"Early Stage Venture, Late Stage Venture",,,Private,"1,748"
East Ventures,https://www.crunchbase.com/organization/east-ventures,"Accelerator, Venture Capital",655,64,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),East Ventures is a sector-agnostic venture capital firm focusing on SEA and Japan with 4 unicorns in its portfolio.,487,11,278,Active,2009-01-01,year,https://east.vc,https://www.linkedin.com/company/eastventures/,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Batara Eto, Gavin Adrian, Taiga Matsuyama, Willson Cuaca",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,132"
Pioneer Fund,https://www.crunchbase.com/organization/pioneer-fund,"Accelerator, Venture Capital",625,17,"Toronto, Ontario, Canada",Great Lakes,Pioneer Fund is a venture capital firm investing in the top Y Combinator startups.,528,,9,Active,2016-12-01,day,http://www.pioneerfund.vc,https://www.linkedin.com/company/pioneerfund,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Jason Gray,101-250,"Early Stage Venture, Seed, Venture",,,Private,"1,528"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,"Accelerator, Venture Capital",623,13,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.",447,,146,Active,2012-01-01,year,https://startupwiseguys.com/,https://www.linkedin.com/company/startup-wise-guys,"Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Christian Testman, Cristobal Alonso, Herty Tammo, Jon Bradford, Mike Reiner",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,828
IndieBio,https://www.crunchbase.com/organization/synbio-axlr8r,"Accelerator, Venture Capital",549,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","IndieBio is the largest biotech startup accelerator, run by SOSV.",282,,17,Active,2014-11-01,day,http://www.indiebio.co,https://www.linkedin.com/company/17958584/,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",3,"Arvind Gupta, Bill Liao, Ryan Bethencourt",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,393"
Soma Capital,https://www.crunchbase.com/organization/soma-capital,Venture Capital,542,49,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Soma Capital is venture capital fund that focuses on investing in software to automate the world across all sectors and geographies.,497,2,17,Active,2015-03-09,day,https://somacap.com/,https://www.linkedin.com/company/somacapital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Aneel Ranadive,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"16,603"
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",309,,203,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Union Square Ventures,https://www.crunchbase.com/organization/union-square-ventures,Venture Capital,475,62,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Union Square Ventures is a venture capital firm that focuses on early-stage, growth-capital, late-stage, and startup financing.",228,13,206,Active,2003-01-01,year,http://www.usv.com,https://www.linkedin.com/company/union-square-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Brad Burnham, Fred Wilson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,98
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,328,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,861"
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,469,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,241,13,144,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,559
Social Starts,https://www.crunchbase.com/organization/social-starts,"Micro VC, Venture Capital",441,75,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Social Starts is a venture capital partnership that invests in companies focusing on emerging science.,340,1,10,Active,2012-01-01,year,http://socialstarts.com,https://www.linkedin.com/company/social-starts,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,William Lohse,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"17,842"
Ontario Centres of Excellence,https://www.crunchbase.com/organization/ontario-centres-of-excellence,"Accelerator, Angel Group, Venture Capital",433,58,"Toronto, Ontario, Canada",Great Lakes,Ontario Centres of Excellence is an investment company that offers projects and acceleration to industry.,402,6,18,Active,1987-01-01,year,https://www.oc-innovation.ca,https://www.linkedin.com/company/ontario-centres-of-excellence,"Finance, Financial Services, Non Profit, Training","Education, Financial Services, Other, Social Impact",,,101-250,"Early Stage Venture, Grant, Non Equity Assistance, Seed, Venture",,,Private,"60,665"
Shasta Ventures,https://www.crunchbase.com/organization/shasta-ventures,Venture Capital,432,97,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Shasta Ventures is a venture capital firm that focuses on investing capital in enterprises.,228,5,128,Active,2004-01-01,year,https://www.shasta.vc,https://www.linkedin.com/company/shasta-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Jason Pressman, Ravi Mohan, Rob Coneybeer, Tod Francis",11-50,"Early Stage Venture, Seed",,,Private,"2,327"
Coinbase Ventures,https://www.crunchbase.com/organization/coinbase-ventures,Corporate Venture Capital,422,20,"Oakland, California, United States","San Francisco Bay Area, West Coast, Western US",Coinbase Ventures is an investment arm of Coinbase that aims to invest in seed-stage cryptocurrency and blockchain startups.,375,1,32,Active,2018-01-01,year,https://ventures.coinbase.com,https://www.linkedin.com/company/coinbase,"Blockchain, Cryptocurrency, Finance, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2,"Brian Armstrong, Fred Ehrsam",1001-5000,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,462
Draper Associates,https://www.crunchbase.com/organization/draper-associates-2,Venture Capital,413,67,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,296,7,110,Active,2015-01-01,year,http://www.draper.vc,https://www.linkedin.com/company/draper-associates/,"Financial Services, FinTech, Software, Venture Capital","Financial Services, Lending and Investments, Software",1,Tim Draper,11-50,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,38
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",408,71,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,298,5,125,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,113
Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,Venture Capital,396,16,"Cyberport, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Animoca Brands is a metaverse and gaming company focused on driving digital property rights through NFTs.,359,5,151,Active,2014-01-01,year,https://www.animocabrands.com,https://www.linkedin.com/company/animoca-brands,"Apps, Blockchain, Casual Games, Developer Platform, Metaverse, Video Games","Apps, Blockchain and Cryptocurrency, Gaming, Media and Entertainment, Other, Software",1,Yat Siu,251-500,,For Profit,Made Acquisitions,Delisted,"2,846"
Novo Holdings,https://www.crunchbase.com/organization/novo-a-s,Venture Capital,381,97,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Novo Holdings is a holding company specializing in life science investor with a focus on creating long-term value.,247,64,137,Active,1999-09-08,day,https://www.novoholdings.dk,https://www.linkedin.com/company/novo-a-s,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,Made Acquisitions,Private,523
Accomplice,https://www.crunchbase.com/organization/accomplice-atlas-venture,"Family Investment Office, Venture Capital",373,75,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Accomplice is a seed-led venture capital firm that primarily invests in technology startup companies.,236,9,97,Active,2015-03-01,day,https://accomplice.co,https://www.linkedin.com/company/accomplice-vc,"Analytics, Business Development, Crowdfunding, Cyber Security, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Information Technology, Lending and Investments, Privacy and Security, Professional Services",4,"Christopher Lynch, Jeff Fagnan, Jon Karlen, Ryan Moore",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"4,126"
Quiet Capital,https://www.crunchbase.com/organization/quiet-capital,Venture Capital,366,32,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Quiet Capital is a technology investment firm.,274,2,39,Active,2017-01-01,year,https://www.quiet.com,https://www.linkedin.com/company/quiet-capital,"Financial Services, Internet, IT Infrastructure, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments",2,"Ben Mahdavi, Lee Linden",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,444
Village Capital,https://www.crunchbase.com/organization/village-capital,"Accelerator, Entrepreneurship Program, Venture Capital",361,27,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",Village Capital builds bridges for entrepreneurs who are creating an inclusive and sustainable world.,351,,160,Active,2009-01-01,year,http://www.vilcap.com,http://www.linkedin.com/company/village-capital,"Agriculture, EdTech, Education, Finance, Financial Services, FinTech","Agriculture and Farming, Education, Financial Services, Software",3,"Ross Baird, Sean Foote, Victoria Fram",11-50,"Convertible Note, Debt, Early Stage Venture, Private Equity, Seed",,,Private,"1,853"
