Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Index Ventures,https://www.crunchbase.com/organization/index-ventures,Venture Capital,"1,221",262,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Index Ventures is a venture capital firm that helps the entrepreneurs turn bold ideas into global businesses.,655,52,486,Active,1996-01-01,year,http://www.indexventures.com,http://www.linkedin.com/company/index-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"David Rimer, Giuseppe Zocco, Neil Rimer, Terrence Rohan",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,236
Innovate UK,https://www.crunchbase.com/organization/innovate-u-k-,"Entrepreneurship Program, Venture Capital","1,158",69,"Swindon, Wiltshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Innovate UK holds funding competitions for businesses and research organizations in sectors, including emerging technologies.",932,29,854,Active,1959-07-01,day,http://www.innovateuk.gov.uk,https://www.linkedin.com/company/innovateuk,"Finance, Financial Services, Government","Financial Services, Government and Military",1,Richard J Hebdon,101-250,Grant,For Profit,,Private,"1,933"
Wayra,https://www.crunchbase.com/organization/wayra,Corporate Venture Capital,"1,136",53,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wayra connects Telefonica and technological disruptors around the world.,685,1,81,Active,2011-01-01,year,https://www.wayra.com,https://www.linkedin.com/company/wayra,"Business Development, Incubators, Innovation Management","Financial Services, Lending and Investments, Professional Services",1,Marta Antunez,101-250,"Early Stage Venture, Non Equity Assistance, Seed, Venture",For Profit,,Private,"1,169"
Start-Up Chile,https://www.crunchbase.com/organization/start-up-chile,Accelerator,"1,076",46,"Santiago, Region Metropolitana, Chile",Latin America,Start-Up is a public startup accelerator created by the Chilean Government for global entrepreneurs to bootstrap their startups.,"1,014",1,175,Active,2010-04-06,day,http://startupchile.org,https://www.linkedin.com/company/start-up-chile,"Innovation Management, Market Research, Social Entrepreneurship","Community and Lifestyle, Data and Analytics, Design, Professional Services, Social Impact",3,"Charles Van Norman, Diego Philippi, Nicolás Shea",11-50,"Early Stage Venture, Grant, Seed",,,Private,"20,221"
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital","1,000",105,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,700,11,256,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"4,113"
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",989,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,928,2,741,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"1,594"
HTGF (High-Tech Gruenderfonds),https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,953,126,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HTGF is a financial services company that specializes in investments and financing for various sectors.,665,4,261,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,83
Enterprise Ireland,https://www.crunchbase.com/organization/enterprise-ireland,Government Office,838,113,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,675,4,193,Active,1998-01-01,year,http://enterprise-ireland.com,https://www.linkedin.com/company/enterprise-ireland/,"Enterprise Software, Finance, Venture Capital","Financial Services, Lending and Investments, Software",,,1001-5000,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"1,102"
Kima Ventures,https://www.crunchbase.com/organization/kima-ventures,Micro VC,837,122,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",756,2,60,Active,2010-01-01,year,http://www.kimaventures.com,https://www.linkedin.com/company/6665488/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Jeremie Berrebi, Xavier Niel",1-10,"Early Stage Venture, Seed",,,Private,"1,847"
True Ventures,https://www.crunchbase.com/organization/true-ventures,Venture Capital,745,122,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",True Ventures is a venture capital firm that invests in early-stage technology startups.,395,6,267,Active,2005-01-01,day,http://www.trueventures.com,https://www.linkedin.com/company/true-ventures,"Enterprise Software, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Software",3,"John Burke, Jon Callaghan, Phil Black",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,533
Hiventures,https://www.crunchbase.com/organization/hiventures,Venture Capital,745,7,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund Management Company,392,1,47,Active,1999-09-02,day,https://hiventures.hu/hu,https://www.linkedin.com/company/hiventures/,Venture Capital,"Financial Services, Lending and Investments",,,51-100,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"12,465"
SFC Capital,https://www.crunchbase.com/organization/startup-funding-club,"Angel Group, Micro VC",699,21,"Northwich, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Early-stage investor combining its own angel syndicate & seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,520,2,233,Active,2012-08-24,day,http://www.sfccapital.com/,https://www.linkedin.com/company/sfccapital,Venture Capital,"Financial Services, Lending and Investments",1,Stephen Page,11-50,"Early Stage Venture, Seed",,,Private,605
Lerer Hippeau,https://www.crunchbase.com/organization/lerer-ventures,Venture Capital,668,170,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Lerer Hippeau is a seed-stage venture capital firm investing equally across the enterprise and consumer sectors.,419,8,112,Active,2010-01-01,year,http://www.lererhippeau.com,https://www.linkedin.com/company/lerer-hippeau-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Ben Lerer, Eric Hippeau, Ken Lerer",11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"4,692"
HAX,https://www.crunchbase.com/organization/hax-accelerator,Accelerator,641,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",HAX is SOSV's venture program for Hard Tech,345,,10,Active,2011-09-01,day,http://www.hax.co,https://www.linkedin.com/company/hax,"Finance, Financial Services, Hardware, Venture Capital","Financial Services, Hardware, Lending and Investments",7,"Cyril Ebersweiler, Jay Bullen, Saeid Masudy Panah, Sajjad Rimaz, Sean O'Sullivan, Sofia Bensily, Syed Shakeel Ahmed",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"26,570"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",628,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,423,2,83,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,089"
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
Atlas Venture,https://www.crunchbase.com/organization/atlas-venture,Venture Capital,617,194,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,321,52,173,Active,1980-01-01,year,http://atlasventure.com,http://www.linkedin.com/company/atlas-venture,"Biotechnology, Health Care, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Michiel de Haan,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"4,169"
Startupbootcamp,https://www.crunchbase.com/organization/startupbootcamp,Accelerator,611,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.,589,1,53,Active,2010-01-01,year,http://www.startupbootcamp.org,https://www.linkedin.com/company/startupbootcamp,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",9,"Aldo de Jong, Alex Farcet, Carsten Kolbek, Kalie Moore, Kasper Vardrup, Marc Wesselink, Patrick Zeeuw, Richard Celm, Ruud Hendriks",251-500,"Early Stage Venture, Grant, Initial Coin Offering, Non Equity Assistance, Seed, Venture",For Profit,,Private,"8,930"
Artesian VC,https://www.crunchbase.com/organization/artesian-capital-management,Venture Capital,601,26,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Artesian VC is a VC firm offering end-to-end venture capital platform for startups at seed, angel, and growth stages.",534,5,152,Active,2004-03-01,day,http://www.artesianinvest.com,http://www.linkedin.com/company/72613,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Felix Zhang, Gilles Planté, Jeremy Colless, John McCartney, Luke Fay, Matthew Clunies-Ross",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"7,676"
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,598,109,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",387,4,173,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,629
Slow Ventures,https://www.crunchbase.com/organization/slow-ventures,Venture Capital,588,139,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Long Term Oriented Venture Capital,443,17,65,Active,2009-01-01,year,https://slow.co,,"Angel Investment, Finance, Venture Capital","Financial Services, Lending and Investments",5,"Dave Morin, Kevin Colleran, Sam Lessin, Scott Marlette, Will Quist",11-50,"Early Stage Venture, Seed, Venture",,,Private,150
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,542,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"2,401"
Qualcomm Ventures,https://www.crunchbase.com/organization/qualcomm-ventures,Corporate Venture Capital,540,141,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Qualcomm Ventures is a global investor that assists entrepreneurs in creating revolutionary businesses.,349,27,131,Active,2000-01-01,year,https://www.qualcommventures.com,https://www.linkedin.com/company/qualcomm-ventures,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Paul E. Jacobs,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private,"15,208"
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,525,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",314,,207,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,48
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,514,79,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,298,13,179,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,60
Highland Capital Partners,https://www.crunchbase.com/organization/highland-capital-partners,Venture Capital,501,150,"Lexington, Massachusetts, United States","Greater Boston Area, East Coast, New England","Highland Capital Partners is a venture capital firm that offers seed, early and growth-stage funding solutions.",265,36,155,Active,1987-01-01,year,http://www.hcp.com,https://www.linkedin.com/company/highland-capital-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Bob Higgins, Paul Maeder",51-100,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"2,706"
Union Square Ventures,https://www.crunchbase.com/organization/union-square-ventures,Venture Capital,480,63,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Union Square Ventures is a venture capital firm that focuses on early-stage, growth-capital, late-stage, and startup financing.",230,13,208,Active,2003-01-01,year,http://www.usv.com,https://www.linkedin.com/company/union-square-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Brad Burnham, Fred Wilson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,182
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,476,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,243,13,147,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,868
Orbit Startups,https://www.crunchbase.com/organization/orbit-startups,"Accelerator, Venture Capital",452,17,,,"Orbit is a VC firm focused on tech companies in emerging markets, aiming to digitize traditional industries and raise standards of living.",406,,23,Active,2015-01-01,day,https://orbitstartups.com,https://www.linkedin.com/company/orbitstartups/,,,2,"Oscar Ramos, William Bao Bean",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,704"
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,424,,59,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private,"66,391"
AGORANOV,https://www.crunchbase.com/organization/agoranov,"Accelerator, Incubator",448,52,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Agoranov is a public Science & Tech incubator based in Paris.,445,6,119,Active,2000-01-01,year,http://www.agoranov.com/,http://www.linkedin.com/company/agoranov,"Business Development, Consulting, Finance, Incubators","Financial Services, Lending and Investments, Professional Services",,,11-50,Non Equity Assistance,,,Private,"18,363"
Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,Venture Capital,442,89,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Balderton Capital is a venture capital investor that supports technology businesses.,241,12,198,Active,2000-01-01,year,http://www.balderton.com,https://www.linkedin.com/company/balderton-capital_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,Private,"1,260"
NFX,https://www.crunchbase.com/organization/nfxcapital,"Accelerator, Venture Capital",422,41,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","NFX is a VC firm investing in pre-seed and seed-stage startups, focusing on early-stage funding for tech-driven companies.",280,3,208,Active,2015-06-01,month,http://www.nfx.com,https://www.linkedin.com/company/nfx-guild/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Gigi Levy Weiss, James Currier, Pete Flint, Stan Chudnovsky",51-100,"Early Stage Venture, Seed",,,Private,"2,137"
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",410,73,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,300,5,126,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,379
