Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Gaingels,https://www.crunchbase.com/organization/gaing,"Syndicate, Venture Capital",871,70,"Burlington, Vermont, United States","New England, Northeastern US",Gaingels provides funding to startup companies and supports diversity and inclusion within the entrepreneurial ecosystem.,758,8,10,Active,2014-01-01,year,https://gaingels.com,https://www.linkedin.com/company/gaingels,"Business Development, Data Governance, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Lending and Investments, Professional Services",2,"David Beatty, Paul Grossinger",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,95
Hiventures,https://www.crunchbase.com/organization/hiventures,Venture Capital,745,7,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund Management Company,392,1,47,Active,1999-09-02,day,https://hiventures.hu/hu,https://www.linkedin.com/company/hiventures/,Venture Capital,"Financial Services, Lending and Investments",,,51-100,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"11,720"
Pioneer Fund,https://www.crunchbase.com/organization/pioneer-fund,"Accelerator, Venture Capital",625,17,"Toronto, Ontario, Canada",Great Lakes,Pioneer Fund is a venture capital firm investing in the top Y Combinator startups.,528,,9,Active,2016-12-01,day,http://www.pioneerfund.vc,https://www.linkedin.com/company/pioneerfund,"Business Development, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Jason Gray,101-250,"Early Stage Venture, Seed, Venture",,,Private,"1,528"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,"Accelerator, Venture Capital",623,13,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.",447,,146,Active,2012-01-01,year,https://startupwiseguys.com/,https://www.linkedin.com/company/startup-wise-guys,"Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Christian Testman, Cristobal Alonso, Herty Tammo, Jon Bradford, Mike Reiner",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,828
IndieBio,https://www.crunchbase.com/organization/synbio-axlr8r,"Accelerator, Venture Capital",549,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","IndieBio is the largest biotech startup accelerator, run by SOSV.",282,,17,Active,2014-11-01,day,http://www.indiebio.co,https://www.linkedin.com/company/17958584/,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",3,"Arvind Gupta, Bill Liao, Ryan Bethencourt",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,393"
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",309,,203,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Draper Associates,https://www.crunchbase.com/organization/draper-associates-2,Venture Capital,413,67,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,296,7,110,Active,2015-01-01,year,http://www.draper.vc,https://www.linkedin.com/company/draper-associates/,"Financial Services, FinTech, Software, Venture Capital","Financial Services, Lending and Investments, Software",1,Tim Draper,11-50,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,38
AltaIR Capital,https://www.crunchbase.com/organization/altair,Venture Capital,357,33,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Altair Capital is an early-stage venture investment company that invest in productivity tools, HR tech, and digital health companies.",284,,40,Active,2005-01-01,year,http://www.altair.vc,https://www.linkedin.com/company/9291712?trk=tyah&trkInfo=idx%3A1-2-2%2CtarId%3A1423597457926%2Ctas%3Aaltair+capital+manag,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Igor Ryabenkiy,11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private,"1,243"
Tenity,https://www.crunchbase.com/organization/tenity,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",323,11,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Tenity is an innovation ecosystem and early-stage investor powering the future of finance.,313,1,291,Active,2015-01-01,year,https://www.tenity.com,https://www.linkedin.com/company/tenity,"Finance, Financial Services, FinTech, Incubators, InsurTech, Mobile Payments, Payments, Venture Capital","Financial Services, Lending and Investments, Mobile, Payments, Software",1,Andreas Iten,101-250,"Convertible Note, Early Stage Venture, Seed",For Profit,Made Acquisitions,Private,"2,586"
EXPERT DOJO,https://www.crunchbase.com/organization/expert-dojo,"Accelerator, Venture Capital",305,4,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Expert DOJO is an international startup accelerator based in Santa Monica.,272,,134,Active,2014-12-02,day,http://www.expertdojo.com,https://www.linkedin.com/company/expert-dojo,"Enterprise, Financial Services, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments, Other",1,Brian Mac Mahon,1-10,"Early Stage Venture, Seed",,,Private,"1,903"
Point Nine,https://www.crunchbase.com/organization/point-nine-capital,Venture Capital,293,42,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Point Nine Capital is a venture capital firm focusing on early-stage investments related to SaaS and digital marketplaces.,170,5,88,Active,2009-01-01,year,http://www.pointnine.com,http://www.linkedin.com/company/point-nine-capital,"Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Software",4,"Christoph Janz, Kolja Hebenstreit, Lukasz Gadowski, Pawel Chudzinski",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"3,123"
TSVC,https://www.crunchbase.com/organization/tsvcap,"Micro VC, Venture Capital",276,47,"Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",TSVC is a venture capital firm that focuses on seed-stage technology startups.,230,4,14,Active,2010-07-01,day,http://www.tsvcap.com,https://www.linkedin.com/company/tsvcap,"Angel Investment, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Chun Xia, Eugene Zhang",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"10,528"
b2venture,https://www.crunchbase.com/organization/btovpartners,Venture Capital,253,37,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",b2venture is a venture capital firm focused on early-stage investments in digital and industrial technology companies.,145,3,58,Active,2000-01-01,year,http://www.b2venture.vc,https://www.linkedin.com/company/b2venture,"Asset Management, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Florian Schweitzer, Hermann Arnold, Jan Bomholt, Nicole Herzog, Peter Troxler, Philip Schnedler",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,676"
Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,"Accelerator, Venture Capital",250,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",211,,48,Active,2011-07-01,day,http://www.rockstart.com/,https://www.linkedin.com/company/rockstart,"Agriculture, AgTech, Clean Energy, Food Processing, Information Technology, Renewable Energy","Agriculture and Farming, Energy, Food and Beverage, Information Technology, Sustainability",5,"Don Ritzen, Hans Paul Pizzinini, Koen Wagemakers, Oscar Kneppers, Rune Theill",11-50,"Early Stage Venture, Seed",,,Private,"1,082"
Wellington Partners,https://www.crunchbase.com/organization/wellington-partners,Venture Capital,246,61,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wellington Partners is a venture capital firm that invests in technology and life sciences companies.,134,12,78,Active,1998-01-01,year,http://www.wellington-partners.com,http://www.linkedin.com/company/wellington-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rolf Christof Dienst,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,383
Verve Ventures,https://www.crunchbase.com/organization/verve-ventures,Venture Capital,241,24,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Verve Ventures is a European startup investment platform for private and institutional investors.,160,1,36,Active,2010-01-01,day,http://verve.vc,https://www.linkedin.com/company/verveventures,"Business Development, Consulting, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Lukas Weber,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,313
Betaworks,https://www.crunchbase.com/organization/betaworks,"Accelerator, Venture Capital",237,73,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Betaworks Ventures is a product-focused, seed-stage venture capital fund.",194,,33,Active,2007-01-01,year,https://www.betaworks.com/,https://www.linkedin.com/company/betaworks,"Angel Investment, Coworking, Social Media","Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Real Estate",4,"Andy Weissman, Billy Chasen, John Borthwick, Sam Cash",11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,"1,151"
EIT InnoEnergy,https://www.crunchbase.com/organization/kic-innoenergy,"Accelerator, Venture Capital",237,7,"Eindhoven, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",EIT InnoEnergy is an environmental services company that provides catalysing and accelerating energy transitions.,151,3,70,Active,2010-01-01,day,http://www.innoenergy.com,https://www.linkedin.com/school/eitinnoenergy,"Clean Energy, Energy, Energy Efficiency, Energy Management","Energy, Sustainability",2,"Diego Pavía, Elena Bou",251-500,"Early Stage Venture, Seed",For Profit,,Private,"8,866"
EIT Digital Accelerator,https://www.crunchbase.com/organization/eit-digital-accelerator,"Accelerator, Venture Capital",235,44,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Scaling up European Digital Ventures,230,2,6,Active,2010-01-01,year,https://www.eitdigital.eu/accelerator/,https://www.linkedin.com/company/eit-digital,Business Development,Professional Services,,,101-250,"Early Stage Venture, Grant, Seed",,,Private,"23,298"
MMC Ventures,https://www.crunchbase.com/organization/mmc-ventures,Venture Capital,233,29,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",MMC Ventures is an investment firm that invests in technology companies at Seed and Series A.,121,,93,Active,2000-01-01,year,http://www.mmc.vc,http://www.linkedin.com/company/mmc-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Alan Morgan, Bruce Macfarlane",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,632"
Brinc,https://www.crunchbase.com/organization/brinc-io,"Accelerator, Venture Capital",233,4,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Brinc is a venture capital and accelerator firm that empowers game changers to help solve some of the world's biggest challenges.,210,1,71,Active,2014-01-01,year,http://www.brinc.io,https://www.linkedin.com/company/brinc-io,"Agriculture, Artificial Intelligence (AI), Blockchain, Clean Energy, Food and Beverage, Gaming, Health Care, Nutrition, Sustainability, Web3","Agriculture and Farming, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Energy, Food and Beverage, Gaming, Health Care, Internet Services, Other, Science and Engineering, Software, Sustainability",3,"Bashar Aboudaoud, Bay McLaughlin, Manav Gupta",101-250,"Early Stage Venture, Seed",,Made Acquisitions,Private,"5,159"
Cherry Ventures,https://www.crunchbase.com/organization/cherry-ventures,Venture Capital,228,18,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Cherry Ventures is a seed fund, founded by entrepreneurs with substantial experience in building fast-scaling technology companies.",135,1,80,Active,2013-01-01,day,http://www.cherry.vc,https://www.linkedin.com/company/cherry-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Christian Meermann, Daniel Glasner, Filip Felician Dames",11-50,"Early Stage Venture, Seed",,,Private,165
Atlantic Labs,https://www.crunchbase.com/organization/atlantic-labs,Venture Capital,228,29,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Atlantic Labs is a European first round investor, headquartered in Berlin.",128,2,108,Active,2013-01-01,year,http://www.atlanticlabs.de,https://www.linkedin.com/company/atlantic-labs/,Venture Capital,"Financial Services, Lending and Investments",1,Christophe Maire,11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,676"
Ventech,https://www.crunchbase.com/organization/ventech-capital,Venture Capital,217,48,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ventech is a European & Chinese early-stage investment fund that invests in the digital economy.,129,6,67,Active,1998-01-01,year,http://www.ventechvc.com,http://www.linkedin.com/company/ventech,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Alain Caffi,11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,426
Blockchain Founders Fund,https://www.crunchbase.com/organization/blockchain-founders-fund,Venture Capital,199,7,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Blockchain Founders Fund (BFF) is a Singapore based early-stage Venture Capital Fund which invests in top-tier Blockchain startups globally.,167,,26,Active,2018-01-01,year,http://www.blockchainff.com,https://www.linkedin.com/company/blockchainfoundersfund,"Blockchain, Cryptocurrency, Emerging Markets, Financial Services, FinTech, Internet, Metaverse, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Other, Payments, Software",2,"Aly Madhavji, Mansoor Madhavji",11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"1,679"
APX,https://www.crunchbase.com/organization/apxberlin,Venture Capital,178,5,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",APX invests up to EUR 500K in startups until a series A starting with a quick EUR 50K investment.,134,,51,Active,2018-03-01,month,https://apx.vc/,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Gabrielė Poteliūnaitė, Henric Hungerhoff, Joerg Rheinboldt",1-10,"Early Stage Venture, Seed",,,Private,"4,515"
LAUNCHub Ventures,https://www.crunchbase.com/organization/launchub,Venture Capital,175,11,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)",LAUNCHub Ventures is a leading early-stage VC actively investing in SEE&CEE tech startups in Seed and Series A stages.,104,,25,Active,2012-04-01,day,https://launchub.com,https://www.linkedin.com/company/launchub,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Lyuben Belov, Todor Breshkov",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,436
Firstminute Capital,https://www.crunchbase.com/organization/firstminute-capital,Venture Capital,173,11,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Firstminute Capital is an early-stage venture fund based in London, investing globally. Backed by 30 unicorn founders and global strategics.",125,,45,Active,2017-01-01,year,https://firstminute.capital/,https://www.linkedin.com/company/firstminutecap/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Brent Hoberman, Spencer Crawley",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,983
Quake Capital Partners,https://www.crunchbase.com/organization/quake-capital-partners,"Accelerator, Micro VC, Venture Capital",165,13,"Austin, Texas, United States",Southern US,Quake Capital is a venture firm that helps startups grow by providing seed stage investment through an accelerator program.,149,,68,Active,2016-04-12,day,http://www.quakecapital.com,https://www.linkedin.com/company/quake-vc,Venture Capital,"Financial Services, Lending and Investments",4,"Adam Cragg, Brandon Maier, Chad Burgess, Glenn Argenbright",1-10,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"13,822"
CMT Digital,https://www.crunchbase.com/organization/cmt-digital-ventures-llc,Venture Capital,157,5,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",CMT Digital is a global blockchain and web3 proprietary trading and venture capital firm that focuses on early-stage investments.,129,2,9,Active,2017-09-01,month,https://cmt.digital,https://www.linkedin.com/company/cmt-digital-ltd/,"Blockchain, Cryptocurrency, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,"Colleen Sullivan, Jan-Dirk Lueders, Scott Casto",51-100,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"1,018"
Borderless Capital,https://www.crunchbase.com/organization/borderless-capital,"Accelerator, Fund Of Funds, Venture Capital",151,2,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Borderless Capital is a Web3-native investment manager with focus on fostering dynamic blockchain ecosystems.,132,1,55,Active,2018-01-01,year,https://borderlesscapital.io/,https://www.linkedin.com/company/borderlesscapital/,"Blockchain, Financial Services, FinTech, Information Services, Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Lending and Investments, Other",2,"Arul Murugan, David García",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,494
a16z crypto,https://www.crunchbase.com/organization/a16z-crypto,Venture Capital,148,,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",A16z crypto is a venture fund that will invest in crypto companies and protocols.,131,,96,Active,2013-01-01,year,https://a16zcrypto.com,https://www.linkedin.com/showcase/a16zcrypto,"Cryptocurrency, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",1,Chris Dixon,101-250,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed",,,Private,763
468 Capital,https://www.crunchbase.com/organization/468-capital,Venture Capital,146,11,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",468 Capital is an investment firm that identifies and manages opportunities across various markets and industries.,118,1,59,Active,2020-01-01,year,https://www.468cap.com,https://www.linkedin.com/company/468-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"Alexander Kudlich, Diogo Cunha, Florian Leibert, Ludwig Ensthaler",11-50,Early Stage Venture,,,Private,430
Serena,https://www.crunchbase.com/organization/serena-capital,Venture Capital,144,23,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Serena is one of Europe's leading venture capital funds, with $750m under management.",99,1,61,Active,2008-01-01,year,http://www.serena.vc,https://www.linkedin.com/company/serenavc/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Marc Fournier, Philippe Hayat, Xavier Lorphelin",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,768"
Swisscom Ventures,https://www.crunchbase.com/organization/swisscom-ventures,Venture Capital,142,41,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","Swisscom Ventures is the corporate venture capital arm of Swisscom, that specializes in early stage tech investments.",100,7,39,Active,2005-01-01,year,https://ventures.swisscom.com,https://www.linkedin.com/company/swisscom-ventures/,"Big Data, Cloud Computing, FinTech, Telecommunications, Venture Capital","Data and Analytics, Financial Services, Hardware, Internet Services, Lending and Investments, Software",1,Dominique Megret,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,832"
