Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
BonVenture,https://www.crunchbase.com/organization/bonventure,Venture Capital,34,2,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BonVenture is the first social venture capital fund focusing on social enterprises in the German-speaking area.,27,,15,Active,2003-01-01,year,https://bonventure.de,https://www.linkedin.com/company/bonventure/,"Impact Investing, Social Entrepreneurship, Venture Capital","Community and Lifestyle, Financial Services, Lending and Investments, Social Impact",,,11-50,Early Stage Venture,,,Private,"7,680"
Proeza Ventures,https://www.crunchbase.com/organization/proeza-ventures,Venture Capital,34,2,"Monterrey, Nuevo Leon, Mexico",Latin America,Proeza Ventures is an early-stage VC firm exclusively investing in the mobility space.,22,1,6,Active,2019-01-01,year,https://www.proezaventures.com/,https://www.linkedin.com/company/proezaventures/,"Automotive, Financial Services, Venture Capital","Financial Services, Lending and Investments, Transportation",,,1-10,Early Stage Venture,,,Private,"7,803"
Lloyds Banking Group,https://www.crunchbase.com/organization/lloyds-bank,Venture Capital,34,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Lloyds Banking Group is a financial services group focused on retail and commercial customers.,26,1,13,Active,1985-10-21,day,http://www.lloydsbankinggroup.com,https://www.linkedin.com/company/lloyds-banking-group,"Banking, Finance, Financial Services","Financial Services, Lending and Investments",,,10001+,,For Profit,Made Acquisitions,Public,"8,212"
SINTEF Venture AS,https://www.crunchbase.com/organization/sintef-tto,Venture Capital,34,5,"Trondheim, Sor-Trondelag, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",SINTEF TTO & Venture manages intellectual property and venture capital funds on behalf of SINTEF.,24,2,11,Active,2004-11-23,day,http://www.sintef.no/en/tto,https://www.linkedin.com/company-beta/18151197/,"Innovation Management, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,1001-5000,"Early Stage Venture, Seed",,,Private,"8,354"
Broom Ventures,https://www.crunchbase.com/organization/fathom-ventures,Venture Capital,34,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Broom Ventures invests early and sweeps the floors.,28,,1,Active,2019-06-01,month,https://www.broom.ventures,https://www.linkedin.com/company/fathom-ventures/,,,3,"Dan Von Kohorn, Jeff Rosen, Joe Musselman",11-50,"Early Stage Venture, Seed",,,Private,"8,795"
Collective Spark,https://www.crunchbase.com/organization/collective-spark,Micro VC,34,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Collective Spark is a venture capital fund focusing on early-stage technology ventures.,23,,16,Active,2013-01-01,year,http://www.collectivespark.com,https://www.linkedin.com/company/collective-spark/,"Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",3,"Atil Erken, Gorkem Oktay, Sila Celik",1-10,Early Stage Venture,,,Private,"9,033"
ICONIUM,https://www.crunchbase.com/organization/iconium,"Private Equity Firm, Venture Capital",34,2,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",ICONIUM is backing the best Blockchain-based token sales and invest in digital assets Worldwide.,33,,,Active,2018-01-10,day,http://www.iconium.it,https://www.linkedin.com/company/iconium.it/,"Asset Management, Blockchain, Cryptocurrency","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",7,"Antonio Chiarello, Domenico Laudonia, Fabio Pezzotti, Luciano Serra, Marco Costa, Mauro Del Rio, Thomas Baggio",1-10,"Early Stage Venture, Initial Coin Offering, Seed",For Profit,,Private,"9,057"
Auxxo,https://www.crunchbase.com/organization/auxxo,Venture Capital,34,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Auxxo co-invests in female founded companies in pre-seed and seed stages across Europe.,24,,,Active,2019-01-01,year,https://www.auxxo.de/,https://www.linkedin.com/company/auxxo/,"Business Development, Financial Services, Impact Investing, Women's","Community and Lifestyle, Financial Services, Lending and Investments, Professional Services",2,"Bettine Schmitz, Gesa Miczaika",1-10,"Early Stage Venture, Seed, Venture",,,Private,"9,125"
Next Gear Ventures,https://www.crunchbase.com/organization/nextgear-ventures,Micro VC,34,3,"Herzliya, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Next Gear is a VC firm specializing in early stage investing is smart, sustainable mobility startups",23,,7,Active,2017-01-01,year,https://www.nextgear.fund/,https://www.linkedin.com/company/nextgearventures/,,,2,"Omer Shachar, Tal Cohen",1-10,Early Stage Venture,,,Private,"9,285"
Inventure Partners,https://www.crunchbase.com/organization/inventure-partners,Venture Capital,34,7,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Inventure Partners is an innovative investment fund focused on funding disruptive technology startups.,24,2,21,Active,2012-02-01,day,https://inventurepartners.com,http://www.linkedin.com/company/2795158,"FinTech, Travel, Venture Capital","Financial Services, Lending and Investments, Travel and Tourism",1,Sergey Azatyan,1-10,Early Stage Venture,,,Private,"9,538"
Govtech Fund,https://www.crunchbase.com/organization/govtech-fund,Venture Capital,34,4,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Govtech Fund is a venture capital firm that finances early, seed, and later stage companies.",24,,4,Active,2013-11-15,day,http://govtechfund.com,https://www.linkedin.com/company/govtech-fund/,"Government, GovTech, Venture Capital","Financial Services, Government and Military, Information Technology, Lending and Investments",1,Ron Bouganim,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"10,808"
Sambrinvest,https://www.crunchbase.com/organization/sambr-invest,Venture Capital,34,3,"Gosselies, Hainaut, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sambrinvest is an active venture capital player in the region of Charleroi - Thuin.,29,,4,Active,1985-01-09,day,http://www.sambrinvest.be/,https://www.linkedin.com/company-beta/17940318/,Finance,Financial Services,1,Olivier Mertens,11-50,Early Stage Venture,,,Private,"16,435"
Cotidiano,https://www.crunchbase.com/organization/cotidiano-aceleradora-de-startups,Accelerator,34,2,"Brasilândia, Distrito Federal, Brazil",Latin America,Cotidiano invests in digital companies that positively impacts people's everyday life.,34,,3,Active,2016-01-01,year,http://cotidiano.com.br,https://www.linkedin.com/company/cotidiano,"Advice, Consulting, Management Consulting","Media and Entertainment, Professional Services",4,"Andre Casimiro Costa, Andre Faria, Andre Froes, Wesley Almeida",11-50,Seed,,,Private,"16,710"
OSS Capital L.P.,https://www.crunchbase.com/organization/oss-capital-l-p,Venture Capital,34,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",OSS Capital globally invests exclusively in early-stage COSS (commercial open-source software) startup companies.,28,,18,Active,2018-09-01,month,https://OSS.Capital/,https://www.linkedin.com/company/osscapital,"Information Technology, Open Source, Software, Venture Capital","Financial Services, Information Technology, Lending and Investments, Software",1,Joseph Jacks,11-50,"Early Stage Venture, Seed",,,Private,"22,311"
Joshua Browder,https://www.crunchbase.com/person/joshua-browder,"Individual/Angel, Investment Partner",34,1,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Joshua Browder is the Founder and CEO of DoNotPay.,31,,,,,,,https://www.linkedin.com/in/joshua-browder-b0b573116,,,,,,,,,,"23,227"
NaHCO3,https://www.crunchbase.com/organization/nahco3,Venture Capital,34,8,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Early stage investors supporting transformational leaders and organizations who focus on propelling the world forward.,32,1,1,Active,,,https://www.nahco3.com/,https://www.linkedin.com/company/nahco3,,,1,Ashley Merrill,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"23,480"
River Capital,https://www.crunchbase.com/organization/river-capital-3b1d,"Private Equity Firm, Venture Capital",34,4,"Liverpool, Liverpool, United Kingdom","Europe, Middle East, and Africa (EMEA)",River Capital helps small and medium sized businesses to accelerate their growth and achieve their full potential.,29,1,13,Active,,,https://rivercapitaluk.com/,https://www.linkedin.com/company/rivercapital/,,,,,11-50,"Debt, Private Equity, Seed, Venture",,,Private,"23,579"
kopa ventures,https://www.crunchbase.com/organization/wi-venture,Venture Capital,34,2,"Mainz, Rheinland-Pfalz, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",kopa ventures is an early stage Climate-Tech VC Fund initiated by Matthias Willenbacher.,24,1,7,Active,2018-01-01,year,https://www.kopa.vc/,https://www.linkedin.com/company/kopa-ventures,,,2,"Matthias Willenbacher, Matthias Willenbacher",1-10,"Early Stage Venture, Seed",,,Private,"25,404"
Egypt Ventures,https://www.crunchbase.com/organization/egypt-ventures,Venture Capital,34,4,"Cairo, Al Qahirah, Egypt","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Egypt Ventures  is an investment firm that empowers the entrepreneurial ecosystem by investing in  accelerators.,26,,10,Active,2017-01-01,year,http://egyptventures.com/,https://www.linkedin.com/company/egyptventures/,"Enterprise, Financial Services, Impact Investing, Incubators, Venture Capital","Financial Services, Lending and Investments, Other",1,Shehab Marzban,1-10,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"25,809"
Root and Shoot Ventures,https://www.crunchbase.com/organization/root-and-shoot-ventures,Venture Capital,34,2,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Early Stage Venture Fund,32,,,Active,2020-10-01,day,http://rs.ventures/,https://www.linkedin.com/company/root-and-shoot-ventures,Venture Capital,"Financial Services, Lending and Investments",2,"Gordon Tsui, Jonathan Lam",1-10,Early Stage Venture,,,Private,"26,672"
Think.Health,https://www.crunchbase.com/organization/think-health,Venture Capital,34,4,"Fürstenfeldbruck, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Think.Health invests as a boutique risk-taker in healthcare ventures.,20,,12,Active,2007-03-01,day,http://think-health.de,,"Health Care, Venture Capital","Financial Services, Health Care, Lending and Investments",1,Dr. Florian Kainzinger,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"26,899"
British Business Investments,https://www.crunchbase.com/organization/british-business-investments,"Private Equity Firm, Venture Debt",34,2,"Sheffield, Sheffield, United Kingdom","Europe, Middle East, and Africa (EMEA)",British Business Investments make loans and investments of between £5m and £200m in finance providers to smaller businesses.,31,1,24,Active,2014-01-01,year,https://www.bbinv.co.uk,https://www.linkedin.com/company/british-business-investments/,"Banking, Finance, Financial Services","Financial Services, Lending and Investments",,,11-50,"Debt, Private Equity",,,Private,"26,949"
Gigi Levy Weiss,https://www.crunchbase.com/person/gigi-levy-weiss,"Individual/Angel, Investment Partner",34,10,"Israel, Asia","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Gigi Levy Weiss is the General Partner at NFX. He attended Tel Aviv University and the Finance Department - Kellogg School of Management.,31,2,1,,,,http://www.iapple.com,https://il.linkedin.com/in/gigilevy,,,,,,Seed,,,,"27,178"
Vinny Lingham,https://www.crunchbase.com/person/vinny-lingham,Individual/Angel,34,5,"San Francisco Bay Area, California, United States","West Coast, Western US",Vinny Lingham is the Co-Founder and CEO of Rumi.ai(Waitroom). He previously worked at YPO as a Member. Vinny Lingham attended Harvard Busine...,31,,1,,,,,http://www.linkedin.com/in/vinnylingham,,,,,,Seed,,,,"28,088"
Ambient Sound Investments,https://www.crunchbase.com/organization/ambient-sound-investments,Family Investment Office,34,11,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ambient Sound Investments is a private investment company investing in venture capital, private equity, listed equity and real assets",29,,8,Active,2003-01-01,year,http://asi.ee,http://www.linkedin.com/company/307550,,,1,Ahti Heinla,11-50,"Early Stage Venture, Seed",,,Private,"28,902"
Newtown Partners,https://www.crunchbase.com/organization/newtown-partners,Venture Capital,34,3,"Cape Town, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)","Newtown Partners is an early-stage venture capital firm that actively invests in emerging, disruptive technology startup businesses.",29,,9,Active,2014-08-01,day,http://www.newtownpartners.com/,https://www.linkedin.com/company-beta/4976595/,"Professional Services, Venture Capital","Financial Services, Lending and Investments, Other",2,"Llew Claasen, Vinny Lingham",1-10,"Early Stage Venture, Seed",,,Private,"31,199"
Juno Capital Partners,https://www.crunchbase.com/organization/juno-capital,"Private Equity Firm, Venture Capital",34,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Juno Capital is a London-based alternative asset manager, currently focused on venture investment in scale-up stage B2B SaaS businesses .",25,1,14,Active,2011-11-01,day,http://www.junocapital.co.uk,http://www.linkedin.com/company/2387124,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Edward Rudd, Julian Hickman",1-10,"Early Stage Venture, Seed",,,Private,"31,537"
Open Circle Capital,https://www.crunchbase.com/organization/open-circle-capital,Venture Capital,34,4,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Open Circle Capital is an early-stage venture capital fund which focuses on innovative technology startups.,16,,14,Active,2017-01-01,year,http://www.opencirclecapital.lt/,https://www.linkedin.com/company/18294277/admin/,,,1,Audrius Milukas,1-10,"Early Stage Venture, Seed",,,Private,"32,728"
CDTI,https://www.crunchbase.com/organization/cdti,Angel Group,34,4,"Ventura, California, United States","Greater Los Angeles Area, West Coast, Western US","CDTi (NASDAQ: CDTI) is a cleantech emissions control company that designs, develops and manufactures sustainable solutions to reduce",31,,6,Active,1994-01-01,year,http://www.cdti.com,http://www.linkedin.com/company/517424,"Automotive, Industrial, Manufacturing, Marketing Automation","Manufacturing, Sales and Marketing, Software, Transportation",,,11-50,"Debt, Grant, Seed",For Profit,Made Acquisitions,Public,"35,285"
Hauz Khas Ventures,https://www.crunchbase.com/organization/hauz-khas-ventures,Venture Capital,34,,"Bangalore, Karnataka, India",Asia-Pacific (APAC),Hauz Khas Ventures operates as a venture capital firm.,34,,,Active,2021-01-01,year,https://hauzkhas.ventures/,,,,,,1-10,Seed,,,Private,"35,449"
Poli Angels,https://www.crunchbase.com/organization/poli-angels,Angel Group,34,,"São Paulo, Sao Paulo, Brazil",Latin America,Poli Angels is an angel investor association.,32,,7,Active,2018-01-01,year,http://poliangels.com.br/,https://www.linkedin.com/company/poli-angels/,,,1,Rubens Approbato Machado Jr.,251-500,"Early Stage Venture, Seed",,,Private,"38,159"
Sustainable Food Ventures,https://www.crunchbase.com/organization/sustainable-food-ventures,Venture Capital,34,2,"Raleigh, North Carolina, United States","Research Triangle, East Coast, Southern US",SFV backs globally early-stage founders building leading Future of Food companies that are: #Cell-based #Plant-based #Recombinant,28,,4,Active,2020-10-01,day,https://www.sustainablefoodventures.com/,https://www.linkedin.com/company/sustainable-food-ventures,"Biotechnology, Food and Beverage","Biotechnology, Food and Beverage, Science and Engineering",2,"Mariliis Holm, Ryan Bethencourt",1-10,"Early Stage Venture, Seed",,,Private,"45,956"
Startupbootcamp Smart City & IoT Amsterdam,https://www.crunchbase.com/organization/startupbootcamp-smart-city-living,Accelerator,34,2,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",We run a vertical program focused on Smart City & IoT solutions.,34,,2,Active,2015-01-01,year,https://www.startupbootcamp.org/accelerator/smart-city-iot-amsterdam/,https://www.linkedin.com/company/startupbootcamp-amsterdam/,"Banking, Finance, Internet of Things","Financial Services, Internet Services, Lending and Investments",3,"Marc Wesselink, Patrick Zeeuw, Ruud Hendriks",11-50,"Crowdfunding, Seed",,,Private,"79,845"
ATOORO FUND,https://www.crunchbase.com/organization/atooro-fund,Venture Capital,34,4,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",An Israeli investment family fund that targets to support innovative entrepreneurs and assist them in building great global companies.,28,,8,Active,2015-03-15,day,http://www.atooro.com,https://www.linkedin.com/company/atooro-fund/,Venture Capital,"Financial Services, Lending and Investments",1,Yonatan Brender,1-10,"Early Stage Venture, Seed",,,Private,"115,876"
Kite Ventures,https://www.crunchbase.com/organization/kite-ventures,Venture Capital,34,14,"Oregon, Ohio, United States","Great Lakes, Midwestern US",Kite Ventures is a global venture investment company specializing in marketplace and transactional network investments.,22,3,9,Active,2008-01-01,year,http://www.kiteventures.com,https://www.linkedin.com/company/kite-ventures-,"Finance, Financial Services, Marketplace, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments",1,Edward Shenderovich,1-10,"Early Stage Venture, Late Stage Venture, Secondary Market",,,Private,"119,168"
Dexter Angels,https://www.crunchbase.com/organization/dexter-angels,Venture Capital,34,2,"Mumbai, Maharashtra, India",Asia-Pacific (APAC),Dexter Angels provide capital to early-stage startups.,32,,1,Active,2019-01-01,year,https://www.dexterangels.com/,https://www.linkedin.com/company/dexter-angels,,,1,Devendra Agrawal,1-10,"Early Stage Venture, Seed",,,Private,"141,908"
Movens Capital,https://www.crunchbase.com/organization/movens-capital,Venture Capital,33,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","VC fund supporting Central European tech companies focusing on European and US markets. Main sectors: AI, fintech, SaaS and marketplaces.",24,,14,Active,2018-04-04,day,https://www.movenscapital.com,https://www.linkedin.com/company/18487805/admin/,"Marketplace, SaaS, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments, Software",3,"Artur Banach, Michał Olszewski, Przemyslaw Jurgiel-Zyla",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,158"
Vireo Ventures,https://www.crunchbase.com/organization/vireo-ventures,Venture Capital,33,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-stage VC investing in European start-ups that drive electrification: energy supply, mobility, cities & buildings, logistics, industry",25,,2,Active,2020-01-01,year,https://www.vireo.vc/,https://www.linkedin.com/company/vireo-ventures,Venture Capital,"Financial Services, Lending and Investments",4,"Felix Krause, Matthias Engel, Mischa Wetzel, Thomas Labryga",11-50,"Early Stage Venture, Seed",,,Private,"1,487"
Avid Ventures,https://www.crunchbase.com/organization/avid-ventures,Venture Capital,33,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Avid Ventures is an early-stage venture firm.,17,,2,Active,2020-01-01,year,http://www.avidventures.com,https://www.linkedin.com/company/avid-ventures/,"Asset Management, Business Development, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Addie Lerner, Tali Vogelstein",1-10,Early Stage Venture,,,Private,"2,928"
Arweave,https://www.crunchbase.com/organization/arweave,,33,,"Holborn, Camden, United Kingdom","Europe, Middle East, and Africa (EMEA)","Arweave is an information technology company that specializes in data storage, blockchain, and serverless web.",31,,4,Active,2017-07-28,day,https://www.arweave.org,https://www.linkedin.com/company/arweave,"Blockchain, Cryptocurrency, Data Storage, Internet","Blockchain and Cryptocurrency, Financial Services, Hardware, Internet Services, Other, Payments, Software",2,"Sam Williams, William Jones",11-50,,For Profit,,Private,"3,208"
basecase capital,https://www.crunchbase.com/organization/base-case-capital,Venture Capital,33,5,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","basecase capital is an early-stage venture capital firm for builders, by builders",30,,1,Active,2020-10-13,day,https://basecase.vc,https://www.linkedin.com/company/basecase-vc/,,,1,Alana Goyal,1-10,"Early Stage Venture, Seed",,,Private,"3,288"
AXA Group,https://www.crunchbase.com/organization/axa,,33,8,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","AXA Group is an insurance company that offers asset management, investment management, and financial services.",25,1,11,Active,1816-01-01,year,https://www.axa.com/,https://www.linkedin.com/company/axa/,"Banking, Finance, Financial Services, Information Technology, Insurance, InsurTech","Financial Services, Information Technology, Lending and Investments",1,Frank DESVIGNES,10001+,,For Profit,Made Acquisitions,Public,"4,054"
