Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
STRT Holding Nyrt,https://www.crunchbase.com/organization/strt-holding-zrt,"Incubator, Venture Capital",100,2,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)","STRT is an early stage investor and an education company for CEOs, combined.",99,,2,Active,2022-10-03,day,https://strt.hu,https://www.linkedin.com/company/10480129/,"Education, Financial Services, Health Care, Information Technology, Medical, Professional Services, Software","Education, Financial Services, Health Care, Information Technology, Other, Software",5,"András Tóth, Istvan Nagy, Maria Balogh-Mazi, Peter Balogh, Peter Langmar",11-50,"Convertible Note, Early Stage Venture, Seed",For Profit,Made Acquisitions,Private,"65,621"
AA Sons,https://www.crunchbase.com/organization/aa-sons,"Family Investment Office, Venture Capital",100,12,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Alain Afflelou and Sons's Family Office,87,1,2,Active,2016-01-01,year,http://aasons.io/,https://www.linkedin.com/company/aa-and-sons,"Education, Health Care, Medical, Retail, Service Industry, Software","Commerce and Shopping, Education, Health Care, Other, Software",1,Romain Afflelou,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"78,756"
Amber Group,https://www.crunchbase.com/organization/amber-ai,,99,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Amber Group is a crypto finance service provider that provides liquidity provision, trading, and asset management services.",98,,17,Active,2017-01-01,year,http://www.ambergroup.io,http://www.linkedin.com/company/amberbtc,"Cryptocurrency, Financial Services, FinTech, Information Technology, Trading Platform","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Payments, Software",6,"Luke Li, Michael Wu, Thomas Zhu, Tiantian Kullander, Tony He, Wayne Huo",251-500,,,Made Acquisitions,Private,480
E14 Fund,https://www.crunchbase.com/organization/the-e14-fund,Micro VC,99,4,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",E14 Fund is an early stage venture fund focused on startups founded by the MIT community.,78,,10,Active,2013-01-01,year,http://www.e14.vc,https://www.linkedin.com/company/e14fund/,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,536"
Crane Venture Partners,https://www.crunchbase.com/organization/crane-venture-partners,Venture Capital,99,6,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",VC firm investing into seed and early stage intelligent enterprise and deep tech companies in Europe.,60,,47,Active,2015-08-30,day,https://www.crane.vc/,https://www.linkedin.com/company/crane-venture-partners,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Krishna Visvanathan, Scott Sage",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"3,004"
Struck Capital,https://www.crunchbase.com/organization/struck-capital,Venture Capital,99,8,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Struck is a founder-first capital for innovative entrepreneurs.,57,,15,Active,2014-01-01,year,http://www.struckcapital.com,https://www.linkedin.com/company/struck-capital,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Adam B. Struck,1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"3,589"
Scribble Ventures,https://www.crunchbase.com/organization/scribble-ventures,Venture Capital,99,7,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Scribble Ventures is an early-stage investment fund that focuses on Pre-Seed through Series A.,81,,7,Active,2020-03-01,month,https://www.scribble.vc/,https://www.linkedin.com/company/scribble-ventures,"Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Annelies Gamble, Elizabeth Weil",1-10,"Early Stage Venture, Seed",,,Private,"4,059"
Kennet Partners,https://www.crunchbase.com/organization/kennet-venture-partners,"Private Equity Firm, Venture Capital",99,44,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kennet Partners is a private equity investment firm that provides growth capital to information technology and business services companies.,75,3,49,Active,1997-01-01,year,http://www.kennet.com,https://www.linkedin.com/company/kennet-partners/,"Financial Services, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",1,Michael Elias,51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Venture",,Made Acquisitions,Private,"5,061"
24 Haymarket,https://www.crunchbase.com/organization/24-haymarket,"Private Equity Firm, Venture Capital",99,11,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",24 Haymarket is an investment network of highly experienced investors and senior operators.,60,,39,Active,2012-01-01,year,http://24haymarket.com/,https://www.linkedin.com/company/24haymarket,"Commercial, Financial Services, Venture Capital","Financial Services, Lending and Investments, Other",1,Charlie Green,11-50,"Crowdfunding, Early Stage Venture, Private Equity, Seed, Venture",For Profit,,Private,"6,114"
BP Ventures,https://www.crunchbase.com/organization/bp-ventures,Corporate Venture Capital,99,14,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",BP Ventures is a venture capital firm that identifies and invests in private and high-growth technology companies.,69,1,48,Active,2012-01-01,year,https://www.bp.com/en/global/ventures.html,https://www.linkedin.com/company/bp/,"Energy, Innovation Management, Venture Capital","Energy, Financial Services, Lending and Investments, Professional Services",,,10001+,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"9,422"
Health Wildcatters,https://www.crunchbase.com/organization/health-wildcatters,Accelerator,99,3,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Health Wildcatters is a mentor-driven seed accelerator focused on improving healthcare by supporting entrepreneurs and healthcare startups.,96,2,49,Active,2013-05-01,day,http://healthwildcatters.com,http://www.linkedin.com/company/3113717,"Finance, Health Care, Health Diagnostics, Information Technology","Financial Services, Health Care, Information Technology",4,"Carl Soderstrom, Clay Heighten, Gabriella Draney Zielke, Hubert Zajicek",1-10,Seed,For Profit,,Private,"12,446"
Wintermute Ventures,https://www.crunchbase.com/organization/wintermute-ventures,Venture Capital,99,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Wintermute Ventures is an investor dedicated to supporting innovation in the blockchain ecosystem.,91,,8,Active,2020-01-01,year,https://wintermute.com/ventures,,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"14,239"
MCI Capital SA,https://www.crunchbase.com/organization/mci-management,Private Equity Firm,99,23,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Leading Digital Private Equity in Central Europe,88,7,34,Active,1999-01-01,day,https://mci.pl,http://pl.linkedin.com/company/mci-management-sa,"Big Data, Cloud Computing, Digital Media, Financial Services, FinTech, Marketplace, Mobile, Mobile Payments, SaaS, Travel","Commerce and Shopping, Data and Analytics, Financial Services, Internet Services, Media and Entertainment, Mobile, Payments, Software, Travel and Tourism",1,Tomasz Czechowicz,11-50,Private Equity,,Made Acquisitions,Private,"24,896"
Plug and Play Insurtech,https://www.crunchbase.com/organization/plug-and-play-insurance-accelerator,Accelerator,99,24,"Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Deal flow sessions, themed workshops, and face-to-face interaction drive engagement between financial powerhouses and young upstarts. ",98,,50,Active,2013-01-01,year,http://plugandplaytechcenter.com/insurance/,https://www.linkedin.com/company/plug-and-play-tech-center/,,,1,Saeed Amidi,251-500,"Early Stage Venture, Seed",,,Private,"26,528"
Eurostars,https://www.crunchbase.com/organization/eurostars,Government Office,99,9,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",This programme is a European Joint Programme dedicated to stimulating R&D performing SMEs.,89,4,69,Active,1985-01-01,year,https://eurekanetwork.org/programmes/eurostars/,https://www.linkedin.com/company/eureka-association/,,,,,101-250,Grant,,,Private,"30,402"
BoomStartup,https://www.crunchbase.com/organization/boomstartup,Accelerator,99,13,"Salt Lake City, Utah, United States",Western US,BoomStartup is a Utah-based accelerator that provides seed funding and mentorship to tech entrepreneurs.,97,1,,Active,2010-02-01,day,http://boomstartup.com,http://www.linkedin.com/company/boomstartup,"Consulting, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"John Richards, Jon Bradshaw, Robb Kunz",1-10,Seed,,Was Acquired,Private,"30,931"
Simon Murdoch,https://www.crunchbase.com/person/simon-murdoch,"Individual/Angel, Investment Partner",99,23,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Simon set up online bookstore Bookpages in 1996 and sold it to Amazon in 1998. As VP Europe for Amazon, he managed huge growth from start-up...",58,1,2,,,,,https://www.linkedin.com/in/simonmurdoch,,,,,,Seed,,,,"75,045"
Eldridge Industries,https://www.crunchbase.com/organization/eldridgeindustries,Private Equity Firm,98,18,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US","Investing across the insurance, asset management, tech, mobility, sports/gaming, media/music, real estate, and consumer landscapes.",73,9,46,Active,2015-01-01,year,http://eldridgeind.com,https://www.linkedin.com/company/eldridge-industries,"Asset Management, Business Development, Finance, Financial Services","Financial Services, Professional Services",3,"Anthony Minella, Duncan Bagshaw, Todd Boehly",101-250,,For Profit,Made Acquisitions,Private,573
Acurio Ventures,https://www.crunchbase.com/organization/acurio-ventures,Venture Capital,98,9,"Bilbao, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Acurio Ventures partners with visionary founders to make history happen.,72,,17,Active,2017-01-01,year,http://www.acurio.vc,https://www.linkedin.com/company/acurio-ventures/?viewAsMember=true,"B2B, B2C, E-Commerce, Financial Services, FinTech, Internet, Marketplace, Venture Capital","Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Other",1,Ander Michelena,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,844"
P101,https://www.crunchbase.com/organization/programma-101,Venture Capital,98,17,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",P101 is a venture capital firm that focuses on early-stage investments in the digital sector.,56,,63,Active,2013-12-19,day,https://www.p101.it/en/,http://www.linkedin.com/company/2962722,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Andrea Di Camillo,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,858"
ICF Capital,https://www.crunchbase.com/organization/institut-catal-de-finances-icf,"Corporate Venture Capital, Venture Capital",98,9,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",ICF Capital is a management company that invest in Catalan companies from seed to private equity stages.,83,3,14,Active,2010-01-01,year,http://www.icf.cat/es/productes-financers/index.html?BotoOp=capital,https://www.linkedin.com/company/institut-catala-de-finances/,"Banking, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Private Equity, Seed",,,Private,"5,019"
Anorak Ventures,https://www.crunchbase.com/organization/anorak-ventures-2,Venture Capital,98,10,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Investing at the earliest stages in transformational people and technology,85,1,1,Active,2016-01-01,year,http://www.anorak.vc/,https://www.linkedin.com/company/anorak-ventures,"Augmented Reality, Computer Vision, Robotics, Venture Capital, Video Streaming, Virtual Reality","Content and Publishing, Financial Services, Hardware, Lending and Investments, Media and Entertainment, Science and Engineering, Software, Video",1,Greg Castle,1-10,"Early Stage Venture, Seed",,,Private,"5,786"
Circle Ventures,https://www.crunchbase.com/organization/circle-ventures-5201,Corporate Venture Capital,98,8,"East Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Circle Ventures invests in projects that accelerate global crypto innovation and adoption in service.,96,,2,Active,2013-01-01,year,https://www.circle.com/en/circle-ventures,https://www.linkedin.com/company/circle-internet-financial,,,,,,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private,"10,630"
Chrysalix Venture Capital,https://www.crunchbase.com/organization/chrysalix-energy,Venture Capital,98,13,"Vancouver, British Columbia, Canada",,Chrysalix is an early-stage industrial innovation venture capital firm.,41,2,27,Active,2001-01-01,year,http://www.chrysalix.com/,https://www.linkedin.com/company/851941?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1432748436825%2Ctas%3Achrysalix%20energy,"Clean Energy, Industrial Automation, Innovation Management, Mining, Oil and Gas, Robotics, Smart Cities, Solar, Sustainability, Venture Capital","Energy, Financial Services, Hardware, Lending and Investments, Manufacturing, Natural Resources, Professional Services, Real Estate, Science and Engineering, Software, Sustainability",2,"Dr. Wal Van Lierop, Michael J. Brown",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"10,683"
Mercia Asset Management,https://www.crunchbase.com/organization/mercia-asset-management,"Private Equity Firm, Venture Capital",98,16,"Henley In Arden, Warwickshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Mercia Asset Management is an investment firm that specializes in incubation, seed EIS, mid-venture, and growth capital investments.",65,1,61,Active,2010-01-01,year,https://www.mercia.co.uk/,https://www.linkedin.com/company/mercia-asset-management,"Asset Management, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Mark Payton, Tim Hazell",101-250,"Debt, Early Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Public,"12,374"
Thibaud Elziere,https://www.crunchbase.com/person/thibaud-elziere,"Individual/Angel, Investment Partner",98,8,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Thibaud Elziere is the Founder of Hexa. He previously worked at Fotolia as a Founder. Thibaud Elziere attended Technical University of Berli...,88,,,,,,,https://www.linkedin.com/in/thibaud-elziere-a787913,,,,,,Seed,,,,"22,332"
Takeda Ventures,https://www.crunchbase.com/organization/takeda-ventures,Corporate Venture Capital,98,29,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Takeda Ventures focuses on high-caliber therapeutic and platform based opportunities around the world.,68,12,18,Active,2001-01-01,year,https://www.takeda.com/what-we-do/research-and-development/takeda-ventures,https://www.linkedin.com/company/takeda-ventures-inc.,"Finance, Financial Services, Health Diagnostics, Therapeutics","Financial Services, Health Care",,,10001+,"Early Stage Venture, Late Stage Venture",,Made Acquisitions,Private,"39,674"
Fresco Capital,https://www.crunchbase.com/organization/fresco-capital-advisors,Venture Capital,98,18,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Fresco Capital is a global early stage VC firm with the Managing Partners based in San Francisco and Singapore.,71,2,3,Active,2011-02-01,month,http://fresco.vc/,https://www.linkedin.com/company/fresco-capital,"Education, Financial Services, Information Technology, Internet, Venture Capital","Education, Financial Services, Information Technology, Internet Services, Lending and Investments",2,"Stephen Forte, Tytus Michalski",1-10,"Early Stage Venture, Seed",,,Private,"80,412"
Foundamental,https://www.crunchbase.com/organization/foundamental,Venture Capital,97,5,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",First partner to exceptional founders re-creating the real world globally.,61,,20,Active,2019-01-01,year,https://foundamental.com,https://www.linkedin.com/company/foundamental/,"Architecture, Building Maintenance, Construction, Home Improvement, Home Renovation, Human Resources, Real Estate, Robotics, Venture Capital","Administrative Services, Financial Services, Hardware, Lending and Investments, Real Estate, Science and Engineering, Software",3,"Adam Zobler, Patric Hellermann, Shubhankar Bhattacharya",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,001"
Refactor,https://www.crunchbase.com/organization/refactor-capital,"Micro VC, Venture Capital",97,9,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US","Refactor Capital is a seed stage VC firm investing $1-2M into hard tech startups from its 4th fund, $50M in size.",68,1,16,Active,2016-01-01,year,http://www.refactor.com,https://www.linkedin.com/company/refactor-capital,"Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",1,Zal Bilimoria,1-10,"Early Stage Venture, Seed",,,Private,"3,414"
DWF Labs,https://www.crunchbase.com/organization/dwf-labs,Venture Capital,97,2,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",New generation Web3 investor and market maker,94,1,36,Active,2022-01-01,year,https://www.dwf-labs.com,https://www.linkedin.com/company/82082012/,"Financial Services, Information and Communications Technology (ICT), Venture Capital, Web3","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Lending and Investments",3,"Andrei Grachev, Eugene Ng, Heng Lee",11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Non Equity Assistance, Secondary Market, Seed",,,Private,"4,311"
Forward Partners,https://www.crunchbase.com/organization/forward-partners,Venture Capital,97,16,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Forward Partners is a venture capital investment firm that invests in startups through venture funding.,66,,37,Active,2013-09-01,day,http://www.forwardpartners.com,https://www.linkedin.com/company/forward-partners-uk/,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nicholas Brisbourne,11-50,"Early Stage Venture, Seed, Venture",,Was Acquired,Private,"5,106"
Calm/Storm Ventures,https://www.crunchbase.com/organization/calm-storm-ventures,"Micro VC, Venture Capital",97,3,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Calm/Storm is the Nr 1 super-early-stage digital health fund in Europe with a particular focus on femtech & tabootech investments.,84,,8,Active,2020-01-01,year,https://www.calmstorm.vc,https://www.linkedin.com/company/calmstorm,"Electronic Health Record (EHR), Fertility, Health Care, Health Diagnostics, Health Insurance, Home Health Care, Medical, Personal Health, Therapeutics, Wellness","Financial Services, Health Care",3,"Lucanus Polagnoli, Michael Ströck, Stephanie Urbanski",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"5,383"
SeedBlink,https://www.crunchbase.com/organization/seedblink,"Angel Group, Micro VC",97,2,"Bucharest, Bucuresti, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",SeedBlink is Europe’s all-in-one equity management and investment platform.,86,,21,Active,2019-12-10,day,https://seedblink.com/,https://www.linkedin.com/company/seedblink/,"Apps, Artificial Intelligence (AI), Biotechnology, Cyber Security, EdTech, Financial Services, FinTech, Machine Learning, Property Management, Software","Apps, Artificial Intelligence (AI), Biotechnology, Data and Analytics, Education, Financial Services, Information Technology, Privacy and Security, Real Estate, Science and Engineering, Software",3,"Andrei Dudoiu, Ionut Patrahau, Julian Walder",11-50,,For Profit,Made Acquisitions,Private,"6,829"
Maven 11 Capital,https://www.crunchbase.com/organization/maven-11-capital,Venture Capital,97,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund in Blockchain & Distributed Ledger Technology (DLT),80,,18,Active,2015-09-01,day,https://www.maven11.com,https://www.linkedin.com/company/maven11/,,,1,Jochem Wieringa,11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"8,290"
Bigbang Angels,https://www.crunchbase.com/organization/bigbang-angels-inc,"Accelerator, Venture Capital",97,2,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),Bigbang Angels is an early stage cross-border accelerator and investor.,88,1,45,Active,2012-12-01,day,http://bigbangangels.com,https://www.linkedin.com/company/27108575/,"Agriculture, AgTech, Artificial Intelligence (AI), Biotechnology, Electronics, Enterprise, Health Care, Internet of Things, SaaS","Agriculture and Farming, Artificial Intelligence (AI), Biotechnology, Consumer Electronics, Data and Analytics, Hardware, Health Care, Internet Services, Other, Science and Engineering, Software",1,Michael Hwang,11-50,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Seed",,,Private,"9,945"
Ascension Ventures,https://www.crunchbase.com/organization/ascension-ventures,"Corporate Venture Capital, Venture Capital",97,33,"Clarkton, Missouri, United States",Midwestern US,Ascension Ventures is a strategic healthcare venture fund and early-stage venture capital firm.,69,5,28,Active,2001-01-01,year,http://ascensionventures.org/,http://www.linkedin.com/company/ascension-media-group,"Financial Services, Health Care, Venture Capital","Financial Services, Health Care, Lending and Investments",1,John Kuelper,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,539"
Vision Ventures,https://www.crunchbase.com/organization/vision-ventures-2,Venture Capital,97,5,"Dammam, Ash Sharqiyah, Saudi Arabia","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Sector-agnostic VC firm “By Entrepreneurs, for Entrepreneurs” investing in early-stage tech startups in MENA since 2016.",53,,19,Active,2016-12-31,day,http://visionvc.co,https://www.linkedin.com/company/vision-ventures-vv/,Financial Services,Financial Services,2,"Haitham BuAisha, Kais Al-Essa",11-50,"Convertible Note, Debt, Early Stage Venture, Seed",,,Private,"19,654"
Ruttenberg Gordon Investments,https://www.crunchbase.com/organization/ruttenberg-gordon-investments,"Family Investment Office, Private Equity Firm, Venture Capital",97,16,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Ruttenberg Gordon Investments specializes in equity and debt investments in real estate, private equity, growth equity.",96,3,2,Active,2013-01-01,year,https://www.ruttenberggordon.com/,https://www.linkedin.com/company/ruttenberg-gordon-investments/about/,"Commercial Real Estate, Venture Capital","Financial Services, Lending and Investments, Real Estate",2,"David Ruttenberg, Jonathan Gordon",1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"19,715"
Healthbox,https://www.crunchbase.com/organization/healthbox,Accelerator,97,16,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Healthbox is a healthcare advisory firm that helps an organization develop their strategies and programs.,88,,4,Active,2010-01-01,year,http://www.healthbox.com,https://www.linkedin.com/company/healthbox,"Advice, Financial Services, Health Care","Financial Services, Health Care, Media and Entertainment",1,Nina Nashif,11-50,"Early Stage Venture, Late Stage Venture, Seed",For Profit,Was Acquired,Private,"20,687"
