Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Arcario,https://www.crunchbase.com/organization/arcane-crypto,Venture Capital,2,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Arcario is a Scandinavian investment firm with broad exposure to the digital assets industry.,2,,1,Active,2018-01-01,year,https://www.arcario.com,https://www.linkedin.com/company/arcario,"Cryptocurrency, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1,Torbjørn Bull Jenssen,1-10,"Early Stage Venture, Seed",For Profit,Made Acquisitions,Public,"12,619"
Huuuge Games,https://www.crunchbase.com/organization/huuuge-games,,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Huuuge Games is a real-time social casual gaming platform.,2,,1,Active,2014-02-01,day,http://www.huuugegames.com,https://www.linkedin.com/company/huuugegames/,"Gaming, Online Games, Social","Community and Lifestyle, Gaming",1,Anton Gauffin,501-1000,,For Profit,Made Acquisitions,Private,"14,906"
Zabka Polska,https://www.crunchbase.com/organization/zabka-polska,,2,,"Poznan, Wielkopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zabka Polska is Poland's leading convenience retailer operating under two brands: Zabka and Freshmarket.,2,,,Active,1998-01-01,year,http://zabka.pl/pl,,"Automotive, Retail, Shopping","Commerce and Shopping, Transportation",1,Mariusz Świtalski,10001+,,For Profit,"Made Acquisitions, Was Acquired",Private,"15,677"
FINTECH Circle,https://www.crunchbase.com/organization/fintech-circle,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Fintech Circle is a financial platform that provides entrepreneurs, investors, and educational academics with fintech-focused solutions.",2,,,Active,2014-01-01,year,https://fintechcircle.com/,https://www.linkedin.com/company/fintech-circle,"Financial Services, FinTech, Funding Platform","Financial Services, Lending and Investments",1,Susanne Chishti,1-10,,For Profit,,Private,"15,908"
Credem Banca,https://www.crunchbase.com/organization/credem-banca,,2,,"Reggio Nell Emilia, Emilia-Romagna, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Credem Banca provides banking services.,2,,1,Active,1910-01-01,year,http://www.credem.it,https://www.linkedin.com/company/credem,"Banking, Financial Services","Financial Services, Lending and Investments",,,5001-10000,,For Profit,,Public,"17,142"
Anthology Fund,https://www.crunchbase.com/organization/anthology-fund,,2,,,,Anthology Fund is a fund created through a partnership between Menlo Ventures and Anthropic.,2,,,Active,,,,,,,,,,,,,Private,"17,711"
Pixelynx,https://www.crunchbase.com/organization/pixelynx,,2,,"Santa Cruz, California, United States","San Francisco Bay Area, West Coast, Western US","Pixelynx develops technology which is focused on blurring lines between music, blockchain and gaming.",2,,,Active,2020-01-01,year,https://pixelynx.io/,https://www.linkedin.com/company/pixelynx1,"Gaming, Information Technology, Music, Software","Gaming, Information Technology, Media and Entertainment, Music and Audio, Software",,,11-50,,For Profit,Was Acquired,Private,"17,924"
FEXCO,https://www.crunchbase.com/organization/fexco,,2,,"Killorglin, Kerry, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",FEXCO is Ireland‘s most successful multinational financial and business solutions provider.,2,,,Active,1981-01-01,year,https://fexco.com/,https://www.linkedin.com/company/fexco,"Business Development, Financial Services, FinTech","Financial Services, Professional Services",1,Brian McCarthy,1001-5000,,For Profit,Made Acquisitions,Private,"18,508"
Spacewalk VC,https://www.crunchbase.com/organization/spacewalk-vc,Venture Capital,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Spacewalk is a VC fund with its own established R&D company: Motius R&D.,2,,1,Active,2022-01-01,year,https://spacewalk.vc/,https://www.linkedin.com/company/spacewalk-deeptech/,,,2,"Daniel Weiss, Zièd Bahrouni",1-10,Seed,,,Private,"19,289"
Yinson GreenTech,https://www.crunchbase.com/organization/yinson-greentech,Corporate Venture Capital,2,,"Salak Selatan, Kuala Lumpur, Malaysia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Yinson GreenTech aims to build a profitable global business that accelerates the transition to a net zero.,2,,1,Active,2020-01-01,year,https://ygt.yinson.com/,https://www.linkedin.com/company/yinsongreentech/,,,,,251-500,Early Stage Venture,For Profit,,Private,"19,783"
Amanotes,https://www.crunchbase.com/organization/amanotes,,2,,"Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",A pioneer in interactive music industry. #1 mobile apps publisher from SEA and #1 music games publisher globally.,2,,2,Active,2014-01-01,year,https://amanotes.com/,https://www.linkedin.com/company/amanotes,"Casual Games, Mobile Apps, Music","Apps, Gaming, Media and Entertainment, Mobile, Music and Audio, Software",2,"Bill Vo, Silver Nguyen",101-250,,For Profit,,Private,"20,721"
Farma Ventures,https://www.crunchbase.com/organization/farma-ventures,"Corporate Venture Capital, Venture Capital",2,,"Belo Horizonte, Minas Gerais, Brazil",Latin America,Venture Builder that focuses on pharmaceutical retail,2,,,Active,2020-03-11,day,https://www.farmaventures.com.br/,https://www.linkedin.com/company/farma-ventures/,"Angel Investment, Pharmaceutical, Retail, Venture Capital","Commerce and Shopping, Financial Services, Health Care, Lending and Investments",1,Paulo Justino,11-50,"Early Stage Venture, Seed",,,Private,"21,189"
Scholl Venture Partner,https://www.crunchbase.com/organization/scholl-venture-partner,Venture Capital,2,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Scholl Venture Partner is a family-founded and family-run investment company.,2,,,Active,2024-01-01,year,https://schollvp.com,https://www.linkedin.com/company/scholl-venture-partner,,,3,"Nils Scholl, Thorsten Scholl, Tim Scholl",1-10,,,,Private,"21,435"
Balnord,https://www.crunchbase.com/organization/balnord,Venture Capital,2,,,,"Great things frequently take time to take off. We think, act, and invest long term",2,,2,Active,,,https://balnord.vc/,https://www.linkedin.com/company/balnord/,,,,,1-10,Seed,,,Private,"21,456"
Fotolia,https://www.crunchbase.com/organization/fotolia,,2,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Fotolia is an image bank that offers a crowdsourced library, which includes royalty-free images, vectors, illustrations and video clips.",2,,,Active,2005-05-21,day,http://www.fotolia.com/,https://www.linkedin.com/company/fotolia/,"Advertising, Mobile Apps, Photo Editing, Photography","Advertising, Apps, Content and Publishing, Media and Entertainment, Mobile, Sales and Marketing, Software",3,"Oleg Tscheltzoff, Patrick Chassany, Thibaud Elziere",251-500,,For Profit,"Made Acquisitions, Was Acquired",Private,"22,905"
ICEO - Venture Builder,https://www.crunchbase.com/organization/iceo,"Angel Group, Micro VC",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","We build software-based, big data-enabled, remote-first companies with a fintech sweet spot.",2,,,Active,2010-06-27,day,https://iceo.co,https://www.linkedin.com/company/iceogroup,"Apps, Big Data, Blockchain, FinTech, Legal Tech, Machine Learning, Mobile Apps, Smart Cities","Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Mobile, Other, Professional Services, Real Estate, Software",3,"Dawid Duniec, Oliwer Kotecki, Wojciech Sroka",101-250,,For Profit,,Private,"24,961"
Get Engaged Media,https://www.crunchbase.com/organization/get-engaged-media,,2,,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Digital Marketing / Influencer Agency,2,,,Active,2016-01-01,year,https://getengagedmedia.com/,https://www.linkedin.com/company/get-engaged-media,"Advertising, Social Media, Social Media Marketing, Web3","Advertising, Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Sales and Marketing",3,"Alex Dermer, Bennett Hiott, Cameron Fordham",51-100,,For Profit,,Private,"26,567"
DEXTools,https://www.crunchbase.com/organization/dextools,,2,,"Pola De Siero, Asturias, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",DEXTools is necessary to access subscription tiers and benefit from unlocking all of the features of the DEXT ecosystem.,2,,,Active,2020-01-01,year,https://www.dextools.io/,https://www.linkedin.com/company/dextoolsapp/,"Apps, Blockchain, Cryptocurrency, Trading Platform","Apps, Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Wael Rajab,11-50,,,,Private,"28,226"
CSVE Ventures,https://www.crunchbase.com/organization/csve-ventures,"Family Investment Office, Venture Capital",2,,,,"CSVE Ventures is a family office investing in leading companies that transform how people live, move and work.",2,,,Active,,,https://csveventures.com/,https://www.linkedin.com/company/csve-ventures/,,,,,1-10,Seed,,,Private,"30,976"
Harjavalta Oy,https://www.crunchbase.com/organization/harjavalta-oy,,2,,"Harjavalta, Western Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Harjavalta Oy is a company.,2,,,Active,,,https://harjavaltagroup.fi/,,,,,,,,,,Private,"31,084"
Scalo Technologies,https://www.crunchbase.com/organization/scalo-technologies,,2,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Scalo is a global technology group focused on enterprise solutions.,2,,1,Active,,,https://www.scalotech.com,https://www.linkedin.com/company/scalo-technologies/about/,,,,,,,For Profit,,Private,"31,365"
Altura Capital,https://www.crunchbase.com/organization/altura-capital,Private Equity Firm,2,,"Coral Gables, Florida, United States","Greater Miami Area, East Coast, Southern US","Altura Capital is an asset management ﬁrm that invests in high-performing minority, women or diverse owned investment ﬁrms.",2,,1,Active,2005-01-01,day,https://www.alturacap.com/,https://www.linkedin.com/company/altura-capital-management/,"Asset Management, Consulting, Financial Services","Financial Services, Professional Services",1,Jay Garcia,1-10,Private Equity,,,Private,"31,663"
Martin Mignot,https://www.crunchbase.com/person/martin-mignot,"Individual/Angel, Investment Partner",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Martin Mignot is the Partner at Index Ventures.,2,,,,,,,http://www.linkedin.com/in/martinmignot,,,,,,,,,,"31,722"
Fastéa Capital,https://www.crunchbase.com/organization/fastéa-capital,Family Investment Office,2,,"Nantes, Pays de la Loire, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fastéa Capital offer companies financing solutions via private debt or investment capital.,2,,,Active,2011-01-01,year,https://www.fastea-capital.fr/,https://www.linkedin.com/company/fastea-capital/?originalSubdomain=in,"Asset Management, Funding Platform","Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"31,833"
Ben Casnocha,https://www.crunchbase.com/person/ben-casnocha,"Individual/Angel, Investment Partner",2,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Ben is cofounder and partner at Village Global, a $270M+ venture capital firm that invests in startup entrepreneurs across a range of catego...",2,,,,,,http://casnocha.com/,http://www.linkedin.com/in/bencasnocha,,,,,,"Early Stage Venture, Seed",,,,"32,208"
Barton Malow Company,https://www.crunchbase.com/organization/barton-malow-company-2,,2,,"Southfield, Michigan, United States","Greater Detroit Area, Great Lakes, Midwestern US",Barton Malow Company is a construction providing service comapnay.,2,,,Active,1924-01-01,year,http://www.bartonmalow.com,https://www.linkedin.com/company/bartonmalow/,Construction,Real Estate,,,1001-5000,,For Profit,,Private,"33,639"
Après-demain,https://www.crunchbase.com/organization/après-demain,,2,,"Lausanne, Vaud, Switzerland","Europe, Middle East, and Africa (EMEA)","Après-demain is an investment banking that operates in life sciences, real estate, private equity, and asset diversification divisions.",2,,1,Active,1979-01-01,year,https://www.apres-demain.com,https://www.linkedin.com/company/apr%C3%A8s-demain-sa/,"Asset Management, Finance, Venture Capital","Financial Services, Lending and Investments",,,11-50,,For Profit,,Private,"33,958"
WomanKind Ventures,https://www.crunchbase.com/organization/womankind-ventures,Angel Group,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","WomanKind Ventures invests in early-stage startups solely for women or non-binary in US, UK and Europe.",2,,,Active,,,https://www.womankindventures.com,https://www.linkedin.com/company/womankind-ventures,,,,,1-10,Seed,,,Private,"34,228"
4CAD Group,https://www.crunchbase.com/organization/4cad-group,,2,,"Bouguenais, Pays de la Loire, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",4CAD Group is an information systems expert for industrial companies.,2,,,Active,2004-01-01,day,http://www.4cad.fr,https://www.linkedin.com/company/4cad-group/,"CRM, Enterprise Resource Planning (ERP), Internet of Things","Information Technology, Internet Services, Sales and Marketing, Software",,,101-250,,For Profit,Made Acquisitions,Private,"34,488"
Haymaker,https://www.crunchbase.com/organization/haymaker-2,,2,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Haymaker is a New York-based PR firm that works with top-tier technology companies, including Eventbrite, HubSpot, Angi, & SoftBank Robotics",2,,,Active,2014-01-01,year,http://haymaker.co,https://www.linkedin.com/company/haymaker-pr,"CRM, Information Technology, Legal, News, Public Relations","Content and Publishing, Information Technology, Media and Entertainment, Professional Services, Sales and Marketing, Software",1,J.J. Colao,11-50,,For Profit,,Private,"34,516"
Cyril Chemla,https://www.crunchbase.com/person/cyril-chemla,Individual/Angel,2,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cyril Chemla - Co-founder & CEO @ ProcessOut,2,,,,,,,https://www.linkedin.com/in/cyrilchemla/,,,,,,,,,,"35,058"
Katja Ruhnke,https://www.crunchbase.com/person/katja-ruhnke,"Individual/Angel, Investment Partner",2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Katja Ruhnke is the CEO & Founder of CK Venture Capital. Katja Ruhnke attended KMM Institute for Culture and Media Management.,2,,,,,,https://www.ck-venture.com/ueber-uns/,https://www.linkedin.com/in/katja-ruhnke-a7ba64196/,,,,,,,,,,"35,546"
3dots,https://www.crunchbase.com/organization/3dots-2d5e,"Accelerator, Venture Capital",2,,"Eminönü, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","3dots is a venture studio that builds businesses converging culture, tech, and impact.",2,,,Active,2018-01-01,year,https://accelerator.3dots.ooo/,https://www.linkedin.com/company/3dotsventures/,"Social Impact, Sustainability, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact, Sustainability",2,"Cagil Ozdemir, Murat Sezgi",1-10,Early Stage Venture,,,Private,"36,955"
DOJUS group,https://www.crunchbase.com/organization/dojus-group,"Corporate Venture Capital, Family Investment Office",2,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)","AgTech, Machinery, Investments",2,,,Active,1993-09-23,day,https://www.dojusgroup.lt/en/,https://www.linkedin.com/company/dojusgroup/,"Agriculture, AgTech, B2B, Forestry, Real Estate, Retail, Wholesale","Agriculture and Farming, Commerce and Shopping, Other, Real Estate",,,251-500,"Convertible Note, Debt, Private Equity, Venture",For Profit,,Private,"37,628"
REYL Group,https://www.crunchbase.com/organization/reyl-cie,"Family Investment Office, Private Equity Firm",2,,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",REYL Group is an independent diversified banking group.,2,,,Active,2008-01-01,year,https://www.reyl.com,https://www.linkedin.com/company/reyl-group,,,1,Dominique Reyl,251-500,Private Equity,For Profit,Made Acquisitions,Private,"37,838"
INTRO Retail & Media,https://www.crunchbase.com/organization/intro-retail-media,Family Investment Office,2,,"Reichenschwand, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",INTRO Retail & Media is a company that specializes in equity-equivalent funding services.,2,,1,Active,2007-01-01,year,https://introverwaltung.de/,,"Advertising, Crowdfunding, Financial Services, Marketing, News, Retail","Advertising, Commerce and Shopping, Content and Publishing, Financial Services, Media and Entertainment, Sales and Marketing",,,1-10,"Early Stage Venture, Seed",For Profit,,Private,"38,025"
Generali France,https://www.crunchbase.com/organization/generali-france-sa,,2,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Generali Group is one of the most significant players in the global insurance and financial products market.,2,,,Active,1831-01-01,day,https://www.generali.fr,https://www.linkedin.com/company/vdfassurances/,"Financial Services, Insurance",Financial Services,,,5001-10000,,For Profit,,Private,"38,591"
Awescode,https://www.crunchbase.com/organization/awescode,,2,,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Awescode is an IT company that specializes in internet marketing, advertising, design, latest software solutions, and research in SEO.",1,,,Active,2017-03-13,day,https://www.awescode.de,https://www.linkedin.com/company/awescode-gmbh,"Advertising, Enterprise Software, Information Services, Information Technology, Marketing, SEO, Software","Advertising, Information Technology, Internet Services, Sales and Marketing, Software",1,Yevhen Lisovenko,11-50,,For Profit,,Private,"38,600"
Solardis Health Ventures,https://www.crunchbase.com/organization/solardis-health-ventures,Venture Capital,2,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Solardis Health Ventures is an investment firm.,2,,2,Active,,,https://www.solardisventures.com,https://www.linkedin.com/company/solardis-health-ventures,,,,,1-10,Seed,,,Private,"38,879"
CADFEM,https://www.crunchbase.com/organization/cadfem-82f3,,2,,"Grafing, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","CADFEM's simulation is more than software, Simulation means innovation, efficiency, precision and sustainability when developing products.",2,,1,Active,1985-01-01,year,https://www.cadfem.net/,https://www.linkedin.com/company/cadfem-gmbh/,"Automotive, Computer, Construction, Electronics, Medical, Software","Consumer Electronics, Hardware, Health Care, Real Estate, Software, Transportation",1,Guenter Mueller,101-250,,For Profit,,Private,"39,730"
AVM Gestioni,https://www.crunchbase.com/organization/avm-gestioni,"Private Equity Firm, Venture Capital",2,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",AVM Gestioni is an investment firm.,2,,1,Active,2016-01-01,year,http://avmgestioni.com/,,"Finance, Financial Services",Financial Services,1,Giovanna Dossena,11-50,"Early Stage Venture, Private Equity",For Profit,,Private,"42,098"
Vasco Pedro,https://www.crunchbase.com/person/vasco-calais-pedro,Individual/Angel,2,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Dr. Vasco Pedro is the co-founder and CEO of Unbabel. He owns the vision, overall business strategy and sets the direction for Unbabel’s pro...",2,,,,,,,https://www.linkedin.com/in/vascopedro/,,,,,,,,,,"42,415"
Romande Energie Cooperate Venture Capital,https://www.crunchbase.com/organization/romande-energie-cooperate-venture-capital,Venture Capital,2,,"Morges, Vaud, Switzerland","Europe, Middle East, and Africa (EMEA)",Romande Energie Cooperate Venture Capital is an investment firm.,2,,2,Active,,,https://www.romande-energie.ch/,,,,,,1001-5000,Seed,,,Private,"42,472"
ETO Gruppe,https://www.crunchbase.com/organization/eto-gruppe,,2,,"Stockach, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","ETO Gruppe manufactures, develops and distributes vehicle components such as electromagnetic valves, actuators, sensors and modules.",2,,1,Active,1948-01-01,year,https://www.etogruppe.com/en/,https://www.linkedin.com/company/etogruppe/,"Automotive, Industrial Automation, Industrial Manufacturing, Manufacturing","Manufacturing, Science and Engineering, Transportation",2,"Couple Christa, Hermann Laur",1001-5000,,For Profit,,Private,"42,824"
Nile HQ,https://www.crunchbase.com/organization/nile-hq,,2,,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)",Nile HQ is a forward thinking strategic design team bringing the future of human connections to life.,2,,2,Active,2006-01-01,day,https://nilehq.com/,https://www.linkedin.com/company/nilehq/,"Personal Branding, UX Design","Design, Sales and Marketing",1,Sarah Ronald,11-50,,For Profit,Made Acquisitions,Private,"43,506"
Kluz Ventures,https://www.crunchbase.com/organization/kluz-ventures,"Fund Of Funds, Venture Capital",2,,"Rockville, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",A privately held firm investing in the next generation of disruptive technologies across private (early & growth stage) and public markets.,2,,,Active,2010-01-01,year,https://www.kluzventures.com,https://www.linkedin.com/company/kluz-ventures,,,1,Artur Kluz,1-10,Seed,,,Private,"43,561"
Alex Shevchenko,https://www.crunchbase.com/person/alex-shevchenko,Individual/Angel,2,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Alex Shevchenko is the Co-Founder and Product Manager at Grammarly. He attended the University of Toronto - Rotman School of Management.,2,,,,,,,https://www.linkedin.com/in/shevchenkoalex,,,,,,,,,,"43,617"
Smartech Capital,https://www.crunchbase.com/organization/smartech-capital,Venture Capital,2,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",They invest in technology companies creating innovative products with global ambition,2,,,Active,2017-01-01,year,http://www.smartechcapital.com/en/,https://www.linkedin.com/company/smartechcapital/,,,1,Oriol Lobo,1-10,"Early Stage Venture, Seed",,,Private,"44,170"
Agmis,https://www.crunchbase.com/organization/agmis,,2,,"Kaunas, Kauno Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Agmis is a leading Baltic software development house with a dedicated product spinoff EasyFlow and a Salesforce consultancy Bluelark.,2,,,Active,2007-01-01,year,http://agmis.com,https://www.linkedin.com/company/agmis,"Apps, Artificial Intelligence (AI), Computer Vision, CRM, Machine Learning, Software","Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",2,"Inga Globe, Saulius Kaukenas",51-100,,For Profit,,Private,"44,779"
Mana Impact,https://www.crunchbase.com/organization/mana-impact,"Private Equity Firm, Venture Capital",2,,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Mana Impact is an impact investment firm based in Singapore and Hong Kong. We focus on investments in the Circular and Regenerative system.,2,,,Active,,,https://www.manaimpact.com/,https://www.linkedin.com/company/mana-impact-partners/,,,2,"Chen Zhu, Patti Chu",1-10,Early Stage Venture,,,Private,"45,105"
Cannonball Capital,https://www.crunchbase.com/organization/cannonball-capital,Private Equity Firm,2,,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cannonball Capital is an investment office established by finance and industry professionals.,1,,2,Active,2011-01-01,year,http://cannonballgroup.com/en/,https://www.linkedin.com/company/cannonball-group/,,,,,11-50,Seed,,,Private,"45,140"
