Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
LAUNCH,https://www.crunchbase.com/organization/launch-co,"Accelerator, Angel Group, Venture Capital",605,58,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Support founders and inspire innovation,392,3,169,Active,2011-01-01,year,http://launch.co,https://www.linkedin.com/company/launch-calacanis/,"Digital Media, Email Marketing, Events, Incubators, News, Venture Capital","Content and Publishing, Events, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing",1,Jason Calacanis,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"1,284"
Unpopular Ventures,https://www.crunchbase.com/organization/unpopular-ventures,"Syndicate, Venture Capital",588,18,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","We invest in the best companies, off the beaten path. Note: we are very active, making 30-40 investments per quarter. CB not up to date.",459,,9,Active,2019-01-01,day,https://www.unpopular.vc,https://www.linkedin.com/company/unpopular-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Peter Livingston,1-10,"Early Stage Venture, Seed",,,Private,"21,253"
Initialized Capital,https://www.crunchbase.com/organization/initialized-capital,Venture Capital,541,106,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Initialized Capital is an early-stage VC firm focused on helping software engineers and designers with their first seed checks.,321,7,153,Active,2012-01-01,year,http://www.initialized.com,https://www.linkedin.com/company/initialized-capital,"Finance, Financial Services, Impact Investing, Software, Venture Capital","Financial Services, Lending and Investments, Software",3,"Alexis Ohanian, Garry Tan, Harjeet Taggar",11-50,"Crowdfunding, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,117"
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,329,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,639"
Orbit Startups,https://www.crunchbase.com/organization/orbit-startups,"Accelerator, Venture Capital",452,17,,,"Orbit is a VC firm focused on tech companies in emerging markets, aiming to digitize traditional industries and raise standards of living.",406,,23,Active,2015-01-01,day,https://orbitstartups.com,https://www.linkedin.com/company/orbitstartups/,,,2,"Oscar Ramos, William Bao Bean",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,704"
Octopus Ventures,https://www.crunchbase.com/organization/octopus-ventures,Venture Capital,445,64,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Octopus Ventures is a venture capital firm that offers support to companies at various stages of their journey, from idea conception to IPO.",293,6,245,Active,2008-01-01,year,http://www.octopusventures.com,https://www.linkedin.com/company/octopus-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,54
Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,Venture Capital,442,89,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Balderton Capital is a venture capital investor that supports technology businesses.,241,12,198,Active,2000-01-01,year,http://www.balderton.com,https://www.linkedin.com/company/balderton-capital_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,Private,"1,260"
Everywhere Ventures,https://www.crunchbase.com/organization/everywhere-ventures,Venture Capital,426,15,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Everywhere Ventures is a venture capital firm that focuses on investing in early-stage technology companies.,337,,6,Active,2017-01-01,year,https://everywhere.vc,https://www.linkedin.com/company/28142574/admin/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Adam Carver, Jenny Fielding, Katie Hunt, Matthew Brimer, Scott Hartley",11-50,Early Stage Venture,,,Private,155
Animoca Brands,https://www.crunchbase.com/organization/animoca-brands-corporation,Venture Capital,408,17,"Cyberport, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Animoca Brands is a metaverse and gaming company focused on driving digital property rights through NFTs.,370,6,156,Active,2014-01-01,year,https://www.animocabrands.com,https://www.linkedin.com/company/animoca-brands,"Apps, Blockchain, Casual Games, Developer Platform, Metaverse, Video Games","Apps, Blockchain and Cryptocurrency, Gaming, Media and Entertainment, Other, Software",1,Yat Siu,101-250,,For Profit,Made Acquisitions,Delisted,"2,387"
EIC Accelerator,https://www.crunchbase.com/organization/eic-accelerator,Accelerator,344,6,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",The EIC Accelerator is a Horizon Europe funding programme that provides assistance to start-ups and SMEs,234,2,323,Active,1958-01-01,year,https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en,https://www.linkedin.com/company/european-commission,,,,,10001+,"Grant, Seed",,,Private,"18,947"
Tenity,https://www.crunchbase.com/organization/tenity,"Accelerator, Entrepreneurship Program, Incubator, Venture Capital",327,11,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Tenity is an innovation ecosystem and early-stage investor powering the future of finance.,316,1,293,Active,2015-01-01,year,https://www.tenity.com,https://www.linkedin.com/company/tenity,"Finance, Financial Services, FinTech, Incubators, InsurTech, Mobile Payments, Payments, Venture Capital","Financial Services, Lending and Investments, Mobile, Payments, Software",1,Andreas Iten,101-250,"Convertible Note, Early Stage Venture, Seed",For Profit,Made Acquisitions,Private,"6,575"
Northzone,https://www.crunchbase.com/organization/northzone-ventures,Venture Capital,317,51,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Northzone is a multi-stage venture capital fund that seeks to invest in various sectors.,172,11,135,Active,1996-01-01,year,http://www.northzone.com,http://www.linkedin.com/company/northzone,"Business Development, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",4,"Bjorn Stray, Ingar Ostby, Karl-Christian Agerup, Tellef Thorleifsson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,125
Sting,https://www.crunchbase.com/organization/stockholm-innovation-and-growth,"Accelerator, Incubator",308,25,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sting enables talented people to turn their ideas into sustainable businesses.,297,3,160,Active,2002-02-01,day,http://www.sting.co,http://www.linkedin.com/company/108052,"Finance, Incubators, Information Technology","Financial Services, Information Technology, Lending and Investments",2,"Charlena Radic, Pär Hedberg",11-50,Seed,,,Private,"6,937"
Creandum,https://www.crunchbase.com/organization/creandum,Venture Capital,274,40,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Creandum is an early-stage venture capital firm focusing on technology companies within the consumer, software, and hardware industries.",147,5,105,Active,2003-01-01,year,http://www.creandum.com,http://www.linkedin.com/company/creandum,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Staffan Helgesson, Stefan Lindeberg",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,72
Springcamp,https://www.crunchbase.com/organization/spring-camp,"Accelerator, Venture Capital",267,4,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),Springcamp is a venture capital company that provides funding for early-stage companies.,206,,70,Active,2015-12-01,day,http://springcamp.co,https://www.linkedin.com/company/springcamp/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Seed",,,Private,"64,543"
Rockstart,https://www.crunchbase.com/organization/rockstart-accelerator,"Accelerator, Venture Capital",256,13,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Rockstart is an early stage investor that empowers purpose-driven founders across Energy, AgriFood and EmergingTech",215,,49,Active,2011-07-01,day,http://www.rockstart.com/,https://www.linkedin.com/company/rockstart,"Agriculture, AgTech, Clean Energy, Food Processing, Information Technology, Renewable Energy","Agriculture and Farming, Energy, Food and Beverage, Information Technology, Sustainability",5,"Don Ritzen, Hans Paul Pizzinini, Koen Wagemakers, Oscar Kneppers, Rune Theill",11-50,"Early Stage Venture, Seed",,,Private,580
Scott Belsky,https://www.crunchbase.com/person/scott-belsky,Individual/Angel,245,50,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Scott Belsky is currently a Partner at A24, where he leads technology and innovation projects. He previously served as the Chief Strategy Of...",228,5,5,,,,https://www.scottbelsky.com,https://www.linkedin.com/in/scottbelsky,,,,,,"Early Stage Venture, Seed",,,,"11,925"
EIT InnoEnergy,https://www.crunchbase.com/organization/kic-innoenergy,"Accelerator, Venture Capital",242,7,"Eindhoven, Noord-Brabant, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",EIT InnoEnergy is an environmental services company that provides catalysing and accelerating energy transitions.,153,3,73,Active,2010-01-01,day,http://www.innoenergy.com,https://www.linkedin.com/school/eitinnoenergy,"Clean Energy, Energy, Energy Efficiency, Energy Management","Energy, Sustainability",2,"Diego Pavía, Elena Bou",251-500,"Early Stage Venture, Seed",For Profit,,Private,"5,309"
Chalmers Ventures AB,https://www.crunchbase.com/organization/chalmers-ventures,Venture Capital,242,14,"Göteborg, Vastra Gotaland, Sweden","European Union (EU), Nordic Countries, Scandinavia","Chalmers Ventures is a Swedish firm that specializes in coaching, financing, and business development.",110,5,113,Active,2015-01-01,year,http://www.chalmersventures.com/,https://www.linkedin.com/company/chalmers-ventures,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Mats Lundqvist, Sören Sjölander",11-50,"Early Stage Venture, Seed",,,Private,"16,617"
Cherry Ventures,https://www.crunchbase.com/organization/cherry-ventures,Venture Capital,234,18,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Cherry Ventures is a seed fund, founded by entrepreneurs with substantial experience in building fast-scaling technology companies.",138,1,85,Active,2013-01-01,day,http://www.cherry.vc,https://www.linkedin.com/company/cherry-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Christian Meermann, Daniel Glasner, Filip Felician Dames",11-50,"Early Stage Venture, Seed",,,Private,59
NGC Ventures,https://www.crunchbase.com/organization/neo-global-capital-ngc,"Fund Of Funds, Venture Capital",229,5,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",NGC Ventures is a venture capital firm that invests in inspiring projects related to blockchain.,215,1,41,Active,2017-12-13,day,http://ngc.fund,https://www.linkedin.com/company/ngcventures,"Blockchain, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",5,"Piyush Chaplot, Roger Lin, Tony Gu, Tony Tao, Wayne Zhu",11-50,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,"2,190"
Charlie Songhurst,https://www.crunchbase.com/person/charlie-songhurst,Individual/Angel,229,37,"Kirkland, Washington, United States","Greater Seattle Area, West Coast, Western US","Charles Songhurst  is a founding partner of Katana Capital, a long-short equity hedge fund. He also runs the Songhurst Group, which holds as...",215,2,1,,,,,https://www.linkedin.com/in/charlessonghurst/,,,,,,Seed,,,,"10,816"
Gokul Rajaram,https://www.crunchbase.com/person/gokul-rajaram,"Individual/Angel, Investment Partner",226,23,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Gokul Rajaram is a founding partner at Marathon Management Partners.,208,,11,,,,,http://www.linkedin.com/in/gokulrajaram1,,,,,,Seed,,,,"16,496"
EQT Ventures,https://www.crunchbase.com/organization/eqtventures,Venture Capital,224,22,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",EQT Ventures provides support and capital to bold and ambitious founders on their journeys to global success.,130,1,130,Active,2016-01-01,year,https://eqtventures.com,https://www.linkedin.com/company/eqt-ventures,"Finance, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",3,"Hjalmar Winbladh, Kees Koolen, Lars Jörnow",11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private,117
Industrifonden,https://www.crunchbase.com/organization/industrifonden,Venture Capital,211,34,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Industrifonden is a venture capital firm that focuses on early stage technology and life science companies with international potential.,128,11,77,Active,1979-01-01,year,http://www.industrifonden.com,http://www.linkedin.com/company/industrifonden,"Biotechnology, Finance, Financial Services, Management Consulting, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Professional Services, Science and Engineering",,,11-50,"Early Stage Venture, Seed",,,Private,"20,065"
Heartcore Capital,https://www.crunchbase.com/organization/heartcore-capital,Venture Capital,210,23,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Heartcore is a venture capital firm that invests in companies that use technology to change people's lives for the better.,104,2,58,Active,2007-01-01,year,https://www.heartcore.com/,https://www.linkedin.com/company/heartcorecapital/about/,"Finance, Financial Exchanges, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Christian Jepsen, Jimmy Nielsen",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,436"
Lakestar,https://www.crunchbase.com/organization/lakestar,Venture Capital,194,29,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Lakestar is a venture capital firm investing in technology companies led by exceptional entrepreneurs.,122,6,67,Active,2012-01-01,year,http://www.lakestar.com,http://www.linkedin.com/company/lakestar-lp,"FinTech, Real Estate, Telecommunications","Financial Services, Hardware, Real Estate",1,Klaus Hommels,11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,662
Passion Capital,https://www.crunchbase.com/organization/passion-capital,Micro VC,184,25,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Passion Capital is a London based pre-seed fund investing across AI, FinTech & RiskTech",95,,42,Active,2011-03-28,day,https://www.passioncapital.com/,http://www.linkedin.com/company/passion-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Eileen Burbidge, Robert Dighero, Stefan Glänzer",1-10,"Early Stage Venture, Seed",,,Private,"1,822"
YZi Labs,https://www.crunchbase.com/organization/binance-labs-b05e,"Incubator, Venture Capital",179,1,"Birkirkara, NA - Malta, Malta","European Union (EU), Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)","YZi Labs identifies, invests, and empowers viable blockchain entrepreneurs, startups, and communities.",162,,115,Active,2017-01-01,year,https://www.yzilabs.com,https://www.linkedin.com/company/binancelabs,"Blockchain, Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",4,"Changpeng Zhao, Christy Choi, Marko Henrico, Tyler Z.",1-10,"Seed, Venture",,,Private,190
Valar Ventures,https://www.crunchbase.com/organization/valar-ventures,Venture Capital,177,24,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Valar Ventures is a venture capital firm that invests in technology companies.,88,2,107,Active,2010-10-01,day,http://www.valarventures.com,http://www.linkedin.com/company/valar-ventures-management-llc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Andrew McCormack, James Fitzgerald, Peter Thiel",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,874"
Propel Capital,https://www.crunchbase.com/organization/propel-capital,Angel Group,164,9,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Propel Capital is the investment arm of Sting, the leading eco system for startups in the Nordics.",147,,11,Active,2014-08-01,day,https://sting.co/propel-capital/,https://www.linkedin.com/company/propel-capital-ab/about/,"Angel Investment, Asset Management, Finance","Financial Services, Lending and Investments",1,Pär Hedberg,1-10,Seed,,,Private,"18,389"
Nauta Capital,https://www.crunchbase.com/organization/nauta-capital,Venture Capital,161,27,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Nauta Capital is a pan-European Venture Capital firm investing in early stage B2B software companies.,95,,86,Active,2004-01-01,year,http://www.nautacapital.com,https://www.linkedin.com/company/nautacapital,"B2B, Finance, Software, Venture Capital","Financial Services, Lending and Investments, Other, Software",4,"Carles Ferrer, Daniel Sanchez, Dominic Endicott, Jordi Vinas",11-50,"Early Stage Venture, Seed, Venture",,,Private,"11,289"
Inventure,https://www.crunchbase.com/organization/inventure-oy,Venture Capital,159,19,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Inventure is a venture fund that specializes in helping its portfolio companies with talent and expansion.,99,,77,Active,2005-01-01,year,https://inventure.vc/,https://www.linkedin.com/company/inventure/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Kevin Lösch, Sami Lampinen, Timo Tirkkonen",11-50,"Early Stage Venture, Seed",,,Private,"1,065"
IA Ventures,https://www.crunchbase.com/organization/ia-ventures,Venture Capital,155,31,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",IA Ventures is a venture capital firm that specializes in seed-stage investments and the fintech sector.,83,6,41,Active,2010-01-01,year,http://www.iaventures.com,http://www.linkedin.com/company/ia-ventures,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Brad Gillespie, Roger Ehrenberg",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"9,252"
Third Kind Venture Capital,https://www.crunchbase.com/organization/high-line-venture-partners,Venture Capital,150,25,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Third Kind Venture Capital is a venture capital fund focused on early-stage investments.,115,,11,Active,2010-01-01,year,http://www.3kvc.com,,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Shana Fisher,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"10,198"
