Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
4impact,https://www.crunchbase.com/organization/4impact,Venture Capital,23,,"The Hague, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture capital fund investing in European digital tech4good ventures,17,,13,Active,2019-01-01,year,https://www.4impact.vc/,https://linkedin.com/company/4impactvc,,,2,"Ali Najafbagy, Pauline Wink-Zaanen",1-10,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"4,160"
VERSO Capital,https://www.crunchbase.com/organization/versoholdings,"Corporate Venture Capital, Hedge Fund, Private Equity Firm, Venture Capital",23,3,"Luxembourg, Luxembourg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Merchant Banking Boutique for UHNW and Institutional Clients since 1958,17,2,8,Active,1958-08-01,day,https://www.versoholdings.com/,https://www.linkedin.com/company/versocapital/?originalSubdomain=de,"Artificial Intelligence (AI), Construction, Consumer Software, Enterprise Software, Financial Services, FinTech, Real Estate, Real Estate Investment, Retail Technology, Software","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Real Estate, Science and Engineering, Software",1,Julien Machot,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",For Profit,,Private,"4,763"
Eka Ventures,https://www.crunchbase.com/organization/eka-ventures,Venture Capital,23,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Eka Ventures invests in companies building a more healthy, sustainable and inclusive economy.",14,,10,Active,2018-01-01,year,https://ekavc.com/,https://www.linkedin.com/company/eka-ventures,,,2,"Camilla Dolan, Jon Coker",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"5,254"
Scale Capital,https://www.crunchbase.com/organization/scale-capital,Venture Capital,23,3,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Scale Capital is a Danish venture fund investing €1-4M in Nordic B2B tech startups at Seed/Series A and helping them win in the US.,20,1,12,Active,2012-03-01,day,http://www.scalecapital.com,https://www.linkedin.com/company/scale-capital?trk=top_nav_home,"Industrial, Information Technology, Internet, Manufacturing, Marketing, Software","Information Technology, Internet Services, Manufacturing, Sales and Marketing, Software",2,"Kenneth Grunow, Lars Jensen",11-50,"Convertible Note, Debt, Early Stage Venture, Grant, Secondary Market, Seed, Venture",,,Private,"5,878"
Asterion Ventures,https://www.crunchbase.com/organization/asterion-ventures,Venture Capital,23,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Asterion Ventures is dedicated to pre-seed and seed for impact and climate tech startups.,19,,15,Active,2021-01-01,year,https://www.asterionventures.com/,https://www.linkedin.com/company/asterionventures/,,,,,1-10,Early Stage Venture,,,Private,"7,029"
Da Vinci Capital,https://www.crunchbase.com/organization/da-vinci-capital-management-ltd,"Private Equity Firm, Venture Capital",23,8,"St. Peter Port, NA - Guernsey, Guernsey","Europe, Middle East, and Africa (EMEA)","Da Vinci Capital Management focuses on alternative investments, private equity, and structured products.",22,5,8,Active,2007-01-01,year,http://www.dvcap.com,https://in.linkedin.com/company/da-vinci-capital-management,"Asset Management, Venture Capital, Wealth Management","Financial Services, Lending and Investments",1,Oleg Jelesko,11-50,"Post-Ipo, Private Equity",,,Private,"7,121"
Ecliptic Capital,https://www.crunchbase.com/organization/ecliptic-capital,Venture Capital,23,1,"Austin, Texas, United States",Southern US,"Ecliptic Capital is an early-stage innovation fund, focused on value creation, founded by serial entrepreneurs and professional investors.",16,,14,Active,2018-01-01,day,https://www.ecliptic.capital/,https://www.linkedin.com/company/eclipticcapital/about/,Venture Capital,"Financial Services, Lending and Investments",3,"Adam Lipman, Mike W. Erwin, William Hurley",11-50,"Early Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,"7,415"
Qatar Development Bank,https://www.crunchbase.com/organization/qatar-development-bank,Investment Bank,23,1,"Doha, Ad Dawhah, Qatar","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Qatar Development Bank is a Banking and Financial Sector.,18,,8,Active,1997-01-01,year,http://www.qdb.qa,https://www.linkedin.com/company/qatar-development-bank,"Banking, Consulting, Consumer Lending, Finance, Financial Services","Financial Services, Lending and Investments, Professional Services",1,Abdulaziz Bin Nasser Al-Khalifa,501-1000,"Early Stage Venture, Seed",,,Private,"7,766"
Companisto,https://www.crunchbase.com/organization/companisto,Angel Group,23,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Companisto is an equity crowdinvesting platform for startups.,22,,13,Active,2012-06-01,month,https://www.companisto.com,https://www.linkedin.com/company/companisto/,"Angel Investment, Crowdfunding, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"David Rhotert, Tamo Zwinge",11-50,Early Stage Venture,For Profit,,Private,"8,093"
Sabancı Ventures,https://www.crunchbase.com/organization/sabancı-ventures,Venture Capital,23,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Sabancı Ventures is an investment arm that invests in technology and innovation-based companies in different sectors.,17,,11,Active,2020-01-01,day,https://www.sabanciventures.com/,https://www.linkedin.com/company/sabanci-holding,,,,,1-10,Early Stage Venture,,,Private,"8,392"
The Untitled Venture Company,https://www.crunchbase.com/organization/the-untitled-venture-company,Venture Capital,23,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",The Untitled is a venture capital company based in California that finances seed and early stage companies.,19,,8,Active,2011-01-01,year,https://www.theuntitled.vc/,https://www.linkedin.com/company/the-untitled-ventures/,Financial Services,Financial Services,1,Igor Lutz,1-10,"Early Stage Venture, Seed",,,Private,"8,484"
EUREKA! Venture SGR,https://www.crunchbase.com/organization/eureka-venture,Venture Capital,23,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","EUREKA! Venture SGR is an Italian venture capital AIFM, authorized by Bank of Italy",16,,9,Active,2019-03-20,day,http://www.eurekaventure.it/,https://www.linkedin.com/company/eureka-venture/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Anna Amati, Stefano Peroncini",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,891"
Kale United,https://www.crunchbase.com/organization/kale-invest,"Corporate Venture Capital, Venture Capital",23,2,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Kale United invests in vegan startups.,19,,2,Active,2018-01-01,year,http://kaleunited.com/,https://www.linkedin.com/company/kaleunited/,"Angel Investment, Finance, GreenTech, Incubators, Venture Capital","Financial Services, Lending and Investments, Sustainability",1,Måns Ullerstam,1-10,"Crowdfunding, Early Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Private,"9,244"
Metier Private Equity,https://www.crunchbase.com/organization/metier-private-equity,Private Equity Firm,23,5,"Gauteng, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)","Metier uses its deal-making skills and capital to partner entrepreneurs, helping them to realise value and fulfil their strategic ambitions.",21,1,7,Active,2004-01-01,year,http://www.metier.co.za/,https://www.linkedin.com/company/metier_3,"Financial Services, Impact Investing, Legal","Financial Services, Lending and Investments, Professional Services",3,"Anthony Hewat, Paul Botha, Thierry Dalais",11-50,Private Equity,,Made Acquisitions,Private,"9,499"
Joa Capital,https://www.crunchbase.com/organization/joa-capital,Venture Capital,23,,"Az Zahra', Ar Riyad, Saudi Arabia","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Joa Capital invests in companies that make a difference of the world at the intersection of finance, technology, and infrastructure.",18,,4,Active,2020-01-01,year,https://www.joa.capital,https://www.linkedin.com/company/joa-capital,,,,,1-10,"Early Stage Venture, Seed",,,Private,"10,502"
twozero Ventures,https://www.crunchbase.com/organization/twozero-ventures,Venture Capital,23,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","twozero Ventures invests in Sports, Media and Entertainment Startups",16,,8,Active,2020-01-01,year,https://www.twozero.vc/,https://www.linkedin.com/company/two-zero-ventures/,,,2,"Ali Akcay, Yigit Arslan",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"11,396"
Indiegogo,https://www.crunchbase.com/organization/indie-gogo,,23,4,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Indiegogo is a crowdfunding platform that empowers people around the world to fund projects that matter to them.,22,,7,Active,2008-01-14,day,http://www.indiegogo.com,http://www.linkedin.com/company/indiegogo,"Crowdfunding, Finance, FinTech, Funding Platform, Hedge Funds","Financial Services, Lending and Investments",3,"Danae Ringelmann, Eric Schell, Slava Rubin",101-250,,For Profit,Made Acquisitions,Private,"11,945"
Extension Fund,https://www.crunchbase.com/organization/the-extension-fund-scr-pyme,"Venture Capital, Venture Debt",23,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Extension Fund is a hybrid fund investing in Spanish early-stage technological companies through Venture Debt and Convertible Notes,18,,3,Active,2021-01-01,year,https://www.extensionfund.com/,https://es.linkedin.com/company/extension-fund,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Ignacio Moro,1-10,"Convertible Note, Debt, Early Stage Venture, Seed",,,Private,"11,954"
Millhouse,https://www.crunchbase.com/organization/millhouse-capital,Family Investment Office,23,4,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Millhouse is a listed international diversified funds management business with its securities quoted on Deutsche Börse.,22,1,4,Active,2006-04-01,month,http://www.millhouse.co,https://www.linkedin.com/company/millhouse-inc.-plc/,"Financial Services, Hedge Funds, Venture Capital","Financial Services, Lending and Investments",1,Roman Abramovich,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",For Profit,,Private,"12,237"
Cornerstone Ventures,https://www.crunchbase.com/organization/cornerstone-ventures-基石創投,Venture Capital,23,,"Taipei, T'ai-pei, Taiwan",Asia-Pacific (APAC),"Cornerstone Ventures is a Taiwan-based venture capital firm with a focus on Internet, digitization, and artificial intelligence.",17,,10,Active,2018-10-30,day,https://cornerstonevc.tw/,https://www.linkedin.com/company/cornerstone-ventures-%E5%9F%BA%E7%9F%B3%E5%89%B5%E6%8A%95/,,,2,"Brandon Chiang, TP Lin",1-10,Early Stage Venture,,,Private,"12,733"
GreenTec Capital Partners,https://www.crunchbase.com/organization/greentec-capital-partners,Venture Capital,23,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GreenTec Capital Partners is a long-term investor that joins forces with startups from the proof of concept stage onwards and SMEs.,20,,18,Active,2015-01-01,year,http://www.greentec-capital.com,https://www.linkedin.com/company/10037097/,"Business Development, Financial Services, Social Network, Venture Capital","Financial Services, Internet Services, Lending and Investments, Professional Services",2,"Erick Yong, Thomas Festerling",11-50,"Debt, Early Stage Venture, Seed, Venture",,,Private,"13,265"
Itnig,https://www.crunchbase.com/organization/itnig,"Angel Group, Co-Working Space, Private Equity Firm",23,4,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Itnig is a tech startup hub with an early-stage fund and a coworking space in Barcelona.,18,,5,Active,2011-01-01,year,http://itnig.net,http://www.linkedin.com/company/itnig,"Business Development, Recruiting",Professional Services,2,"Bernat Farrero, Roger Campos",1-10,Seed,,,Private,"13,429"
GLOCAL,https://www.crunchbase.com/organization/glocal-agtech,"Accelerator, Co-Working Space, Entrepreneurship Program, Micro VC, Startup Competition, Venture Capital",23,,"Rosario, Santa Fe, Argentina",Latin America,We are the first Certified B Corp AgriFoodTech Acceleration Fund worldwide.,18,,4,Active,2016-04-16,day,http://www.glocalmanagers.com,https://ar.linkedin.com/company/glocal-managers,"AgTech, Aquaculture, Farming, Food Delivery, Impact Investing, Internet of Things, Logistics, Nutrition, Organic Food, Wellness","Agriculture and Farming, Financial Services, Food and Beverage, Health Care, Internet Services, Lending and Investments, Transportation",2,"Bernardo Milesy, Julieta Sabatini",1-10,"Early Stage Venture, Seed, Venture",,,Private,"13,572"
IDEO,https://www.crunchbase.com/organization/ideo,,23,7,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",IDEO is a global design and innovation consultancy firm providing design-based marketing solutions for the public and private sectors.,21,1,4,Active,1978-01-01,year,http://www.ideo.com,http://www.linkedin.com/company/ideo,"Consulting, Human Computer Interaction, Product Design","Design, Professional Services, Science and Engineering",3,"Dan Elitzer, David Kelley, Dean Hovey",501-1000,,For Profit,Made Acquisitions,Private,"14,180"
Satori Capital,https://www.crunchbase.com/organization/satori-capital,Private Equity Firm,23,4,"Dallas, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Satori Capital invest in aligned private companies and help them grow - this is our life's work.,21,2,7,Closed,2008-01-01,year,http://www.satoricapital.com,https://www.linkedin.com/company/satori-capital,"Biotechnology, Financial Services, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",,,11-50,"Private Equity, Venture",,Made Acquisitions,Private,"14,767"
4BIO Capital,https://www.crunchbase.com/organization/4bio-capital-partners,Venture Capital,23,7,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",4BIO Capital is a specialist fund focused on investing in and building early stage advanced therapy companies,18,5,9,Active,2014-12-01,day,http://www.4biocapital.com,https://www.linkedin.com/company/4bio-capital-partners,Genetics,"Biotechnology, Health Care",2,"Andrew Kozlov, Dmitry Kuzmin",11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed",,,Private,"14,981"
Alsace Business Angels,https://www.crunchbase.com/organization/alsace-business-angels,"Angel Group, Venture Capital",23,1,"Illkirch-graffenstaden, Alsace, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alsace Business Angels is a French angel investment firm that offers business development services.,22,,10,Active,2006-01-01,year,http://www.alsacebusinessangels.com/,https://www.linkedin.com/company/alsace-business-angels/,Finance,Financial Services,,,11-50,"Early Stage Venture, Seed",,,Private,"15,911"
SVB Financial Group,https://www.crunchbase.com/organization/svb-financial-group,Investment Bank,23,7,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","SVB Financial Group offers banking, asset management, wealth management, investment services, and funds management services.",21,1,11,Active,1983-01-01,year,https://www.svb.com,https://www.linkedin.com/company/svb-financial-group,"Asset Management, Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Bill Biggerstaff, Robert Medearis",5001-10000,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Delisted,"16,097"
Finaves,https://www.crunchbase.com/organization/finaves-s-c-r,Venture Capital,23,4,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Finaves, a venture capital firm, specializes in seed, startup, early venture, and mezzanine investments in tech and internet companies.",22,,4,Active,2000-01-01,year,http://www.iese.edu/en/companies-institutions/supporting-startups/finaves/,https://www.linkedin.com/company/iese-business-school,,,1,Pedro Nueno,1-10,"Early Stage Venture, Seed, Venture",,,Private,"16,381"
Interface Capital,https://www.crunchbase.com/organization/interface-capital,Venture Capital,23,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Interface Capital is a venture capital firm.,21,,5,Active,2022-01-01,year,http://www.interfacecap.com,https://www.linkedin.com/company/interface-capital/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"16,620"
Carbide Ventures,https://www.crunchbase.com/organization/carbide-ventures,Venture Capital,23,2,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Carbide Ventures is a venture capital firm focused on early stage technology startups,19,,10,Active,2021-01-01,year,https://www.carbideventures.com,https://www.linkedin.com/company/carbideventures/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"19,177"
PPF Group,https://www.crunchbase.com/organization/ppfgroup,Private Equity Firm,23,6,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","PPF Group invests into multiple market segments across Europe, Russia, the US and Asia.",13,3,15,Active,1991-01-01,year,https://www.ppfgroup.nl/,https://www.linkedin.com/company-beta/11956/,Finance,Financial Services,1,Petr Kellner,501-1000,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",,Made Acquisitions,Private,"19,921"
Apollo Projects,https://www.crunchbase.com/organization/apollo-project,Venture Capital,23,1,"Greenville, South Carolina, United States","East Coast, Southern US",Apollo Projects is an early-stage fund that invests in moonshots.,23,1,6,Active,2021-07-11,day,http://www.apolloprojects.com,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Jack Altman, Max Altman, Sam Altman",1-10,"Early Stage Venture, Seed, Venture",,,Private,"20,082"
DOMiNO Ventures,https://www.crunchbase.com/organization/domino-ventures,Venture Capital,23,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","DOMiNO Ventures is a venture capital fund focusing on high-tech, pure-digital and first-day global startups.",20,,5,Active,2022-01-01,year,https://dominovc.com,https://www.linkedin.com/company/domino-vc,"CleanTech, Cyber Security, EdTech, FinTech, Health Care, Human Resources, Life Science, SaaS","Administrative Services, Biotechnology, Education, Financial Services, Health Care, Information Technology, Privacy and Security, Science and Engineering, Software, Sustainability",2,"Mustafa Kopuk, Yagiz Karadeniz",11-50,"Early Stage Venture, Seed, Venture",,,Private,"20,144"
Abac Nest,https://www.crunchbase.com/organization/abac-nest,Venture Capital,23,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Abac Nest is a venture capital vehicle investing in seed-stage companies in Spain.,17,,2,Active,2017-01-01,year,http://www.abacnest.com,https://www.linkedin.com/company/abacnest,"Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Borja Martinez de la Rosa, Ruben Bonet",1-10,"Early Stage Venture, Seed",,,Private,"20,557"
Desai Ventures,https://www.crunchbase.com/organization/desai-ventures,Family Investment Office,23,2,"Ahmedabad, Gujarat, India",Asia-Pacific (APAC),Desai Ventures is a family office that supports founders and makes investments.,22,,2,Active,2022-01-01,year,https://www.desaiventures.io,https://www.linkedin.com/company/desai-ventures,,,,,1-10,"Convertible Note, Seed",,,Private,"22,037"
Hawktail Management,https://www.crunchbase.com/organization/hawktail-management,Venture Capital,23,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Hawktail Management operates as an investment firm.,22,,,Active,2018-01-01,year,https://hawktail.com/,https://www.linkedin.com/company/hawktailvc/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"22,505"
Czech Founders VC,https://www.crunchbase.com/organization/czech-founders-vc,"Micro VC, Venture Capital",23,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Founder-centric venture capital firm focused on early stage startups. Lead by founders. Backed by founders.,21,,8,Active,2022-04-19,day,https://czechfounders.vc,https://www.linkedin.com/company/czech-founders-vc,"Business Development, Consulting, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",3,"Ivan Kristel, Vaclav Pavlecka, Vit Horky",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"22,551"
Factorial Capital,https://www.crunchbase.com/organization/factorial-1ad8,Venture Capital,23,1,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",Factorial Capital seeks to invest in artificial intelligence startups.,20,,,Active,2022-01-01,year,http://factorialcap.com/,https://www.linkedin.com/company/factorialcap,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,,,,Private,"22,998"
Andreas Klinger,https://www.crunchbase.com/person/andreas-klinger,"Individual/Angel, Investment Partner",23,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hello, my name is Andreas Klinger.I am leading the eng team @ On Deck (beondeck.com). Previously I led things related to eng, product & remo...",21,,,,,,http://klinger.io,http://www.linkedin.com/in/andreasklinger,,,,,,"Early Stage Venture, Seed",,,,"23,175"
The Moon Venture,https://www.crunchbase.com/organization/club-des-prophètes,"Angel Group, Venture Capital",23,,"Rennes, Bretagne, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Moon Venture is a community of an angel investors from France that aims to invest in the most promising start-ups.,22,,18,Active,2018-01-01,year,https://themoonventure.com,https://www.linkedin.com/company/themoonventure,,,1,Sébastien Fertier,1-10,"Early Stage Venture, Seed",,,Private,"23,337"
Sharpstone Capital,https://www.crunchbase.com/organization/sharpstone-capital,Venture Capital,23,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Helping founders turn innovative technology into successfull ventures.,19,,,Active,2018-07-28,day,https://www.sharpstone.fr/,https://www.linkedin.com/company/sharpstone-advisory-capital/,"Financial Services, Impact Investing","Financial Services, Lending and Investments",2,"Alain Chabanne, Germain Gaschet",1-10,"Early Stage Venture, Seed",,,Private,"23,768"
Saffelberg Investments,https://www.crunchbase.com/organization/saffelberg-investments,"Private Equity Firm, Venture Capital",23,3,"Gooik, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Saffelberg Investments is an independent financial and industrial holding controlling a portfolio of 250 million €.,17,1,13,Active,1994-01-01,year,http://www.saffelberg.com,http://www.linkedin.com/company/2994107,"Banking, Financial Services, Impact Investing","Financial Services, Lending and Investments",1,Jos Sluys,1-10,"Early Stage Venture, Late Stage Venture, Private Equity",,,Private,"24,437"
