Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",989,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,928,2,741,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"1,594"
Gaingels,https://www.crunchbase.com/organization/gaing,"Syndicate, Venture Capital",893,72,"Burlington, Vermont, United States","New England, Northeastern US",Gaingels provides funding to startup companies and supports diversity and inclusion within the entrepreneurial ecosystem.,775,8,10,Active,2014-01-01,year,https://gaingels.com,https://www.linkedin.com/company/gaingels,"Business Development, Data Governance, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Lending and Investments, Professional Services",2,"David Beatty, Paul Grossinger",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,63
Enterprise Ireland,https://www.crunchbase.com/organization/enterprise-ireland,Government Office,838,113,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,675,4,193,Active,1998-01-01,year,http://enterprise-ireland.com,https://www.linkedin.com/company/enterprise-ireland/,"Enterprise Software, Finance, Venture Capital","Financial Services, Lending and Investments, Software",,,1001-5000,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"1,102"
Kima Ventures,https://www.crunchbase.com/organization/kima-ventures,Micro VC,837,122,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",756,2,60,Active,2010-01-01,year,http://www.kimaventures.com,https://www.linkedin.com/company/6665488/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Jeremie Berrebi, Xavier Niel",1-10,"Early Stage Venture, Seed",,,Private,"1,847"
Salesforce Ventures,https://www.crunchbase.com/organization/salesforce-ventures,Corporate Venture Capital,803,167,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Salesforce Ventures invests in enterprise tech to help companies connect with their customers in entirely new ways.,510,26,172,Active,2009-01-01,year,https://www.salesforceventures.com,https://www.linkedin.com/company/salesforce-ventures,"Enterprise Software, Finance, Financial Services, SaaS, Venture Capital","Financial Services, Lending and Investments, Software",2,"Marc Benioff, Parker Harris",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,,Private,900
SFC Capital,https://www.crunchbase.com/organization/startup-funding-club,"Angel Group, Micro VC",699,21,"Northwich, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Early-stage investor combining its own angel syndicate & seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,520,2,233,Active,2012-08-24,day,http://www.sfccapital.com/,https://www.linkedin.com/company/sfccapital,Venture Capital,"Financial Services, Lending and Investments",1,Stephen Page,11-50,"Early Stage Venture, Seed",,,Private,605
HAX,https://www.crunchbase.com/organization/hax-accelerator,Accelerator,641,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",HAX is SOSV's venture program for Hard Tech,345,,10,Active,2011-09-01,day,http://www.hax.co,https://www.linkedin.com/company/hax,"Finance, Financial Services, Hardware, Venture Capital","Financial Services, Hardware, Lending and Investments",7,"Cyril Ebersweiler, Jay Bullen, Saeid Masudy Panah, Sajjad Rimaz, Sean O'Sullivan, Sofia Bensily, Syed Shakeel Ahmed",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"26,570"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",628,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,423,2,83,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,089"
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
Startupbootcamp,https://www.crunchbase.com/organization/startupbootcamp,Accelerator,611,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.,589,1,53,Active,2010-01-01,year,http://www.startupbootcamp.org,https://www.linkedin.com/company/startupbootcamp,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",9,"Aldo de Jong, Alex Farcet, Carsten Kolbek, Kalie Moore, Kasper Vardrup, Marc Wesselink, Patrick Zeeuw, Richard Celm, Ruud Hendriks",251-500,"Early Stage Venture, Grant, Initial Coin Offering, Non Equity Assistance, Seed, Venture",For Profit,,Private,"8,930"
FundersClub,https://www.crunchbase.com/organization/fundersclub,"Micro VC, Syndicate",542,109,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",FundersClub is an online venture capital firm that focuses on Seed and early stage investments.,398,11,16,Active,2012-07-01,day,http://fundersclub.com,https://www.linkedin.com/company/fundersclub/,"Finance, Financial Services, FinTech, Funding Platform","Financial Services, Lending and Investments",2,"Alex Mittal, Boris Silver",11-50,"Early Stage Venture, Seed",,,Private,"2,488"
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,514,79,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,298,13,179,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,60
Union Square Ventures,https://www.crunchbase.com/organization/union-square-ventures,Venture Capital,480,63,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Union Square Ventures is a venture capital firm that focuses on early-stage, growth-capital, late-stage, and startup financing.",230,13,208,Active,2003-01-01,year,http://www.usv.com,https://www.linkedin.com/company/union-square-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Brad Burnham, Fred Wilson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,182
Business Growth Fund,https://www.crunchbase.com/organization/business-growth-fund,"Private Equity Firm, Venture Capital",471,95,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Business Growth Fund is an influential investor in small and mid-sized businesses.,403,13,392,Active,2011-02-02,day,https://www.bgf.co.uk,https://www.linkedin.com/company/1895032/,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Lauren Sharpe, Stephen Welton",101-250,"Debt, Early Stage Venture, Private Equity",,,Private,360
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,329,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,639"
Notable Capital,https://www.crunchbase.com/organization/notable-capital-e2dd,Venture Capital,457,97,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Notable Capital is a venture capital firm investing in notable ideas, notable causes, and notable founders with global ambitions.",239,30,167,Active,2000-01-01,year,https://notablecap.com,https://www.linkedin.com/company/notablecapital,"Finance, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"7,706"
Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,Venture Capital,442,89,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Balderton Capital is a venture capital investor that supports technology businesses.,241,12,198,Active,2000-01-01,year,http://www.balderton.com,https://www.linkedin.com/company/balderton-capital_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,Private,"1,260"
Everywhere Ventures,https://www.crunchbase.com/organization/everywhere-ventures,Venture Capital,426,15,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Everywhere Ventures is a venture capital firm that focuses on investing in early-stage technology companies.,337,,6,Active,2017-01-01,year,https://everywhere.vc,https://www.linkedin.com/company/28142574/admin/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Adam Carver, Jenny Fielding, Katie Hunt, Matthew Brimer, Scott Hartley",11-50,Early Stage Venture,,,Private,155
Draper Associates,https://www.crunchbase.com/organization/draper-associates-2,Venture Capital,419,68,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,301,7,114,Active,2015-01-01,year,http://www.draper.vc,https://www.linkedin.com/company/draper-associates/,"Financial Services, FinTech, Software, Venture Capital","Financial Services, Lending and Investments, Software",1,Tim Draper,11-50,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,207
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",410,73,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,300,5,126,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,379
Dreamit Ventures,https://www.crunchbase.com/organization/dreamit-ventures,Venture Capital,402,53,"Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Venture fund focused on startups with pilots or revenue that are ready to scale.,329,,86,Active,2007-01-01,year,http://www.dreamit.com,http://www.linkedin.com/company/dreamit-ventures,"Cloud Security, Fraud Detection, Generative AI, Identity Management, Intrusion Detection, Network Security, Penetration Testing, Physical Security, Privacy, Security","Administrative Services, Artificial Intelligence (AI), Financial Services, Information Technology, Payments, Privacy and Security",4,"David Bookspan, Elliot Menschik, Michael Levinson, Steve Welch",1-10,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,"9,012"
Novo Holdings,https://www.crunchbase.com/organization/novo-a-s,Venture Capital,383,99,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Novo Holdings is a holding company specializing in life science investor with a focus on creating long-term value.,249,64,139,Active,1999-09-08,day,https://www.novoholdings.dk,https://www.linkedin.com/company/novo-a-s,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,Made Acquisitions,Private,"2,590"
Digital Currency Group,https://www.crunchbase.com/organization/digital-currency-group,Venture Capital,353,46,"Stamford, Connecticut, United States","East Coast, New England, Northeastern US","Digital Currency Group builds and supports bitcoin and blockchain companies by leveraging insights, network, and access to capital.",267,8,39,Active,2011-01-01,year,http://dcg.co,https://www.linkedin.com/company/digital-currency-group,"Bitcoin, Blockchain, Financial Services, FinTech, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Barry Silbert,11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",For Profit,Made Acquisitions,Private,"2,449"
Boost VC,https://www.crunchbase.com/organization/boostfunder,Venture Capital,328,36,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Boost VC is a venture capital firm that invests in early stage deep tech startups.,281,2,44,Active,2012-01-01,year,http://boost.vc,https://www.linkedin.com/company/boost-vc,"Bitcoin, Finance, Financial Services, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Adam Draper, Brayton Williams",1-10,"Early Stage Venture, Seed",,,Private,"2,201"
Keiretsu Forum,https://www.crunchbase.com/organization/keiretsu-forum,"Angel Group, Venture Capital",323,49,"Orinda, California, United States","San Francisco Bay Area, West Coast, Western US","Keiretsu Forum is a California-based angel group that offers early, seed, and later stage venture, and debt financing investments.",289,11,33,Active,2000-09-01,day,http://www.keiretsuforum.com,http://www.linkedin.com/company/keiretsu-forum,,,2,"Carlos Trenchs Sainz de la Maza, Randy (Pidoras) Williams",11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed",,,Private,"11,976"
Seedrs,https://www.crunchbase.com/organization/seedrs,Venture Capital,322,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedrs is a UK-based investment and crowdfunding platform.,246,3,224,Active,2009-01-01,year,http://www.seedrs.com,http://www.linkedin.com/company/397364,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",2,"Carlos Silva, Jeff Lynn",101-250,"Crowdfunding, Early Stage Venture, Secondary Market, Seed, Venture",For Profit,"Made Acquisitions, Was Acquired",Private,"2,245"
Northzone,https://www.crunchbase.com/organization/northzone-ventures,Venture Capital,317,51,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Northzone is a multi-stage venture capital fund that seeks to invest in various sectors.,172,11,135,Active,1996-01-01,year,http://www.northzone.com,http://www.linkedin.com/company/northzone,"Business Development, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",4,"Bjorn Stray, Ingar Ostby, Karl-Christian Agerup, Tellef Thorleifsson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,125
EXPERT DOJO,https://www.crunchbase.com/organization/expert-dojo,"Accelerator, Venture Capital",309,4,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Expert DOJO is an international startup accelerator based in Santa Monica.,276,,137,Active,2014-12-02,day,http://www.expertdojo.com,https://www.linkedin.com/company/expert-dojo,"Enterprise, Financial Services, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments, Other",1,Brian Mac Mahon,1-10,"Early Stage Venture, Seed",,,Private,"3,235"
Sting,https://www.crunchbase.com/organization/stockholm-innovation-and-growth,"Accelerator, Incubator",308,25,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sting enables talented people to turn their ideas into sustainable businesses.,297,3,160,Active,2002-02-01,day,http://www.sting.co,http://www.linkedin.com/company/108052,"Finance, Incubators, Information Technology","Financial Services, Information Technology, Lending and Investments",2,"Charlena Radic, Pär Hedberg",11-50,Seed,,,Private,"6,937"
Earlybird Venture Capital,https://www.crunchbase.com/organization/earlybird-venture-capital,Venture Capital,306,52,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Earlybird is a venture capital investor focused on European technology innovators.,184,7,124,Active,1997-07-01,day,http://earlybird.com/,http://www.linkedin.com/company/earlybird-venture-capital,"Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",6,"Benjamin Wilkening, Cem Sertoglu, Christian Nagel, Hendrik Brandis, Roland Manger, Rolf Mathies",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,881
Point Nine,https://www.crunchbase.com/organization/point-nine-capital,Venture Capital,294,42,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Point Nine Capital is a venture capital firm focusing on early-stage investments related to SaaS and digital marketplaces.,171,5,89,Active,2009-01-01,year,http://www.pointnine.com,http://www.linkedin.com/company/point-nine-capital,"Artificial Intelligence (AI), Marketplace, SaaS, Venture Capital","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",4,"Christoph Janz, Kolja Hebenstreit, Lukasz Gadowski, Pawel Chudzinski",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"6,076"
DN Capital,https://www.crunchbase.com/organization/dn-capital,Venture Capital,291,62,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",DN Capital operates as an early-stage venture capital firm.,158,9,74,Active,2000-09-01,day,http://dncapital.com,http://www.linkedin.com/company/dn-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Giuseppe Miroglio, Nenad Marovac, Steve Schlenker",11-50,"Early Stage Venture, Seed",,,Private,"4,826"
Creandum,https://www.crunchbase.com/organization/creandum,Venture Capital,274,40,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Creandum is an early-stage venture capital firm focusing on technology companies within the consumer, software, and hardware industries.",147,5,105,Active,2003-01-01,year,http://www.creandum.com,http://www.linkedin.com/company/creandum,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Staffan Helgesson, Stefan Lindeberg",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,72
Wellington Partners,https://www.crunchbase.com/organization/wellington-partners,Venture Capital,246,61,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wellington Partners is a venture capital firm that invests in technology and life sciences companies.,134,12,78,Active,1998-01-01,year,http://www.wellington-partners.com,http://www.linkedin.com/company/wellington-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Rolf Christof Dienst,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private,"2,929"
