Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Block Party,https://www.crunchbase.com/organization/block-party-2,Venture Capital,5,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Block Party is focussed on connecting celebrities with early stage tech startups to invest and grow.,3,,2,Active,2017-05-10,day,http://www.blckprty.com,https://www.linkedin.com/in/funs-jacobs-ba4b881b,,,4,"Chris Pena, Dave Dirks, Funs Jacobs, Gregory van der Wiel",1-10,"Early Stage Venture, Seed",,,Private,"16,468"
G2H2 Capital,https://www.crunchbase.com/organization/g2h2-capital,Hedge Fund,5,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Investing in expertly sourced initial coin offerings that undergo deep-dive technical validation  and generate rapid returns.,5,,1,Closed,2017-06-01,month,https://g2h2.capital,https://www.linkedin.com/company/18109953/,"Blockchain, Information Technology, Mobile, Software","Blockchain and Cryptocurrency, Information Technology, Mobile, Other, Software",1,Dean Patrick,1-10,Initial Coin Offering,,Made Acquisitions,Private,"16,949"
InfoCapital Group,https://www.crunchbase.com/organization/infocapital-group,"Incubator, Micro VC, Private Equity Firm",5,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Private Investment Company,4,,3,Active,2019-01-01,day,,,"Biotechnology, Finance, Health Care, Information Technology, Internet, Manufacturing, Software","Biotechnology, Financial Services, Health Care, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",3,"David Rubenstein, Nikolai V Gourine, Victor E. Lebedev",1-10,"Early Stage Venture, Venture",,,Private,"17,081"
Banca Ifis,https://www.crunchbase.com/organization/banca-ifis,,5,2,"Mestre, Veneto, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Banca Ifis is a banking group that supports the real economy by positioning itself in market segments.,5,1,2,Active,1983-01-01,year,https://www.bancaifis.it/,https://www.linkedin.com/company/banca-ifis,"Banking, Commercial, Finance, Financial Services","Financial Services, Lending and Investments, Other",1,Sebastien Egon Fürstenberg,1001-5000,,For Profit,,Public,"17,090"
Mission One Capital,https://www.crunchbase.com/organization/mission-one-capital,Venture Capital,5,,"Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Mission One Capital is a venture capital investment firm.,5,,,Active,2021-01-01,year,https://www.missionone.capital/,https://www.linkedin.com/company/mission-one-capital/,,,,,1-10,Seed,,,Private,"17,139"
Centrica Innovations,https://www.crunchbase.com/organization/centrica-innovations,Corporate Venture Capital,5,,"Windsor, Windsor and Maidenhead, United Kingdom","Europe, Middle East, and Africa (EMEA)",Centrica Innovations is a global innovation group investing and partnering with startups that are transforming energy.,4,,,Active,2017-10-01,day,https://www.centrica.com/,https://www.linkedin.com/company/centrica,"Financial Services, Oil and Gas","Energy, Financial Services, Natural Resources",,,10001+,"Early Stage Venture, Late Stage Venture, Seed, Venture",For Profit,,Private,"17,495"
OPCO Ventures,https://www.crunchbase.com/organization/opco-ventures,"Incubator, Syndicate, Venture Capital",5,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Catalyzing the Capital Markets Ecosystem,4,,,Active,2023-05-01,month,,https://www.linkedin.com/company/opco-ventures/,"Artificial Intelligence (AI), Financial Services, FinTech, Information Technology, SaaS, Software, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Lending and Investments, Science and Engineering, Software",1,Neil Agarwal,1-10,"Early Stage Venture, Seed",,,Private,"17,778"
Luminary Labs,https://www.crunchbase.com/organization/luminary-labs,Angel Group,5,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",A consultancy that develops strategies and innovation systems for Fortune 500 & government leaders seeking to transform their organizations.,5,,,Active,2009-01-01,year,http://www.luminary-labs.com,https://www.linkedin.com/company/1104370,"Consulting, Education, Financial Services, Innovation Management, Management Consulting, Social Impact, Venture Capital","Education, Financial Services, Lending and Investments, Other, Professional Services, Social Impact",1,Sara Holoubek,11-50,Early Stage Venture,,,Private,"17,782"
Ternel,https://www.crunchbase.com/organization/ternel,Venture Capital,5,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ternel is a european venture capital fund focusing on regenerative investments in Climate, Health & Education",4,,2,Active,2015-01-01,year,https://www.ternel.vc,https://www.linkedin.com/company/ternelvc,,,,,1-10,Early Stage Venture,,,Private,"17,933"
Curus,https://www.crunchbase.com/organization/curus,Venture Capital,5,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Curus invest and acquire to enable the future's leading innovations and companies in health and medicine.,4,,1,Active,2021-01-01,year,https://www.curus.se/,https://www.linkedin.com/company/curusgroup/?originalSubdomain=se,"Finance, Funding Platform, Health Care, Lending, Venture Capital","Financial Services, Health Care, Lending and Investments",,,11-50,Early Stage Venture,,,Private,"18,423"
INSEADAlum Ventures,https://www.crunchbase.com/organization/inseadalum-ventures,"Micro VC, Venture Capital",5,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",INSEADAlum Ventures (IAV) is a VC arm of international business school operator INSEAD,5,,1,Active,2016-01-01,year,https://inseadalumventures.com/,https://www.linkedin.com/company/inseadalum-ventures,Venture Capital,"Financial Services, Lending and Investments",,,1-10,,,,Private,"18,772"
L-Stone Capital,https://www.crunchbase.com/organization/l-stone-capital,Venture Capital,5,,"Athens, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Touchstone of Growth Capital for your Startup,5,,2,Active,2021-01-01,year,https://lstonecapital.eu/,https://www.linkedin.com/company/lstonecapital/,"B2B, Software, Venture Capital","Financial Services, Lending and Investments, Other, Software",3,"Jason Manolopoulos, Michalis Stangos, Thomas Athanasiou",1-10,"Early Stage Venture, Seed",,,Private,"18,803"
Levante Capital,https://www.crunchbase.com/organization/levante-capital,Venture Capital,5,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Levante Capital is an investment management firm that identifies and invests in Southern European start-ups and scale-ups.,4,,3,Active,2021-04-01,month,http://www.levantecapital.eu/,https://www.linkedin.com/company/levantecapital/,,,2,"Edoardo Agamennone, Francesco Rossi",1-10,Seed,,,Private,"19,495"
Leila Zegna,https://www.crunchbase.com/person/leila-zegna,"Individual/Angel, Investment Partner",5,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Leila co-founded Kindred Capital in March 2015. Kindred aligns their ambitions and achievements with their portfolio. In structure and in s...,4,,,,,,,https://www.linkedin.com/in/leilazegna,,,,,,Seed,,,,"19,782"
Miniclip,https://www.crunchbase.com/organization/miniclip,,5,1,"Neuchâtel, Neuchatel, Switzerland","Europe, Middle East, and Africa (EMEA)","Miniclip is a world-leading digital games company that creates, develops and publishes on Mobile, Web and Social platforms.",4,,1,Active,2001-01-01,year,https://www.miniclip.com/,http://www.linkedin.com/company/miniclip,"Commercial Real Estate, Gaming, Online Games, PC Games, Real Estate","Gaming, Real Estate",3,"David Fisch, Rob Small, Tihan Presbie",501-1000,,For Profit,"Made Acquisitions, Was Acquired",Private,"20,603"
