Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
EPTI,https://www.crunchbase.com/organization/epti,,3,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","EPTI is a computer software company that specializes in the fields of project management, online marketing, testing, and cloud hosting.",2,,1,Active,2017-07-01,day,https://epti.com,https://www.linkedin.com/company/epti-ab/,"Finance, Incubators, Internet, Software","Financial Services, Internet Services, Lending and Investments, Software",1,Arli Charles Mujkic,101-250,,For Profit,Made Acquisitions,Private,"12,404"
Wartsila,https://www.crunchbase.com/organization/wartsila,,3,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Wärtsilä is a global leader in smart technologies and complete lifecycle solutions for the marine and energy markets,2,,2,Active,1834-04-12,day,http://www.wartsila.com/,https://www.linkedin.com/company/wartsila/,"Analytics, Electronics, Energy, Information Technology, Machinery Manufacturing, Marine Technology, Renewable Energy","Consumer Electronics, Data and Analytics, Energy, Hardware, Information Technology, Manufacturing, Science and Engineering, Sustainability",,,10001+,,For Profit,Made Acquisitions,Public,"12,555"
Go Big Partners,https://www.crunchbase.com/organization/go-big-partners,Venture Capital,3,,"Ariana, Tunis, Tunisia","Middle East and North Africa (MENA), North Africa, Europe, Middle East, and Africa (EMEA)",Go Big Partners is a Tunisian VC firm founded by a team of seasoned VC professionals and senior experts in software business and marketing.,3,,2,Active,2024-08-01,day,https://gobigpartners.vc,https://www.linkedin.com/company/go-big-partners/?viewAsMember=true,"AgTech, Artificial Intelligence (AI), B2B, Cyber Security, FinTech, SaaS","Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Privacy and Security, Science and Engineering, Software",2,"Aymen Mbarek, Seif Elileh Boukadida",1-10,"Early Stage Venture, Seed",,,Private,"13,340"
Great Point Media,https://www.crunchbase.com/organization/great-point-media,,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Great Point Media is a Media & Entertainment company.,2,,3,Active,2012-01-01,year,https://www.greatpointmedia.com/,https://www.linkedin.com/company/great-point-media-ltd/,,,1,Robert Halmi,11-50,,For Profit,,Private,"13,446"
Intuitive Investments Group,https://www.crunchbase.com/organization/intuitive-investments-group,Venture Capital,3,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Intuitive Investments Group offers investment into life science companies.,2,1,1,Active,,,https://iigplc.com/,,Financial Services,Financial Services,,,1-10,Venture,For Profit,,Public,"13,481"
Israel Aerospace Industries,https://www.crunchbase.com/organization/israel-aerospace-industries,,3,1,"Lod, HaMerkaz, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Israel Aerospace Industries develops and manufactures military and commercial aerospace and defense systems.,3,1,2,Active,1953-01-01,year,http://www.iai.co.il,https://www.linkedin.com/company/10057737,,,1,William Creagh,10001+,,For Profit,Made Acquisitions,Private,"13,929"
Sparkling Partners,https://www.crunchbase.com/organization/sparkling-partners,Venture Capital,3,,"Lille, Nord-Pas-de-Calais, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sparkling Partners is a studio that provides collaboration and disruptive work concepts.,3,,,Active,2014-01-01,year,http://www.sparkling-partners.com,https://www.linkedin.com/company/sparkling-partners,,,2,"Charles Perrard, Martin Toulemonde",11-50,,,,Private,"14,919"
Green Circle Capital Partners,https://www.crunchbase.com/organization/green-circle-capital-advisors,,3,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Green Circle Capital Advisors assists with mergers and acquisitions, raising capital, and distribution support services.",3,,,Active,2012-01-01,year,https://greencirclecap.com,https://www.linkedin.com/company/green-circle-capital,"Consulting, Financial Services, Professional Services","Financial Services, Other, Professional Services",1,Stu Strumwasser,1-10,,For Profit,,Private,"15,000"
Odysseus Investments,https://www.crunchbase.com/organization/odysseus-investments,Micro VC,3,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)","Specializing in Financial Services, Technology, and Real Assets   Specializing in Financial Services, Technology, and Real Assets",2,,2,Active,2015-01-01,year,https://www.odysseus-investments.com/,,,,,,,Seed,,,Private,"15,396"
S3 Capital,https://www.crunchbase.com/organization/s3-capital,Venture Debt,3,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",S3 Capital is a real estate lending platform.,3,,2,Active,2013-01-01,year,http://www.s3-cap.com,https://www.linkedin.com/company/s3-capital-partners/,"Commercial Real Estate, Financial Services","Financial Services, Real Estate",2,"Joshua Crane, Robert Schwartz",11-50,"Debt, Seed",For Profit,,Private,"15,988"
Rothesay Pensions Management,https://www.crunchbase.com/organization/rothesay-pensions-management,,3,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Rothesay Pensions Management Ltd is headquartered in England. The company's line of business includes providing various business services.,3,1,1,Active,2007-01-01,year,http://www.rothesaylife.com,https://www.linkedin.com/company/5202837,Business Development,Professional Services,1,Addy Loudiadis,251-500,,For Profit,,Private,"16,444"
VentureFund,https://www.crunchbase.com/organization/venturefund,,3,,"Gurgaon, Haryana, India",Asia-Pacific (APAC),VentureFund offers startups with mentorship and funding by introducing them to investors.,3,,,Closed,2012-05-18,day,http://www.venturefund.com,,"Crowdfunding, Enterprise Software, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Software",1,Sunil Kumar,11-50,,For Profit,,Private,"16,721"
Econocom,https://www.crunchbase.com/organization/econocom,,3,1,"Puteaux, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Econocom designs, finances and oversees companies digital transformation.",2,,1,Active,1973-01-01,year,http://www.econocom.com,https://www.linkedin.com/company/econocom/,"Asset Management, Information Technology, Security","Financial Services, Information Technology, Privacy and Security",1,Jean-Louis Bouchard,10001+,,For Profit,Made Acquisitions,Public,"16,885"
Dnipro VC,https://www.crunchbase.com/organization/dnipro-vc,Venture Capital,3,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Dnipro VC Early-stage venture finance business focusing on AI and cybersecurity.,3,,,Active,,,https://www.dnipro.vc,https://www.linkedin.com/company/dnipro-vc-llc,,,2,"Marianna Bonechi, Nick Bilogorskiy",,,,,Private,"17,013"
Phoenix Asset Management,https://www.crunchbase.com/organization/phoenix-asset-managment-llc,Private Equity Firm,3,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Phoenix is a private equity firm focused on investing in enterprise software startups and middle market companies.,3,1,,Active,2011-05-01,month,http://www.phx-am.com,https://www.linkedin.com/company/10670843,"Enterprise Software, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments, Software",2,"Christopher Wall, Jonathan Shane",51-100,"Debt, Late Stage Venture, Private Equity",,Made Acquisitions,Private,"17,083"
kraftwerk,https://www.crunchbase.com/organization/kraftwerk-f94e,,3,,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Kraftwerk is a global leading company in the field of new materials and nanotechnology.,1,,3,Active,2015-01-01,year,http://kraftwerkgroup.com/,https://www.linkedin.com/company/kraftwerk-inc.,"Automotive, Clean Energy, Energy Efficiency, Nanotechnology","Energy, Science and Engineering, Sustainability, Transportation",3,"Martin Pentenrieder, Sascha Kuehn, Tom Rice",51-100,,For Profit,,Private,"17,220"
Fraunhofer-Gesellschaft,https://www.crunchbase.com/organization/fraunhofer-gesellschaft,,3,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Fraunhofer-Gesellschaft is a research company that focuses on health, security, communications, and the environment.",3,,,Active,1949-03-26,day,http://www.fraunhofer.de,http://www.linkedin.com/company/fraunhofer-gesellschaft,"Energy, Market Research, Solar","Data and Analytics, Design, Energy, Natural Resources, Sustainability",1,Joseph von Fraunhofer,10001+,,For Profit,,Private,"18,467"
University Medical Center Groningen,https://www.crunchbase.com/organization/university-medical-center-groningen,,3,,"Groningen, Groningen, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education.",3,,1,Active,1614-01-01,year,https://www.umcg.nl/,https://www.linkedin.com/company/umcg/?originalSubdomain=in,"Association, Education, Health Care, Hospital, Medical","Education, Health Care, Other",,,10001+,,,,Private,"18,965"
WakeUp Capital,https://www.crunchbase.com/organization/wakeup-capital,Venture Capital,3,,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",WakeUp Capital is an early stage impact fund that backs European companies already shaping a better and brighter future.,3,,1,Active,,,https://www.wakeupcapital.com/,https://www.linkedin.com/company/37557491/,"Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",1,Faye Walsh Drouillard,1-10,"Early Stage Venture, Seed",,,Private,"19,303"
Hard2beat,https://www.crunchbase.com/organization/hard2beat,Venture Capital,3,,"Wroclaw, Dolnoslaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Hard2beat invests in early-stage deep tech startups solving hard problems through software-driven or hardware-enabled solutions.,3,,2,Active,2024-01-01,year,https://hard2beat.vc/,https://www.linkedin.com/company/hard2beat/,Venture Capital,"Financial Services, Lending and Investments",3,"Konrad Trzyna, Maciej Frankowicz, Maciej Zawadzinski",1-10,Seed,,,Private,"19,612"
Matadero QED,https://www.crunchbase.com/organization/matadero-qed,Venture Capital,3,,,,Deep Tech,1,,,Active,,,,,,,,,,Early Stage Venture,,,Private,"20,523"
Founders Forum Group,https://www.crunchbase.com/organization/founders-forum,"Accelerator, Entrepreneurship Program",3,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Founders Forum Group is a global community and group of businesses supporting entrepreneurs at every stage of their journeys.,3,,2,Active,2005-01-01,year,https://ff.co,https://www.linkedin.com/company/founders-forum,"Communities, Digital Media, Incubators, Information Technology","Community and Lifestyle, Financial Services, Information Technology, Lending and Investments, Media and Entertainment",5,"Brent Hoberman, David Rodriguez, Henry Lane Fox, Jonathan Goodwin, Marc Samwer",11-50,Seed,For Profit,Made Acquisitions,Private,"21,088"
Bocconi University,https://www.crunchbase.com/organization/sda-bocconi-school-of-management,,3,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bocconi University is contributing to the advancement of European higher education by teaching business and economic knowledge.,3,,2,Active,1971-01-01,year,https://www.unibocconi.it,https://www.linkedin.com/school/universita-bocconi/,Charter Schools,Education,1,Ferdinando Bocconi,501-1000,,,,Private,"21,759"
Mediahuis,https://www.crunchbase.com/organization/mediahuis,,3,,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Mediahuis is a Belgian newspaper publishing and broadcast media company. ,3,,1,Active,2013-01-01,year,https://www.mediahuis.be/,https://www.linkedin.com/company/3536078,"Advertising, Broadcasting, Media and Entertainment, Publishing","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Video",1,Gert Ysebaert,1001-5000,,For Profit,Made Acquisitions,Private,"22,097"
Vessoa Private Equity,https://www.crunchbase.com/organization/vessoa-private-equity,Private Equity Firm,3,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vessoa Private Equity invests in companies with a solid business that has a faithful client base for long term.,3,,,Active,2010-01-01,year,https://www.vessoa.com/,https://www.linkedin.com/company/vessos-private-equity/,,,,,1-10,Private Equity,,,Private,"22,225"
Sands,https://www.crunchbase.com/organization/las-vegas-sands,,3,,"Las Vegas, Nevada, United States",Western US,Sands is a developer of mobile applications. They have been developing applications regarding Travel for providing,3,,2,Active,2004-01-01,year,http://sands.com,http://www.linkedin.com/company/1807052,"Hospitality, Leisure, Tourism, Travel","Community and Lifestyle, Travel and Tourism",1,Sheldon Adelson,10001+,,For Profit,,Public,"22,366"
Ornament Health,https://www.crunchbase.com/organization/ornament,,3,,"Luzern, Luzern, Switzerland","Europe, Middle East, and Africa (EMEA)",Ornament Health is a digital health app that helps in the monitoring of lab tests.,2,,3,Active,2019-03-15,day,https://www.ornament.health,https://www.linkedin.com/company/ornament-health/,"Apps, Health Care, Medical, Mobile Apps","Apps, Health Care, Mobile, Software",,,51-100,,,,Private,"22,375"
Sachin Dev Duggal,https://www.crunchbase.com/person/sachin-dev-duggal,Individual/Angel,3,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","At 31, Sachin Dev Duggal is an innovator, serial entrepreneur, and an advocate of enterprise that touches lives and benefits the world at la...",3,,,,,,,https://www.linkedin.com/in/sachin-dev-duggal-255406,,,,,,Seed,,,,"23,087"
NOM,https://www.crunchbase.com/organization/nom,,3,1,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",NOM is a video advertising platform that helps brands run ads safely on YouTube and across social media properties.,3,,1,Active,2014-10-01,day,http://www.thisisnom.co/,https://www.linkedin.com/company/nom-?trk,"Advertising, Advertising Platforms, Data Mining","Advertising, Data and Analytics, Information Technology, Sales and Marketing",2,"Brent Neill, Loren Rochelle",11-50,,For Profit,Was Acquired,Private,"23,251"
Upfield,https://www.crunchbase.com/organization/upfield,,3,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Upfield is the authority in plant-based nutrition and the producer of plant-based spreads globally.,3,,1,Active,2018-01-01,year,https://upfield.com/,https://www.linkedin.com/company/upfield/about/,"Consumer Goods, Food Processing","Consumer Goods, Food and Beverage",4,"Georg Schicht, James Darcy Lever, Samuel van den Bergh, William Lever",1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"25,090"
Yellow Capital,https://www.crunchbase.com/organization/yellow-001c,"Accelerator, Incubator, Venture Capital",3,,"Mahé, Beau Vallon, Seychelles","Europe, Middle East, and Africa (EMEA)",Strategic Investments and Prime Crypto Market Making,3,,,Active,2021-03-08,day,https://www.yellowcapital.com,https://www.linkedin.com/company/yellow-com/,"Blockchain, Cryptocurrency, Financial Exchanges, FinTech, Impact Investing, Market Research, Trading Platform, Venture Capital","Blockchain and Cryptocurrency, Data and Analytics, Design, Financial Services, Lending and Investments, Other, Payments, Software",2,"Alexis Sirkia, Camille Meulien",51-100,"Early Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Private,"25,684"
Alastair (Ali) Mitchell,https://www.crunchbase.com/person/alastair-mitchell,"Individual/Angel, Investment Partner",3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Alastair (Ali) Mitchell - Managing Partner @ Odyssey Ventures,3,,,,,,,https://www.linkedin.com/in/alimitchell/,,,,,,"Early Stage Venture, Seed, Venture",,,,"26,497"
Next Fifteen Communications Group,https://www.crunchbase.com/organization/next-fifteen-communications-group,,3,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Next Fifteen Communications Group is the digital communications group.,2,,2,Active,1981-01-01,year,https://www.next15.com/,https://www.linkedin.com/company/next-fifteen-communications-group-plc/,"Advertising, B2B, Communications Infrastructure, Public Relations","Advertising, Hardware, Other, Sales and Marketing",1,Mark Adams,1001-5000,,For Profit,Made Acquisitions,Public,"26,590"
Lufthansa Cargo,https://www.crunchbase.com/organization/lufthansa-cargo,,3,1,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Lufthansa Cargo AG is a German cargo airline and a wholly owned subsidiary of Lufthansa.,2,,1,Active,1977-01-01,year,https://lufthansa-cargo.com/,https://www.linkedin.com/company/lufthansa-cargo,"Aerospace, Logistics","Science and Engineering, Transportation",,,1001-5000,,For Profit,Made Acquisitions,Private,"26,980"
Angel Investors Network,https://www.crunchbase.com/organization/angel-investors-network,Angel Group,3,,"Las Vegas, Nevada, United States",Western US,"Angel Investors Network, an online investment platform, providing investors with the resources to assess investment opportunities.",3,,,Active,1997-02-12,day,http://www.angelinvestorsnetwork.com,https://www.linkedin.com/company/angelinvestornetwork/,"Angel Investment, Communities, Consulting, Corporate Training, E-Commerce, Finance, Incubators","Commerce and Shopping, Community and Lifestyle, Education, Financial Services, Lending and Investments, Professional Services",1,Greg Writer,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"27,026"
Thieme,https://www.crunchbase.com/organization/thieme,,3,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Thieme is a medical and science publisher that provides medical and chemistry information, software, and services.",3,,1,Active,1886-01-01,year,http://www.thieme.com,https://www.linkedin.com/company/thieme-publishers,Health Care,Health Care,1,Georg Thieme,501-1000,,For Profit,,Private,"27,628"
Boerse Stuttgart Digital Ventures,https://www.crunchbase.com/organization/boerse-stuttgart-digital-ventures-gmbh,Corporate Venture Capital,3,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Boerse Stuttgart Digital Ventures develops innovative business models for exchange trading OTC trading in fungible products.,3,,1,Active,2017-01-01,year,https://www.boerse-stuttgart.de/,https://www.linkedin.com/company/boersestuttgart/,"Finance, Financial Exchanges, Financial Services, FinTech, Personal Finance, Venture Capital","Financial Services, Lending and Investments",,,251-500,Seed,,Made Acquisitions,Private,"27,758"
Matrix Capital,https://www.crunchbase.com/organization/matrix-capital-9f30,"Investment Bank, Venture Capital",3,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Independent investment firm focused on venture capital, investment banking and asset management",3,,,Active,2016-01-01,year,https://matrix.capital/en/services/venture-investments/,https://www.linkedin.com/company/matrix-capital-advisory,,,2,"Malyi Pavel, Teplukhin Pavel",11-50,"Early Stage Venture, Seed",,,Private,"27,867"
PRIMAVERA Business Software Solutions,https://www.crunchbase.com/organization/primavera-business-software-solutions-sa,,3,,"Braga, Braga, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",PRIMAVERA is a technology company that develops business management tools aimed at simplifying life in organizations.,1,,1,Active,1993-12-09,day,http://pt.primaverabss.com/,https://www.linkedin.com/company/primaverabss,"CRM, Information Technology, Software","Information Technology, Sales and Marketing, Software",2,"Jorge Batista, José Dionísio",251-500,,For Profit,Was Acquired,Private,"28,264"
SDGx,https://www.crunchbase.com/organization/sdgx,Venture Capital,3,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","SDGx is a venture capital and advisory firm that focuses on technology research, support founders, entrepreneurs and startups.",3,,,Active,2019-01-01,year,https://www.sdgx.io/,https://www.linkedin.com/company/sdg-x/,"Advice, Consulting, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment, Professional Services",1,Christian Walter,1-10,"Early Stage Venture, Seed",,,Private,"28,747"
