Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Bessemer Venture Partners,https://www.crunchbase.com/organization/bessemer-venture-partners,Venture Capital,"1,465",314,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Bessemer Venture Partners is a venture capital firm that invests in enterprise, consumer, and healthcare early-to-late stage startups.",772,67,518,Active,1911-01-01,year,http://www.bvp.com,https://www.linkedin.com/company/bessemer-venture-partners,"Finance, Financial Services, FinTech, InsurTech, Venture Capital","Financial Services, Lending and Investments",1,Henry Phipps,101-250,"Early Stage Venture, Late Stage Venture",,Made Acquisitions,Private,85
SV Angel,https://www.crunchbase.com/organization/sv-angel,Venture Capital,"1,465",476,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",SVA is a venture fund that supports entrepreneurs in building lasting companies.,"1,165",52,31,Active,1992-01-01,year,http://www.svangel.com,https://www.linkedin.com/company/sv-angel,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"David Lee, Ronald Conway",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,467"
General Catalyst,https://www.crunchbase.com/organization/general-catalyst-partners,Venture Capital,"1,458",218,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",General Catalyst collaborates with founders to support resilience and applied AI from seed to growth stages.,833,30,605,Active,2000-01-01,day,http://www.generalcatalyst.com,https://www.linkedin.com/company/general-catalyst,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"David Fialkow, David Orfao, Joel Cutler",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,Made Acquisitions,Private,12
Right Side Capital Management,https://www.crunchbase.com/organization/right-side-capital-management,"Micro VC, Venture Capital","1,382",216,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Right Side Capital Management is a technology startup investment firm focused exclusively on the pre-seed stage.,"1,312",2,55,Active,2010-01-01,day,http://rightsidecapital.com,https://www.linkedin.com/company/right-side-capital-management,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Dave Lambert, Kevin Dick",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"14,186"
Newchip Accelerator,https://www.crunchbase.com/organization/newchip,"Accelerator, Incubator, Venture Capital","1,285",13,"Austin, Texas, United States",Southern US,Newchip is a global remote startup accelerator.,"1,281",,26,Active,2016-01-01,year,https://www.newchip.com,https://www.linkedin.com/company/newchip/,"Apps, Retail, Software","Apps, Commerce and Shopping, Software",4,"Andrew Ryan, Andrew Ryan, Nihar Patel, Travis Brodeen",51-100,"Early Stage Venture, Seed",,,Private,"6,554"
Index Ventures,https://www.crunchbase.com/organization/index-ventures,Venture Capital,"1,211",260,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Index Ventures is a venture capital firm that helps the entrepreneurs turn bold ideas into global businesses.,654,52,484,Active,1996-01-01,year,http://www.indexventures.com,http://www.linkedin.com/company/index-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"David Rimer, Giuseppe Zocco, Neil Rimer, Terrence Rohan",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,123
Tiger Global Management,https://www.crunchbase.com/organization/tiger-global,"Hedge Fund, Private Equity Firm, Venture Capital","1,206",170,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Tiger Global Management is an investment firm that invests in global public and private companies.,787,85,698,Active,2001-03-01,month,https://www.tigerglobal.com,https://www.linkedin.com/company/tiger-global-management,"Finance, Financial Services, Hedge Funds, Venture Capital","Financial Services, Lending and Investments",1,Chase Coleman,101-250,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed",,,Private,472
European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,"Accelerator, Venture Capital","1,154",30,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The European Innovation Council aims to support top-class innovators, entrepreneurs, small companies and researchers with bright ideas.",659,9,841,Active,1957-03-25,day,https://eic.ec.europa.eu,https://www.linkedin.com/company/eismea,"Government, Office Administration, Social Entrepreneurship","Administrative Services, Community and Lifestyle, Government and Military, Social Impact",,,501-1000,"Early Stage Venture, Grant",For Profit,,Private,974
Liquid 2 Ventures,https://www.crunchbase.com/organization/liquid2-ventures,Venture Capital,"1,145",107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Liquid 2 Ventures is an investing firm that focuses on investing in Seed, Early Stage companies.",897,4,14,Active,2016-01-01,year,http://liquid2.vc,https://www.linkedin.com/company/liquid-2-ventures,"Financial Exchanges, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Joe Montana, Michael Ma, Mike Miller, Nathaniel Montana",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,499"
Wayra,https://www.crunchbase.com/organization/wayra,Corporate Venture Capital,"1,136",52,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wayra connects Telefonica and technological disruptors around the world.,684,1,81,Active,2011-01-01,year,https://www.wayra.com,https://www.linkedin.com/company/wayra,"Business Development, Incubators, Innovation Management","Financial Services, Lending and Investments, Professional Services",1,Marta Antunez,101-250,"Early Stage Venture, Non Equity Assistance, Seed, Venture",For Profit,,Private,998
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital",996,104,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,698,11,255,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Oliver Samwer,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"2,411"
High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,944,125,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High-Tech Gruenderfonds is a financial services company that specializes in investments and financing for various sectors.,659,4,256,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",936,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,876,2,701,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"2,915"
Gaingels,https://www.crunchbase.com/organization/gaing,"Syndicate, Venture Capital",871,70,"Burlington, Vermont, United States","New England, Northeastern US",Gaingels provides funding to startup companies and supports diversity and inclusion within the entrepreneurial ecosystem.,758,8,10,Active,2014-01-01,year,https://gaingels.com,https://www.linkedin.com/company/gaingels,"Business Development, Data Governance, Finance, Financial Services, Venture Capital","Data and Analytics, Financial Services, Lending and Investments, Professional Services",2,"David Beatty, Paul Grossinger",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,95
Redpoint,https://www.crunchbase.com/organization/redpoint-ventures,Venture Capital,790,172,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Redpoint is a venture capital firm that invests in retail, electronic, and technology companies.",410,35,245,Active,1999-01-01,year,http://redpoint.com,http://www.linkedin.com/company/redpointventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Brad Jones, Geoff Yang, John Walecka, Timothy Haley, Tom Dyal, Travis Bryant",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,234"
Goodwater Capital,https://www.crunchbase.com/organization/goodwater-capital,Venture Capital,789,25,"Burlingame, California, United States","San Francisco Bay Area, West Coast, Western US",Goodwater Capital is a consumer tech investor that empowers exceptional entrepreneurs everywhere to change the world for the better.,656,,94,Active,2014-01-01,year,http://www.goodwatercap.com,https://www.linkedin.com/company/goodwater-capital,"Angel Investment, Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Chi-Hua Chien, Eric J. Kim",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,480
Polaris Partners,https://www.crunchbase.com/organization/polaris-partners,"Private Equity Firm, Venture Capital",740,198,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Polaris Partners is an investment firm that invests in healthcare and biotechnology companies.,392,54,215,Active,1996-01-01,year,http://polarispartners.com,https://www.linkedin.com/company/polaris-partners,"Advice, Financial Services, Venture Capital","Financial Services, Lending and Investments, Media and Entertainment",3,"Jon Flint, Steve Arnold, Terrance McGuire",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,Made Acquisitions,Private,"2,421"
True Ventures,https://www.crunchbase.com/organization/true-ventures,Venture Capital,739,120,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",True Ventures is a venture capital firm that invests in early-stage technology startups.,389,6,262,Active,2005-01-01,day,http://www.trueventures.com,https://www.linkedin.com/company/true-ventures,"Enterprise Software, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Software",3,"John Burke, Jon Callaghan, Phil Black",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,590
Global Brain Corporation,https://www.crunchbase.com/organization/global-brain-corporation,Venture Capital,720,104,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),Global Brain Corporation is a venture capital firm that invests in companies from seed or early to pre-IPO startups.,522,37,233,Active,1998-01-01,year,https://globalbrains.com,https://www.linkedin.com/company/globalbrain,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Yasuhiko Yurimoto,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,367
BoxGroup,https://www.crunchbase.com/organization/boxgroup,Venture Capital,712,129,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",BoxGroup is an early-stage investment fund that invests in technology companies.,510,7,25,Active,2009-01-01,year,http://www.boxgroup.com,https://www.linkedin.com/company/boxgroup,"Finance, Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",2,"Adam Rothenberg, David Tisch",1-10,"Early Stage Venture, Seed",,,Private,26
CRV,https://www.crunchbase.com/organization/crvvc,Venture Capital,709,172,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",CRV is an venture capital firm that invests in investments in technology companies.,399,19,210,Active,1970-01-01,year,http://www.crv.com,https://www.linkedin.com/company/crvvc,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Dave Salvant, Rick Burnes, Songe LaRon",11-50,"Early Stage Venture, Late Stage Venture",,,Private,"1,748"
Bain Capital Ventures,https://www.crunchbase.com/organization/bain-capital-ventures,Venture Capital,687,142,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Bain Capital Ventures invests in seed to growth-stage startups that uses tech to disrupt existing markets or create entirely new ones.,383,16,307,Active,1984-01-01,year,http://baincapitalventures.com,https://www.linkedin.com/company/bain-capital-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"James Nahirny, Michael Krupka",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,327
Felicis,https://www.crunchbase.com/organization/felicis-ventures,Venture Capital,679,169,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Felicis invests in seed through Series C stage companies across multiple sectors, industries, and frontier tech.",431,22,152,Active,2006-10-01,day,http://www.felicis.com,http://www.linkedin.com/company/felicis-ventures,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Aydin Senkut,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,262
Lerer Hippeau,https://www.crunchbase.com/organization/lerer-ventures,Venture Capital,665,169,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Lerer Hippeau is a seed-stage venture capital firm investing equally across the enterprise and consumer sectors.,417,8,110,Active,2010-01-01,year,http://www.lererhippeau.com,https://www.linkedin.com/company/lerer-hippeau-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Ben Lerer, Eric Hippeau, Ken Lerer",11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,366"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,"Accelerator, Venture Capital",623,13,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.",447,,146,Active,2012-01-01,year,https://startupwiseguys.com/,https://www.linkedin.com/company/startup-wise-guys,"Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Christian Testman, Cristobal Alonso, Herty Tammo, Jon Bradford, Mike Reiner",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,828
Atlas Venture,https://www.crunchbase.com/organization/atlas-venture,Venture Capital,614,193,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,319,52,171,Active,1980-01-01,year,http://atlasventure.com,http://www.linkedin.com/company/atlas-venture,"Biotechnology, Health Care, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Michiel de Haan,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"7,637"
Artesian VC,https://www.crunchbase.com/organization/artesian-capital-management,Venture Capital,599,24,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Artesian VC is a VC firm offering end-to-end venture capital platform for startups at seed, angel, and growth stages.",532,5,151,Active,2004-03-01,day,http://www.artesianinvest.com,http://www.linkedin.com/company/72613,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Felix Zhang, Gilles Planté, Jeremy Colless, John McCartney, Luke Fay, Matthew Clunies-Ross",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"9,999"
Spark Capital,https://www.crunchbase.com/organization/spark-capital,Venture Capital,597,106,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Spark Capital is a venture capital firm that invests in the consumer, commerce, fintech, software, frontier, and media sectors.",325,19,302,Active,2005-01-01,year,http://www.sparkcapital.com,http://www.linkedin.com/company/spark-capital-llc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Alex Finkelstein, Bijan Sabet, Paul Conway, Santo Politi, Todd Dagres",11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,325
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,591,107,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",381,4,168,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,999
Slow Ventures,https://www.crunchbase.com/organization/slow-ventures,Venture Capital,581,138,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Long Term Oriented Venture Capital,438,17,64,Active,2009-01-01,year,https://slow.co,,"Angel Investment, Finance, Venture Capital","Financial Services, Lending and Investments",5,"Dave Morin, Kevin Colleran, Sam Lessin, Scott Marlette, Will Quist",11-50,"Early Stage Venture, Seed, Venture",,,Private,476
IndieBio,https://www.crunchbase.com/organization/synbio-axlr8r,"Accelerator, Venture Capital",549,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","IndieBio is the largest biotech startup accelerator, run by SOSV.",282,,17,Active,2014-11-01,day,http://www.indiebio.co,https://www.linkedin.com/company/17958584/,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",3,"Arvind Gupta, Bill Liao, Ryan Bethencourt",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"2,393"
Soma Capital,https://www.crunchbase.com/organization/soma-capital,Venture Capital,542,49,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Soma Capital is venture capital fund that focuses on investing in software to automate the world across all sectors and geographies.,497,2,17,Active,2015-03-09,day,https://somacap.com/,https://www.linkedin.com/company/somacapital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Aneel Ranadive,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"16,603"
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,541,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"1,095"
Pareto Holdings,https://www.crunchbase.com/organization/pareto-holdings,Venture Capital,522,49,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Pareto Holdings is an early-stage investment firm that provides venture studio and funding services.,510,1,9,Active,2020-01-01,year,https://www.pareto20.com/,https://www.linkedin.com/company/paretoholdings/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Edward Lando,1-10,"Early Stage Venture, Seed",,,Private,"6,495"
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",309,,203,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,505,77,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,291,13,172,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,168
Great Oaks Venture Capital,https://www.crunchbase.com/organization/great-oaks-venture-capital,Venture Capital,476,113,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Great Oaks is an early-stage venture investment firm that invests in seed and series a investments in tech-based startups.,348,6,26,Active,2005-01-01,day,http://www.greatoaksvc.com,http://www.linkedin.com/company/3254468,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Andrew Boszhardt Jr.,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"14,598"
Union Square Ventures,https://www.crunchbase.com/organization/union-square-ventures,Venture Capital,475,62,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Union Square Ventures is a venture capital firm that focuses on early-stage, growth-capital, late-stage, and startup financing.",228,13,206,Active,2003-01-01,year,http://www.usv.com,https://www.linkedin.com/company/union-square-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Brad Burnham, Fred Wilson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,98
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,328,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,861"
