Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Fashion Capital Partners,https://www.crunchbase.com/organization/fashion-capital-partners,"Micro VC, Venture Capital",9,3,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Fashion Capital Partners is an investment company based in Paris aimed at investing in early-stage Fashion & Luxury tech start-ups.,9,,4,Active,2013-01-01,year,http://fashioncapitalpartners.com/,http://www.linkedin.com/company/fashion-capital-partners,Venture Capital,"Financial Services, Lending and Investments",2,"Céline Lippi, Francesco Maio",11-50,"Early Stage Venture, Seed",,,Private,"43,597"
ENGIE Rassembleurs d'Energies initiative,https://www.crunchbase.com/organization/engie-rassembleurs-d-energies-initiative,Venture Capital,9,1,"La Défense, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",ENGIE Rassembleurs d'Energies initiative is the Group provides technical and financial support.,7,,4,Active,2011-01-01,year,https://en.engierassembleursdenergies.com,https://www.linkedin.com/company/engie-rassembleurs-d'energies,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"44,842"
Réseau Entreprendre,https://www.crunchbase.com/organization/rseau-entreprendre,Venture Capital,9,1,"Roubaix, Nord-Pas-de-Calais, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Réseau Entreprendre is a registered charity French association providing financial support to entrepreneurs.,9,,1,Active,1986-01-01,year,http://www.reseau-entreprendre.org,https://www.linkedin.com/company/r-seau-entreprendre,"Association, Enterprise Applications, Non Profit","Apps, Other, Social Impact, Software",,,251-500,Seed,,,Private,"45,078"
Rimonci Capital,https://www.crunchbase.com/organization/rimonci-capital,Venture Capital,9,2,"Beijing, Beijing, China",Asia-Pacific (APAC),A dedicated to China-Israel cross border investment.,7,,4,Active,2016-01-01,year,https://www.rimonci.com,https://www.linkedin.com/company/rimonci-capital,,,2,"Eddie Wang, Richel Liu",11-50,Early Stage Venture,,,Private,"45,220"
Nord Création,https://www.crunchbase.com/organization/nord-création,Venture Capital,9,,"Lille, Nord-Pas-de-Calais, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Nord Création is an Investment Firm.,9,,1,Active,,,https://ird-invest.fr/fonds-investissement/nord-creation-1,,,,,,1-10,,,,Private,"50,115"
Seed4Equity,https://www.crunchbase.com/organization/seed4equity-sa,Venture Capital,9,4,"Vaud, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)","Seed4Equity Investment fund in seed, early growth companies. targets all industries. Switzerland.",9,,1,Active,,,http://www.seed4equity.com/,,,,,,1-10,"Early Stage Venture, Seed",,,Private,"54,629"
DeepWell Ventures,https://www.crunchbase.com/organization/deepwell-ventures,Venture Capital,9,1,"Austin, Texas, United States",Southern US,Early Stage Venture Capital Investors,9,,,Closed,2014-01-01,year,https://www.deepwell.ventures,,,,1,Warren Rogers,1-10,"Early Stage Venture, Seed",,,Private,"64,694"
FINANCIERE FONDS PRIVES,https://www.crunchbase.com/organization/financiere-fonds-prives,"Angel Group, Private Equity Firm, Venture Capital",9,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Financiere Fonds Prives is a venture capital firm.,7,,4,Active,2008-04-01,month,https://www.financiere-fondsprives.com/,https://www.linkedin.com/company/financière-fonds-privés,,,,,1-10,"Early Stage Venture, Late Stage Venture, Private Equity",,,Private,"72,495"
Invest PME,https://www.crunchbase.com/organization/invest-pme,Venture Capital,9,,"Besançon, Franche-Comte, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Invest PME helps regional intermediate-sized companies grow by providing capital at all stages of their existence.,9,,1,Active,1996-01-01,year,http://www.invest-pme.fr,,"Financial Services, Impact Investing","Financial Services, Lending and Investments",,,1-10,Private Equity,,Made Acquisitions,Private,"103,129"
Partech Ventures,https://www.crunchbase.com/organization/partech-ventures,Venture Capital,9,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Partech International places and manages venture capital investments in technology companies.,8,,1,Active,1982-01-01,day,http://www.partechventures.com/,https://www.linkedin.com/company/partech/?originalSubdomain=fr,Venture Capital,"Financial Services, Lending and Investments",1,Thomas G. McKinley,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"116,087"
Var Business Angels,https://www.crunchbase.com/organization/var-business-angels,Venture Capital,9,,"Toulon, Provence-Alpes-Cote d'Azur, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Var Business Angels is a principal investment firm specializing in venture capital and growth capital transactions. ,9,,,Active,2007-01-01,year,http://vba.tvt.fr/,https://www.linkedin.com/company/toulon-var-technologies,,,,,11-50,,,,Private,"122,482"
Takara Capital,https://www.crunchbase.com/organization/takara-capital,Venture Capital,9,1,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Takara Capital is a venture capital investor club.,8,,2,Active,2015-01-01,year,https://takaracapital.com,https://in.linkedin.com/company/takara-capital,,,,,1-10,Early Stage Venture,,,Private,"168,891"
OVNI Capital,https://www.crunchbase.com/organization/ovni-capital,Venture Capital,8,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",First-check venture capital firm committed to aliens redefining global markets,8,,3,Active,2022-01-01,year,https://ovni.vc,https://www.linkedin.com/company/ovnicap/,,,2,"Arnaud Laurent, Augustin Sayer",1-10,"Early Stage Venture, Seed",,,Private,"8,610"
PG Impact Investments,https://www.crunchbase.com/organization/pg-impact-investments,Venture Capital,8,,"Little Switzerland, North Carolina, United States","East Coast, Southern US",PG Impact Investments is a Investment Firm.,8,,1,Active,2015-01-01,year,http://pg-impact.com/,https://www.linkedin.com/company/pg-impact-investments-ag/,,,1,Urs Daniel Baumann,51-100,"Debt, Early Stage Venture, Seed, Venture",,,Private,"11,729"
IXcore,https://www.crunchbase.com/organization/ixcore,Venture Capital,8,1,"Marly-le-roi, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","IXcore, a healthcare investment company, focuses on early-stage investments in the biotechnology and diagnostics fields.",7,1,,Active,2001-01-01,year,http://www.ixcore.com,https://www.linkedin.com/company/ixcore,,,,,11-50,"Early Stage Venture, Late Stage Venture",,,Private,"14,612"
Elewit,https://www.crunchbase.com/organization/elewit,Venture Capital,8,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Elewit is a technological platform that promotes innovation in the areas of energy transition and connectivity.,6,,4,Active,2019-01-01,year,https://www.elewit.ventures,https://www.linkedin.com/company/elewit/,"Information Services, Information Technology, Software","Information Technology, Software",,,11-50,"Early Stage Venture, Seed",For Profit,,Private,"21,696"
Factor Capital,https://www.crunchbase.com/organization/factor-capital,Venture Capital,8,,"Charlottesville, Virginia, United States","East Coast, Southern US",Factor Capital require creative thinkers.,7,,,Active,2023-01-01,year,https://www.factorcapital.com/,https://www.linkedin.com/company/factorcap/,,,,,1-10,Seed,,,Private,"22,308"
Founders Network Fund,https://www.crunchbase.com/organization/founders-network-fund,Venture Capital,8,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","FN Fund is a seed-stage venture capital firm affiliated with Founders Network (FN), an invite-only community of tech startup founders.",7,,,Active,,,https://foundersnetworkfund.com/,https://www.linkedin.com/company/founders-network,,,1,Kevin Holmes,1-10,"Early Stage Venture, Seed",,,Private,"27,213"
Monoceros,https://www.crunchbase.com/organization/monoceros-ventures,Venture Capital,8,,"George Town, Midland, Cayman Islands",,Monoceros is an early-stage investor and proprietary trading firm.,7,,,Active,,,https://www.monoceros.com,https://www.linkedin.com/company/monoceros-asset-management-ltd,,,,,11-50,"Early Stage Venture, Seed",,,Private,"30,721"
HTH,https://www.crunchbase.com/organization/hth,"Private Equity Firm, Venture Capital",8,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Life Science Investment Company,8,,6,Active,2020-01-27,day,http://www.hthvc.com,https://www.linkedin.com/company/hthvc,,,1,Michele Gaiotto,1-10,Early Stage Venture,,,Private,"33,050"
ZEBOX Ventures,https://www.crunchbase.com/organization/zebox-ventures,Venture Capital,8,,"Marseille, Provence-Alpes-Cote d'Azur, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",ZEBOX Ventures is an early-stage venture capital firm that invests in promising entrepreneurs in a wide range of industries.,8,,,Active,2023-01-01,year,https://fr.ze-box.io/ventures,https://www.linkedin.com/company/zebox,,,,,11-50,Early Stage Venture,,,Private,"34,574"
Exergon,https://www.crunchbase.com/organization/exergon-149c,Venture Capital,8,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Exergon is a European venture capital fund that specializes in deep tech solutions for the energy transformation.,7,,1,Active,,,https://www.exergon.com/,https://www.linkedin.com/company/exergon-ventures,,,1,Giuseppe Sangiovanni,1-10,,,,Private,"35,223"
LeFonds by FrenchFounders,https://www.crunchbase.com/organization/lefonds-by-frenchfounders,Corporate Venture Capital,8,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",LeFonds by FrenchFounders focuses on bringing our community power to support global ambition.,8,,1,Active,,,http://www.lefonds.vc,https://www.linkedin.com/company/lefondsvc/,,,,,51-100,Seed,,,Private,"37,799"
Beast Ventures,https://www.crunchbase.com/organization/beast-ventures,Venture Capital,8,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Beast Ventures is a venture capital firm,6,,1,Active,2015-01-01,year,http://www.beast.vc,https://www.linkedin.com/company/beast-ventures,,,1,Patrick Schneider-Sikorsky,1-10,"Early Stage Venture, Seed",,,Private,"38,864"
Inventram,https://www.crunchbase.com/organization/inventram,Corporate Venture Capital,8,2,"Üsküdar, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","New generation technology investment company. Venture investment arm of Koç Holding, the largest conglomerate of Turkey.",6,,3,Active,2010-01-01,year,http://www.inventram.com,https://www.linkedin.com/company/inventram,"Artificial Intelligence (AI), Augmented Reality, Big Data, FinTech, Gaming, Internet of Things, Medical, Nanotechnology, Robotics","Artificial Intelligence (AI), Data and Analytics, Financial Services, Gaming, Hardware, Health Care, Internet Services, Science and Engineering, Software",,,11-50,"Early Stage Venture, Venture",,,Private,"39,012"
2C Invest,https://www.crunchbase.com/organization/2c-invest,"Private Equity Firm, Venture Capital",8,,"Lyon, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","2C Invest is a private equity and venture capital firm specializing in growth capital, startups, early venture, mid venture, late venture.",8,,,Active,2010-01-01,year,http://2cinvest.fr/,https://www.linkedin.com/company/2c-invest,,,,,1-10,"Early Stage Venture, Seed",,,Private,"39,020"
Tomcat Invest,https://www.crunchbase.com/organization/tomcat-invest,Venture Capital,8,,"Levallois-perret, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tomcat Invest supports and engages in supporting startups specializing in BtoB and BtoBtoC.,8,,2,Active,2021-01-01,year,https://www.tomcat-invest.fr/,https://www.linkedin.com/company/tomcat-invest,,,1,Patrice Thiry,1-10,"Early Stage Venture, Seed",,,Private,"41,545"
QCP Soteria,https://www.crunchbase.com/organization/qcp-soteria,Venture Capital,8,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","QCP Soteria assists clients in areas including token sale advisory, legal analysis, pre and post token listing strategies.",8,,1,Active,2018-01-01,year,https://qsnholdings.com/,https://linkedin.com/company/qcp-group/,,,1,Sherwin Lee,51-100,,,,Private,"42,428"
TRUST ESPORT,https://www.crunchbase.com/organization/trust-esport,Venture Capital,8,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","VC fund for esports technologies: improvement of the viewing experience, audience monetisation, optimisation of the playing conditions.",7,,6,Active,2018-10-11,day,http://www.trust-esport.com,https://www.linkedin.com/company/trust-esport/,,,1,Matthieu Dallon,1-10,"Early Stage Venture, Seed",,,Private,"43,727"
Frens Syndicate x VC DAO,https://www.crunchbase.com/organization/frens-syndicate-x-vc-dao,"Angel Group, Syndicate, Venture Capital",8,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","A Venture Syndicate of Web3 Founders, Builders and C-Level Executive backed by Superior Funds.",7,,,Active,2023-11-01,day,https://frensdao.xyz/,https://www.linkedin.com/company/frensdao,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",1,Ruslan Abdullin,1-10,"Early Stage Venture, Private Equity, Seed, Venture",,,Private,"45,304"
Dominance Ventures,https://www.crunchbase.com/organization/dominance-ventures,Venture Capital,8,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Dominance Ventures is a venture firm that invests and partners with the most ambitious founders focused on Web 3 innovation.,8,,,Active,2021-01-01,year,https://dominance.ventures/,https://www.linkedin.com/company/dominancevc/,,,1,Alexander Opeagbe,1-10,"Seed, Venture",,,Private,"48,914"
Air Liquide Ventures,https://www.crunchbase.com/organization/air-liquide-ventures,"Corporate Venture Capital, Venture Capital",8,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Corporate venture capital fund of Air Liquide Groupe,8,,1,Closed,,,https://www.airliquide.com/group/aliad,,,,,,1-10,Early Stage Venture,,,Private,"49,078"
Oséo,https://www.crunchbase.com/organization/oso,Venture Capital,8,3,"Maisons-alfort, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Oséo is a public company financing French SMEs.,8,3,3,Active,2005-01-01,year,http://www.oseo.fr/,,,,,,51-100,,For Profit,,Private,"49,928"
BRAIN VC,https://www.crunchbase.com/organization/brain-vc-fund,Venture Capital,8,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",BRAIN VC is an early-stage VC firm focused on Artificial Intelligence with a particular focus on Machine Learning,8,,1,Active,2022-04-08,day,https://brainvcfund.com/,https://www.linkedin.com/company/brain-vc-fund/,"Artificial Intelligence (AI), Machine Learning","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,1-10,Early Stage Venture,,,Private,"53,684"
DeepIE Ventures Management Co.,https://www.crunchbase.com/organization/deepie-ventures-management-co,Venture Capital,8,,"Clogheen, Tipperary, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",DeepIE Ventures Management Co. operates as a venture capital firm.,7,,,Active,2021-01-01,year,https://deepieventures.com/,https://www.linkedin.com/company/deepie-ventures,,,,,1-10,Early Stage Venture,,,Private,"54,187"
Sopromec Participations,https://www.crunchbase.com/organization/sopromec-participations,"Micro VC, Venture Capital",8,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sopromec is a Venture Capital Firm and a professional partner alongside entrepreneurs.,7,2,2,Active,1964-01-01,year,http://www.sopromec.fr,,,,,,,Early Stage Venture,,,Private,"58,902"
Untapped,https://www.crunchbase.com/organization/untapped,Venture Capital,8,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Untapped is provides capital and technology to support local entrepreneurship and innovation in frontier markets.,8,,,Active,2012-01-01,year,https://www.untapped-inc.com/,https://www.linkedin.com/company/dlohaiti,,,1,Jim Chu,101-250,"Early Stage Venture, Seed",,,Private,"61,557"
GROUPE ILP,https://www.crunchbase.com/organization/groupe-ilp,Venture Capital,8,,"Metz, Lorraine, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",GROUPE ILP is a local investment fund that assists in the development of the equity of startups and SMEs across all industries.,8,,1,Active,1983-01-01,year,https://www.groupe-ilp.com,https://www.linkedin.com/company/groupe-ilp1,"Business Development, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,1-10,,,,Private,"69,514"
Elephants & Ventures,https://www.crunchbase.com/organization/elephants---ventures,"Micro VC, Venture Capital",8,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Elephants&Ventures is an early-stage venture boutique for hardware & software companies.,8,,7,Active,2011-01-01,year,http://www.elephantsandventures.com/,http://www.linkedin.com/company/piedelephant,"Finance, Hardware, Robotics, Software, Venture Capital","Financial Services, Hardware, Lending and Investments, Science and Engineering, Software",2,"Alexis Houssou, Barbara Belvisi",1-10,,,,Private,"72,100"
Makesense Seed I,https://www.crunchbase.com/organization/makesense-seed-i,Venture Capital,8,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Makesense Seed Iis the first impact pre-seed fund backed by an incubator and labeled French Impact.,7,,,Active,2013-01-01,year,https://fund.makesense.org/le-fonds/,https://www.linkedin.com/company/makesense,,,,,,Seed,,,Private,"79,769"
Veymont Participations,https://www.crunchbase.com/organization/veymont-participations,Venture Capital,8,2,"Lyon, Rhone-Alpes, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Veymont Participations is a company that provides SAS consulting services to large scales companies.,8,,1,Active,2011-01-01,year,http://www.veymont.fr,,"Asset Management, Finance, Impact Investing, Venture Capital","Financial Services, Lending and Investments",,,1-10,,For Profit,,Private,"95,650"
TokenSuite Ventures,https://www.crunchbase.com/organization/tokensuite-ventures,"Incubator, Venture Capital",8,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","TokenSuite Ventures is a blockchain incubator that focuses on investing in, developing, and marketing innovative blockchain solutions.",8,,2,Active,2017-06-15,day,https://tokensuite.io/,https://www.linkedin.com/company/tokensuite/about/,"Bitcoin, Blockchain, Cryptocurrency, Incubators, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1,Ali Ömer Horzum,101-250,"Early Stage Venture, Seed, Venture",,,Private,"210,969"
SistaFund,https://www.crunchbase.com/organization/sistafund,Venture Capital,7,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",SistaFund will invest the money into early-stage startups with at least one woman cofounder.,6,,1,Active,2022-01-01,year,https://sistafund.eu,https://www.linkedin.com/company/sistafund,,,1,Tatiana Jama,1-10,"Early Stage Venture, Seed",,,Private,"2,609"
Wendel,https://www.crunchbase.com/organization/wendel,Venture Capital,7,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wendel is a family office investment firm that seeks to make growth-stage investments in various sectors.,7,,3,Active,1704-01-01,year,http://www.wendelgroup.com/,https://www.linkedin.com/company/wendel-investissement,"Asset Management, Financial Services, Impact Investing","Financial Services, Lending and Investments",2,"Antoine Izsak, Jérôme Michiels",10001+,,,Made Acquisitions,Public,"6,622"
Life Extension Ventures,https://www.crunchbase.com/organization/life-extension-ventures,Venture Capital,7,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Life Extension Ventures operates as a venture capital firm.,7,,2,Active,2022-01-01,year,https://www.lifex.vc/,https://www.linkedin.com/company/lifexvc/,"Artificial Intelligence (AI), Funding Platform, SaaS, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",,,1-10,"Early Stage Venture, Seed",,,Private,"7,923"
Audi,https://www.crunchbase.com/organization/audi,"Corporate Venture Capital, Entrepreneurship Program, Hedge Fund, Investment Bank, Venture Capital",7,1,"Herndon, Virginia, United States","Washington DC Metro Area, East Coast, Southern US","Audi develops, produces, assembles, distributes, and sells vehicles of the Audi and Lamborghini brands internationally.",6,,2,Active,1909-01-01,year,http://audiusa.com,http://www.linkedin.com/company/audi-of-america,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Manufacturing, Transportation",1,August Horch,10001+,"Late Stage Venture, Private Equity",For Profit,Made Acquisitions,Private,"10,600"
Hook,https://www.crunchbase.com/organization/hook-9dbe,"Accelerator, Venture Capital",7,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",HOOK provides crucial support to founders navigating the early stages of building their ventures.,7,,5,Active,2020-01-01,year,https://hook.vc,https://www.linkedin.com/school/joinhook,,,2,"Kevin Primicerio, Sydney Cohen",11-50,"Early Stage Venture, Seed",,,Private,"15,959"
SynBioVen,https://www.crunchbase.com/organization/synbioven,Venture Capital,7,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","SynBioVen is focused on supporting the next generation of synthetic biology scientists, founders and start-ups.",7,,4,Active,2022-01-01,year,https://www.synbioven.com/,https://www.linkedin.com/company/synbioven/,,,2,"Paul Freemont, Richard Kitney",1-10,Seed,,,Private,"16,906"
Ciri Ventures,https://www.crunchbase.com/organization/ciri-ventures,Venture Capital,7,,,,Ciri Ventures is an Investment firm that offers funding and guidance to early stage climate innovation companies.,7,,1,Active,,,https://www.ciri.ventures ,https://www.linkedin.com/company/ciri-ventures/,"Commercial Lending, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Antony Yip,1-10,Seed,,,Private,"19,284"
ComfortDelGro Capital Partners,https://www.crunchbase.com/organization/comfortdelgro-capital-partners,Corporate Venture Capital,7,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","ComfortDelGro Capital Partners is the global fund will focus on ""next-generation mobility companies",5,,4,Active,2003-01-01,year,https://www.comfortdelgro.com/,https://www.linkedin.com/company/comfortdelgro,,,,,10001+,Venture,,,Private,"20,908"
EFI Lake Geneva Ventures,https://www.crunchbase.com/organization/efi-lake-geneva-ventures,Venture Capital,7,,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",EFI Lake Geneva Ventures is a seed and early-stage investment strategy.,7,,2,Active,2011-01-01,year,https://lakegenevaventures.com,https://www.linkedin.com/company/efi-lake-geneva-ventures,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"22,196"
L1 Capital,https://www.crunchbase.com/organization/l1-capital,Venture Capital,7,6,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",L1 Capital is a boutique fund manager.,7,6,5,Active,2007-01-01,year,https://www.l1capital.com.au/,https://www.linkedin.com/company/l1-capital,"Finance, Financial Services, Impact Investing","Financial Services, Lending and Investments",2,"Mark Landau, Raphael Lamm",11-50,Post-Ipo,,,Private,"22,395"
Dawn Biopharma,https://www.crunchbase.com/organization/dawn-biopharma,Venture Capital,7,1,"Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Dawn Biopharma is a global investment firm of KKR.,6,1,2,Active,2022-01-01,year,,https://www.linkedin.com/company/dawn-biopharma/,,,,,1-10,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed",,,Private,"23,728"
Inter Ikea,https://www.crunchbase.com/organization/inter-ikea,Venture Capital,7,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)","Inter IKEA Group's aim is to secure continuous improvement, development, expansion and a long life of the franchising operation.",7,,2,Active,1974-01-01,year,http://www.inter.ikea.com,https://www.linkedin.com/company/ikea,,,,,1-10,,For Profit,,Private,"24,008"
