Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Confidential,https://www.crunchbase.com/organization/confidential,,1,,"San Antonio, Texas, United States",Southern US,CSS is a certified women owned Texas based small business enterprise by the National Minority Supplier Development Council (NMSDC).,1,,,Active,2009-01-01,year,http://www.confidentialsearchsolutions.com,https://www.linkedin.com/company/confidential-search-solutions/,"Enterprise Software, Recruiting","Professional Services, Software",1,TJ Haygood,1-10,,For Profit,,Private,"28,981"
Applied Software,https://www.crunchbase.com/organization/applied-software-technology,,1,,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Applied Software is a software development company.,1,,,Active,1982-09-01,month,https://asti.com/,https://www.linkedin.com/company/applied-software,Software,Software,1,Richard Burroughs,101-250,,For Profit,"Made Acquisitions, Was Acquired",Private,"32,435"
John Borchers,https://www.crunchbase.com/person/john-borchers,"Individual/Angel, Investment Partner",1,1,"San Francisco Bay Area, California, United States","West Coast, Western US",John Borchers is General Partner of Crescendo Ventures. Borchers joined Crescendo Ventures in 1997 and has played a leading role in developi...,1,,,,,,,http://www.linkedin.com/pub/john-borchers/1/a1b/24a,,,,,,Seed,,,,"32,872"
Athlon,https://www.crunchbase.com/organization/athlon-2,,1,1,"Schiphol, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Athlon is an international provider of operational vehicle leasing and mobility solutions.,1,,,Active,1916-01-01,year,https://www.athlon.com,https://www.linkedin.com/company/athloninternational/,"Automotive, Information Technology, Logistics","Information Technology, Transportation",,,1001-5000,,For Profit,,Private,"33,610"
Trovit,https://www.crunchbase.com/organization/trovit,,1,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Trovit is a vertical search engine for classified ads on real estate, jobs, cars and vacation rentals.",1,,,Active,2006-10-11,day,http://www.trovit.com,http://www.linkedin.com/companies/trovit,"Automotive, Classifieds, Employment, Search Engine, Vertical Search","Commerce and Shopping, Internet Services, Professional Services, Transportation",3,"Daniel Gimenez, Iñaki Ecenarro, Raul Puente",51-100,,For Profit,Was Acquired,Private,"34,668"
Dennis Publishing,https://www.crunchbase.com/organization/dennis-publishing,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Dennis Publishing is one of the leading independently owned media companies in the UK.,1,,,Closed,1974-01-01,year,http://www.dennis.co.uk,http://www.linkedin.com/company/10230,"Advertising, Digital Media, Publishing","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",1,Felix Dennis,501-1000,,,"Made Acquisitions, Was Acquired",Private,"34,953"
National Health Service,https://www.crunchbase.com/organization/nhs-choices,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",NHS is the UK’s biggest health website which employs people with a wide range of skills from software development to journalism.,1,,,Active,1948-01-01,year,http://www.nhs.uk,https://www.linkedin.com/company/nhs/about/,"Fitness, Government, Health Care, Hospital, Medical, Personal Health, Professional Services, Wellness","Government and Military, Health Care, Other, Sports",1,Aneurin Bevan,10001+,,For Profit,,Private,"35,520"
FXStreet,https://www.crunchbase.com/organization/fxstreet-com,,1,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Foreign Exchange (Forex) market.,1,,,Active,2000-01-01,year,https://www.fxstreet.com,http://www.linkedin.com/company/fxstreet-com,Stock Exchanges,"Financial Services, Lending and Investments",1,Setxi Fernández,11-50,,For Profit,,Private,"37,113"
Robert Gryn,https://www.crunchbase.com/person/robert-gryn,Individual/Angel,1,1,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US","Robert Gryn is the youngest self-made entrepreneur to make the Forbes 100 Richest list in Poland. He's the former CEO of Codewise, the 2nd f...",1,,,,,,https://www.codewise.com,http://www.linkedin.com/in/robertgryn,,,,,,Seed,,,,"38,489"
4J Studios,https://www.crunchbase.com/organization/4j-studios,,1,1,"Dundee, Dundee City, United Kingdom","Europe, Middle East, and Africa (EMEA)",4J Studios is a game development company based in Scotland .,1,,1,Active,2005-01-01,year,http://www.4jstudios.com/,https://www.linkedin.com/company/4j-studios/,"Developer Platform, Gaming","Gaming, Software",3,"Chris van der Kuyl, Frank Arnot, Paddy Burns",11-50,,For Profit,,Private,"38,704"
Dr. Kade,https://www.crunchbase.com/organization/dr-kade,,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Dr. Kade connects you with Dr.Kade for information on health problems and access to pharma drugs for specific medical needs.,1,,,Active,1886-01-01,year,http://www.kade.de/start/,https://www.linkedin.com/company/dr-kade-health-care,"Biotechnology, Health Care, Life Science, Medical","Biotechnology, Health Care, Science and Engineering",,,1-10,,For Profit,Made Acquisitions,Private,"39,852"
University of Deusto,https://www.crunchbase.com/organization/university-of-deusto,University Program,1,,"Bilbao, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",The University of Deusto is a center with 125 years of experience in university education.,1,,,Active,1886-01-01,year,http://www.deusto.es,http://www.linkedin.com/company/universidad-de-deusto,Education,Education,,,501-1000,,,Was Acquired,Private,"41,536"
Concise Software,https://www.crunchbase.com/organization/concise-software,,1,,"Rzeszów, Podkarpackie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Concise Software is software development partner for entrepreneurs, digital industry and app publishers.",1,,,Active,2011-01-01,year,http://www.concisesoftware.com,http://www.linkedin.com/company/concise-software,"Apps, Digital Media, Enterprise Software, Mobile, Smart Contracts, Software, Web Development","Apps, Blockchain and Cryptocurrency, Media and Entertainment, Mobile, Software",3,"Lukas Hostynski, Robert Hnatyk, Zoe Adamovicz",101-250,,For Profit,,Private,"42,127"
Cass Business School,https://www.crunchbase.com/organization/cass-business-school,University Program,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",We are international and attract students and faculty from around the world.,1,,,Active,1966-01-01,year,http://www.cass.city.ac.uk,https://www.linkedin.com/school/cass-business-school/,"Accounting, Education, Finance","Education, Financial Services, Professional Services",,,251-500,,,,Private,"43,599"
WildBlue,https://www.crunchbase.com/organization/wildblue,,1,,"Englewood, Colorado, United States","Greater Denver Area, Western US",WildBlue offers high-speed internet access via satellite for home or small businesses in rural America.,1,,,Closed,1999-01-01,year,http://www.wildblue.com,,"Internet, Web Hosting, Wireless","Hardware, Internet Services, Mobile",3,"David Brown, David Drucker, Tom Moore",1001-5000,,For Profit,Was Acquired,Private,"44,726"
Ignite 500,https://www.crunchbase.com/organization/ignite-500,Venture Capital,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Ignite 500 is a Venture firm focused on Blockchain and AI-enabled Healthcare technology investments.,1,,,Active,2015-01-01,year,http://www.ignite500.com,,Venture Capital,"Financial Services, Lending and Investments",1,Victoria Saucier,1-10,,,,Private,"45,040"
Galitt,https://www.crunchbase.com/organization/galitt,,1,,"Boulogne-billancourt, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Galitt is offering consulting and services in payment systems and secure electronic transactions.,1,,,Active,1990-01-01,year,https://www.galitt.com/,https://www.linkedin.com/company/galitt,Information Technology,Information Technology,,,251-500,,For Profit,"Made Acquisitions, Was Acquired",Private,"45,119"
McKinley Investments,https://www.crunchbase.com/organization/mckinley-investments,Venture Capital,1,,"Pasadena, California, United States","Greater Los Angeles Area, West Coast, Western US",McKinley Investments is a company that offers project financing,1,,,Active,1998-04-01,month,http://www.mckinleyinvestment.com,https://www.linkedin.com/company/mckinley-investment/,,,,,51-100,Private Equity,,,Private,"45,185"
Michiel Muller,https://www.crunchbase.com/person/michiel-muller,Individual/Angel,1,1,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Michiel Muller is a Dutch serial entrepreneur. After his graduation from the Erasmus School of Economics and a career at ExxonMobil he build...,1,,,,,,,https://www.linkedin.com/in/michielmuller,,,,,,Seed,,,,"45,269"
The Sentient Group,https://www.crunchbase.com/organization/the-sentient-group,,1,,"Montréal, Quebec, Canada",,"The Sentient Group, a private equity fund focused on natural resources.",1,,1,Closed,,,https://www.thesentientgroup.com,,Financial Services,Financial Services,,,11-50,,For Profit,,Private,"45,582"
Privaris,https://www.crunchbase.com/organization/privaris,,1,,"Charlottesville, Virginia, United States","East Coast, Southern US",Privaris develops high security biometric applications that authenticate identities before interaction with everyday security systems.,1,,,Active,2001-01-01,year,http://www.privaris.com,,"Biometrics, Mobile, Security, Software","Biotechnology, Data and Analytics, Mobile, Privacy and Security, Science and Engineering, Software",1,Barry Johnson,11-50,,For Profit,Was Acquired,Private,"45,711"
Wroclawskie Centrum Badan EIT+,https://www.crunchbase.com/organization/wcb-eit,"Government Office, Micro VC",1,1,"Wroclaw, Dolnoslaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wroclawskie Centrum Badan EIT+ is a biotechnology and medical technology company that provides infrastructure research services.,1,,,Closed,2008-01-01,year,http://www.eitplus.pl,,"Biotechnology, Energy, Nanotechnology","Biotechnology, Energy, Science and Engineering",,,101-250,Seed,For Profit,,Private,"47,401"
BARS Group,https://www.crunchbase.com/organization/bars-gr,Micro VC,1,,"Kazan, Tatarstan, Russian Federation","Europe, Middle East, and Africa (EMEA)",BARS Group specializes in developing and integrating unique IT-solutions.,1,,,Active,1992-01-01,year,http://www.bars-open.ru/,http://www.linkedin.com/company/-bars-group-ltd,"Information Technology, Software","Information Technology, Software",,,501-1000,Seed,For Profit,,Private,"47,881"
Bevica Innovation A / S,https://www.crunchbase.com/organization/bevica-innovation-a-s,Fund Of Funds,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Bevica Innovation A / S was established with the aim of investing in research projects.,1,,,Active,2005-01-01,year,https://bevica.dk/bevica-innovation-as,https://www.linkedin.com/company/bevica-fonden,,,,,1-10,,,,Private,"48,383"
Resolute Partners,https://www.crunchbase.com/organization/resolute-partners-llc,Micro VC,1,,"Southington, Connecticut, United States","East Coast, New England, Northeastern US","Resolute Partners designs, engineers, installs, and operates secure networks that meet critical commercial and government enterprise needs.",1,,,Active,1997-01-01,year,https://resolutepartners.com/,https://linkedin.com/company/resolute-partners,"Communications Infrastructure, Cyber Security, Energy Management, Information Services, Internet of Things, Network Security, Security, Wireless","Energy, Hardware, Information Technology, Internet Services, Mobile, Privacy and Security",2,"Michael S. Blanco, Reginald Babcock",11-50,Seed,For Profit,,Private,"48,857"
Vitro Group,https://www.crunchbase.com/organization/vitro-group,,1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Vitro Group is a manufacturer of equipment, reagents and software for in-vitro diagnostics.",1,,1,Active,1989-01-01,year,http://www.vitro.bio/,https://www.linkedin.com/company/vitro-s-a-,"Biotechnology, Software","Biotechnology, Science and Engineering, Software",,,101-250,,For Profit,Was Acquired,Private,"49,841"
Jens Wohltorf,https://www.crunchbase.com/person/jens-wohltorf,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Jens Wohltorf is the CEO and co-founder of the global professional driver service Blacklane. Blacklane conveniently connects passengers with...,1,,,,,,,https://www.linkedin.com/in/jwohltorf/,,,,,,Seed,,,,"51,800"
Ipanema Technologies,https://www.crunchbase.com/organization/ipanema-technologies,,1,,"Courceboeufs, Pays de la Loire, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ipanema Technologies helps enterprises guarantee application performance of all their users, regardless of IT complexity.",1,,,Closed,1999-01-01,year,http://www.ipanematech.com,http://www.linkedin.com/company/ipanema-technologies,"Application Performance Management, Enterprise Software, Information Technology","Data and Analytics, Information Technology, Software",1,Jean-Yves Leclerc,251-500,,For Profit,Was Acquired,Private,"53,928"
Colabs Startup Center,https://www.crunchbase.com/organization/colabs-startup-center,Angel Group,1,,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",This is the perfect place for your startup!,1,,,Active,2009-01-01,year,http://www.colabs.hu/,http://www.linkedin.com/company/colabs,"Impact Investing, Management Consulting, Social Entrepreneurship","Community and Lifestyle, Financial Services, Lending and Investments, Professional Services, Social Impact",4,"Bence Bogar, Gabor Borbely, Peter Nagy, Zsolt Bako",11-50,"Early Stage Venture, Seed",For Profit,,Private,"54,081"
Dinama,https://www.crunchbase.com/organization/dinama,,1,,"Caracas, NA - Venezuela, Venezuela",Latin America,"Dinama is a service provider which provides Banking an Mobile payment services, Advertising and Media services to customers.",1,,,Active,2001-01-01,year,http://www.dinama.com,https://www.linkedin.com/company/dinama-c.a.,"Advertising, Banking","Advertising, Financial Services, Lending and Investments, Sales and Marketing",,,11-50,,For Profit,,Private,"54,233"
Lokku,https://www.crunchbase.com/organization/lokku,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Lokku is specialized in building vertical search engines.,1,,,Active,2006-01-01,year,http://lokku.com/,https://www.linkedin.com/company/131521,"Navigation, Real Estate","Navigation and Mapping, Real Estate",,,11-50,,For Profit,Was Acquired,Private,"54,968"
Carles Ferrer,https://www.crunchbase.com/person/carles-ferrer,"Individual/Angel, Investment Partner",1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Carles Ferrer Roqueta is a General Partner at Nauta Capital and is based in London. Carles has extensive Venture Capital experience, having...",1,,,,,,,https://www.linkedin.com/in/carles-ferrer-roqueta-292b3/,,,,,,Seed,,,,"56,643"
David Kyte,https://www.crunchbase.com/person/david-kyte,Individual/Angel,1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",David started his career in the City on the London Stock Exchange. He was a founder trader on the London International Financial Futures and...,1,,1,,,,,https://www.linkedin.com/in/david-kyte-9a6a05116,,,,,,Seed,,,,"57,045"
ELADIET,https://www.crunchbase.com/organization/eladiet,,1,,"Papiol, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","ELADIET They are experts in developing and manufacturing natural, innovative and high quality food supplements globally.",1,,,Active,1985-01-01,year,http://cm.eladiet.com/,,"Food Processing, Manufacturing, Natural Resources, Organic Food","Food and Beverage, Manufacturing, Natural Resources, Sustainability",,,,,For Profit,,Private,"57,758"
Jeff Hinck,https://www.crunchbase.com/person/jeff-hinck,"Individual/Angel, Investment Partner",1,1,"Greater Minneapolis-Saint Paul Area, United States, North America",,"Jeff has been an entrepreneur, executive, and venture capitalist for over 25 years. Jeff co-founded Rally Ventures in 2012 with Charles Beel...",1,,,,,,,http://www.linkedin.com/in/jeffhinck,,,,,,"Early Stage Venture, Seed",,,,"57,930"
Alexandria Asset Management,https://www.crunchbase.com/organization/alexandria-asset-management,,1,,"Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",Alexandria Asset Management is a financial company that specializes in investing.,1,,,Active,1987-01-01,year,http://www.alexandriacapital.com,https://www.linkedin.com/company/alexandriacapital/,"Accounting, Crowdfunding, Financial Services, Insurance, Management Consulting","Financial Services, Professional Services",,,11-50,,For Profit,,Private,"58,660"
Ben Marrel,https://www.crunchbase.com/person/ben-marrel,"Individual/Angel, Investment Partner",1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ben Marrel is the Founding Partner at Breega.,1,,,,,,,https://www.linkedin.com/in/benmarrel/,,,,,,Seed,,,,"59,777"
ActiveHost RU,https://www.crunchbase.com/organization/activecloud,,1,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",ActiveHost RU is a leading provider of cloud services for small and medium businesses.,1,,,Active,2003-01-01,year,http://www.activecloud.ru,https://www.linkedin.com/company/activecloud,"Cloud Computing, Information Technology, Small and Medium Businesses","Information Technology, Internet Services, Other, Software",1,Oleg Tyagunov,1-10,,For Profit,,Private,"60,728"
Accelerator London,https://www.crunchbase.com/organization/accelerator,Incubator,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Accelerator is a specialist business incubator in Shoreditch.,1,,,Active,2003-01-01,year,http://www.accelerator-london.com/,http://www.linkedin.com/company/1977655,Incubators,"Financial Services, Lending and Investments",1,Oded Noy,,,,,Private,"60,799"
Challenge Up!,https://www.crunchbase.com/organization/challenge-up-,Accelerator,1,,"Kraków, Malopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Challenge Up! is a joint Internet of Things accelerator for startups from the Europe, Middle East and Africa (EMEA) regions.",1,,1,Active,2015-03-01,day,https://challengeup.eu/,,"Finance, Incubators, Internet of Things","Financial Services, Internet Services, Lending and Investments",,,,,For Profit,,Private,"60,819"
121WATT,https://www.crunchbase.com/organization/121watt,,1,,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","121WATT is focused on online marketing, analytics, conversion optimization, social media or search engine optimization.",1,,,Active,2008-01-01,year,https://www.121watt.de/,https://www.linkedin.com/company/121watt/,"Advertising, Analytics, Marketing, SEO, Social Media","Advertising, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing",1,Alexander Holl,11-50,,For Profit,,Private,"61,023"
Tech Consulting Group,https://www.crunchbase.com/organization/tech-consulting-group,Micro VC,1,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Tech Consulting Group is an IT consulting company that provides internet-based technologies and develops new business ideas for industries.,1,,,Active,2007-01-01,year,https://www.tcg.fi/,https://www.linkedin.com/company/tech-consulting-group-tcg-oy,"Business Development, Information Technology, Internet, IT Infrastructure","Information Technology, Internet Services, Professional Services",,,251-500,,For Profit,,Private,"61,577"
a2b SGPS,https://www.crunchbase.com/organization/a2b-sgps,Angel Group,1,,"Coimbra, Coimbra, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",a2b is a Business Angels partnership focused on global technology-based projects in startup stage.,1,,,Active,2011-12-01,day,https://www.a2b.pt,,,,,,,,,,Private,"61,824"
Maslow Capital Partners,https://www.crunchbase.com/organization/maslow-capital-partners,Venture Capital,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Maslow Capital Partners is a merchant growth bank provides investment advisory services to technology and media companies.,1,,,Active,2014-01-01,year,http://www.maslowcapitalpartners.com/,https://www.linkedin.com/company/maslow-capital-partners,,,,,1-10,Private Equity,For Profit,,Private,"62,335"
Prolimity Capital Partners,https://www.crunchbase.com/organization/prolimity-capital-partners,Private Equity Firm,1,,"Ummendorf, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Prolimity Capital Partners is an investment firm.,1,,,Active,2007-01-01,year,https://www.prolimity.de/,,Funding Platform,"Financial Services, Lending and Investments",,,1-10,Private Equity,,,Private,"63,427"
Yuzz,https://www.crunchbase.com/organization/yuzz-fundaci-n-banesto,"Accelerator, Incubator",1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Yuzz is a program for young people that offers support, training, and advice for the development of technology-based projects.",1,,,Active,,,https://www.yuzz.org/,,"Education, Information Technology, Social Entrepreneurship","Community and Lifestyle, Education, Information Technology, Social Impact",,,11-50,,For Profit,,Private,"64,043"
Firmafon,https://www.crunchbase.com/organization/firmafon,,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Firmafon ApS offers cloud based phone solutions for small and medium sized enterprises. It provides a web based switchboard (virtual PBX),1,,,Active,2009-01-01,year,http://www.firmafon.dk,http://www.linkedin.com/company/firmafon,"Mobile, Software, Telecommunications","Hardware, Mobile, Software",2,"Niklas Stephenson, Peter Engelbrecht",11-50,,For Profit,Was Acquired,Private,"64,069"
PwC's Accelerator,https://www.crunchbase.com/organization/pwcs-accelerator,Accelerator,1,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Helping SMEs go global faster and smarter.,1,,,Active,2011-01-01,year,http://www.pwcaccelerator.com,https://www.linkedin.com/grp/home?gid=4304326,"Big Data, Cloud Computing, Consulting, Enterprise Software, FinTech, Small and Medium Businesses","Data and Analytics, Financial Services, Internet Services, Other, Professional Services, Software",,,1-10,,,Was Acquired,Private,"64,145"
Green Venture Capital,https://www.crunchbase.com/organization/green-venture,Fund Of Funds,1,1,"Netanya, HaMerkaz, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Green Venture Capital is an investment firm specializing in direct investments, fund investments, and fund of funds investments.",1,,1,Active,1990-03-06,day,,,"Finance, Venture Capital","Financial Services, Lending and Investments",,,,"Early Stage Venture, Seed",,,Private,"64,319"
setec,https://www.crunchbase.com/organization/setec,,1,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Setec is the fifth most important engineering and consulting French group,1,,,Active,1957-01-01,year,http://www.setec.fr/,https://www.linkedin.com/company/setec/,Consulting,Professional Services,,,5001-10000,,For Profit,,Private,"64,614"
Bitfactory,https://www.crunchbase.com/organization/bitfactory-holding,,1,,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bitfactory, specializes in online strategy, design, web technology and optimization.",1,,,Active,2000-01-01,year,https://www.bitfactory.nl,https://www.linkedin.com/company/bitfactory,"E-Commerce, Internet, Web Design","Commerce and Shopping, Design, Internet Services",,,11-50,,For Profit,,Private,"65,707"
Pozzoni Group,https://www.crunchbase.com/organization/pozzoni-group,,1,,"Cisano Bergamasco, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Pozzoni Group is an organization specializing in printing and graphics services.,1,,1,Active,1913-08-20,day,http://pozzoni.it,https://www.linkedin.com/company/pozzoni-spa,"Advertising, Marketing","Advertising, Sales and Marketing",,,11-50,,For Profit,,Private,"66,153"
T4XI Interactive,https://www.crunchbase.com/organization/t4xi,,1,1,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",T4XI is a web design and technology studio specialized in creating multi-device digital services.,1,,,Active,2004-07-01,month,http://www.t4xi.com,https://www.linkedin.com/company/t4xi,"Information Technology, Internet, Software, Web Design","Design, Information Technology, Internet Services, Software",1,Ramon Pujol,11-50,,For Profit,,Private,"66,487"
Rob Kniaz,https://www.crunchbase.com/person/rob-kniaz,"Individual/Angel, Investment Partner",1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Rob is a partner at Hoxton Ventures. He represents the firm on the boards of Assetario, FabricNano, Kheiron Medical, LiliumX, NoMagic, Pear ...",1,,,,,,http://www.hoxtonventures.com,http://www.linkedin.com/in/robkniaz,,,,,,Seed,,,,"67,425"
