Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
HTGF (High-Tech Gruenderfonds),https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,953,126,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HTGF is a financial services company that specializes in investments and financing for various sectors.,665,4,261,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,83
Enterprise Ireland,https://www.crunchbase.com/organization/enterprise-ireland,Government Office,838,113,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,675,4,193,Active,1998-01-01,year,http://enterprise-ireland.com,https://www.linkedin.com/company/enterprise-ireland/,"Enterprise Software, Finance, Venture Capital","Financial Services, Lending and Investments, Software",,,1001-5000,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"1,102"
Kima Ventures,https://www.crunchbase.com/organization/kima-ventures,Micro VC,837,122,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",756,2,60,Active,2010-01-01,year,http://www.kimaventures.com,https://www.linkedin.com/company/6665488/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Jeremie Berrebi, Xavier Niel",1-10,"Early Stage Venture, Seed",,,Private,"1,847"
SFC Capital,https://www.crunchbase.com/organization/startup-funding-club,"Angel Group, Micro VC",699,21,"Northwich, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Early-stage investor combining its own angel syndicate & seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,520,2,233,Active,2012-08-24,day,http://www.sfccapital.com/,https://www.linkedin.com/company/sfccapital,Venture Capital,"Financial Services, Lending and Investments",1,Stephen Page,11-50,"Early Stage Venture, Seed",,,Private,605
Lerer Hippeau,https://www.crunchbase.com/organization/lerer-ventures,Venture Capital,668,170,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Lerer Hippeau is a seed-stage venture capital firm investing equally across the enterprise and consumer sectors.,419,8,112,Active,2010-01-01,year,http://www.lererhippeau.com,https://www.linkedin.com/company/lerer-hippeau-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Ben Lerer, Eric Hippeau, Ken Lerer",11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"4,692"
HAX,https://www.crunchbase.com/organization/hax-accelerator,Accelerator,641,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",HAX is SOSV's venture program for Hard Tech,345,,10,Active,2011-09-01,day,http://www.hax.co,https://www.linkedin.com/company/hax,"Finance, Financial Services, Hardware, Venture Capital","Financial Services, Hardware, Lending and Investments",7,"Cyril Ebersweiler, Jay Bullen, Saeid Masudy Panah, Sajjad Rimaz, Sean O'Sullivan, Sofia Bensily, Syed Shakeel Ahmed",11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,"26,570"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",628,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,423,2,83,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,089"
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
Atlas Venture,https://www.crunchbase.com/organization/atlas-venture,Venture Capital,617,194,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,321,52,173,Active,1980-01-01,year,http://atlasventure.com,http://www.linkedin.com/company/atlas-venture,"Biotechnology, Health Care, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Michiel de Haan,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"4,169"
Startupbootcamp,https://www.crunchbase.com/organization/startupbootcamp,Accelerator,611,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.,589,1,53,Active,2010-01-01,year,http://www.startupbootcamp.org,https://www.linkedin.com/company/startupbootcamp,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",9,"Aldo de Jong, Alex Farcet, Carsten Kolbek, Kalie Moore, Kasper Vardrup, Marc Wesselink, Patrick Zeeuw, Richard Celm, Ruud Hendriks",251-500,"Early Stage Venture, Grant, Initial Coin Offering, Non Equity Assistance, Seed, Venture",For Profit,,Private,"8,930"
RRE Ventures,https://www.crunchbase.com/organization/rre-ventures,Venture Capital,608,134,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",RRE Ventures is a venture capital firm that focuses on investing in early-stage technology companies across a variety of sectors.,318,16,150,Active,1994-09-01,day,http://www.rre.com/,http://www.linkedin.com/company/56708,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"James Robinson, Jim Robinson, Stuart Ellman",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"2,832"
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,542,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"2,401"
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,476,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,243,13,147,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,868
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,424,,59,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private,"66,391"
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",410,73,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,300,5,126,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,379
Dreamit Ventures,https://www.crunchbase.com/organization/dreamit-ventures,Venture Capital,402,53,"Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Venture fund focused on startups with pilots or revenue that are ready to scale.,329,,86,Active,2007-01-01,year,http://www.dreamit.com,http://www.linkedin.com/company/dreamit-ventures,"Cloud Security, Fraud Detection, Generative AI, Identity Management, Intrusion Detection, Network Security, Penetration Testing, Physical Security, Privacy, Security","Administrative Services, Artificial Intelligence (AI), Financial Services, Information Technology, Payments, Privacy and Security",4,"David Bookspan, Elliot Menschik, Michael Levinson, Steve Welch",1-10,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,"9,012"
Nexus Venture Partners,https://www.crunchbase.com/organization/nexus-venture-partners,Venture Capital,391,54,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Nexus Venture Partners is a venture capital firm that helps founders build product-focused companies.,187,6,181,Active,2006-01-01,year,https://www.nexusvp.com,https://www.linkedin.com/company/nexus-venture-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Naren Gupta, Sandeep Singhal, Suvir Sujan",11-50,"Early Stage Venture, Seed",,,Private,143
Novo Holdings,https://www.crunchbase.com/organization/novo-a-s,Venture Capital,383,99,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Novo Holdings is a holding company specializing in life science investor with a focus on creating long-term value.,249,64,139,Active,1999-09-08,day,https://www.novoholdings.dk,https://www.linkedin.com/company/novo-a-s,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,Made Acquisitions,Private,"2,590"
Par Equity,https://www.crunchbase.com/organization/par-equity,Venture Capital,369,16,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","Par Equity is a leading, early-stage venture capital firm, investing in innovative, high growth technology companies.",85,,182,Active,2008-01-01,year,http://www.parequity.com,http://www.linkedin.com/company/par-equity-llp,"Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Andrew Castell, Paul Atkinson, Paul Munn, Robert Higginson",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,486"
AltaIR Capital,https://www.crunchbase.com/organization/altair,Venture Capital,357,35,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Altair Capital is an early-stage venture investment company that invest in productivity tools, HR tech, and digital health companies.",284,,40,Active,2005-01-01,year,http://www.altair.vc,https://www.linkedin.com/company/9291712?trk=tyah&trkInfo=idx%3A1-2-2%2CtarId%3A1423597457926%2Ctas%3Aaltair+capital+manag,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Igor Ryabenkiy,11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private,"8,824"
Scottish Investment Bank,https://www.crunchbase.com/organization/scottish-investment-bank,"Investment Bank, Private Equity Firm",352,37,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)",Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,163,3,40,Active,1991-04-01,day,https://www.scottish-enterprise.com/our-organisation/about-us/who-we-work-with/scottish-investment-bank,https://www.linkedin.com/company/scottish-enterprise,"Banking, Finance, Financial Services","Financial Services, Lending and Investments",,,1001-5000,"Convertible Note, Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"97,678"
Scottish Enterprise,https://www.crunchbase.com/organization/scottish-enterprise,Government Office,349,31,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)","Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",257,12,123,Active,1991-04-01,day,http://www.scottish-enterprise.com/,http://www.linkedin.com/company/scottish-enterprise,"Finance, Government, Venture Capital","Financial Services, Government and Military, Lending and Investments",,,1001-5000,"Grant, Seed",,,Private,841
EIC Accelerator,https://www.crunchbase.com/organization/eic-accelerator,Accelerator,344,6,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",The EIC Accelerator is a Horizon Europe funding programme that provides assistance to start-ups and SMEs,234,2,323,Active,1958-01-01,year,https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en,https://www.linkedin.com/company/european-commission,,,,,10001+,"Grant, Seed",,,Private,"18,947"
Parkwalk Advisors,https://www.crunchbase.com/organization/parkwalk-advisors,Venture Capital,325,30,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Parkwalk is an investment management firm focused on UK-based technology companies that are spun out of UK university and research centres.,165,11,87,Active,2009-05-01,day,https://parkwalkadvisors.com/,http://www.linkedin.com/company/park-walk-advisors,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Alastair Kilgour, Alun Williams, Enrico D'Angelo, Moray Wright, Neil Cameron",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Was Acquired,Private,790
Seedrs,https://www.crunchbase.com/organization/seedrs,Venture Capital,322,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedrs is a UK-based investment and crowdfunding platform.,246,3,224,Active,2009-01-01,year,http://www.seedrs.com,http://www.linkedin.com/company/397364,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",2,"Carlos Silva, Jeff Lynn",101-250,"Crowdfunding, Early Stage Venture, Secondary Market, Seed, Venture",For Profit,"Made Acquisitions, Was Acquired",Private,"2,245"
Eleven Ventures,https://www.crunchbase.com/organization/eleven,Venture Capital,320,8,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Eleven supports early-stage tech companies from Southeast Europe in Fintech, Healthcare, Future of Work and Future of Food.",163,,59,Active,2013-04-04,day,http://11.vc,https://www.linkedin.com/company/eleven-ventures-11/,"Consulting, Finance, Financial Services","Financial Services, Professional Services",4,"Daniel Tomov, Dilyan Dimitrov, Ivaylo Simov, Jon Bradford",11-50,"Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture",,,Private,"1,079"
Tuesday Capital,https://www.crunchbase.com/organization/tuesday-capital,"Micro VC, Venture Capital",318,107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Tuesday Capital is an early-stage venture capital firm that has backed over 350 startups since launching in 2011.,254,16,15,Active,2011-09-01,day,https://www.tuesday.vc/,https://www.linkedin.com/company/tuesdaycapital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Patrick Gallagher,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"15,533"
SV Health Investors,https://www.crunchbase.com/organization/sv-life-sciences,"Private Equity Firm, Venture Capital",317,92,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",SV Health Investors is a boston-based venture capital firm focused on investments in biotechnology and healthcare industry.,172,29,75,Active,1993-01-01,year,http://svhealthinvestors.com/,https://www.linkedin.com/company/sv-health-investors/,"Biotechnology, Health Care, Life Science, Medical Device, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Houman Ashrafian,51-100,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,"Made Acquisitions, Was Acquired",Private,457
Portugal Ventures,https://www.crunchbase.com/organization/portugal-ventures,Venture Capital,315,32,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Portugal Ventures is a venture capital firm that invests in seed rounds of Portuguese startups in tech, life sciences, and tourism.",257,1,50,Active,2012-06-01,day,http://www.portugalventures.pt,https://www.linkedin.com/company/portugal-ventures,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nuno Afonso,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"13,678"
Eurazeo,https://www.crunchbase.com/organization/eurazeo-com,Private Equity Firm,312,64,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Eurazeo is a private equity and venture capital firm that invests in SMEs and manages a diversified portfolio of assets.,249,12,131,Active,1969-07-18,day,https://www.eurazeo.com,https://www.linkedin.com/company/eurazeo,"Asset Management, Finance, Financial Services, FinTech",Financial Services,1,Paul Taylor,251-500,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Public,"3,735"
Sting,https://www.crunchbase.com/organization/stockholm-innovation-and-growth,"Accelerator, Incubator",308,25,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sting enables talented people to turn their ideas into sustainable businesses.,297,3,160,Active,2002-02-01,day,http://www.sting.co,http://www.linkedin.com/company/108052,"Finance, Incubators, Information Technology","Financial Services, Information Technology, Lending and Investments",2,"Charlena Radic, Pär Hedberg",11-50,Seed,,,Private,"6,937"
Point Nine,https://www.crunchbase.com/organization/point-nine-capital,Venture Capital,294,42,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Point Nine Capital is a venture capital firm focusing on early-stage investments related to SaaS and digital marketplaces.,171,5,89,Active,2009-01-01,year,http://www.pointnine.com,http://www.linkedin.com/company/point-nine-capital,"Artificial Intelligence (AI), Marketplace, SaaS, Venture Capital","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",4,"Christoph Janz, Kolja Hebenstreit, Lukasz Gadowski, Pawel Chudzinski",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"6,076"
IP Group,https://www.crunchbase.com/organization/ip-group-plc,Venture Capital,291,34,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,167,14,58,Active,2001-01-01,year,http://www.ipgroupplc.com,http://www.linkedin.com/company/ip-group-plc,"Financial Services, Intellectual Property","Financial Services, Professional Services",1,David Norwood,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,Made Acquisitions,Public,"9,238"
