Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Start-Up Chile,https://www.crunchbase.com/organization/start-up-chile,Accelerator,"1,076",46,"Santiago, Region Metropolitana, Chile",Latin America,Start-Up is a public startup accelerator created by the Chilean Government for global entrepreneurs to bootstrap their startups.,"1,014",1,175,Active,2010-04-06,day,http://startupchile.org,https://www.linkedin.com/company/start-up-chile,"Innovation Management, Market Research, Social Entrepreneurship","Community and Lifestyle, Data and Analytics, Design, Professional Services, Social Impact",3,"Charles Van Norman, Diego Philippi, Nicolás Shea",11-50,"Early Stage Venture, Grant, Seed",,,Private,"20,221"
Crowdcube,https://www.crunchbase.com/organization/crowdcube,Venture Capital,"1,032",37,"Exeter, Devon, United Kingdom","Europe, Middle East, and Africa (EMEA)",Crowdcube enables individuals to invest in small companies in return for equity or an annual return.,815,5,34,Active,2010-08-01,day,https://www.crowdcube.com/,https://www.linkedin.com/company/crowdcube-limited/,"Business Development, Crowdfunding, Financial Services, FinTech, Funding Platform, Venture Capital","Financial Services, Lending and Investments, Professional Services",5,"Darren Westlake, Luke Lang, Mac Parish, Oriol Cordón, Pepe Borrell",101-250,,,Made Acquisitions,Private,"6,381"
HTGF (High-Tech Gruenderfonds),https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,953,126,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HTGF is a financial services company that specializes in investments and financing for various sectors.,665,4,261,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,83
Greylock,https://www.crunchbase.com/organization/greylock,Venture Capital,903,273,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Greylock is a venture capital firm that invests in early-stage startups and entrepreneurs to help them build and grow their businesses.,501,56,255,Active,1965-10-01,month,https://www.greylock.com,https://www.linkedin.com/company/greylock-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Bill Elfers, Daniel Gregory",101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,713
Enterprise Ireland,https://www.crunchbase.com/organization/enterprise-ireland,Government Office,838,113,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,675,4,193,Active,1998-01-01,year,http://enterprise-ireland.com,https://www.linkedin.com/company/enterprise-ireland/,"Enterprise Software, Finance, Venture Capital","Financial Services, Lending and Investments, Software",,,1001-5000,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"1,102"
Kima Ventures,https://www.crunchbase.com/organization/kima-ventures,Micro VC,837,122,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",756,2,60,Active,2010-01-01,year,http://www.kimaventures.com,https://www.linkedin.com/company/6665488/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Jeremie Berrebi, Xavier Niel",1-10,"Early Stage Venture, Seed",,,Private,"1,847"
Hiventures,https://www.crunchbase.com/organization/hiventures,Venture Capital,745,7,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund Management Company,392,1,47,Active,1999-09-02,day,https://hiventures.hu/hu,https://www.linkedin.com/company/hiventures/,Venture Capital,"Financial Services, Lending and Investments",,,51-100,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"12,465"
BDC Venture Capital,https://www.crunchbase.com/organization/bdc-venture-capital,"Government Office, Venture Capital",713,171,"Calgary, Alberta, Canada",,"BDC Venture Capital works as a strategic partner that enables, encourages, and unlocks the underlying market potential of Canadian VC.",498,27,144,Active,1975-01-01,year,https://www.bdc.ca/en/bdc-capital/venture-capital/pages/venture-capital.aspx,https://www.linkedin.com/company/bdc/,"AgTech, Angel Investment, CleanTech, Financial Services, Venture Capital, Waste Management, Water","Agriculture and Farming, Financial Services, Lending and Investments, Natural Resources, Sustainability",,,1001-5000,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"3,137"
SFC Capital,https://www.crunchbase.com/organization/startup-funding-club,"Angel Group, Micro VC",699,21,"Northwich, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Early-stage investor combining its own angel syndicate & seed funds to provide investors with diversified exposure to SEIS/EIS businesses.,520,2,233,Active,2012-08-24,day,http://www.sfccapital.com/,https://www.linkedin.com/company/sfccapital,Venture Capital,"Financial Services, Lending and Investments",1,Stephen Page,11-50,"Early Stage Venture, Seed",,,Private,605
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",628,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,423,2,83,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,089"
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
Startupbootcamp,https://www.crunchbase.com/organization/startupbootcamp,Accelerator,611,50,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Startupbootcamp is a global network of industry-focused startup accelerators that provides investment and mentorship services.,589,1,53,Active,2010-01-01,year,http://www.startupbootcamp.org,https://www.linkedin.com/company/startupbootcamp,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",9,"Aldo de Jong, Alex Farcet, Carsten Kolbek, Kalie Moore, Kasper Vardrup, Marc Wesselink, Patrick Zeeuw, Richard Celm, Ruud Hendriks",251-500,"Early Stage Venture, Grant, Initial Coin Offering, Non Equity Assistance, Seed, Venture",For Profit,,Private,"8,930"
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,598,109,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",387,4,173,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,629
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,542,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"2,401"
Qualcomm Ventures,https://www.crunchbase.com/organization/qualcomm-ventures,Corporate Venture Capital,540,141,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Qualcomm Ventures is a global investor that assists entrepreneurs in creating revolutionary businesses.,349,27,131,Active,2000-01-01,year,https://www.qualcommventures.com,https://www.linkedin.com/company/qualcomm-ventures,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Paul E. Jacobs,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private,"15,208"
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,476,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,243,13,147,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,868
Orbit Startups,https://www.crunchbase.com/organization/orbit-startups,"Accelerator, Venture Capital",452,17,,,"Orbit is a VC firm focused on tech companies in emerging markets, aiming to digitize traditional industries and raise standards of living.",406,,23,Active,2015-01-01,day,https://orbitstartups.com,https://www.linkedin.com/company/orbitstartups/,,,2,"Oscar Ramos, William Bao Bean",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,704"
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,424,,59,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private,"66,391"
Octopus Ventures,https://www.crunchbase.com/organization/octopus-ventures,Venture Capital,445,64,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Octopus Ventures is a venture capital firm that offers support to companies at various stages of their journey, from idea conception to IPO.",293,6,245,Active,2008-01-01,year,http://www.octopusventures.com,https://www.linkedin.com/company/octopus-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,54
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",410,73,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,300,5,126,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,379
Oak Investment Partners,https://www.crunchbase.com/organization/oak-investment-partners,Venture Capital,405,127,"Wilton, Connecticut, United States","East Coast, New England, Northeastern US",Oak Investment Partners is a multi-stage venture capital and private equity firm that invests in high growth opportunities.,215,22,131,Active,1978-01-01,year,https://www.oakvc.com,http://www.linkedin.com/company/oak-investment-partners,"Angel Investment, Business Development, Energy, Finance, Financial Services, Venture Capital","Energy, Financial Services, Lending and Investments, Professional Services",1,Ed Glassmeyer,11-50,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,Made Acquisitions,Private,"64,042"
StartUp Health,https://www.crunchbase.com/organization/startup-health,Venture Capital,391,33,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",StartUp Health is investing in a global army of Health Transformers to achieve health moonshots.,362,1,9,Active,2011-03-01,day,http://www.startuphealth.com,https://www.linkedin.com/company/startuphealth,"Biotechnology, Electronic Health Record (EHR), Employee Benefits, Health Care, Health Diagnostics, Home Health Care, Medical Device, mHealth, Nursing and Residential Care, Personal Health","Administrative Services, Biotechnology, Health Care, Mobile, Science and Engineering",2,"Steven Krein, Unity Stoakes",11-50,"Early Stage Venture, Grant, Seed, Venture",For Profit,,Private,"13,198"
Novo Holdings,https://www.crunchbase.com/organization/novo-a-s,Venture Capital,383,99,"Hellerup, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Novo Holdings is a holding company specializing in life science investor with a focus on creating long-term value.,249,64,139,Active,1999-09-08,day,https://www.novoholdings.dk,https://www.linkedin.com/company/novo-a-s,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,Made Acquisitions,Private,"2,590"
AltaIR Capital,https://www.crunchbase.com/organization/altair,Venture Capital,357,35,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Altair Capital is an early-stage venture investment company that invest in productivity tools, HR tech, and digital health companies.",284,,40,Active,2005-01-01,year,http://www.altair.vc,https://www.linkedin.com/company/9291712?trk=tyah&trkInfo=idx%3A1-2-2%2CtarId%3A1423597457926%2Ctas%3Aaltair+capital+manag,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Igor Ryabenkiy,11-50,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture",,,Private,"8,824"
Scottish Investment Bank,https://www.crunchbase.com/organization/scottish-investment-bank,"Investment Bank, Private Equity Firm",352,37,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)",Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,163,3,40,Active,1991-04-01,day,https://www.scottish-enterprise.com/our-organisation/about-us/who-we-work-with/scottish-investment-bank,https://www.linkedin.com/company/scottish-enterprise,"Banking, Finance, Financial Services","Financial Services, Lending and Investments",,,1001-5000,"Convertible Note, Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"97,678"
Scottish Enterprise,https://www.crunchbase.com/organization/scottish-enterprise,Government Office,349,31,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)","Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",257,12,123,Active,1991-04-01,day,http://www.scottish-enterprise.com/,http://www.linkedin.com/company/scottish-enterprise,"Finance, Government, Venture Capital","Financial Services, Government and Military, Lending and Investments",,,1001-5000,"Grant, Seed",,,Private,841
Horizons Ventures,https://www.crunchbase.com/organization/horizons-ventures,Venture Capital,341,49,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Horizons Ventures focuses on investing in disruptive and technology-focused start-ups.,198,13,147,Active,2002-01-01,year,http://horizonsventures.com,https://www.linkedin.com/company/horizons-ventures/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Debbie Chang, Li Ka-shing, Solina Chau",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"39,354"
Brinc,https://www.crunchbase.com/organization/brinc-io,"Accelerator, Venture Capital",331,6,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),The Venture Platform Bridging Entrepreneurs with Investors–Catalyzing Innovation into Solutions,296,2,114,Active,2014-12-01,day,http://www.brinc.io,https://www.linkedin.com/company/brinc-io,"Agriculture, Artificial Intelligence (AI), Blockchain, Clean Energy, Food and Beverage, Gaming, Health Care, Nutrition, Sustainability, Web3","Agriculture and Farming, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Energy, Food and Beverage, Gaming, Health Care, Internet Services, Other, Science and Engineering, Software, Sustainability",3,"Bashar Aboudaoud, Bay McLaughlin, Manav Gupta",51-100,"Early Stage Venture, Seed",,Made Acquisitions,Private,"3,729"
Seedrs,https://www.crunchbase.com/organization/seedrs,Venture Capital,322,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedrs is a UK-based investment and crowdfunding platform.,246,3,224,Active,2009-01-01,year,http://www.seedrs.com,http://www.linkedin.com/company/397364,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",2,"Carlos Silva, Jeff Lynn",101-250,"Crowdfunding, Early Stage Venture, Secondary Market, Seed, Venture",For Profit,"Made Acquisitions, Was Acquired",Private,"2,245"
Eleven Ventures,https://www.crunchbase.com/organization/eleven,Venture Capital,320,8,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Eleven supports early-stage tech companies from Southeast Europe in Fintech, Healthcare, Future of Work and Future of Food.",163,,59,Active,2013-04-04,day,http://11.vc,https://www.linkedin.com/company/eleven-ventures-11/,"Consulting, Finance, Financial Services","Financial Services, Professional Services",4,"Daniel Tomov, Dilyan Dimitrov, Ivaylo Simov, Jon Bradford",11-50,"Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture",,,Private,"1,079"
Tuesday Capital,https://www.crunchbase.com/organization/tuesday-capital,"Micro VC, Venture Capital",318,107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Tuesday Capital is an early-stage venture capital firm that has backed over 350 startups since launching in 2011.,254,16,15,Active,2011-09-01,day,https://www.tuesday.vc/,https://www.linkedin.com/company/tuesdaycapital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Patrick Gallagher,1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"15,533"
Northzone,https://www.crunchbase.com/organization/northzone-ventures,Venture Capital,317,51,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Northzone is a multi-stage venture capital fund that seeks to invest in various sectors.,172,11,135,Active,1996-01-01,year,http://www.northzone.com,http://www.linkedin.com/company/northzone,"Business Development, Finance, FinTech, Venture Capital","Financial Services, Lending and Investments, Professional Services",4,"Bjorn Stray, Ingar Ostby, Karl-Christian Agerup, Tellef Thorleifsson",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,125
Portugal Ventures,https://www.crunchbase.com/organization/portugal-ventures,Venture Capital,315,32,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Portugal Ventures is a venture capital firm that invests in seed rounds of Portuguese startups in tech, life sciences, and tourism.",257,1,50,Active,2012-06-01,day,http://www.portugalventures.pt,https://www.linkedin.com/company/portugal-ventures,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nuno Afonso,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"13,678"
Ascension,https://www.crunchbase.com/organization/ascension-ventures-limited,"Micro VC, Venture Capital",296,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Ascension is an early-stage VC built by exited entrepreneurs to back the next generation of tech and impact founders.,204,,59,Active,2012-09-01,day,https://www.ascension.vc,https://www.linkedin.com/company/ascensionvc,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",3,"Jean Fougerolles, Kieran Hill, Sanjay Wadhwani",11-50,"Early Stage Venture, Seed, Venture",,,Private,568
IP Group,https://www.crunchbase.com/organization/ip-group-plc,Venture Capital,291,34,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",IP Group is an IP commercialization company specializing in evolving great ideas into world-changing businesses.,167,14,58,Active,2001-01-01,year,http://www.ipgroupplc.com,http://www.linkedin.com/company/ip-group-plc,"Financial Services, Intellectual Property","Financial Services, Professional Services",1,David Norwood,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",For Profit,Made Acquisitions,Public,"9,238"
DMZ,https://www.crunchbase.com/organization/digital-media-zone,"Accelerator, Incubator",277,38,"Toronto, Ontario, Canada",Great Lakes,"The DMZ at Ryerson University is a business incubator for tech startups, fuelling the success of emerging entrepreneurs.",274,2,27,Active,2010-04-01,day,https://dmz.torontomu.ca,https://www.linkedin.com/company/ryersondmz/,"Business Development, Consulting, Incubators, Management Consulting","Financial Services, Lending and Investments, Professional Services",2,"Hossein Rahnama, Sheldon Levy",11-50,"Grant, Non Equity Assistance, Seed",,,Private,"11,034"
Creandum,https://www.crunchbase.com/organization/creandum,Venture Capital,274,40,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Creandum is an early-stage venture capital firm focusing on technology companies within the consumer, software, and hardware industries.",147,5,105,Active,2003-01-01,year,http://www.creandum.com,http://www.linkedin.com/company/creandum,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Staffan Helgesson, Stefan Lindeberg",11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,72
Inveready,https://www.crunchbase.com/organization/inveready-technology-investment-group,"Private Equity Firm, Venture Capital, Venture Debt",272,44,"San Sebastian, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Inveready is a financial services firm that specializes in investment and wealth management services.,223,12,111,Active,2008-01-01,year,https://inveready.com/,https://www.linkedin.com/company/inveready/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Josep María Echarri, Roger Piqué Pijuan",11-50,"Debt, Early Stage Venture, Private Equity, Secondary Market, Seed, Venture",For Profit,Made Acquisitions,Private,401
