Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Radix Ventures,https://www.crunchbase.com/organization/radix-ventures,Venture Capital,3,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Established in 2024 by experienced entrepreneurs and tech investors we are on the mission to empower deep tech innovators across Europe.,3,,3,Active,2024-06-10,day,https://radix-vc.com/,https://www.linkedin.com/company/radix-vc/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,,,,Private,"10,156"
TRUMPF,https://www.crunchbase.com/organization/trumpf-2,,3,,"Ditzingen, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","TRUMPF provides manufacturing solutions in the fields of machine tools, laser technology, and electronics.",3,,3,Active,1923-01-01,year,https://www.trumpf.com/de_DE/,https://www.linkedin.com/company/trumpf-se-co-kg/,"Banking, Machinery Manufacturing, Manufacturing","Financial Services, Lending and Investments, Manufacturing",1,Christian Trumpf,10001+,,For Profit,Made Acquisitions,Private,"10,560"
Ecosia,https://www.crunchbase.com/organization/ecosia,,3,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ecosia is the search engine that plants trees with its ad revenue.,3,,3,Active,2009-01-01,year,https://www.ecosia.org,http://www.linkedin.com/company/ecosia,"Communities, Environmental Consulting, Search Engine","Community and Lifestyle, Internet Services, Professional Services",1,Christian Kroll,101-250,,Non-profit,Made Acquisitions,Private,"11,209"
EmergeVest,https://www.crunchbase.com/organization/emergevest,Private Equity Firm,3,,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),"EmergeVest seeks to build businesses, provide innovative capital solutions, and generate sustainable value for all stakeholders.",2,,2,Active,2013-01-01,year,http://www.emergevest.com/,https://www.linkedin.com/company-beta/3755368/?,"Asset Management, Financial Services, Information Technology, Logistics, Software, Supply Chain Management","Financial Services, Information Technology, Software, Transportation",2,"Heath Zarin, Roger Moh",11-50,"Early Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"12,126"
Smalt Capital,https://www.crunchbase.com/organization/smalt-capital,Private Equity Firm,3,,"Marseille, Provence-Alpes-Cote d'Azur, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Major player in private equity in the South Region. Investing together, for tomorrow.",3,,1,Active,2000-01-01,year,https://www.smaltcapital.com/,https://www.linkedin.com/company/smalt-capital/,,,,,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"12,913"
Modality Partnership,https://www.crunchbase.com/organization/modality-partnership,,3,,"Birmingham, Birmingham, United Kingdom","Europe, Middle East, and Africa (EMEA)",Modality is a provider of primary health care and community services across the UK.,3,,,Active,2009-01-01,year,https://www.modalitypartnership.nhs.uk/,https://www.linkedin.com/company/modality-partnership,Health Care,Health Care,,,1001-5000,,For Profit,,Private,"13,756"
SEGO FINANCE,https://www.crunchbase.com/organization/sego-finance,,3,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Sego Finance is a fintech company that provides a digitalized solution for investments in startups, real estate, and SMEs.",3,,,Active,2011-01-01,year,https://www.segofinance.com/,https://www.linkedin.com/in/sego-finance-inversion/,"Finance, Financial Services, FinTech",Financial Services,1,Javier Villaseca Sánchez,11-50,,For Profit,Made Acquisitions,Private,"14,284"
SSE Ventures,https://www.crunchbase.com/organization/sse-ventures-4f9a,"Incubator, Micro VC",3,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",The early-stage venture capital firm of the Stockholm School of Economics,3,,,Active,2022-09-29,day,https://ssebl.com/ventures,https://www.linkedin.com/company/88376172/,"E-Commerce, Financial Services, Information Technology, Internet, Software","Commerce and Shopping, Financial Services, Information Technology, Internet Services, Software",,,1-10,"Convertible Note, Early Stage Venture",,,Private,"15,488"
Cerebrum Tech,https://www.crunchbase.com/organization/cerebrum-tech,,3,,"Çankaya, Ankara, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Cerebrum Tech is an IT firm that specializes in AI technologies, data analytics, robotics, AR, VR, and application development solutions.",3,,1,Active,2020-12-24,day,https://cerebrumtechnologies.com/,https://www.linkedin.com/company/cerebrum-technologies/,"Artificial Intelligence (AI), Internet of Things, Metaverse, Software, Web3","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software",2,"Anıl Çekiç, R. Erdem Erkul",51-100,,For Profit,,Private,"15,767"
Jupter,https://www.crunchbase.com/organization/jupter,Micro VC,3,,"Curitiba, Parana, Brazil",Latin America,Jupter offers an investment ecosystem platform that provides a digital map for open-science-origination.,3,,1,Active,2016-05-04,day,http://jupter.co,https://www.linkedin.com/company/15080713/,"Education, Finance, Financial Services, Venture Capital","Education, Financial Services, Lending and Investments",2,"Bruno Dequech Ceschin, Nima Kazerooni",11-50,Seed,,,Private,"16,571"
HealthTech Arkansas,https://www.crunchbase.com/organization/healthtech-arkansas,Accelerator,3,,"Little Rock, Arkansas, United States",Southern US,"HealthTech Arkansas targets three areas of healthcare innovation digital health, medical devices, and diagnostic platforms.",2,,,Active,2019-01-01,year,https://www.healthtecharkansas.com/,https://www.linkedin.com/company/healthtecharkansas,"Finance, Financial Exchanges, Health Care, Medical","Financial Services, Health Care, Lending and Investments",,,1-10,Seed,For Profit,,Private,"17,133"
Palmer Luckey,https://www.crunchbase.com/person/palmer-luckey,Individual/Angel,3,,"Long Beach, California, United States","Greater Los Angeles Area, West Coast, Western US","Palmer Luckey is the Founder of Anduril Industries. He is also the designer of the Oculus Rift, a virtual reality head-mounted display, and ...",3,,,,,,,https://www.linkedin.com/in/palmer-luckey-21a16959,,,,,,,,,,"18,204"
iCandy Interactive Limited,https://www.crunchbase.com/organization/icandy-interactive-limited,,3,,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",iCandy Group is one of Southeast Asia's largest game developer - developing cross-platform conventional and Web3 games,3,,,Active,2015-01-01,year,http://www.icandy.io,https://www.linkedin.com/company-beta/6583196/,"Digital Entertainment, Mobile, Web3","Blockchain and Cryptocurrency, Internet Services, Media and Entertainment, Mobile",1,Kin-Wai Lau,501-1000,,For Profit,Made Acquisitions,Public,"18,351"
Imperial Logistics,https://www.crunchbase.com/organization/imperial-holdings,,3,,"Bedfordview, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)","Imperial is a logistics, vehicle, and financial service company operating in Southern Africa, Europe, and the United Kingdom.",3,,1,Active,1948-01-01,year,https://www.imperiallogistics.com/,https://www.linkedin.com/company/imperial-group,"Automotive, Freight Service, Logistics, Transportation",Transportation,,,10001+,,For Profit,"Made Acquisitions, Was Acquired",Public,"18,485"
FIGR Ventures,https://www.crunchbase.com/organization/figr-ventures,"Micro VC, Venture Capital",3,,"Wilmslow, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","FIGR is a family office fund investing in early-stage, mission-driven businesses.",3,,2,Active,,,https://www.figr-ventures.co.uk,https://www.linkedin.com/company/figr-ventures,Fashion,"Clothing and Apparel, Design",,,1-10,"Seed, Venture",,,Private,"18,728"
HubX,https://www.crunchbase.com/organization/mobilex-53f6,,3,,"Izmir, Izmir, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",HubX is a fast-growing tech company focused on building and marketing highly scalable mobile applications.,3,,1,Active,2020-02-01,day,http://www.hubx.co,https://www.linkedin.com/company/hubxstudios/,"Analytics, Collaboration, Information Technology, Mobile Apps, Product Design","Apps, Data and Analytics, Design, Information Technology, Mobile, Other, Software",1,Cem Ortabaş,51-100,,For Profit,,Private,"19,222"
WakeUp Capital,https://www.crunchbase.com/organization/wakeup-capital,Venture Capital,3,,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",WakeUp Capital is an early stage impact fund that backs European companies already shaping a better and brighter future.,3,,1,Active,,,https://www.wakeupcapital.com/,https://www.linkedin.com/company/37557491/,"Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",1,Faye Walsh Drouillard,1-10,"Early Stage Venture, Seed",,,Private,"19,303"
New World Group,https://www.crunchbase.com/organization/new-world-capital-advisors,Private Equity Firm,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",New World Group (NWG) is a London headquartered global asset management and investment company,3,,1,Active,2016-08-01,day,http://www.nwgp.com,https://www.linkedin.com/company/nwgp/,Financial Services,Financial Services,2,"Adam Sadiq, Zeiad Idris",101-250,,For Profit,,Private,"19,656"
Stoneweg,https://www.crunchbase.com/organization/stoneweg,Private Equity Firm,3,2,"Geneva, Geneve, Switzerland","Europe, Middle East, and Africa (EMEA)",Stoneweg is an investment and management company that provides services to the real estate sector.,3,,2,Active,2015-01-01,year,http://www.stoneweg.com,https://www.linkedin.com/company/stoneweg/,"Real Estate, Real Estate Investment","Financial Services, Real Estate",1,Patrick Richard,251-500,Seed,,Made Acquisitions,Private,"21,072"
Founders Forum Group,https://www.crunchbase.com/organization/founders-forum,"Accelerator, Entrepreneurship Program",3,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Founders Forum Group is a global community and group of businesses supporting entrepreneurs at every stage of their journeys.,3,,2,Active,2005-01-01,year,https://ff.co,https://www.linkedin.com/company/founders-forum,"Communities, Digital Media, Incubators, Information Technology","Community and Lifestyle, Financial Services, Information Technology, Lending and Investments, Media and Entertainment",5,"Brent Hoberman, David Rodriguez, Henry Lane Fox, Jonathan Goodwin, Marc Samwer",11-50,Seed,For Profit,Made Acquisitions,Private,"21,088"
the Imperial College Innovation Fund,https://www.crunchbase.com/organization/the-imperial-college-innovation-fund,University Program,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",the Imperial College Innovation Fund in a investment firm.,3,,,Active,1907-01-01,year,https://www.imperial.ac.uk,https://www.linkedin.com/company/imperial-college-london,,,,,,,,,Private,"21,192"
Leovegas,https://www.crunchbase.com/organization/leovegas,,3,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Leovegas is a mobile gaming company and provider of online casino and sports betting services.,3,,3,Active,2010-01-01,year,http://www.leovegasgroup.com,https://www.linkedin.com/company/leovegasmobilegaminggroup/,"Casino, Gambling, Information Technology, Marketing","Gaming, Information Technology, Sales and Marketing, Travel and Tourism",2,"Gustaf Hagman, Robin Ramm-Ericson",501-1000,,For Profit,Made Acquisitions,Private,"21,314"
Xinomavro Ventures,https://www.crunchbase.com/organization/xinomavro-ventures,"Syndicate, Venture Capital",3,,"France, Idaho, United States",Western US,Xinomavro Ventures is a venture capital business that focuses on driving innovation in the wine and beverage industry.,3,,,Active,,,https://xinomavro-ventures.com,,,,,,1-10,Early Stage Venture,,,Private,"21,365"
Unither Pharmaceuticals,https://www.crunchbase.com/organization/unither-pharmaceuticals,,3,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Unither Pharmaceuticals is a French manufacturer of dosage forms for pharmaceutical laboratories and generic products.,2,,2,Active,1993-01-01,year,https://www.unither-pharma.com/,https://www.linkedin.com/company/unither-pharmaceuticals ,"Biotechnology, Manufacturing, Pharmaceutical","Biotechnology, Health Care, Manufacturing, Science and Engineering",1,Alexandre Rochereau,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"21,679"
Bocconi University,https://www.crunchbase.com/organization/sda-bocconi-school-of-management,,3,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bocconi University is contributing to the advancement of European higher education by teaching business and economic knowledge.,3,,2,Active,1971-01-01,year,https://www.unibocconi.it,https://www.linkedin.com/school/universita-bocconi/,Charter Schools,Education,1,Ferdinando Bocconi,501-1000,,,,Private,"21,759"
819 Capital Partners,https://www.crunchbase.com/organization/819-capital-partners,"Private Equity Firm, Venture Capital",3,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","819 Capital Partners is an investment firm specializing in venture capital, private equity, and corporate finance.",2,,1,Active,2023-01-01,year,https://819-capital.com/,https://www.linkedin.com/company/819-capital-partners/,,,,,1-10,Private Equity,,,Private,"22,407"
Equitane,https://www.crunchbase.com/organization/equitane,,3,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Equitane provides substantial positive impacts across its core verticals: renewable energy, sustainable agriculture, and healthcare.",2,,2,Active,,,https://www.equitane.com,,,,,,1001-5000,,For Profit,,Private,"22,490"
Sachin Dev Duggal,https://www.crunchbase.com/person/sachin-dev-duggal,Individual/Angel,3,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","At 31, Sachin Dev Duggal is an innovator, serial entrepreneur, and an advocate of enterprise that touches lives and benefits the world at la...",3,,,,,,,https://www.linkedin.com/in/sachin-dev-duggal-255406,,,,,,Seed,,,,"23,087"
Bachmanity Capital,https://www.crunchbase.com/organization/bachmanity-capital,Venture Capital,3,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Bachmanity Capital focuses on investing in Deep Tech & Defense,3,,1,Active,,,https://www.bachmanitycap.com,https://www.linkedin.com/company/bachmanity-capital,"Artificial Intelligence (AI), B2B, FinTech, Generation Z, National Security","Artificial Intelligence (AI), Data and Analytics, Financial Services, Government and Military, Other, Science and Engineering, Software",2,"Christian Elam, Eric Zhu",1-10,"Early Stage Venture, Seed",,,Private,"25,769"
IBA,https://www.crunchbase.com/organization/iba-6f5f,Private Equity Firm,3,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","IBA Aamal Mubtakara Advertising, which means initiative business in English, founded in 2011.",3,,,Active,2011-03-15,day,https://i-iba.com/,https://www.linkedin.com/company/aamal-mubtakara-advertising-iba/,,,,,101-250,,,,Private,"26,189"
Key Ventures,https://www.crunchbase.com/organization/key-ventures,"Micro VC, Venture Capital",3,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Key Ventures is a early stage investment structure,3,,1,Active,,,https://kventures.vc/en/,https://www.linkedin.com/company/k-ventures/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"27,080"
Shift Capital,https://www.crunchbase.com/organization/shift-capital-9f50,Venture Capital,3,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)","Shift Capital is a long term, open-ended, evergreen fund offering a one way bet on crypto.",3,,2,Active,2017-01-01,year,https://shiftcap.co/,https://www.linkedin.com/company/shiftcapitalweb3/,"Business Development, Consulting, Cryptocurrency, Financial Services","Blockchain and Cryptocurrency, Financial Services, Payments, Professional Services, Software",2,"Adli ‏‏‎ ‎‏‏‎ ‎, Cyril Paglino",1-10,"Early Stage Venture, Seed",,,Private,"27,487"
NJJ Capital,https://www.crunchbase.com/organization/njj-capital,Venture Capital,3,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",NJJ Capital is an investment vehicle of Xavier Niel.,3,,1,Active,2010-01-01,year,http://www.njjcapital.org/,https://www.linkedin.com/company/njj-capital/about/,Financial Services,Financial Services,1,Xavier Niel,51-100,"Early Stage Venture, Seed",,Made Acquisitions,Private,"27,790"
Matrix Capital,https://www.crunchbase.com/organization/matrix-capital-9f30,"Investment Bank, Venture Capital",3,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Independent investment firm focused on venture capital, investment banking and asset management",3,,,Active,2016-01-01,year,https://matrix.capital/en/services/venture-investments/,https://www.linkedin.com/company/matrix-capital-advisory,,,2,"Malyi Pavel, Teplukhin Pavel",11-50,"Early Stage Venture, Seed",,,Private,"27,867"
Swiss Post,https://www.crunchbase.com/organization/swiss-post,,3,,"Bern, Bern, Switzerland","Europe, Middle East, and Africa (EMEA)",Swiss Post is the national postal service provides marketable services and makes effort to satisfy the expectations of its customers.,3,,,Active,1998-01-01,year,http://www.swisspost.ch,https://www.linkedin.com/company/swiss-post,"Consumer, Courier Service, Logistics","Administrative Services, Other, Transportation",,,10001+,,For Profit,Made Acquisitions,Private,"28,922"
Antenna Group,https://www.crunchbase.com/organization/antenna-group,,3,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Antenna is an integrated marketing and communications agency firm.,2,,,Active,1996-01-01,year,http://www.antennagroup.com/,https://www.linkedin.com/company/antenna-group,"Public Relations, Unified Communications","Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing",,,11-50,,For Profit,Made Acquisitions,Private,"29,062"
Deep Blue Ventures,https://www.crunchbase.com/organization/deep-blue-ventures-2738,Venture Capital,3,,"Roma, Lazio, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Deep Blue Ventures is an early stage deep tech fund that invests in deep technologies.,3,,2,Active,,,https://www.deepoceancapital.it/deep-blue-ventures,https://www.linkedin.com/company/deep-ocean-capital-sgr-s-p-a/,,,,,1-10,"Early Stage Venture, Seed",,,Private,"29,355"
Venture Catalysts,https://www.crunchbase.com/organization/venture-catalysts,"Incubator, Venture Capital",3,1,"Matosinhos, Porto, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Catalysts is a company focused on the creation of start-ups based on technological and scientific projects.,3,,,Active,2010-09-01,month,http://www.venture-catalysts.com,http://www.linkedin.com/company/venture-catalysts,"Advanced Materials, Biotechnology, Genetics, Hardware, Nanotechnology, Pharmaceutical","Biotechnology, Hardware, Health Care, Manufacturing, Science and Engineering",5,"Agostinho João Almeida, Bruno Santos, Hugo Ramos, João Ferreira, Rafael Simão",1-10,Seed,For Profit,,Private,"29,946"
Clever Advertising,https://www.crunchbase.com/organization/clever-advertising,,3,,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","A digital marketing , online advertising, applications, management and development of online content and traffic management company.",3,,1,Active,2007-01-01,year,https://cleveradvertising.com/,https://www.linkedin.com/company/clever-advertising/,"Advertising, Internet","Advertising, Internet Services, Sales and Marketing",,,251-500,,For Profit,,Private,"30,404"
TAG,https://www.crunchbase.com/organization/tag-5a05,,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",TAG is the travel management company.,2,,1,Active,1988-01-01,year,https://www.tag-group.com/,https://www.linkedin.com/company/taggroup/,"Leisure, Travel","Community and Lifestyle, Travel and Tourism",1,John Gianquitto,101-250,,For Profit,"Made Acquisitions, Was Acquired",Private,"30,522"
Digital Horizon,https://www.crunchbase.com/organization/digital-horizon-e5ed,,3,,"Ho Chi Minh City, NA - Vietnam, Vietnam","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Digital Horizon offers customized process-driven software solutions and industrial automation solutions.,3,,,Active,2010-01-01,year,http://digitalhorizon.com.vn,https://www.linkedin.com/company/digital-horizon-vietnam/,"Industrial Automation, Information Technology, Software","Information Technology, Manufacturing, Science and Engineering, Software",,,11-50,,For Profit,,Private,"31,707"
Ephelia Capital Sagl,https://www.crunchbase.com/organization/ephelia-capital,"Corporate Venture Capital, Private Equity Firm, Syndicate, Venture Capital",3,,"Lugano, Ticino, Switzerland","Europe, Middle East, and Africa (EMEA)",Ephelia Capital reinvents alternative investments with funds focused on a game-changing VC ecosystem concept,2,,3,Active,2020-01-01,year,https://www.epheliacapital.com/,https://www.linkedin.com/company/epheliacapital/,,,1,Franco Mignemi,1-10,Early Stage Venture,,Made Acquisitions,Private,"32,487"
Synthesis Ventures,https://www.crunchbase.com/organization/synthesis-ventures-5722,"Private Equity Firm, Venture Capital",3,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",We invest with creative founders who dare to think differently,3,,2,Active,2019-10-01,day,https://www.synthesis-ventures.com,https://www.linkedin.com/company/synthesisventures/posts/?feedView=all&viewAsMember=true,Venture Capital,"Financial Services, Lending and Investments",2,"Ian Banerjee, Pedro Mata Mayrand",1-10,"Early Stage Venture, Private Equity, Seed",,,Private,"33,172"
GALLOS Technologies,https://www.crunchbase.com/organization/gallos-technologies,Venture Capital,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",GALLOS Technologies invests and co-builds early-stage (pre-seed to Series B) security technology firms.,3,,2,Active,2020-01-01,year,https://www.gallostech.io,https://www.linkedin.com/company/gallos-technologies-limited,,,,,11-50,"Early Stage Venture, Seed",,,Private,"33,483"
Next Ventures,https://www.crunchbase.com/organization/next-ventures,Venture Capital,3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Next Ventures works with entrepreneurs with visionary dreams.,3,,,Active,2011-01-01,year,http://nextventures.co.uk,https://www.linkedin.com/company/the-next-ventures,Venture Capital,"Financial Services, Lending and Investments",4,"Bulent Tekmen, Serkan Omerbeyoglu, Sia Mohajer, Terry Johnson",1-10,"Early Stage Venture, Seed",,,Private,"33,652"
Laurel Bowden,https://www.crunchbase.com/person/laurel-bowden,"Individual/Angel, Investment Partner",3,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Laurel is a General Partner at 83North (formerly Greylock IL), which she  joined in 2008.  Her areas of focus include: software, internet an...",2,,,,,,,https://www.linkedin.com/in/laurel-bowden-3a869b/,,,,,,,,,,"34,916"
