Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Esco Lifesciences,https://www.crunchbase.com/organization/esco-lifesciences,,4,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Esco Lifesciences provides enabling technologies, products, and services.",4,,1,Active,1978-01-01,year,https://www.group.escolifesciences.com/,https://www.linkedin.com/company/esco-micro-pte-ltd/,Biotechnology,"Biotechnology, Science and Engineering",2,"Lim Lay Yew, Low Yae-Foong",1001-5000,,For Profit,,Private,"5,077"
LegalZoom,https://www.crunchbase.com/organization/legalzoom-com,,4,,"Glendale, California, United States","Greater Los Angeles Area, West Coast, Western US",LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.,2,,1,Active,1999-12-01,day,http://www.legalzoom.com,http://www.linkedin.com/company/legalzoom,"Consulting, Legal, Legal Tech, Professional Services","Other, Professional Services",4,"Brian Lee, Brian Liu, Eddie Hartman, Robert Shapiro",501-1000,,For Profit,Made Acquisitions,Public,"5,242"
Social Chain,https://www.crunchbase.com/organization/social-chain,,4,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Social Chain a social media marketing agency.,3,,1,Active,2013-01-01,year,http://www.socialchain.com/,https://www.linkedin.com/company/social-chain,"Advertising, Marketing, Social Media","Advertising, Internet Services, Media and Entertainment, Sales and Marketing",2,"Dominic McGregor, Steve Bartlett",501-1000,,For Profit,"Made Acquisitions, Was Acquired",Private,"6,026"
Atari,https://www.crunchbase.com/organization/atari,,4,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Atari produces, publishes, and distributes interactive entertainment software for gaming platforms.",4,2,3,Active,1972-01-01,year,http://www.atari.com,http://www.linkedin.com/company/atari,"Gaming, Internet of Things, PC Games, Publishing, Software, Video Games","Content and Publishing, Gaming, Internet Services, Media and Entertainment, Software",1,Nolan Bushnell,101-250,,For Profit,"Made Acquisitions, Was Acquired",Public,"6,402"
HumanCo,https://www.crunchbase.com/organization/humanco-23da,Private Equity Firm,4,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",HumanCo is a disruptive mission-driven holding company that focuses on investing in Healthier Living,4,,3,Active,2019-01-01,year,https://humanco.com/,https://www.linkedin.com/company/humancoinvestments/,"Fitness, Health Care, Wellness","Health Care, Sports",1,Jason H. Karp,1-10,"Early Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Private,"6,620"
TIFIN,https://www.crunchbase.com/organization/the-tifin-group,,4,,"Boulder, Colorado, United States","Greater Denver Area, Western US",TIFIN is an AI platform that develops fintech solutions focused on tailoring investment experiences to individual needs.,3,,2,Active,2018-01-01,year,https://tifin.com,https://www.linkedin.com/company/tifin,"Artificial Intelligence (AI), Financial Services, FinTech","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",1,Vinay Nair,251-500,Late Stage Venture,For Profit,Made Acquisitions,Private,"6,641"
Misfits Gaming Group,https://www.crunchbase.com/organization/misfits-gaming,,4,,"Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US",Misfits Gaming Group is an esports organization,4,,,Active,2016-05-18,day,https://misfitsgaming.gg/,https://www.linkedin.com/company/misfits-gaming-group/,"eSports, Gaming, Sports","Gaming, Sports",1,Ben Spoont,11-50,,For Profit,,Private,"7,005"
Santander Asset Management,https://www.crunchbase.com/organization/santander-asset-management,Private Equity Firm,4,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Santander Asset Management is a global asset management business.,4,,1,Active,1971-01-01,year,http://www.santanderassetmanagement.com,https://www.linkedin.com/company/santanderam/,"Financial Services, Information Technology","Financial Services, Information Technology",,,501-1000,,For Profit,Was Acquired,Private,"7,200"
TNG FinTech Group,https://www.crunchbase.com/organization/tng-fintech-group,Venture Capital,4,1,"North Point, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),TNG Fintech Group is an investment holding company focused on impact investment in companies that provides financial and digital inclusion.,4,,4,Active,2014-03-25,day,http://www.tngfintech.com,https://www.linkedin.com/company/tngfintechgroup,"Banking, Financial Services, FinTech, Impact Investing, Mobile Payments, Payments, Social Impact, Wealth Management","Financial Services, Lending and Investments, Mobile, Other, Payments, Social Impact, Software",2,"Alex Kong, Takis Wong",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture",For Profit,Made Acquisitions,Private,"7,777"
Beazley,https://www.crunchbase.com/organization/beazley-group,,4,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Beazley provides insurance services for businesses.,2,,1,Active,1986-01-01,year,http://www.beazley.com,https://www.linkedin.com/company/beazley/,"Finance, Financial Services, Insurance, InsurTech",Financial Services,,,1001-5000,,For Profit,Made Acquisitions,Public,"8,095"
RockX,https://www.crunchbase.com/organization/rockx,,4,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Digital Assets Service Platform,4,,,Active,2019-07-01,month,https://www.rockx.com/,https://www.linkedin.com/company/rockx-official/,"Blockchain, Cryptocurrency, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2,"Alex Lam, Zhuling Chen",11-50,,For Profit,,Private,"8,241"
Worldpay,https://www.crunchbase.com/organization/worldpay,,4,2,"Cincinnati, Ohio, United States","Great Lakes, Midwestern US","Worldpay is a global payment processing company offering secure, scalable solutions for online, in-store, and mobile transactions.",4,,1,Active,1971-01-01,year,https://worldpay.com,http://www.linkedin.com/company/worldpay,"Banking, Payments, Risk Management","Financial Services, Lending and Investments, Payments, Professional Services",1,Nick Ogden,5001-10000,,For Profit,"Made Acquisitions, Was Acquired",Delisted,"8,562"
Global Blockchain Ventures,https://www.crunchbase.com/organization/global-blockchain-ventures,Venture Capital,4,,"Orlando, Florida, United States","East Coast, Southern US",GBV is a blockchain technology focused venture capital fund.,4,,1,Active,2018-01-01,year,https://www.gbv.fund,https://www.linkedin.com/company/global-blockchain-ventures/,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Dieter Kondek,1-10,"Early Stage Venture, Seed",For Profit,,Private,"9,205"
DARMA Capital,https://www.crunchbase.com/organization/darma-capital,Private Equity Firm,4,1,"Puerto Rico, Misiones, Argentina",Latin America,DARMA is a global investment management firm,4,,2,Active,2017-01-01,year,https://www.darma.capital,https://www.linkedin.com/company/darma-capital/,,,2,"Andrew Keys, James Slazas",1-10,,,,Private,"9,560"
Real Capital Analytics,https://www.crunchbase.com/organization/real-capital-analytics,Private Equity Firm,4,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Real Capital Analytics, Inc. is a data and analytics firm.",4,,2,Closed,2000-01-01,year,https://www.rcanalytics.com,https://www.linkedin.com/company/real-capital-analytics,"Analytics, Commercial Real Estate, Database, PropTech","Data and Analytics, Real Estate, Software",1,Robert White,101-250,,For Profit,Was Acquired,Private,"10,120"
Fineqia,https://www.crunchbase.com/organization/fineqia,Venture Capital,4,1,"Vancouver, British Columbia, Canada",,Fineqia provides a platform to support and manage securities issuances and debt securities.,3,,3,Active,2006-01-01,year,https://www.fineqia.com,https://www.linkedin.com/company/fineqia/,"Blockchain, Financial Services","Blockchain and Cryptocurrency, Financial Services, Other",,,1-10,"Early Stage Venture, Late Stage Venture",For Profit,,Public,"11,367"
Gorilla Capital,https://www.crunchbase.com/organization/gorilla-capital,Venture Capital,4,1,"Eugene, Oregon, United States","West Coast, Western US","Gorilla Capital is a constantly evolving, privately-held investment fund.",4,,1,Active,2006-01-01,year,http://gorillacapital.com/,https://www.linkedin.com/company/gorila-capital-inc,"Property Management, Real Estate, Real Estate Investment","Financial Services, Real Estate",2,"Ben Bazer, John Helmick",11-50,"Seed, Venture",For Profit,,Private,"11,455"
HeadHunter,https://www.crunchbase.com/organization/headhunter,,4,1,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)","HeadHunter is a website that helps companies find employees, and job seekers find suitable job opportunities.",4,,3,Active,2000-01-01,year,https://hh.ru/,https://www.linkedin.com/company/headhunters-group,"Consulting, Online Portals, Recruiting","Internet Services, Professional Services",1,Mikhail Frolkin,501-1000,,For Profit,"Made Acquisitions, Was Acquired",Public,"11,458"
Sedgwick Claims Management Services,https://www.crunchbase.com/organization/sedgwick-claims-management-services,,4,3,"Memphis, Tennessee, United States",Southern US,Sedgwick is a provider of technology-enabled claims and productivity management solutions.,4,,2,Active,1969-01-01,year,http://www.sedgwick.com,http://www.linkedin.com/company/sedgwick,"Banking, Insurance, Risk Management","Financial Services, Lending and Investments, Professional Services",1,Robert Bob Young,10001+,,For Profit,"Made Acquisitions, Was Acquired",Private,"11,470"
Orbital Ventures,https://www.crunchbase.com/organization/orbital-ventures,Venture Capital,4,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Orbital Ventures is a venture capital firm.,3,,,Active,2021-01-01,year,https://orbital.vc/,,,,,,,"Early Stage Venture, Seed",,,Private,"11,491"
Spar Nord Bank A/S,https://www.crunchbase.com/organization/spar-nord-bank-a-s,,4,,"Aalborg, Nordjylland, Denmark","European Union (EU), Nordic Countries, Scandinavia",Spar Nord Bank A/S is a bank seeking to combine this personal advice and service with contemporary and innovative digital offerings.,3,,3,Active,1989-12-20,day,https://www.sparnord.com,,"Banking, Financial Services","Financial Services, Lending and Investments",,,1001-5000,,For Profit,Was Acquired,Public,"12,094"
Prediction Capital,https://www.crunchbase.com/organization/prediction-capital,Venture Capital,4,,"Birkirkara, NA - Malta, Malta","European Union (EU), Middle East and North Africa (MENA), Europe, Middle East, and Africa (EMEA)",Prediction Capital is a pre-seed/seed investment firm primarily investing in ConsumerTech and FinTech in the DACH region,4,,,Active,2022-09-01,month,https://predictioncapital.vc/,https://www.linkedin.com/company/prediction-capital/,"Consumer Applications, Consumer Software, Finance, Financial Services, FinTech, Venture Capital","Apps, Financial Services, Lending and Investments, Software",3,"Christopher Chuffart, Kilian Graulich, Robin Lauber",1-10,"Early Stage Venture, Seed",,,Private,"12,146"
Careventures,https://www.crunchbase.com/organization/careventures,"Private Equity Firm, Venture Capital",4,1,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Careventures is an independent private equity firm that invests in the healthcare services sector.,3,1,2,Active,2012-01-01,year,http://www.careventures.eu,https://www.linkedin.com/company-beta/5393319/,Venture Capital,"Financial Services, Lending and Investments",3,"Eric Souêtre, Juan Roma, Ricardo Levit",1-10,Private Equity,,,Private,"12,248"
Defactor,https://www.crunchbase.com/organization/defactor,,4,,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Defactor specializes in building the bridge between traditional and decentralized finance.,4,,,Active,2020-01-01,year,https://defactor.com/,https://www.linkedin.com/company/defactor/,"Asset Management, Decentralized Finance (DeFi), Finance, Financial Services","Blockchain and Cryptocurrency, Financial Services",4,"Alejandro Gutierrez, Bhairav Patel, Brian Elders, Ernesto Vila",11-50,,For Profit,,Private,"12,276"
Biogena,https://www.crunchbase.com/organization/biogena,,4,,"Salzburg, Salzburg, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Biogena develops, produces & markets high-quality dietary supplements.",4,,1,Active,2006-01-01,year,https://www.biogena.com/,https://www.linkedin.com/company/biogena-naturprodukte-gmbh-&-co-kg,"Dietary Supplements, Fitness, Health Care, Nutrition, Wellness","Food and Beverage, Health Care, Sports",1,Albert Schmidbauer,101-250,,For Profit,,Private,"12,350"
Bio4Dreams,https://www.crunchbase.com/organization/bio4dreams,Incubator,4,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bio4Dreams is a privately funded certified incubator for innovative startups in very early stage phase, dedicated to Life Sciences.",2,,,Active,2017-09-01,month,https://www.bio4dreams.com/,https://www.linkedin.com/company/bio4dreams/,"Biopharma, Biotechnology, Health Care, Health Diagnostics, Life Science, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",5,"Barbara Castellano, Daniele Cusi, Elisabetta Borello, Laura Iris Ferro, Pietro Conti",11-50,"Early Stage Venture, Seed",,,Private,"12,925"
GENESIS Biomed,https://www.crunchbase.com/organization/genesis-biomed,Venture Capital,4,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Life sciences R&D, consulting and investment",4,,2,Active,2017-01-01,year,https://www.genesis-biomed.com/,https://www.linkedin.com/company/genesisbiomedslu,"Biotechnology, Life Science, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",1,Josep Lluís Falcó,1-10,"Seed, Venture",For Profit,,Private,"13,267"
nfinitiv funding,https://www.crunchbase.com/organization/nfinitiv-funding,"Accelerator, Venture Capital",4,3,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)","Nfinitiv is a startup venture capital and advisory firm that offers insights, initiatives, and extensive expertise to startups and scaleups.",3,,4,Active,2017-01-01,year,https://nfinitiv.com/,https://www.linkedin.com/company/nfinitiv/,"Angel Investment, Consulting, Impact Investing, Management Consulting, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,1-10,"Debt, Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture",,,Private,"13,321"
Net Zero Technology Centre,https://www.crunchbase.com/organization/net-zero-technology-centre,,4,,"Aberdeen, Aberdeen City, United Kingdom","Europe, Middle East, and Africa (EMEA)",Net Zero Technology Centre researches and develops zero-emission technologies for clean energy companies.,4,,4,Active,2017-01-01,year,https://www.netzerotc.com/,https://www.linkedin.com/company/net-zero-technology-centre-limited/,"CleanTech, Energy Efficiency, GreenTech, Sustainability","Energy, Sustainability",,,51-100,,For Profit,,Private,"13,348"
Siena Capital,https://www.crunchbase.com/organization/siena-capital,Venture Capital,4,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Siena is a VC firm mainly investing in startups in Estonia and California,4,,,Active,,,http://www.siena.ee/,,,,,,11-50,Seed,,,Private,"13,831"
Arcadia Gaming Partners,https://www.crunchbase.com/organization/arcadia-gaming-partners,,4,1,,,Arcadia Gaming Partners is a founder-led venture capital business that invests in the mobile game companies.,4,,1,Active,,,https://www.arcadiagames.vc,https://www.linkedin.com/company/arcadiagamesvc,Venture Capital,"Financial Services, Lending and Investments",,,1-10,,For Profit,,Private,"14,214"
Savills,https://www.crunchbase.com/organization/savills,,4,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Savills plc. is a global real estate services provider listed on the London Stock Exchange.,4,,1,Active,1855-01-01,year,https://www.savills.com,https://www.linkedin.com/company/savills/,"Property Management, Real Estate, Stock Exchanges","Financial Services, Lending and Investments, Real Estate",1,Alfred Savill,10001+,,For Profit,Made Acquisitions,Private,"14,603"
Cancer Research UK,https://www.crunchbase.com/organization/cancer-research-uk,,4,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Cancer Research UK pioneers life-saving research to bring forward the day when all cancers are cured.,4,,2,Active,2002-01-01,year,http://www.cancerresearchuk.org,https://www.linkedin.com/company/cancer-research-uk,"Charity, Health Care, Medical, Oncology","Health Care, Other, Social Impact",2,"Nick Jame, Sally Tweddle",1001-5000,,Non-profit,,Private,"14,698"
Resonance,https://www.crunchbase.com/organization/resonance-limited,Fund Of Funds,4,,"Launceston, Cornwall, United Kingdom","Europe, Middle East, and Africa (EMEA)",Resonance is a social impact investment company with over a decade of experience working with social enterprises throughout the UK.,4,,4,Active,2002-01-01,year,http://resonance.ltd.uk/,https://www.linkedin.com/company/resonance-limited,"Association, Communities, Crowdfunding, Financial Services","Community and Lifestyle, Financial Services, Other",1,Daniel Brewer,11-50,"Grant, Late Stage Venture, Seed, Venture",For Profit,,Private,"14,700"
Resolution Foundation,https://www.crunchbase.com/organization/resolution-foundation,,4,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Resolution Foundation is award-winning think-tank that works to improve the living standards of those in Britain on low to middle incomes.,4,,,Active,2005-01-01,year,http://www.resolutionfoundation.org,https://www.linkedin.com/company/resolution-foundation,"Association, Communities","Community and Lifestyle, Other",,,11-50,,Non-profit,,Private,"14,932"
BRAIN Biotech AG,https://www.crunchbase.com/organization/brain,,4,,"Zwingenberg, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",BRAIN Biotech is an enzyme developer and manufacturer. It also develops microbial production strains and bioprocesses.,2,,1,Active,1993-09-01,month,https://www.brain-biotech-group.com,https://www.linkedin.com/company/brainbiotech,"Biotechnology, Chemical, Food and Beverage, Life Science, Pharmaceutical","Biotechnology, Food and Beverage, Health Care, Science and Engineering",2,"Adriaan Moelker, Dr. Holger Zinke",251-500,,For Profit,Made Acquisitions,Public,"14,967"
Cellnex Telecom Sau,https://www.crunchbase.com/organization/cellnex-telecom-sau,,4,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cellnex Telecom Sau is an infrastructure operating company that has expertise in wireless telecommunication business.,3,,2,Active,2008-01-01,day,https://www.cellnex.com,https://www.linkedin.com/company/cellnextelecom/,"Broadcasting, Enterprise Software, Satellite Communication, Telecommunications","Hardware, Media and Entertainment, Software, Video",1,Tobias Gimeno,1001-5000,,For Profit,Made Acquisitions,Public,"15,021"
Forward Factory,https://www.crunchbase.com/organization/forward-factory,Accelerator,4,,"Casalecchio Di Reno, Emilia-Romagna, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Digital Manufacturing accelerator of CDP National Accelerator Network | THE CALL FOR STARTUP IS OPEN,4,,1,Active,2021-12-14,day,https://forwardfactory.io/en/,https://www.linkedin.com/company/forwardfactory,Manufacturing,Manufacturing,2,"Andrea Landini, Lucia Chierchia",51-100,"Early Stage Venture, Seed",,,Private,"15,147"
EMPA,https://www.crunchbase.com/organization/empa,,4,,"Dubendorf, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Empa is an interdisciplinary research institute of the ETH Domain for materials science and technology development.,4,,,Active,1880-01-01,year,http://empa.ch/,https://www.linkedin.com/company/empa,Advanced Materials,"Manufacturing, Science and Engineering",1,Ludwig von Tetmajer,501-1000,,For Profit,,Private,"15,664"
Bewa7er,https://www.crunchbase.com/organization/bewa7er,Venture Capital,4,,"Bilbao, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bewa7er is a Fintech Venture Builder with currently 3 projects under way: Indexa Capital, Indexa Lending and Bewater Fund.",3,,1,Active,2014-06-10,day,https://bewa7er.com/en,https://www.linkedin.com/company/bewa7er?trk=extra_biz_viewers_viewed,"Finance, Financial Services, FinTech",Financial Services,3,"François Derbaix, Ramon Blanco Duelo, Unai Ansejo",1-10,Early Stage Venture,For Profit,,Private,"15,693"
Beam,https://www.crunchbase.com/organization/beam-1951,"Accelerator, Entrepreneurship Program, Incubator",4,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",We support great entrepreneurs to become successful and launch three logistics startups per year. Apply today!,3,,2,Active,2018-01-01,year,https://beamberlin.com/,https://www.linkedin.com/company/beamberlin/,Logistics,Transportation,,,11-50,Seed,,,Private,"16,191"
Preetha Parthasarathy,https://www.crunchbase.com/person/preetha-parthasarathy,"Individual/Angel, Investment Partner",4,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","US, India. Preetha Parthasarathy is the Partner at SAP.iO . Preetha Parthasarathy attended Texas McCombs School of Business.",4,,,,,,,https://www.linkedin.com/in/preethasarathy,,,,,,"Early Stage Venture, Late Stage Venture, Seed",,,,"17,250"
Automata Network,https://www.crunchbase.com/organization/automata-network,,4,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Automata Network is a decentralised protocol that provides middleware-like traceless privacy services.,4,,,Active,2020-01-01,year,https://www.ata.network/,https://www.linkedin.com/company/automatanetwork/,"Blockchain, Network Security","Blockchain and Cryptocurrency, Information Technology, Other, Privacy and Security",2,"Deli Gong, Zheng Leong Chua",11-50,,For Profit,,Private,"17,430"
Angel Funds,https://www.crunchbase.com/organization/angel-funds,Angel Group,4,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",We help pre-seed and early-stage startup companies grow rapidly,4,,2,Active,2022-01-01,year,https://www.angel.funds,https://www.linkedin.com,"Financial Services, Health Care, Software","Financial Services, Health Care, Software",1,Sridhar. A.,11-50,Seed,,,Private,"18,070"
CONDA Crowdinvesting Österreich,https://www.crunchbase.com/organization/conda,Venture Capital,4,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",CONDA is Full-service Crowdinvesting-Platform to boost up Austrian StartUps,4,,2,Active,2012-01-01,year,https://www.conda.at/,https://www.linkedin.com/company/conda-unternehmensberatungs-gmbh,"Blockchain, Crowdfunding, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Other",1,Daniel Horak,11-50,Crowdfunding,For Profit,Was Acquired,Private,"18,313"
Prusa Research,https://www.crunchbase.com/organization/prusa-research,,4,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Prusa Research s.r.o. is a Czech 3D printing company.,4,,1,Active,2012-02-01,month,http://www.prusa3d.com,https://www.linkedin.com/company/prusa3d,"3D Printing, Manufacturing, Mechanical Engineering","Manufacturing, Science and Engineering",1,Josef Prusa,51-100,,For Profit,Made Acquisitions,Private,"18,868"
QIMA,https://www.crunchbase.com/organization/qima,,4,,"Causeway Bay, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),"QIMA helps global brands, manufacturers, pharmaceutical labs and food growers make products consumers can trust.",2,,2,Active,2005-01-01,year,https://www.qima.com,http://www.linkedin.com/company/qima,"Information Technology, Logistics, Quality Assurance, Service Industry, Supply Chain Management","Information Technology, Other, Professional Services, Transportation",1,Sebastien Breteau,5001-10000,,For Profit,Made Acquisitions,Private,"19,343"
