Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
SciFounders,https://www.crunchbase.com/organization/scifounders,"Micro VC, Venture Capital",9,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Helping science companies get started. We invest in technical startups from idea stage to Series A. We start companies too.,7,,3,Active,2021-01-01,year,https://scifounders.com/,https://www.linkedin.com/company/scifounders/,"Business Development, Finance, Financial Services","Financial Services, Professional Services",3,"Alexander Schubert, Lucas Harrington, Matthew Krisiloff",1-10,"Early Stage Venture, Seed",,,Private,"21,349"
Radius Capital,https://www.crunchbase.com/organization/radius-capital,Venture Capital,9,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Radius Capital is an investor in enabling technologies at the intersection of software and data with physical-world mobility systems.,7,,,Active,2021-01-01,year,https://www.radius.capital/,https://www.linkedin.com/company/radius-capital-ventures,,,1,Peter Shannon,1-10,"Early Stage Venture, Seed",,,Private,"22,544"
Serendipity Capital,https://www.crunchbase.com/organization/serendipity-capital,Venture Capital,9,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",We invest in companies that enhance and secure the critical technologies and infrastructure of tomorrow.,7,,3,Active,2011-01-01,year,http://www.serendipitycapital.com,http://www.linkedin.com/company/31142651,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Quantum Computing, Security, Semiconductor, Sustainability, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Privacy and Security, Science and Engineering, Software, Sustainability",3,"Anton Jerga, Robert Jesudason, Sean Harpur",1-10,"Early Stage Venture, Seed, Venture",,,Private,"25,536"
āltitude,https://www.crunchbase.com/organization/āltitude,Venture Capital,9,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",āltitude invests in (pre-)seed software start-ups accelerating the digital transformation of SMEs.,9,,3,Active,2022-01-01,year,https://www.altitude-vc.com,https://www.linkedin.com/company/%C4%81ltitude,"Artificial Intelligence (AI), Information Technology, SaaS, Small and Medium Businesses, Software, Sustainability","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software, Sustainability",,,1-10,"Early Stage Venture, Seed",,,Private,"25,692"
Galaxia,https://www.crunchbase.com/organization/galaxia-44b9,Venture Capital,9,,"Rome, Lazio, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Galaxia is the national aerospace technology transfer Hub offers investment services.,8,,6,Active,,,https://galaxia.vc/it,https://www.linkedin.com/company/galaxia-polo-nazionale-di-trasferimento-tecnologico-dell-aerospazio,,,,,1-10,Seed,,,Private,"26,585"
World AI Venture Capital,https://www.crunchbase.com/organization/world-ai-venture-capital,"Angel Group, Venture Capital",9,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",World AI Venture Capital is a venture firm that focuses on driving artificial intelligence innovation.,9,,4,Active,2019-01-01,year,https://www.worldaivc.com,,,,,,11-50,"Early Stage Venture, Seed, Venture",,,Private,"28,921"
Broadhaven Ventures,https://www.crunchbase.com/organization/broadhaven-ventures,"Private Equity Firm, Venture Capital",9,1,,,Broadhaven Ventures is an investment firm that invests in fintech companies.,8,,,Active,,,https://www.broadhaven.vc/,,,,1,Michael Sidgmore,,"Early Stage Venture, Private Equity",,,Private,"29,195"
Last Mile Ventures,https://www.crunchbase.com/organization/last-mile-ventures,Venture Capital,9,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Last Mile Ventures is a consulting and investment company focused on growth, data and sales effectiveness.",9,,,Active,2012-01-01,year,http://www.lastmileventures.com/,https://www.linkedin.com/company/last-mile-ventures,"Consulting, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",1,Alessandro Santo,1-10,Seed,For Profit,,Private,"29,994"
Cysero,https://www.crunchbase.com/organization/cysero,Venture Capital,9,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Cysero is a venture capital fund focused on the robotics and cybersecurity sectors.,9,,7,Active,2020-01-01,year,https://avmgestioni.com/fondo-cysero,https://www.linkedin.com/company/fondo-cysero/,,,,,11-50,"Early Stage Venture, Seed, Venture",,,Private,"30,537"
Capital A Partners,https://www.crunchbase.com/organization/capital-a-partners,Venture Capital,9,3,"Charleston, South Carolina, United States","East Coast, Southern US",Capital A Partners is a venture capital fund that invests in tech startups between the U.S. and the Nordics.,9,,1,Active,2013-07-01,month,http://www.capitalapartners.com/,https://www.linkedin.com/in/capapartners,"Big Data, Consumer Software, Enterprise Software, Industrial Automation, Internet of Things","Data and Analytics, Internet Services, Manufacturing, Science and Engineering, Software",2,"DAVID MENDEZ, Tanya Marvin-Horowitz",1-10,Early Stage Venture,,,Private,"30,915"
Pragmatech Ventures,https://www.crunchbase.com/organization/pragmatech-ventures,Venture Capital,9,1,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",Pragmatech Ventures is a venture capital firm and startup studio that aims to build fast-growing B2B SaaS and marketplace companies.,6,,5,Active,2020-01-01,year,https://pragma.tech/,https://www.linkedin.com/company/pragmatech-ventures,"B2B, Biotechnology, Information Technology, Marketplace, SaaS, Venture Capital","Biotechnology, Commerce and Shopping, Financial Services, Information Technology, Lending and Investments, Other, Science and Engineering, Software",1,Evgeny Sergeev,1-10,Seed,,,Private,"32,143"
Netsolid Investments,https://www.crunchbase.com/organization/netsolid,"Private Equity Firm, Venture Capital",9,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",We support digital marketing and traffic projects,9,,6,Active,2019-01-01,year,https://netsolidinvest.com/,https://www.linkedin.com/company/netsolidinvestments,"Advertising, Affiliate Marketing, Digital Marketing, Gambling, Gaming, SEO","Advertising, Gaming, Internet Services, Sales and Marketing",1,Roman Doroshenko,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"32,587"
Nicoya,https://www.crunchbase.com/organization/nicoya,"Accelerator, Venture Capital",9,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Nicoya is a business-accelerating investment company focusing on foodtech.,8,,4,Active,2017-01-01,year,https://www.nicoya.se/,https://www.linkedin.com/company/nicoya-ab/about/,,,,,1-10,Early Stage Venture,,,Private,"33,124"
Leanox Impact Capital,https://www.crunchbase.com/organization/leanox-venture-capital,Venture Capital,9,1,"Essen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Startup acceleration through impact investing I Female Founder & Investor Empowerment,8,,,Active,2021-10-20,day,https://www.leanox.eu,https://www.linkedin.com/company/leanox/,Impact Investing,"Financial Services, Lending and Investments",2,"Paulina Jänsch, Thore Vogel",1-10,"Early Stage Venture, Seed",,,Private,"33,289"
Eviny Ventures,https://www.crunchbase.com/organization/eviny-ventures,Corporate Venture Capital,9,,"Bergen, Hordaland, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Eviny Ventures is the venture fund of the Eviny Group, which invests in start-up and growth companies.",6,,,Active,2017-01-01,year,https://ventures.eviny.no/no,https://www.linkedin.com/company/eviny-ventures/,,,,,1-10,"Early Stage Venture, Late Stage Venture",,,Private,"33,494"
Summer Ventures,https://www.crunchbase.com/organization/summer-ventures,Venture Capital,9,,,,Summer Ventures is an institutional venture fund dedicated to promote and invest in of blockchain technology and infrastructure.,9,,2,Active,2018-01-01,year,https://www.summereverest.info,,,,,,1-10,"Early Stage Venture, Seed",,,Private,"34,005"
AI Startup Incubator,https://www.crunchbase.com/organization/ai-startup-incubator,"Accelerator, Incubator, Micro VC, Venture Capital",9,1,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","AI Startup Incubator (AISI) is part of Look AI Ventures, an early-stage investment fund focusing exclusively on AI startups.",9,,,Active,2017-08-01,month,https://www.suincubator.ai/,https://www.linkedin.com/company/18162430/,"Artificial Intelligence (AI), Machine Learning, Software","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,"Martin Havlík, Petr Sramek",1-10,"Early Stage Venture, Seed",,,Private,"34,929"
EDP Ventures,https://www.crunchbase.com/organization/edp-ventures-394e,Venture Capital,9,1,"Lisboa, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",EDP Ventures is a venture capital investment firm.,7,,1,Active,,,,https://www.linkedin.com/company/edp/,,,,,11-50,Early Stage Venture,For Profit,,Private,"36,334"
MOCHAX,https://www.crunchbase.com/organization/mocha-ventures,Venture Capital,9,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Trusted investments, smart risk management, and strategic growth success. We deliver tokenised solutions backed by real-world assets",9,,,Active,2024-01-01,year,https://mochax.xyz,https://www.linkedin.com/company/mocha-ventures,"Business Development, Finance, Financial Services","Financial Services, Professional Services",3,"Gregory Griffiths, Joseph Little, Renato Brioni",1-10,"Early Stage Venture, Initial Coin Offering, Seed",,,Private,"36,702"
NuVX Capital,https://www.crunchbase.com/organization/nuvx-capital,Venture Capital,9,1,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Company’s strategy is to assemble a diversified portfolio of investments in leading deep tech technology companies.,9,,1,Active,2021-01-01,year,https://nuvx.capital/,https://www.linkedin.com/company/nuvx-capital-management/about/,,,2,"Nikolay Guzakov, Sergei Nikulin",1-10,"Early Stage Venture, Seed",,,Private,"37,077"
Portico Ventures,https://www.crunchbase.com/organization/portico-ventures,Venture Capital,9,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Portico Ventures is an early stage venture firm with an emphasis on technical development focused on companies in the blockchain sector,9,,,Active,2020-01-01,year,http://portico.vc,https://www.linkedin.com/company/porticovc/,,,1,Tom Joseph,1-10,Early Stage Venture,,,Private,"37,867"
RR² CAPITAL,https://www.crunchbase.com/organization/rr²-capital,Venture Capital,9,,"Andorra La Vella, Andorra la Vella, Andorra","Europe, Middle East, and Africa (EMEA)",RR² CAPITAL is a venture capital firm that provides investment services.,9,,1,Active,2021-01-01,year,https://www.rr2.capital/,,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Aleph Zero,,"Early Stage Venture, Seed, Venture",,,Private,"38,939"
RSJ Investments SICAV a.s.,https://www.crunchbase.com/organization/rsj-private-equity,"Private Equity Firm, Venture Capital",9,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","RSJ Investments manages a broad investment portfolio in real estate, energy industry, agriculture, biotechnologies.",7,,1,Active,2010-07-01,day,http://www.rsj.com,https://www.linkedin.com/company/rsj-investments,,,,,251-500,"Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"38,942"
Scale Capital,https://www.crunchbase.com/organization/scale-capital-2,"Private Equity Firm, Venture Capital",9,2,"Santiago, Region Metropolitana, Chile",Latin America,Mid Market Growth and Private Equity firm,9,,7,Active,2011-01-01,year,http://scale.capital/,https://www.linkedin.com/company/scalecap,Finance,Financial Services,2,"Nils Galdo, Oliver Flögel",1-10,"Private Equity, Venture",,Made Acquisitions,Private,"41,960"
Telos Ventures,https://www.crunchbase.com/organization/telos-ventures,"Micro VC, Venture Capital",9,2,"Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Founded in 2013, Telos Ventures is an American early-stage venture capital fund investing in technology, education, and lifestyle startups.",9,,1,Active,2013-03-04,day,http://www.telosvc.com/,https://www.linkedin.com/company/telos-ventures,Venture Capital,"Financial Services, Lending and Investments",2,"David Kim, Eric Quan",1-10,Seed,For Profit,,Private,"42,153"
Addendum Capital,https://www.crunchbase.com/organization/addendum-capital,Venture Capital,9,1,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Addendum Capital is a venture capital firm that invests in saas enterprise B2B companies.,7,,,Active,2020-01-01,year,https://www.addendum.capital,https://www.linkedin.com/company/addendum-capital,"B2B, Information Technology, SaaS, Venture Capital","Financial Services, Information Technology, Lending and Investments, Other, Software",1,Enrico Raggini,1-10,"Early Stage Venture, Seed, Venture",,,Private,"43,104"
Ligurcapital SpA,https://www.crunchbase.com/organization/ligurcapital-spa,"Private Equity Firm, Venture Capital",9,,"Genoa, Liguria, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Ligurcapital is a public and private joint venture that offers equity financing to companies in Liguria, Italy.",8,,2,Active,,,http://www.ligurcapital.it,https://www.linkedin.com/company/ligurcapital,,,,,1001-5000,"Debt, Seed",,,Private,"43,488"
Czysta3.vc,https://www.crunchbase.com/organization/czysta3-vc,Venture Capital,9,,"Wroclaw, Dolnoslaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund with a capitalisation of 50 mln PLN focused on early stage technology companies especially martech.,8,,6,Active,2017-09-01,month,http://www.czysta3.vc,https://www.linkedin.com/company/14807741,Venture Capital,"Financial Services, Lending and Investments",2,"Radek Tadajewski, Szymon Janiak",11-50,Seed,,,Private,"44,159"
TecPier,https://www.crunchbase.com/organization/tecpier,Venture Capital,9,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","TecPier is a venture capital investor in early-stage maritime, logistics and supply chain technology startups.",9,,1,Active,2018-12-01,month,https://tecpier.vc,https://www.linkedin.com/company/tecpier/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Johannes Winkler, Tim Reinsch",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"45,229"
R-930 Capital,https://www.crunchbase.com/organization/r-930-capital,Venture Capital,9,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","R-930 Capital encourages worldwide economic growth, with a particular focus on blockchain and disruptive technology.",9,,,Active,2021-08-17,day,https://r-930capital.com,https://www.linkedin.com/company/r-930-capital,Finance,Financial Services,1,Richard Asamoah-Boateng,1-10,"Early Stage Venture, Seed, Venture",,,Private,"45,980"
Capsa Vida,https://www.crunchbase.com/organization/capsa-vida,Corporate Venture Capital,9,1,"Granda, Asturias, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capsa Vida is a corporate venture capital firm of Alimentaria Peñasanta SA. It focuses on investments in innovative foodtech projects.,8,,9,Active,,,https://capsavida.com/,https://www.linkedin.com/company/capsa-vida/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Seed,,,Private,"46,183"
VAM Investments,https://www.crunchbase.com/organization/vam-investments,"Private Equity Firm, Venture Capital",9,1,"Esch-sur-alzette, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",VAM Investments is a private equity company focused on growth and buyout investments.,6,,8,Active,2011-01-01,year,http://vaminvestments.com,http://www.linkedin.com/company/vam-investments-s-p-a-,"Impact Investing, Infrastructure, Real Estate","Financial Services, Lending and Investments, Other, Real Estate",2,"Ennio Valerio Boccardi, Marco Piana",1-10,Private Equity,,Made Acquisitions,Private,"46,960"
Construct Venture,https://www.crunchbase.com/organization/construct-venture,"Corporate Venture Capital, Venture Capital",9,1,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Construct Venture is a NOK 80M joint fund between AF Gruppen and OBOS.,8,,1,Active,2018-01-01,year,https://www.constructventure.no,https://www.linkedin.com/company/constructventure/,,,,,1-10,Early Stage Venture,,,Private,"48,223"
NEOTEC,https://www.crunchbase.com/organization/neotec,Venture Capital,9,1,"Kent, Ohio, United States","Great Lakes, Midwestern US",NEOTEC is a multicounty economic development partnership focused on the global competitiveness of Northeast Ohio and its businesses.,8,,3,Closed,,,http://www.neotec.org,,,,,,1-10,Seed,For Profit,,Private,"48,855"
TRK Group,https://www.crunchbase.com/organization/trk-group,Venture Capital,9,1,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",An Oslo-based Advisory and Active Ownership Firm.,9,,1,Active,2015-01-01,year,http://www.trkgroup.no/,https://www.linkedin.com/company/trk-group-as/,,,,,1-10,Early Stage Venture,For Profit,,Private,"48,895"
Bionova Capital,https://www.crunchbase.com/organization/hovione-capital,Venture Capital,9,,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Bionova Capital is a healthcare-focused venture capital firm, investing in early-stage startups across Europe.",6,,1,Active,2015-05-13,day,http://www.bionovacapital.com/,https://www.linkedin.com/company/bionovacapital/,"Biotechnology, Life Science, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"52,853"
Leap Investment,https://www.crunchbase.com/organization/leap-investment,Venture Capital,9,1,"Ankara, Ankara, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Leap Investment is a venture capital firm that provides smart money and development of entrepreneurs with consultancy and mentorships.,7,,3,Active,2021-01-01,year,https://leapinvestment.co/,https://www.linkedin.com/company/leapinvestment/,"Consulting, Finance, Financial Services","Financial Services, Professional Services",,,1-10,"Early Stage Venture, Seed",,,Private,"53,197"
Sneaky Ventures,https://www.crunchbase.com/organization/sneaky-ventures,Venture Capital,9,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Sneaky Ventures provide both a financial acumen and operation expertise to the strategic businesses we invest in.,9,,,Active,2015-03-21,day,http://sneakyventures.com/,https://www.linkedin.com/company/sneaky-ventures-llc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Jay Moore, Tyler Halstead",11-50,"Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"54,330"
Pariter Partners,https://www.crunchbase.com/organization/pariter-partners,"Syndicate, Venture Capital",9,1,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Pariter Partners is a largest Syndicate in Italy, investing in early stage deep-tech teams and advanced service solution startups.",9,,2,Active,2017-01-01,year,http://www.pariterpartners.com/,https://www.linkedin.com/company/pariter-partners/about/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"54,354"
Unirisco Galicia,https://www.crunchbase.com/organization/unirisco,Venture Capital,9,,"Santiago De Compostela, Galicia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",First venture capital company linked to projects originated in universities. We invest in companies at pre-seed and seed stages.,5,,2,Active,2000-11-13,day,https://www.unirisco.com/en/unirisco/,https://es.linkedin.com/company/uniriscocapitalriesgo,"Advanced Materials, Artificial Intelligence (AI), Big Data, Chemical, Education, Food and Beverage, Internet of Things, Nanotechnology, Pharmaceutical","Artificial Intelligence (AI), Data and Analytics, Education, Food and Beverage, Health Care, Internet Services, Manufacturing, Science and Engineering, Software",,,1-10,"Early Stage Venture, Seed",,,Private,"55,998"
Korpun Siemen,https://www.crunchbase.com/organization/korpun-siemen,"Angel Group, Venture Capital",9,,"Oulu, Oulu, Finland","European Union (EU), Nordic Countries, Scandinavia",Korpun Siemen is a venture capital investment firm.,9,,1,Active,2021-01-01,year,https://www.korpunsiemen.fi,https://www.linkedin.com/company/korpun-siemen-oy/?originalSubdomain=fi,,,,,1-10,"Early Stage Venture, Seed",,,Private,"56,109"
United Partners,https://www.crunchbase.com/organization/united-partners,"Micro VC, Venture Capital",9,2,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Independant investment banking firm. Focus region: Baltics and CIS. Core business: CF advisory, Direct investments, RE investments.",9,,7,Active,2003-10-01,day,http://www.unitedpartners.ee,https://www.linkedin.com/company/united-partners-co-,Finance,Financial Services,1,Mart Tooming,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"59,163"
Invercaria,https://www.crunchbase.com/organization/invercaria,Venture Capital,9,1,"Sevilla, Andalucia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Invercaria is focused on investments in startup and early stage growth companies in the technological, strategic, and innovative sectors.",8,,2,Closed,,,http://www.invercaria.es/cms/index.php,,"Angel Investment, Business Development, Consulting","Financial Services, Lending and Investments, Professional Services",,,1-10,Late Stage Venture,,,Private,"59,797"
Birk Venture,https://www.crunchbase.com/organization/birk-venture,Venture Capital,9,4,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Birk Venture is a Scandinavian venture company exclusively focusing on the life science industry.,7,4,2,Active,2010-01-01,year,http://www.birkventure.no,https://www.linkedin.com/company/birk-venture/,,,,,1-10,Early Stage Venture,,,Private,"61,718"
Valor Capital Venture Capital Fund Management Ltd.,https://www.crunchbase.com/organization/valor-capital-venture-capital-fund-management-ltd-c7de,Venture Capital,9,2,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",member of the Cashline Group focuses mainly on innovative and early-stage investments ,8,,9,Active,2011-12-19,day,http://www.valorcapital.hu,,"Energy, Industrial Design, Information Technology, Renewable Energy","Design, Energy, Hardware, Information Technology, Sustainability",1,"Gergely Szűcs, Phd",11-50,Venture,,,Private,"62,751"
Peech Capital,https://www.crunchbase.com/organization/peech-capital,Venture Capital,9,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Peech Capital is a crypto venture fund that will invest in crypto companies and protocols.,9,,,Active,2021-01-01,year,https://peech.capital,https://www.linkedin.com/company/peech-capital/,,,1,Mohamed Jahouh,1-10,"Early Stage Venture, Seed",,,Private,"63,852"
DeepWell Ventures,https://www.crunchbase.com/organization/deepwell-ventures,Venture Capital,9,1,"Austin, Texas, United States",Southern US,Early Stage Venture Capital Investors,9,,,Closed,2014-01-01,year,https://www.deepwell.ventures,,,,1,Warren Rogers,1-10,"Early Stage Venture, Seed",,,Private,"65,243"
Bloom Equity,https://www.crunchbase.com/organization/bloom-equity,Venture Capital,9,3,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bloom Equity is a group of experienced entrepreneurs who invest as a type of angel network in early stage Irish Technology companies.,7,,,Closed,2011-01-01,year,http://www.bloomequity.com,https://www.linkedin.com/company/bloom-equity,"Finance, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",1,Ian Shearer,11-50,"Early Stage Venture, Seed",,,Private,"65,635"
Como Venture,https://www.crunchbase.com/organization/como-venture,Venture Capital,9,2,"Como, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Como Venture is a venture capital firm specialized in seed and early stage investments.,6,1,1,Active,,,http://www.comoventure.it,,,,,,11-50,Seed,,,Private,"73,632"
