Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
NCI,https://www.crunchbase.com/organization/nci-85bf,Private Equity Firm,12,1,"Saint-grégoire, Bretagne, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","NCI invests skills and equity in business creation, development and transfer projects.",10,,4,Active,1999-01-01,year,http://www.n-ci.com,https://www.linkedin.com/company/nci-impactons-nos-territoires/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Private Equity, Seed, Venture",,,Private,"6,254"
Rhia Ventures,https://www.crunchbase.com/organization/rhia-ventures,Venture Capital,12,,"Bellerose, New York, United States","East Coast, Northeastern US",Rhia Ventures invests in reproductive healthcare solutions that empower women.,12,,2,Active,2018-01-01,year,https://rhiaventures.org,https://www.linkedin.com/company/rhiaventures,Health Care,Health Care,1,Lisa Hammann,11-50,"Early Stage Venture, Seed",For Profit,,Private,"6,285"
Grow Venture Partners,https://www.crunchbase.com/organization/grow-venture-partners,Venture Capital,12,,"Barcelona, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Grow Venture Partners is a venture capital firm.,11,,9,Active,2022-01-01,year,https://growventurepartners.com/es/inicio/,https://www.linkedin.com/company/grow-venture-partners/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Seed, Venture",,,Private,"6,751"
The National Lottery Community Fund,https://www.crunchbase.com/organization/big-lottery-fund,Fund Of Funds,12,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",The National Lottery Community Fund is distributed the proceeds from the UK National Lottery to community groups and charitable causes.,12,,11,Active,2004-01-01,year,https://www.tnlcommunityfund.org.uk/,https://www.linkedin.com/company/big-lottery-fund/?originalSubdomain=in,"Charity, Funding Platform, Non Profit","Financial Services, Lending and Investments, Other, Social Impact",,,501-1000,Grant,Non-profit,,Private,"7,139"
Blazar Capital,https://www.crunchbase.com/organization/blazar-capital,"Incubator, Venture Capital",12,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Blazar Capital is building new companies with the aspiration to become the next global online leaders.,7,,8,Active,2017-08-01,day,https://blazarcapital.com/,https://www.linkedin.com/company/15195851/,"Consumer Goods, Venture Capital","Consumer Goods, Financial Services, Lending and Investments",4,"Christian Arnstedt, Christian Arnstedt, Denis Fedoryaev, Vasilij Brandt",11-50,"Early Stage Venture, Seed",For Profit,,Private,"7,204"
Triptyq Capital,https://www.crunchbase.com/organization/triptyq-capital,"Private Equity Firm, Venture Capital",12,,"Montréal, Quebec, Canada",,Pre seed and seed VC investing in digital entertainment and interactive media,11,,3,Active,2022-07-01,month,https://triptyq.vc/,https://www.linkedin.com/company/triptyq-capital/,"Artificial Intelligence (AI), Augmented Reality, eSports, Gaming, Media and Entertainment, Music, Venture Capital, Virtual Reality","Artificial Intelligence (AI), Data and Analytics, Financial Services, Gaming, Hardware, Lending and Investments, Media and Entertainment, Music and Audio, Science and Engineering, Software, Sports",4,"Bertrand Nepveu, Charles Sylvestre, Charles Sylvestre, Guillaume Therien",1-10,"Early Stage Venture, Seed",,,Private,"7,653"
E15 VC,https://www.crunchbase.com/organization/e15vc,"Private Equity Firm, Venture Capital",12,3,"Central, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),E15 VC is a stage and geographically agnostic venture capital firm,7,1,6,Active,2017-01-01,year,http://www.e15vc.com,https://www.linkedin.com/company/13460693/,,,1,Philip Liang,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"8,289"
EIR Ventures,https://www.crunchbase.com/organization/eir-ventures,Venture Capital,12,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",EIR Ventures is a new Life Science Venture Group in the Nordics.,11,3,7,Active,2020-01-01,year,https://eirventures.eu/,https://www.linkedin.com/company/eir-ventures,,,2,"Andreas Segerros, Magnus Persson",1-10,Early Stage Venture,,,Private,"8,519"
Experienced Capital,https://www.crunchbase.com/organization/experienced-capital,Private Equity Firm,12,4,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Experienced Capital (ECP) is an operational investment fund dedicated to premium brands.,12,,10,Active,2016-01-01,year,http://en.excp.com/,https://www.linkedin.com/company/experiencedcapital,,,3,"Elie Kouby, Emmanuel Pradere, Frederic Biousse",11-50,"Late Stage Venture, Private Equity",,Made Acquisitions,Private,"8,646"
International Airlines Group (IAG),https://www.crunchbase.com/organization/international-airlines-group,,12,2,"Uxbridge, Hillingdon, United Kingdom","Europe, Middle East, and Africa (EMEA)",International Airlines Group allows airlines to expand their global presence and keep individual brands.,10,1,6,Active,2011-01-21,day,http://www.iairgroup.com/,https://www.linkedin.com/company/international-airlines-group-iag-/,"Adventure Travel, Aerospace, Air Transportation, Transportation, Travel","Science and Engineering, Transportation, Travel and Tourism",,,10001+,,For Profit,Made Acquisitions,Public,"9,135"
Dassault Systemes,https://www.crunchbase.com/organization/dassault,,12,4,"Vélizy-villacoublay, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Dassault Systemes provides project lifecycle management solutions that enable businesses to create and share experiences in 3D.,9,,6,Active,1981-01-01,year,http://www.3ds.com,http://www.linkedin.com/company/dassaultsystemes,"Aerospace, Analytics, Apps, Artificial Intelligence (AI), Big Data, Information Technology, Internet, Product Design, Software, Virtual Reality","Apps, Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Information Technology, Internet Services, Science and Engineering, Software",2,"Avichay Nissenbaum, Charles Edelstenne",10001+,,For Profit,Made Acquisitions,Public,"9,756"
Growth Capital Ventures,https://www.crunchbase.com/organization/growth-capital-ventures,"Micro VC, Venture Capital",12,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Growth Capital Ventures is an alternative investment firm with two business units: a private investor network and a venture builder.,11,,7,Active,2013-01-01,year,http://www.growthcapitalventures.co.uk/,http://www.linkedin.com/company/growth-capital-ventures,"Banking, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Craig Peterson, Norman Peterson",11-50,"Convertible Note, Crowdfunding, Early Stage Venture, Seed, Venture",,,Private,"9,781"
Ninepointfive,https://www.crunchbase.com/organization/9-5-ventures,"Corporate Venture Capital, Venture Capital",12,,"Antwerp, Antwerpen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ninepointfive is a venture capital fund that co-invests with corporates to take tech-based startups from pre-seed funding to maturity.,9,,6,Active,2019-01-01,year,https://www.ninepointfive.vc,https://www.linkedin.com/company/ninepointfive,"Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Paul Emmerick, Pieter Van de Velde",1-10,"Early Stage Venture, Seed",,,Private,"9,998"
Bangladesh Angels,https://www.crunchbase.com/organization/bangladesh-angels,Angel Group,12,,"Dhaka, Dhaka, Bangladesh",Asia-Pacific (APAC),Bangladesh Angels operates as an angel investing platform with a mission to nurture innovation and entrepreneurship.,10,,4,Active,2018-10-07,day,https://www.bdangels.co,https://www.linkedin.com/company/bangladesh-angels/,"Advice, Angel Investment, Financial Services, Funding Platform","Financial Services, Lending and Investments, Media and Entertainment",2,"Samad Miraly, Sanchayan Chakraborty",11-50,Seed,,,Private,"10,145"
Energiefonds Overijssel,https://www.crunchbase.com/organization/energiefonds-overijssel,Venture Capital,12,1,"Zwolle, Overijssel, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Energiefonds Overijssel is a regional energy fund company.,12,,,Active,2012-01-01,year,https://www.energiefondsoverijssel.nl,https://www.linkedin.com/company/energiefonds-overijssel,"Energy, Energy Storage, Renewable Energy, Venture Capital","Energy, Financial Services, Lending and Investments, Sustainability",,,11-50,"Convertible Note, Seed, Venture",For Profit,,Private,"10,275"
Bettor Capital,https://www.crunchbase.com/organization/bettor-capital,Venture Capital,12,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Bettor Capital is a venture capital firm and invests in companies that provide a platform for sports gambling.,12,,2,Active,2020-01-01,year,https://www.bettorcapital.com,https://www.linkedin.com/company/bettor-capital,,,1,David VanEgmond,1-10,Early Stage Venture,,,Private,"10,370"
OpAmp Capital,https://www.crunchbase.com/organization/opamp-capital,Venture Capital,12,,"Vienna, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",Venture Capital and Private Equity,12,,2,Active,2021-12-01,month,https://www.opampcap.com,https://www.linkedin.com/company/75600868/admin/,Financial Services,Financial Services,2,"Craig Gavin, Craig Gavin",1-10,"Early Stage Venture, Seed, Venture",,,Private,"10,422"
Pretiosum Ventures,https://www.crunchbase.com/organization/pretiosum-ventures,Venture Capital,12,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Pretiosum Ventures is a venture capital firm investing in Enterprise SaaS companies that will shape the Future of Businesses.,12,,1,Active,2019-01-01,year,https://pretiosum.vc,https://www.linkedin.com/company/pretiosum-ventures/about/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Yana Abramova,1-10,Seed,,,Private,"11,039"
Ecolab,https://www.crunchbase.com/organization/ecolab,,12,,"Beaver Creek, Minnesota, United States","Great Lakes, Midwestern US","Ecolab is a global leader in water, hygiene, and energy technologies and services.",11,,5,Active,1923-01-01,year,http://www.ecolab.com,http://www.linkedin.com/company/ecolab,"Cleaning Products, Energy, Food and Beverage, Information Technology, Renewable Energy","Consumer Goods, Energy, Food and Beverage, Information Technology, Sustainability",1,Merritt J. Osborn,10001+,,For Profit,Made Acquisitions,Public,"11,359"
Angelwise,https://www.crunchbase.com/organization/angelwise,Venture Capital,12,,"Hasselt, Limburg, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Angelwise mainly focuses on providing maximum support to startups and young companies to guide them to the next phase in their growth.,12,,7,Active,2022-01-01,day,https://www.angelwise.be,https://www.linkedin.com/company/angelwise/,,,2,"Jan Vorstermans, Marc Mommaerts",1-10,"Early Stage Venture, Seed, Venture",,,Private,"11,434"
Good Startup,https://www.crunchbase.com/organization/good-startup,Venture Capital,12,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Good Startup is a venture firm focused on the alternative protein sector.,11,,1,Active,2021-01-01,year,https://www.goodstartup.com,https://www.linkedin.com/company/goodstartup/,"Alternative Protein, Funding Platform, Venture Capital","Financial Services, Food and Beverage, Lending and Investments",2,"Gautam Godhwani, Jayesh Parekh",1-10,Early Stage Venture,,,Private,"11,526"
FTW Ventures,https://www.crunchbase.com/organization/ftw-ventures,Venture Capital,12,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",FTW Ventures is an investment & advisory group for early-stage Food & Ag Tech startups. ,11,,2,Active,2018-07-16,day,http://www.ftw.vc/,https://www.linkedin.com/company/ftw-ventures,Food and Beverage,Food and Beverage,1,Brian Frank,1-10,"Early Stage Venture, Seed",,,Private,"11,545"
STARTGUIDE VC,https://www.crunchbase.com/organization/startguide,Venture Capital,12,,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-Stage VC Fund, Empowering startups to create value and drive positive change",11,,1,Active,2022-01-15,day,https://www.startguide.cz/en/,https://www.linkedin.com/company/startguide-cz,Venture Capital,"Financial Services, Lending and Investments",3,"Jana Sedlakova, Petr Jahn, Seen Aquin",1-10,"Early Stage Venture, Seed",,,Private,"11,650"
Q Holdings Inc,https://www.crunchbase.com/organization/q-holdings-inc,Venture Capital,12,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","A beautifully crafted community of humans shaping the modern world. Harnessing the art of storytelling, design, and tech",11,,2,Active,2018-01-01,month,https://www.qholdingsinc.com,https://www.linkedin.com/company/qholdingsinc,Financial Services,Financial Services,2,"Asfand Yar Saeed, Sameer Shahid",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"11,685"
Polkadot,https://www.crunchbase.com/organization/polkadot,,12,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Polkadot is a heterogeneous multi‑chain technology that allows independent blockchains to exchange information.,12,,1,Active,2016-01-01,year,https://polkadot.network,https://www.linkedin.com/company/polkadot-network/,"Apps, Blockchain, Crowdfunding, Information Services, Information Technology, Web3","Apps, Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Other, Software",3,"Gavin Wood, Peter Czaban, Robert Habermeier",10001+,,For Profit,,Private,"12,763"
Bigcolors,https://www.crunchbase.com/organization/bigcolors,Micro VC,12,4,"Sheung Wan, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Bigcolors invests in early stage startups in Asia Pacific and the US.,11,,4,Closed,2013-01-01,year,http://www.bigcolors.com,http://www.linkedin.com/company/bigcolors,"Business Development, Finance, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Ben Chan, James Giancotti",1-10,,For Profit,Made Acquisitions,Private,"13,466"
IncuVest,https://www.crunchbase.com/organization/incuvest-pte-ltd,"Angel Group, Venture Capital",12,2,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",IncuVest is a Singapore-based early and growth-stage tech investment platform,11,,4,Active,2011-07-01,day,https://www.incuvest.asia,http://www.linkedin.com/company/incuvest-pte-ltd,"Advanced Materials, Artificial Intelligence (AI), Augmented Reality, Financial Services, Internet of Things, Medical Device, Semiconductor, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Health Care, Internet Services, Lending and Investments, Manufacturing, Science and Engineering, Software",2,"Natasha Foong, Ronnie Wee",1-10,"Convertible Note, Early Stage Venture, Venture",,,Private,"13,580"
Skywood Capital,https://www.crunchbase.com/organization/skywood-capital,"Micro VC, Venture Capital",12,1,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Skywood Capital is an investment management company that offers venture capital funds and invests in early-stage and growth-stage companies.,12,,,Active,2016-01-01,year,http://www.skywoodcapital.com,https://www.linkedin.com/company/skywood-capital/,"Angel Investment, Artificial Intelligence (AI), Biotechnology, Consulting, E-Commerce, Financial Services, FinTech, Internet of Things, SaaS, Software","Artificial Intelligence (AI), Biotechnology, Commerce and Shopping, Data and Analytics, Financial Services, Internet Services, Lending and Investments, Professional Services, Science and Engineering, Software",5,"Alex Wang, Ranger Wang, Shen Cao, Tom Zhang, Xiao Zhang",1-10,"Early Stage Venture, Seed",,,Private,"14,050"
NorthInvest,https://www.crunchbase.com/organization/northinvest,Venture Capital,12,,"Leeds, Leeds, United Kingdom","Europe, Middle East, and Africa (EMEA)","NorthInvest is a not-for-profit company, connecting ventures with mentors and investors.",10,,4,Active,2015-01-01,year,https://northinvest.co.uk,https://www.linkedin.com/company/10076697/,Angel Investment,"Financial Services, Lending and Investments",1,Adam Beaumont,1-10,"Grant, Venture",,,Private,"14,403"
Wargaming,https://www.crunchbase.com/organization/wargaming,,12,4,"Nicosia, Nicosia, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Wargaming is a game development platform that publishes free-to-play MMO games online.,9,,3,Active,1998-01-01,year,https://wargaming.com/,https://www.linkedin.com/company/wargaming-net/,"Gaming, MMO Games, Online Games, Online Portals, PC Games, Video Games","Gaming, Internet Services",2,"Nick Katselapov, Victor Kislyi",1001-5000,,For Profit,Made Acquisitions,Private,"14,963"
Future Industry Ventures,https://www.crunchbase.com/organization/future-industry-ventures,Venture Capital,12,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Future Industry Ventures invest in companies that strive in those verticals expected to shape future industrial systems.,8,,4,Active,,,https://futureindustry.vc/,https://www.linkedin.com/company/futureindustry/,,,1,Philipp von Hagen,11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"15,216"
Cemag Invest,https://www.crunchbase.com/organization/cemag-invest,Family Investment Office,12,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Cemag Invest is a family office for minority capital development investments in the fields of healthcare, B to B services, and technology.",7,1,4,Active,2016-01-01,year,http://www.cemag-invest.com,https://www.linkedin.com/company/cemag-invest/,Health Care,Health Care,1,Catherine Dunand,,,,,Private,"15,235"
Katalysen Ventures,https://www.crunchbase.com/organization/katalysen-partners,"Angel Group, Venture Capital",12,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Nordic Venture Developer, advancing early-stage ventures with hands on expertise, capital and networks.",10,,7,Active,2015-01-01,year,https://www.katalysen.com/,https://www.linkedin.com/company/katalysen,"B2B, Finance, FinTech, Information Services, Information Technology, Software","Financial Services, Information Technology, Other, Software",1,Peter Almberg,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"15,420"
adesso ventures,https://www.crunchbase.com/organization/adesso-ventures,Corporate Venture Capital,12,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Shaping the Future of Enterprise Tech,11,,4,Active,,,https://www.adesso.vc,https://www.linkedin.com/company/adesso-ventures,,,,,1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"15,438"
Capital Croissance,https://www.crunchbase.com/organization/capital-croissance,"Private Equity Firm, Venture Capital",12,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capital Croissance makes equity investments in French SMEs through transfer or growth capital transactions.,12,,5,Active,2012-01-01,year,http://capitalcroissance.fr,https://www.linkedin.com/company/1276262/,"Asset Management, Financial Services, Impact Investing","Financial Services, Lending and Investments",1,Eric Neuplanche,11-50,Private Equity,,Made Acquisitions,Private,"16,185"
Mandi Ventures,https://www.crunchbase.com/organization/mandi-ventures,Venture Capital,12,,"São Paulo, Sao Paulo, Brazil",Latin America,Accelerating disruptive technologies across the US and Latin America,10,,5,Active,,,https://www.mandiventures.com/,https://www.linkedin.com/company/mandi-ventures,,,3,"Antonio Moreira Salles, Julio Benetti, Raffael Teruel",1-10,Early Stage Venture,,,Private,"16,514"
Strategic Development Fund,https://www.crunchbase.com/organization/strategic-development-fund,Venture Capital,12,,"Abu Dhabi, Abu Dhabi, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Strategic Development Fund focus on financial return and economic impact within UAE’s strategic sectors.,12,,4,Active,2019-01-01,year,https://www.sdf.ae,https://www.linkedin.com/company/strategic-development-fund/,"Information Technology, Robotics, Venture Capital","Financial Services, Hardware, Information Technology, Lending and Investments, Science and Engineering, Software",,,51-100,"Early Stage Venture, Late Stage Venture",,,Private,"16,590"
Iceland Venture Studio,https://www.crunchbase.com/organization/iceland-venture-studio,Entrepreneurship Program,12,,"Reykjavík, Gullbringusysla, Iceland","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Iceland Venture Studio is a new kind of growth solution for entrepreneurs,9,,4,Active,2019-01-01,year,https://icelandventurestudio.com/,https://www.linkedin.com/company/iceland-venture-studio/,"Information Technology, Service Industry","Information Technology, Other",1,Bala Kamallakharan,1-10,,,,Private,"16,826"
Leapfunder,https://www.crunchbase.com/organization/leapfunder,Angel Group,12,2,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Leapfunder aims to help startups to find early stage financing. ,11,,2,Active,2012-10-01,day,http://www.leapfunder.com/,http://www.linkedin.com/company/3356530,"Angel Investment, Financial Services, FinTech","Financial Services, Lending and Investments",3,"Matthias Havenaar, Merien ten Houten, Tienko Rasker",11-50,"Early Stage Venture, Seed",,,Private,"16,900"
Greens Ventures,https://www.crunchbase.com/organization/greens-ventures,Venture Capital,12,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Greens invests in Nordic pre-seed startups with founders who are alumni of Nordic Unicorns.,11,,,Active,,,https://greens.ventures,https://www.linkedin.com/company/greens-ventures,,,4,"Daniel McCormick, Eric Carlson Rydman, Simon Olson, Stéphane Hulaud",11-50,Seed,,,Private,"18,801"
Doorway,https://www.crunchbase.com/organization/doorway-platform,"Private Equity Firm, Venture Capital",12,1,"Bologna, Emilia-Romagna, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Doorway provides a platform for Venture capital firms to find the right investment opportunities and also provides consulting for same.,10,,4,Active,2016-01-01,year,https://www.doorwayplatform.com/,https://www.linkedin.com/company/doorway-platform/,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",,,11-50,Seed,For Profit,,Private,"18,902"
