Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Neurimmune Holding,https://www.crunchbase.com/organization/neurimmune-holding,,2,,"Schlieren, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Neurimmune develops innovative immunotherapeutics for human diseases. ,2,,1,Active,2006-01-01,year,http://www.neurimmune.com,https://www.linkedin.com/company/neurimmune-holding-ag,"Biotechnology, Information Technology, Pharmaceutical","Biotechnology, Health Care, Information Technology, Science and Engineering",2,"Jan Grimm, Roger M Nitsch",51-100,,For Profit,,Private,"8,687"
Finatext,https://www.crunchbase.com/organization/finatext-ltd,,2,,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),Finatext provides cloud infrastructure and data analysis infrastructure for developing financial services.,2,,1,Active,2018-12-01,month,https://finatext.com/,,"Analytics, Finance, Financial Services, InsurTech, Mobile, Wealth Management","Data and Analytics, Financial Services, Mobile",3,"Masashi Toda, Ryota Hayashi, Watanabe Tsutomu",51-100,,For Profit,Made Acquisitions,Private,"9,180"
Beta-i,https://www.crunchbase.com/organization/beta-i,Venture Capital,2,,"Lisbon, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)",Building the Innovation Ecosystem,2,,,Active,2010-06-23,day,http://www.beta-i.com,https://www.linkedin.com/company/1435730,"Angel Investment, Consulting, Education, Events, Innovation Management","Education, Events, Financial Services, Lending and Investments, Media and Entertainment, Professional Services",7,"André Marquet, Manuel Tânger, Pedro Rocha Vieira, Pedro Santos, Ricardo Marvão, Sofia Pessanha, Tiago Pinto",51-100,Seed,,,Private,"10,847"
Engine Media,https://www.crunchbase.com/organization/engine-media,,2,,"Toronto, Ontario, Canada",Great Lakes,"Engine Media focuses on accelerating new, live, immersive esports, and interactive gaming experiences.",2,,1,Closed,2016-01-01,year,https://enginemediainc.com/,https://www.linkedin.com/company/enginemediainc/,"Broadcasting, eSports, Media and Entertainment, Mobile Apps","Apps, Media and Entertainment, Mobile, Software, Sports, Video",1,Alex A Ingelman,51-100,,For Profit,"Made Acquisitions, Was Acquired",Public,"11,853"
Founder and Lightning,https://www.crunchbase.com/organization/founderandlightning,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","We partner with ambitious startup founders and equip them with the team, tools, expertise and scale to build highly successful startups.",2,,,Active,2015-06-01,day,https://www.founderandlightning.com/,https://www.linkedin.com/company/founderandlightning,"Apps, Consulting, Internet, Product Design, Software, Web Development","Apps, Design, Internet Services, Professional Services, Software",1,Matt Jonns,101-250,,For Profit,,Private,"12,245"
StartupItalia,https://www.crunchbase.com/organization/startupitalia,,2,,"Cagliari, Sardegna, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","StartupItalia is a platform that publishes startup news, events, and information. It also tracks venture funds, investors, and events.",2,,1,Active,2013-01-01,year,https://startupitalia.eu,https://www.linkedin.com/company/startupitalia,"Content Creators, Information Services, News, Publishing","Content and Publishing, Information Technology, Media and Entertainment",3,"David Casalini, Luca Librenti, Paolo Barberis",51-100,Crowdfunding,,,Private,"12,592"
Arcario,https://www.crunchbase.com/organization/arcane-crypto,Venture Capital,2,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Arcario is a Scandinavian investment firm with broad exposure to the digital assets industry.,2,,1,Active,2018-01-01,year,https://www.arcario.com,https://www.linkedin.com/company/arcario,"Cryptocurrency, Financial Services, FinTech","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1,Torbjørn Bull Jenssen,1-10,"Early Stage Venture, Seed",For Profit,Made Acquisitions,Public,"12,619"
IslamicFinanceGuru,https://www.crunchbase.com/organization/islamicfinanceguru,Micro VC,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",IslamicFinanceGuru is a hub that helps Muslims find great sharia-compliant investments from all over the world,2,,,Active,2014-01-01,year,https://www.islamicfinanceguru.com/,https://www.linkedin.com/company/islamicfinanceguru,"Finance, Financial Services",Financial Services,2,"Ibrahim Khan, Mohsin Patel",11-50,Seed,For Profit,,Private,"12,626"
Novamind,https://www.crunchbase.com/organization/novamind-ventures,,2,1,"Toronto, Ontario, Canada",Great Lakes,Novamind is a mental health company enabling safe access to psychedelic medicine through a network of clinics and clinical research sites.,2,1,2,Active,2019-05-22,day,https://novamind.ca/,https://www.linkedin.com/company/novamind-inc/,"Biotechnology, Health Care, Medical, Mental Health","Biotechnology, Health Care, Science and Engineering",,,101-250,Post-Ipo,For Profit,"Made Acquisitions, Was Acquired",Delisted,"12,651"
Orkla,https://www.crunchbase.com/organization/orkla,,2,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Orkla is a supplier of branded consumer goods and concept solutions to retailers.,2,,1,Active,1654-01-01,year,http://www.orkla.com,https://www.linkedin.com/company/orkla-asa,"Fitness, Food Processing, Hydroelectric, Manufacturing, Wellness","Energy, Food and Beverage, Health Care, Manufacturing, Sports, Sustainability",,,10001+,,For Profit,"Made Acquisitions, Was Acquired",Public,"12,839"
Co-Operative Bank,https://www.crunchbase.com/organization/co-operative-bank,Investment Bank,2,,"Manchester, Manchester, United Kingdom","Europe, Middle East, and Africa (EMEA)",Co-Operative Bank is a provider of personal banking and other financial services.,2,,2,Active,1872-01-01,year,http://www.co-operativebank.co.uk,https://www.linkedin.com/company/thecooperativebank,"Banking, Commercial, Financial Services, Insurance, Lending","Financial Services, Lending and Investments, Other",1,Mohd Fairuz Razi bin Sharuddin,1001-5000,,For Profit,Was Acquired,Delisted,"13,097"
VIGO Capital,https://www.crunchbase.com/organization/vigo-capital,"Family Investment Office, Hedge Fund, Private Equity Firm, Secondary Purchaser, Venture Capital",2,,"Florida, New York, United States","Greater New York Area, East Coast, Northeastern US",Vigo Capital LLC is a multi-strategy alternative investment manager,2,,1,Active,2020-08-01,month,https://vigocap.com/,https://www.linkedin.com/company/vigo-capital/,"Financial Services, FinTech, Hospitality, Real Estate","Financial Services, Real Estate, Travel and Tourism",1,Kirill Vinogradov,1-10,Early Stage Venture,,,Private,"13,574"
SETsquared,https://www.crunchbase.com/organization/setsquared,"Accelerator, Incubator",2,,"Bristol, Bristol, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","SETsquared is a collaborative partnership that supports enterprise activities, spin-outs, licensing, and incubation.",2,,1,Active,2001-01-01,year,http://www.setsquared.co.uk/,http://www.linkedin.com/company/setsquared-partnership,"Higher Education, Incubators","Education, Financial Services, Lending and Investments",1,Chris Mitford-Slade,11-50,Seed,,,Private,"13,799"
BiovelocITA,https://www.crunchbase.com/organization/biovelocita,Accelerator,2,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",BiovelocITA si dedica alla “accelerazione” di progetti in stadio precoce,1,,1,Active,2015-01-01,year,http://www.biovelocita.com/,https://www.linkedin.com/company/biovelocita,"Biopharma, Biotechnology, Life Science","Biotechnology, Health Care, Science and Engineering",1,Silvano Spinelli,1-10,Early Stage Venture,For Profit,,Private,"13,815"
Qlean,https://www.crunchbase.com/organization/qlean,,2,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Convenient online ordering service for environmentally-friendly cleaning of apartments.,1,,,Active,2014-01-01,year,https://qlean.ru/,https://www.linkedin.com/company/qlean-ru/,"Internet, Online Portals, Service Industry","Internet Services, Other",3,"Alexandr Korovin, Nikita Repeshko, Roman Kumar Vyas",501-1000,,For Profit,,Private,"14,028"
Imagination Machine,https://www.crunchbase.com/organization/imagination-machine,Accelerator,2,,"Nantes, Pays de la Loire, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Imagination Machine Imagination Machine is a startup studio.,2,,1,Active,2017-01-01,year,https://imagination-machine.com/,https://www.linkedin.com/company/imaginationmachine/about/,Internet,Internet Services,,,1-10,Seed,,,Private,"14,884"
eDot Invest,https://www.crunchbase.com/organization/edot-invest,Venture Capital,2,1,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",EDot Invest is a venture capital investment firm that targets early-stage technology companies with growth potential.,2,,2,Active,2014-01-01,year,http://www.edotinvest.com/,https://www.linkedin.com/company/edot-invest,"B2B, Coworking, SaaS, Venture Capital","Financial Services, Lending and Investments, Other, Real Estate, Software",2,"Alan Devlin, Kieran Sweeney",11-50,"Early Stage Venture, Seed",,,Private,"15,366"
Demant A/S,https://www.crunchbase.com/organization/demant-a-s,,2,,"Smørumnedre, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia","Demant is the only company in the world that covers all areas of hearing healthcare, from hearing devices and hearing implants.",2,,,Active,1904-01-01,year,https://www.demant.com/,https://www.linkedin.com/company/demant,"Health Care, Medical, Medical Device",Health Care,1,Hans Demant,10001+,,For Profit,Made Acquisitions,Public,"15,916"
Paulig,https://www.crunchbase.com/organization/paulig,,2,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia","Paulig is a family-owned, international enterprise in the food industry that is noted for its high-quality brands and services.",2,,,Active,1876-01-01,year,https://www.pauliggroup.com,https://www.linkedin.com/company/paulig,"Food and Beverage, Sales","Food and Beverage, Sales and Marketing",1,Gustav Paulig,1001-5000,,For Profit,Made Acquisitions,Private,"16,002"
Hongji Bike,https://www.crunchbase.com/organization/hongyi-technology,,2,1,"Hangzhou, Zhejiang, China",Asia-Pacific (APAC),Hongji Bike is the largest producer of e-scooters and other public sharing electric vehicles,1,,,Active,2017-01-01,year,https://hongjibike.com/?lang=zh,https://www.linkedin.com/company/%E6%B4%AA%E8%AE%B0%E4%B8%A4%E8%BD%AE/,Hardware,Hardware,1,Hongjun Xu,101-250,,For Profit,,Private,"16,818"
Synpulse,https://www.crunchbase.com/organization/synpulse,,2,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Synpulse is an established, globally active management consulting company.",2,,1,Active,1996-01-01,year,https://www.synpulse.com,https://www.linkedin.com/company/synpulsemc/,Management Consulting,Professional Services,1,Michael Gerber,1001-5000,,For Profit,Made Acquisitions,Private,"17,251"
JMP Group,https://www.crunchbase.com/organization/jmp-group,Private Equity Firm,2,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","JMP Group Inc. is a full-service investment banking and asset management firm that provides investment banking,sales and trading, and equit.",2,,2,Closed,1999-01-01,year,http://jmpg.com,http://www.linkedin.com/company/jmp-group,"Finance, Financial Services",Financial Services,1,Carter Mack,101-250,Early Stage Venture,For Profit,Was Acquired,Public,"17,398"
FEXCO,https://www.crunchbase.com/organization/fexco,,2,,"Killorglin, Kerry, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",FEXCO is Ireland‘s most successful multinational financial and business solutions provider.,2,,,Active,1981-01-01,year,https://fexco.com/,https://www.linkedin.com/company/fexco,"Business Development, Financial Services, FinTech","Financial Services, Professional Services",1,Brian McCarthy,1001-5000,,For Profit,Made Acquisitions,Private,"18,508"
API-AGRO,https://www.crunchbase.com/organization/api-agro,,2,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","API-AGRO aims to interconnect and bring together public and private actors, around an independent technological platform.",1,,,Active,2016-01-01,year,https://www.api-agro.fr/en/,https://in.linkedin.com/company/api-agro,"Data Integration, Farming","Agriculture and Farming, Data and Analytics, Information Technology, Software",,,1-10,,For Profit,,Private,"19,479"
X2 Labs - A Startup Factory,https://www.crunchbase.com/organization/x2-labs,Accelerator,2,,"Stavanger, Rogaland, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",4-week accelerator programs to launch and scale companies. Run 90-day programs in your countries upon request.,2,,,Active,2016-01-01,year,http://www.x2labs.io/,https://www.linkedin.com/company/x2-labs,"Business Development, Digital Media, Finance, Financial Services, FinTech, Internet of Things, Product Design, Real Time, Social Media, Venture Capital","Design, Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Other, Professional Services",2,"Christian Rangen, Sean Paul Shanor",1-10,"Early Stage Venture, Seed",,,Private,"19,497"
Allanova,https://www.crunchbase.com/organization/allanova,Family Investment Office,2,,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Allanova is an independent, family-controlled investment group.",2,,,Active,1989-01-01,year,https://allanova.se/,https://www.linkedin.com/company/allanova/,Financial Services,Financial Services,,,1-10,,,,Private,"19,750"
Generation-Re,https://www.crunchbase.com/organization/generation-re,Venture Capital,2,,,,Generation-Re democratises access to regenerative agriculture startups,2,,,Active,2022-01-01,year,https://www.gen-re.land,https://www.linkedin.com/company/generation-re,,,,,1-10,Seed,For Profit,,Private,"19,789"
floud ventures,https://www.crunchbase.com/organization/floud-ventures,Micro VC,2,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investment company specializing in pre-seed and seed investements in the areas of SaaS & hardware.,2,,,Active,2017-11-14,day,,,"Information Technology, Software","Information Technology, Software",1,Christoph Filnkößl,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"20,053"
Jet Investment,https://www.crunchbase.com/organization/jet-investment,Private Equity Firm,2,,"Brno, Jihomoravsky kraj, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)",Jet Investment invest into majority shareholdings in industrial companies within Central Europe.,2,,2,Active,1997-01-01,year,https://www.jetinvestment.eu,https://www.linkedin.com/company/jet-investment/,,,,,11-50,,,Made Acquisitions,Private,"20,357"
Steamwork Ventures,https://www.crunchbase.com/organization/steamwork-ventures,Venture Capital,2,1,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US","Steamwork Ventures is a venture capital firm based in Los Angeles, investing in early stage companies working on connected solutions.",2,,,Active,2021-07-02,day,https://steamwork.vc/,https://www.linkedin.com/company/18164384,,,3,"Marshall Smith, Tatiana Mulry, Tim Arnold",1-10,"Early Stage Venture, Seed",,,Private,"21,733"
ATPI Limited,https://www.crunchbase.com/organization/atpi-limited,Corporate Venture Capital,2,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",ATPI Limited is one of the world's and long established global travel management and events businesses.,1,,1,Active,2006-01-01,year,http://www.atpi.com/,https://www.linkedin.com/company-beta/296771/?pathWildcard=296771,"Events, Hotel, Restaurants","Events, Food and Beverage, Media and Entertainment, Travel and Tourism",,,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"21,934"
Various,https://www.crunchbase.com/organization/various,,2,1,"Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US",Various is an internet-based social networking and multimedia entertainment company operating adult and non-adult sites.,2,,,Active,1996-01-01,year,http://various.com,https://www.linkedin.com/company/various-inc./,"Digital Media, Media and Entertainment, Social Network","Internet Services, Media and Entertainment",,,501-1000,,For Profit,"Made Acquisitions, Was Acquired",Private,"22,387"
Azur Games,https://www.crunchbase.com/organization/azur-games,,2,,"Larnaca, Larnaca, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",Azur Games is an international developer and publisher of mobile games.,2,,2,Active,2017-01-01,year,https://azurgames.com,https://www.linkedin.com/company/azur-games-interactive,"Gaming, Mobile Apps, Online Games, Publishing, Video Games","Apps, Content and Publishing, Gaming, Media and Entertainment, Mobile, Software",2,"Artem Nikolayev, Dmitry Yaminsky",251-500,,For Profit,,Private,"23,690"
MBDA,https://www.crunchbase.com/organization/mbda,,2,,"Le Plessis-robinson, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",MBDA designs and produces missiles and missile systems.,2,,,Active,2001-12-01,day,http://www.mbda-systems.com/,https://www.linkedin.com/company/mbda/,"Manufacturing, National Security, Security","Government and Military, Manufacturing, Privacy and Security",,,10001+,,For Profit,,Private,"24,077"
Kirill Eves,https://www.crunchbase.com/person/kirill-evstratov,"Individual/Angel, Investment Partner",2,,"Switzerland, Europe","Europe, Middle East, and Africa (EMEA)",Kirill Eves is a visionary serial entrepreneur and founder with a proven track record of building successful profound fintech companies for ...,2,,,,,,,https://www.linkedin.com/in/kirilleves,,,,,,,,,,"24,132"
Blackbox,https://www.crunchbase.com/organization/blackbox,Entrepreneurship Program,2,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Blackbox is a global founder accelerator based in Silicon Valley.,2,,2,Active,2011-10-15,day,http://blackbox.org,https://www.linkedin.com/company/blackboxdotorg,"Incubators, Software","Financial Services, Lending and Investments, Software",1,Fadi Bishara,1-10,,Non-profit,,Private,"24,474"
Convergence Partners AG,https://www.crunchbase.com/organization/convergence-partners-ag,Venture Capital,2,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Convergence Partners is a venture capital investor focusing on the growth financing,2,,1,Active,2018-01-01,year,https://www.convergence-partners.ch/,https://www.linkedin.com/company/convergence-partners-ag/?originalSubdomain=de,,,,,11-50,"Early Stage Venture, Seed",,,Private,"25,387"
Kickstart Innovation,https://www.crunchbase.com/organization/kickstart-innovation,"Accelerator, Entrepreneurship Program",2,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","One of Europe’s largest zero equity, multi-corporate ecosystem innovation platforms that runs a scale-up program for high-growth startups.",2,,2,Active,2015-01-01,year,http://kickstart-innovation.com/,https://www.linkedin.com/company/kickstart-innovation/,"Cyber Security, EdTech, FinTech, Health Care, InsurTech, Professional Services, Retail Technology, Sharing Economy, Smart Cities, Virtual Workforce","Administrative Services, Commerce and Shopping, Education, Financial Services, Hardware, Health Care, Information Technology, Other, Privacy and Security, Real Estate, Software",2,"Christoph Birkholz, Katka Letzing",11-50,"Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Seed",For Profit,,Private,"25,935"
Harper Macleod,https://www.crunchbase.com/organization/harper-macleod,,2,,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)",Harper Macleod is a commercial law firm that is fully aligned to the sectors within which its clients operate.,2,,,Active,1988-01-01,year,https://www.harpermacleod.co.uk/,https://www.linkedin.com/company/harper-macleod-llp/about/,Legal,Professional Services,,,,,For Profit,,Private,"26,197"
Alliance for Impact,https://www.crunchbase.com/organization/alliance-for-impact,,2,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Alliance for Impact is a nonprofit organization that promotes diversity and inclusion.,2,,,Active,2017-01-01,year,https://allianceforimpact.org,https://www.linkedin.com/company/alliance-for-impact-inc,"Events, Non Profit, Social Impact","Events, Media and Entertainment, Other, Social Impact",3,"Allison Zhao, Angelene Huang, Liu Yiyun",51-100,,Non-profit,,Private,"26,730"
Cassius Capital,https://www.crunchbase.com/organization/cassius-capital,,2,1,,,Cassius Capital is an U.S. based investment firm.,2,,,Active,2021-01-01,year,,,,,,,,,,,Private,"27,412"
Fearless Adventures,https://www.crunchbase.com/organization/fearless-adventures,Venture Capital,2,,"Wilmslow, Cheshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Fearless Adventures invest in and rapidly scale businesses in the ecommerce ecosystem.,2,,2,Active,2021-01-01,year,https://fearlessadventures.co.uk/,https://www.linkedin.com/company/fearlessadventures/,,,2,"David Newns, Dominic McGregor",1-10,Early Stage Venture,,,Private,"28,988"
Beacon Capital,https://www.crunchbase.com/organization/beacon-capital,Family Investment Office,2,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",A family office known for its socially responsible investments.,2,,,Active,2010-01-01,year,https://www.beaconcapital.org/,https://www.linkedin.com/company/beacon-capital-llc-/,Financial Services,Financial Services,,,11-50,,,,Private,"30,140"
u-blox,https://www.crunchbase.com/organization/u-blox,,2,,"Thalwil, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","u‑blox creates wireless communications and positioning semiconductors and modules for the industrial, automotive and consumer markets.",2,,,Active,1997-01-01,year,http://www.u-blox.com,https://www.linkedin.com/company/u-blox,Wireless,"Hardware, Mobile",1,Jean‑Pierre Wyss,501-1000,,For Profit,Made Acquisitions,Public,"30,176"
VDK Capital,https://www.crunchbase.com/organization/vdk-capital,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","VDK Capital is a financial platform that provides venture capital funds, private equity funds, and co-investment opportunities.",2,,1,Active,2020-01-01,year,https://vdk.capital,https://www.linkedin.com/company/vdk-capital-ltd,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,,For Profit,,Private,"30,275"
Geberit,https://www.crunchbase.com/organization/geberit-ag,,2,,"Rapperswil, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Geberit Group offers sanitary technology and bathroom ceramics.,2,,,Active,1874-01-01,year,http://geberit.com/,https://www.linkedin.com/company/geberit/,"Building Material, Construction, Home Renovation",Real Estate,1,Caspar Melchior Gebert,10001+,,For Profit,"Made Acquisitions, Was Acquired",Public,"30,282"
GungHo,https://www.crunchbase.com/organization/gungho,,2,1,"El Segundo, California, United States","Greater Los Angeles Area, West Coast, Western US",GungHo Online Entertainment America (GOEA) is a multiplatform publisher dedicated to all things gaming.,2,,2,Active,1998-07-01,day,http://gunghoonline.com,https://www.linkedin.com/company/gungho-online-entertainment-america-inc-/about/,"Communities, Gaming, Internet, Mobile Apps","Apps, Community and Lifestyle, Gaming, Internet Services, Mobile, Software",1,Taizo Son,11-50,,For Profit,Made Acquisitions,Private,"30,366"
Selfinvest,https://www.crunchbase.com/organization/selfinvest,Family Investment Office,2,,"Middelfart, Syddanmark, Denmark","European Union (EU), Nordic Countries, Scandinavia","Selfinvest is a private holding and investment company for Torben Østergaard-Nielsen, a Danish tanker and bunker tycoon.",2,,1,Active,1876-01-01,year,https://selfinvest.dk/,https://www.linkedin.com/company/selfinvest-group/,,,,,11-50,Seed,,,Private,"30,994"
Sapphire Capital Partners,https://www.crunchbase.com/organization/sapphire-capital-partners,"Accelerator, Angel Group, Incubator, Micro VC, Private Equity Firm, Venture Capital",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Sapphire Capital Partners is a company that specializes in tax efficient schemes to grow companies and alternative investments funds.,2,,1,Active,2009-11-09,day,http://www.sapphirecapitalpartners.co.uk,http://www.linkedin.com/company/sapphire-capital-partners-llp,"Asset Management, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"31,723"
