Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
IDG Capital,https://www.crunchbase.com/organization/idg-capital-partners,"Private Equity Firm, Venture Capital","1,497",166,"Beijing, Beijing, China",Asia-Pacific (APAC),IDG Capital is an investment firm that funds early- to growth-stage companies in the technology sector.,987,116,540,Active,1993-01-01,year,https://cn.idgcapital.com,https://www.linkedin.com/company/idgvc,"Consulting, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",,,101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"3,547"
General Catalyst,https://www.crunchbase.com/organization/general-catalyst-partners,Venture Capital,"1,458",218,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",General Catalyst collaborates with founders to support resilience and applied AI from seed to growth stages.,833,30,605,Active,2000-01-01,day,http://www.generalcatalyst.com,https://www.linkedin.com/company/general-catalyst,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"David Fialkow, David Orfao, Joel Cutler",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,Made Acquisitions,Private,12
Kleiner Perkins,https://www.crunchbase.com/organization/kleiner-perkins-caufield-byers,Venture Capital,"1,449",349,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Kleiner Perkins is a venture capital firm that specializes in investing in early-stage, incubation, and growth companies.",734,111,414,Active,1972-03-01,day,https://www.kleinerperkins.com,https://www.linkedin.com/company/kleinerperkins,"Finance, Financial Services, Incubators, Venture Capital","Financial Services, Lending and Investments",4,"Brook Byers, Eugene Kleiner, Frank Caufield, Tom Perkins",11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,357
Right Side Capital Management,https://www.crunchbase.com/organization/right-side-capital-management,"Micro VC, Venture Capital","1,382",216,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Right Side Capital Management is a technology startup investment firm focused exclusively on the pre-seed stage.,"1,312",2,55,Active,2010-01-01,day,http://rightsidecapital.com,https://www.linkedin.com/company/right-side-capital-management,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Dave Lambert, Kevin Dick",1-10,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"14,186"
Newchip Accelerator,https://www.crunchbase.com/organization/newchip,"Accelerator, Incubator, Venture Capital","1,285",13,"Austin, Texas, United States",Southern US,Newchip is a global remote startup accelerator.,"1,281",,26,Active,2016-01-01,year,https://www.newchip.com,https://www.linkedin.com/company/newchip/,"Apps, Retail, Software","Apps, Commerce and Shopping, Software",4,"Andrew Ryan, Andrew Ryan, Nihar Patel, Travis Brodeen",51-100,"Early Stage Venture, Seed",,,Private,"6,554"
Index Ventures,https://www.crunchbase.com/organization/index-ventures,Venture Capital,"1,211",260,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Index Ventures is a venture capital firm that helps the entrepreneurs turn bold ideas into global businesses.,654,52,484,Active,1996-01-01,year,http://www.indexventures.com,http://www.linkedin.com/company/index-ventures,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",4,"David Rimer, Giuseppe Zocco, Neil Rimer, Terrence Rohan",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,123
European Innovation Council,https://www.crunchbase.com/organization/european-innovation-council,"Accelerator, Venture Capital","1,154",30,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","The European Innovation Council aims to support top-class innovators, entrepreneurs, small companies and researchers with bright ideas.",659,9,841,Active,1957-03-25,day,https://eic.ec.europa.eu,https://www.linkedin.com/company/eismea,"Government, Office Administration, Social Entrepreneurship","Administrative Services, Community and Lifestyle, Government and Military, Social Impact",,,501-1000,"Early Stage Venture, Grant",For Profit,,Private,974
Liquid 2 Ventures,https://www.crunchbase.com/organization/liquid2-ventures,Venture Capital,"1,145",107,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Liquid 2 Ventures is an investing firm that focuses on investing in Seed, Early Stage companies.",897,4,14,Active,2016-01-01,year,http://liquid2.vc,https://www.linkedin.com/company/liquid-2-ventures,"Financial Exchanges, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Joe Montana, Michael Ma, Mike Miller, Nathaniel Montana",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,499"
Wayra,https://www.crunchbase.com/organization/wayra,Corporate Venture Capital,"1,136",52,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wayra connects Telefonica and technological disruptors around the world.,684,1,81,Active,2011-01-01,year,https://www.wayra.com,https://www.linkedin.com/company/wayra,"Business Development, Incubators, Innovation Management","Financial Services, Lending and Investments, Professional Services",1,Marta Antunez,101-250,"Early Stage Venture, Non Equity Assistance, Seed, Venture",For Profit,,Private,998
Global Founders Capital,https://www.crunchbase.com/organization/global-founders-capital,"Private Equity Firm, Venture Capital",996,104,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",GFC is a venture fund that supports entrepreneurs at any stage in their business development across global markets.,698,11,255,Active,2013-01-01,year,https://www.globalfounderscapital.com,https://www.linkedin.com/company/global-founders-capital,"Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Oliver Samwer,11-50,"Early Stage Venture, Private Equity, Seed",,,Private,"2,411"
Norwest Venture Partners,https://www.crunchbase.com/organization/norwest-venture-partners,"Private Equity Firm, Venture Capital",970,211,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Norwest Venture Partners is a venture capital and growth equity investment firm that invests in early- to late-stage businesses.,492,40,383,Active,1961-06-01,day,http://www.nvp.com,http://www.linkedin.com/company/norwest-venture-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Irem Rami, Jeff Crowe, Jon Kossow, Promod Haque, Sohil Chand",101-250,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture",,Made Acquisitions,Private,16
High-Tech Gruenderfonds,https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,944,125,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High-Tech Gruenderfonds is a financial services company that specializes in investments and financing for various sectors.,659,4,256,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",936,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,876,2,701,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"2,915"
Greylock,https://www.crunchbase.com/organization/greylock,Venture Capital,894,272,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Greylock is a venture capital firm that invests in early-stage startups and entrepreneurs to help them build and grow their businesses.,498,56,250,Active,1965-10-01,month,https://www.greylock.com,https://www.linkedin.com/company/greylock-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Bill Elfers, Daniel Gregory",101-250,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"1,159"
Foundation Capital,https://www.crunchbase.com/organization/foundation-capital,Venture Capital,764,181,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Foundation Capital is a venture capital firm made up of former entrepreneurs and helps companies and businesses grow.,431,34,208,Active,1995-10-01,day,http://foundationcapital.com,http://www.linkedin.com/company/foundation-capital,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Bill Elmore, Kathryn Gould",11-50,"Early Stage Venture, Late Stage Venture, Venture",,,Private,"1,111"
Bain Capital Ventures,https://www.crunchbase.com/organization/bain-capital-ventures,Venture Capital,687,142,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Bain Capital Ventures invests in seed to growth-stage startups that uses tech to disrupt existing markets or create entirely new ones.,383,16,307,Active,1984-01-01,year,http://baincapitalventures.com,https://www.linkedin.com/company/bain-capital-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"James Nahirny, Michael Krupka",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,327
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",624,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,422,2,82,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,874"
Startup Wise Guys,https://www.crunchbase.com/organization/startup-wise-guys,"Accelerator, Venture Capital",623,13,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.",447,,146,Active,2012-01-01,year,https://startupwiseguys.com/,https://www.linkedin.com/company/startup-wise-guys,"Banking, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Christian Testman, Cristobal Alonso, Herty Tammo, Jon Bradford, Mike Reiner",51-100,"Early Stage Venture, Seed, Venture",For Profit,,Private,828
Artesian VC,https://www.crunchbase.com/organization/artesian-capital-management,Venture Capital,599,24,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Artesian VC is a VC firm offering end-to-end venture capital platform for startups at seed, angel, and growth stages.",532,5,151,Active,2004-03-01,day,http://www.artesianinvest.com,http://www.linkedin.com/company/72613,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",6,"Felix Zhang, Gilles Planté, Jeremy Colless, John McCartney, Luke Fay, Matthew Clunies-Ross",51-100,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"9,999"
International Finance Corporation,https://www.crunchbase.com/organization/international-finance-corporation,"Government Office, Private Equity Firm, Venture Capital",598,161,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",International Finance Corporation is a private equity and venture capital subsidiary focused on the private sector in developing countries.,475,111,353,Active,1956-07-25,day,http://www.ifc.org,https://www.linkedin.com/company/ifclinkedin,"Finance, Financial Services, Funding Platform, Hedge Funds","Financial Services, Lending and Investments",,,1001-5000,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",,,Private,74
LAUNCH,https://www.crunchbase.com/organization/launch-co,"Accelerator, Angel Group, Venture Capital",598,55,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Support founders and inspire innovation,382,3,161,Active,2011-01-01,year,http://launch.co,https://www.linkedin.com/company/launch-calacanis/,"Digital Media, Email Marketing, Events, Incubators, News, Venture Capital","Content and Publishing, Events, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing",1,Jason Calacanis,11-50,"Convertible Note, Early Stage Venture, Seed",,,Private,358
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,591,107,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",381,4,168,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,999
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,541,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"1,095"
Initialized Capital,https://www.crunchbase.com/organization/initialized-capital,Venture Capital,538,105,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Initialized Capital is an early-stage VC firm focused on helping software engineers and designers with their first seed checks.,319,7,152,Active,2012-01-01,year,http://www.initialized.com,https://www.linkedin.com/company/initialized-capital,"Finance, Financial Services, Impact Investing, Software, Venture Capital","Financial Services, Lending and Investments, Software",3,"Alexis Ohanian, Garry Tan, Harjeet Taggar",11-50,"Crowdfunding, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,153"
Lux Capital,https://www.crunchbase.com/organization/lux-capital,Venture Capital,531,62,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Lux Capital is an investment firm that invests in counter-conventional, seed-stage science and technology ventures.",278,17,149,Active,2000-01-01,year,http://www.luxcapital.com,http://www.linkedin.com/company/lux-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Josh Wolfe, Peter Hebert, Rob Paull",11-50,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,309
Pareto Holdings,https://www.crunchbase.com/organization/pareto-holdings,Venture Capital,522,49,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Pareto Holdings is an early-stage investment firm that provides venture studio and funding services.,510,1,9,Active,2020-01-01,year,https://www.pareto20.com/,https://www.linkedin.com/company/paretoholdings/about/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Edward Lando,1-10,"Early Stage Venture, Seed",,,Private,"6,495"
Founder Collective,https://www.crunchbase.com/organization/founder-collective,Venture Capital,515,152,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Founder Collective is a seed-stage venture capital fund that helps entrepreneurs build their businesses.,360,12,31,Active,2009-05-22,day,http://foundercollective.com,https://www.linkedin.com/company/founder-collective,"Hardware, Internet of Things, Mobile","Hardware, Internet Services, Mobile",18,"Andy Palmer, Anthony Goldbloom, Bill Trenchard, Caterina Fake, Chris Dixon, Dan Sommer, David Frankel, Elliot Cohen, Eric Paley, Jack Groetzinger, James Tamplin, Micah Rosenbloom, Nadia Boujarwah, Noah Glass, Noah Jessop, Parul Singh, Raj De Datta, Zach Klein",1-10,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Made Acquisitions,Private,294
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",309,,203,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,65
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,505,77,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,291,13,172,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,168
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,471,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,328,13,19,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"1,861"
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,469,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,241,13,144,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,559
Notable Capital,https://www.crunchbase.com/organization/notable-capital-e2dd,Venture Capital,456,95,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","Notable Capital is a venture capital firm investing in notable ideas, notable causes, and notable founders with global ambitions.",239,30,166,Active,2000-01-01,year,https://notablecap.com,https://www.linkedin.com/company/notablecapital,"Finance, Venture Capital","Financial Services, Lending and Investments",,,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,905
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,424,,59,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private,"57,460"
Social Starts,https://www.crunchbase.com/organization/social-starts,"Micro VC, Venture Capital",441,75,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Social Starts is a venture capital partnership that invests in companies focusing on emerging science.,340,1,10,Active,2012-01-01,year,http://socialstarts.com,https://www.linkedin.com/company/social-starts,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,William Lohse,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"17,842"
Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,Venture Capital,438,87,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Balderton Capital is a venture capital investor that supports technology businesses.,239,12,196,Active,2000-01-01,year,http://www.balderton.com,https://www.linkedin.com/company/balderton-capital_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,Private,"1,163"
Ontario Centres of Excellence,https://www.crunchbase.com/organization/ontario-centres-of-excellence,"Accelerator, Angel Group, Venture Capital",433,58,"Toronto, Ontario, Canada",Great Lakes,Ontario Centres of Excellence is an investment company that offers projects and acceleration to industry.,402,6,18,Active,1987-01-01,year,https://www.oc-innovation.ca,https://www.linkedin.com/company/ontario-centres-of-excellence,"Finance, Financial Services, Non Profit, Training","Education, Financial Services, Other, Social Impact",,,101-250,"Early Stage Venture, Grant, Non Equity Assistance, Seed, Venture",,,Private,"60,665"
Unpopular Ventures,https://www.crunchbase.com/organization/unpopular-ventures,"Syndicate, Venture Capital",410,14,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","We invest in the best companies, off the beaten path. Note: we are very active, making 30-40 investments per quarter. CB not up to date.",330,,9,Active,2019-01-01,day,https://www.unpopular.vc,https://www.linkedin.com/company/unpopular-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Peter Livingston,1-10,"Early Stage Venture, Seed",,,Private,"28,010"
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",408,71,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,298,5,125,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,113
