Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Erste Group,https://www.crunchbase.com/organization/erste-group,Investment Bank,9,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Erste Group provides a range of banking and other financial services in Austria, Central and Eastern Europe, and internationally.",9,,3,Active,1819-01-01,year,http://erstegroup.com,https://www.linkedin.com/company/erste-group-bank-ag,"Banking, Finance, Financial Services, Foreign Exchange Trading","Financial Services, Lending and Investments",2,"Hubertus Hofkirchner, Johann Baptist Weber",10001+,,For Profit,Made Acquisitions,Public,"8,901"
SPiCE VC,https://www.crunchbase.com/organization/spice-vc,Venture Capital,9,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",SPiCE is the first fully compliant (regulation wise) liquid venture capital fund.,7,1,2,Active,2017-01-01,year,https://www.spicevc.com/,https://www.linkedin.com/company/11237197/,"Cryptocurrency, Industrial, Infrastructure","Blockchain and Cryptocurrency, Financial Services, Manufacturing, Other, Payments, Software",3,"Ami Ben David, Carlos Domingo, Tal Elyashiv",1-10,"Early Stage Venture, Seed",,,Private,"8,980"
Tanarra Capital,https://www.crunchbase.com/organization/tanarra-capital,Private Equity Firm,9,,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia","Tanarra, a diversified alternative asset investment firm, invests in a wide range of early stage ventures, private and public companies.",7,,1,Active,2005-01-01,year,https://tanarra.com.au/,https://www.linkedin.com/company/tanarra-capital,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,John Wylie,11-50,"Early Stage Venture, Seed, Venture",,Made Acquisitions,Private,"9,592"
SCALEHOUSE Capital,https://www.crunchbase.com/organization/scalehouse-capital,Venture Capital,9,,"Osnabrück, Niedersachsen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Actively Investing in early-stage B2B Software & AI with a strong backing by expierenced entrepreneurs and operators,9,,8,Active,2022-01-01,month,https://www.scalehouse-capital.com,https://www.linkedin.com/company/scalehouse-capital/,"B2B, Software","Other, Software",1,Jesse Jeng,1-10,"Early Stage Venture, Seed",,,Private,"9,741"
Lumen Ventures,https://www.crunchbase.com/organization/lumen-ventures-d86e,Venture Capital,9,,"Rome, Lazio, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Lumen Ventures is a venture capital firm that focuses on early-stage investments.,8,,3,Active,2018-01-01,year,https://www.lumen.ventures,https://www.linkedin.com/company/lumenventures/,"Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",1,Davide Fioranelli,1-10,"Early Stage Venture, Seed",,,Private,"9,893"
My.Games Venture Capital,https://www.crunchbase.com/organization/my-games-venture-capital,Venture Capital,9,,"Limassol, Limassol, Cyprus","Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East",My.Games Venture Capital is the investment division of MY.GAMES.,9,,6,Active,2017-01-01,year,https://mgvc.com/,https://www.linkedin.com/company/gamesventures/,,,2,"Maria Kochmola, Nick Matsokin",11-50,"Early Stage Venture, Late Stage Venture",,,Private,"10,212"
Sarava Pars,https://www.crunchbase.com/organization/sarava-pars,Venture Capital,9,2,"Tehran, Tehran, Iran","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Sarava was established in 2011 and is currently engaged with number of successful investments in internet and mobile based businesses.,7,,4,Active,2011-01-01,year,http://saravapars.com/,https://www.linkedin.com/company/sarava-pars,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Alireza Kolahi,11-50,"Late Stage Venture, Venture",,Made Acquisitions,Private,"10,291"
Alzheimer's Association,https://www.crunchbase.com/organization/alzheimer-s-association,,9,2,"Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US","The Alzheimer's Association is a voluntary health organization in Alzheimer's care, support, and research.",8,2,6,Active,1980-01-01,year,http://www.alz.org/,http://www.linkedin.com/company/10976,"Health Care, Non Profit","Health Care, Other, Social Impact",1,Jerome H. Stone,251-500,,Non-profit,,Private,"10,333"
ESO Capital Group,https://www.crunchbase.com/organization/eso-capital-group,"Private Equity Firm, Venture Capital",9,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",ESO Capital Group is a European special situations investment management group.,7,,4,Active,2006-01-01,year,https://www.esocapital.com/,https://www.linkedin.com/company/eso-capital,"Finance, Financial Services",Financial Services,1,Alex Schmid,11-50,"Debt, Grant, Private Equity",,Made Acquisitions,Private,"10,778"
Sky Ocean Ventures,https://www.crunchbase.com/organization/sky-ocean-ventures,Corporate Venture Capital,9,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",A bold new creation that will support breakthrough thinking and invest in promising new ideas .,7,,3,Active,2007-01-01,year,https://www.skyoceanventures.com,,"Finance, Financial Services, Impact Investing","Financial Services, Lending and Investments",,,,Early Stage Venture,,,Private,"11,110"
Aper Ventures,https://www.crunchbase.com/organization/aper-ventures,"Angel Group, Venture Capital",9,,"Warszawa, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Polish VC fund investing €1-4M in deep tech and hardware solutions in co-investor model,9,,7,Active,2019-01-22,day,http://www.aperventures.com,https://www.linkedin.com/company/aperventures,"Hardware, Internet of Things, Venture Capital","Financial Services, Hardware, Internet Services, Lending and Investments",3,"Bartosz Składzień, Jacek Blonski, Piotr Slawski",1-10,"Early Stage Venture, Seed",,,Private,"11,876"
European Innovation Council Fund,https://www.crunchbase.com/organization/european-innovation-council-fund,Accelerator,9,,,,European Innovation Council Fund is an investment fund.,9,,2,Active,,,,,,,,,,,,,Private,"13,062"
Hex Capital,https://www.crunchbase.com/organization/hex-capital,Venture Capital,9,,"Vancouver, British Columbia, Canada",,Hex Capital is an investment firm,8,,1,Active,2017-01-01,year,http://hex.capital/,https://www.linkedin.com/company/hexcap,,,1,Ali Saheli,1-10,Early Stage Venture,,,Private,"13,128"
Upfin,https://www.crunchbase.com/organization/upfin,Venture Capital,9,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Upfin is a specialized early-stage fintech investor.,8,,4,Active,2022-01-01,year,https://www.upfin.io/,,,,,,1-10,Seed,,Was Acquired,Private,"14,435"
Carma Fund,https://www.crunchbase.com/organization/carma-fund,Venture Capital,9,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Carma Fund is an early-stage investment fund for advancing life science and healthcare technologies.,9,,4,Active,2021-01-01,year,https://www.carma-fund.com,https://www.linkedin.com/company/carma-fund-management,,,,,1-10,"Early Stage Venture, Seed",,,Private,"14,540"
Two Hop Ventures,https://www.crunchbase.com/organization/two-hop-ventures,Venture Capital,9,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",The first Venture Capital fund investing exclusively in the BitcoinSV eco-system,8,,6,Active,2019-11-01,day,https://twohop.ventures/,https://www.linkedin.com/company/twohop/about/,"Bitcoin, Blockchain, FinTech, Internet, Private Cloud, SaaS","Blockchain and Cryptocurrency, Financial Services, Hardware, Information Technology, Internet Services, Other, Payments, Software",2,"Alex Fauvel, Jan Smit",1-10,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"14,677"
National Bank of Greece,https://www.crunchbase.com/organization/national-bank-of-greece,Investment Bank,9,1,"Athína, Attiki, Greece","European Union (EU), Europe, Middle East, and Africa (EMEA)","National Bank of Greece, the oldest and largest among Greek banks, heads the strongest financial group in the country",9,1,4,Active,1841-01-01,year,https://www.nbg.gr,http://www.linkedin.com/company/national-bank-of-greece,Banking,"Financial Services, Lending and Investments",3,"Georgios Stavros, Jean-Gabriel Eynard, Paul Mylonas",501-1000,,For Profit,Made Acquisitions,Public,"15,588"
DataVentures.io,https://www.crunchbase.com/organization/data-ventures,Micro VC,9,1,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","Data Ventures is a service-oriented, early stage venture capital firm bridging the gap between CEE & Global startup ecosystems.",9,,8,Active,2017-04-04,day,http://www.dataventures.io,https://www.linkedin.com/company/data-ventures-vc,Venture Capital,"Financial Services, Lending and Investments",1,Piotr Smolen,1-10,"Early Stage Venture, Seed",,,Private,"15,590"
Centrality,https://www.crunchbase.com/organization/centrality,Venture Capital,9,1,"Auckland, Auckland, New Zealand","Asia-Pacific (APAC), Australasia",Centrality is developing a peer-to-peer blockchain marketplace,9,,3,Active,2016-07-01,month,https://www.centrality.ai/,https://www.linkedin.com/company/10887802/,"Apps, Blockchain, Cryptocurrency, Developer Platform, Information Technology, Marketplace","Apps, Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Information Technology, Other, Payments, Software",2,"Aaron McDonald, Jerry Yuan",51-100,,For Profit,,Private,"17,077"
British Business Bank Investments,https://www.crunchbase.com/organization/british-business-bank-investment,Investment Bank,9,,"Sheffield, Sheffield, United Kingdom","Europe, Middle East, and Africa (EMEA)","BBBI Invest in smaller banks, non-bank lenders & venture capital funds to increase the choice of finance for smaller & mid-sized businesses.",9,,4,Active,2014-01-01,year,https://www.british-business-bank.co.uk,https://www.linkedin.com/company/british-business-investments,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,501-1000,,For Profit,,Private,"17,514"
NEL Fund Managers,https://www.crunchbase.com/organization/nel-fund-managers,Fund Of Funds,9,,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)",NEL Fund Managers provides investments funds to businesses in the North East of the United Kingdom.,8,,8,Active,1989-01-01,year,http://www.nel.co.uk,https://www.linkedin.com/company/nelfundmanagers,,,,,11-50,Debt,,,Private,"17,865"
THE Q AGENCY,https://www.crunchbase.com/organization/the-q-agency,,9,,"Bucharest, Bucuresti, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Rating Agency & Cognitive BDC - Our agency is capable of understanding the most deepest insights that underlie the decision making process.,7,,1,Active,2015-07-01,day,https://www.theqagency.com,https://www.linkedin.com/company/the-q-agency-,"Business Development, Consulting, Management Consulting, Neuroscience, Prediction Markets","Biotechnology, Financial Services, Professional Services, Science and Engineering",1,Daniel Dinu,11-50,,For Profit,Made Acquisitions,Private,"18,302"
Edaphon,https://www.crunchbase.com/organization/edaphon,Venture Capital,9,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Edaphon is a climate impact fund that invest in natural carbon sinks and the restoration of essential ecosystems.,8,,2,Active,,,https://www.edaphon.com,https://www.linkedin.com/company/edaphon/,,,,,1-10,"Early Stage Venture, Late Stage Venture",,,Private,"18,879"
All Turtles,https://www.crunchbase.com/organization/allturtles,Venture Capital,9,,"Bentonville, Arkansas, United States",Southern US,"All Turtles is an artificial intelligence studio that develops pragmatic brands, products, and user experiences for the workplace.",8,,1,Active,2017-01-01,year,https://www.all-turtles.com,https://www.linkedin.com/company/allturtlesco/,"Artificial Intelligence (AI), Brand Marketing, Infrastructure, Internet, Internet of Things, Machine Learning, Product Design","Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Other, Sales and Marketing, Science and Engineering, Software",3,"Jessica Collier, Jonathan Cifuentes, Phil Libin",11-50,"Convertible Note, Early Stage Venture, Seed, Venture",For Profit,,Private,"19,692"
SNCF,https://www.crunchbase.com/organization/sncf,,9,3,"Saint-denis, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",SNCF is a travel and logistics service provider company. SNCF runs and manages SNCF voyage,9,,3,Active,1938-01-01,day,https://www.sncf.com,http://www.linkedin.com/company/sncf,"Automotive, Public Transportation, Railroad, Transportation, Travel","Transportation, Travel and Tourism",1,Jean-Pierre Farandou,10001+,,For Profit,Made Acquisitions,Private,"19,908"
Romain Huet,https://www.crunchbase.com/person/romain-huet,Individual/Angel,9,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Romain Huet currently runs Stripe's global developer relations team.  He previously served as a Senior Developer Advocate at Twitter. He was...,8,,,,,,http://romainhuet.com/,https://www.linkedin.com/in/romainhuet,,,,,,,,,,"21,187"
Bjarke Ingels,https://www.crunchbase.com/person/bjarke-ingels,"Individual/Angel, Investment Partner",9,2,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia","Bjarke Ingels is an advisor at ROOM. He has established an international presence as a prodigy in his field, designing the wildly inventive ...",7,,1,,,,,https://www.linkedin.com/in/bjarke-ingels-325554146/,,,,,,Seed,,,,"22,300"
Gustaf Alstromer,https://www.crunchbase.com/person/gustaf-alstromer,"Individual/Angel, Investment Partner",9,3,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Gustaf Alstromer is a partner at Y Combinator. Before joining Y Combinator he spent 4.5 years at Airbnb where he worked as a Product Lead on...,8,,,,,,,https://www.linkedin.com/in/gustafalstromer,,,,,,Seed,,,,"22,413"
Smartlink Partners,https://www.crunchbase.com/organization/smartlink-partners,Venture Capital,9,,"Warsaw, Mazowieckie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Smartlink Partners is a venture capital fund that invests in early-stage software startups.,9,,7,Active,,,https://smartlink.vc,https://www.linkedin.com/company/smartlink-vc,,,,,1-10,"Early Stage Venture, Seed",,,Private,"22,730"
Actera Group,https://www.crunchbase.com/organization/actera-group,Private Equity Firm,9,1,"Çengelköy, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Actera Group is the private equity firm dedicated to investments in turkey with asset management .,9,1,7,Active,2006-01-01,year,http://acteragroup.com/,https://www.linkedin.com/company/actera-group/,Financial Services,Financial Services,2,"Murat Cavusoglu, İsak Antika",11-50,"Early Stage Venture, Private Equity, Seed",,Made Acquisitions,Private,"23,211"
Serendipity Capital,https://www.crunchbase.com/organization/serendipity-capital,Venture Capital,9,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",We invest in companies that enhance and secure the critical technologies and infrastructure of tomorrow.,7,,3,Active,2011-01-01,year,http://www.serendipitycapital.com,http://www.linkedin.com/company/31142651,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning, Quantum Computing, Security, Semiconductor, Sustainability, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Privacy and Security, Science and Engineering, Software, Sustainability",3,"Anton Jerga, Robert Jesudason, Sean Harpur",1-10,"Early Stage Venture, Seed, Venture",,,Private,"23,682"
Petri,https://www.crunchbase.com/organization/petri-bio,"Incubator, Venture Capital",9,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Co-founded with iconic bio entrepreneurs to fund formation-stage bioengineering companies.,7,,1,Active,2019-01-01,year,https://www.petri.bio/,https://www.linkedin.com/company/petribio,"Biotechnology, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",13,"Alec Nielsen, Andrew Beck, Bernhard Van Lengerich, Brian Baynes, Christopher Voigt, Daphne Koller, Emily Leproust, Jamie Goldstein, JP Mangeolle, Pam Silver, Reshma Shetty, Stanley Lapidus, Tony Kulesa",1-10,"Convertible Note, Debt, Early Stage Venture, Seed",,,Private,"23,883"
Valinor AS,https://www.crunchbase.com/organization/valinor-as,Family Investment Office,9,2,"Stavanger, Rogaland, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Valinor is a family-owned investment firm that focuses on clean tech investments worldwide.,8,2,4,Active,1997-01-01,day,https://valinor.no/,https://www.linkedin.com/company/valinorinvest/,"Clean Energy, CleanTech, Solar, Wind Energy","Energy, Natural Resources, Sustainability",1,Lars Helge Helvig,51-100,"Early Stage Venture, Seed, Venture",,,Private,"24,164"
Turret Oy,https://www.crunchbase.com/organization/turret-oy,,9,2,"Uusimaa, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Turret Oy is an investment vehicle controlled by Paul Ehrnrooth,7,1,2,Active,1989-01-01,year,,,,,,,,,,,Private,"24,298"
SciFounders,https://www.crunchbase.com/organization/scifounders,"Micro VC, Venture Capital",9,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Helping science companies get started. We invest in technical startups from idea stage to Series A. We start companies too.,7,,3,Active,2021-01-01,year,https://scifounders.com/,https://www.linkedin.com/company/scifounders/,"Business Development, Finance, Financial Services","Financial Services, Professional Services",3,"Alexander Schubert, Lucas Harrington, Matthew Krisiloff",1-10,"Early Stage Venture, Seed",,,Private,"24,555"
Die Mobiliar,https://www.crunchbase.com/organization/die-mobiliar,,9,,"Bern, Bern, Switzerland","Europe, Middle East, and Africa (EMEA)",Die Mobiliar is the oldest private insurance company in Switzerland.,5,,3,Active,1826-02-25,day,https://www.mobiliar.ch,http://linkedin.com/company/die-mobiliar,"Health Insurance, Insurance, Venture Capital","Financial Services, Lending and Investments",1,Michèle Rodoni,5001-10000,,For Profit,Made Acquisitions,Private,"24,577"
FirstPartyCapital,https://www.crunchbase.com/organization/first-party-capital,Venture Capital,9,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","FirstPartyCapital is an early stage fund investing capital and expertise into ad tech, martech and digital media companies.",9,,5,Active,2021-01-01,year,https://firstpartycapital.com/,https://www.linkedin.com/company/firstpartycapital/,"Ad Network, Digital Marketing","Advertising, Sales and Marketing",3,"Ciarán O'Kane, Kevin Flood, Rich Ashton",1-10,Early Stage Venture,,,Private,"24,744"
Wayra Brasil,https://www.crunchbase.com/organization/wayra-brasil,"Accelerator, Private Equity Firm, Venture Capital",9,,"São Paulo, Sao Paulo, Brazil",Latin America,Wayra is a start-up accelerator that invests in mature and technological startups.,8,,5,Active,2012-01-01,year,https://br.wayra.co,https://www.linkedin.com/company/wayrabrasil,"Finance, Financial Services",Financial Services,,,1-10,Early Stage Venture,,,Private,"24,903"
Karim Beguir,https://www.crunchbase.com/person/karim-beguir,Individual/Angel,9,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Co-Founder & CEO of InstaDeep and Google Developer Expert in Machine Learning, Karim helps companies get a grip on the latest AI advances an...",9,,,,,,,https://www.linkedin.com/in/karim-beguir-2350161/,,,,,,,,,,"24,919"
WaterStart Capital,https://www.crunchbase.com/organization/waterstart-capital,Venture Capital,9,3,"Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",WaterStar is a advisory firm providing multi-dimensional business consulting services.,8,,5,Active,2015-01-01,year,http://www.wscapitalus.com/,https://www.linkedin.com/company/waterstart-capital/,,,2,"Carina Cao, Yang Yigang",1-10,Early Stage Venture,,,Private,"24,964"
Kayacan Ventures,https://www.crunchbase.com/organization/kayacan-ventures,Venture Capital,9,,,,"Kayacan Ventures offers guidance to startups in artificial intelligence, blockchain, and high technology, beyond financial support.",8,,7,Active,2024-01-01,year,https://www.kayacanventures.com,https://www.linkedin.com/company/kayacan-ventures/,,,,,11-50,,,,Private,"25,097"
Alexis Le-Quoc,https://www.crunchbase.com/person/alexis-l-quc,Individual/Angel,9,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Alexis brings a strong focus on technical elegance and operational efficiency to Datadog, honed from years spent optimizing European telecom...",8,,,,,,,http://www.linkedin.com/in/alexislequoc,,,,,,,,,,"25,119"
Arch Capital Group,https://www.crunchbase.com/organization/arch-capital-group,Venture Capital,9,,"Hamilton, Hamilton, Bermuda",,"Arch Capital Group is a financial services company that offers insurance, reinsurance, and mortgage solutions.",8,,1,Active,1995-01-01,year,https://www.archgroup.com,https://www.linkedin.com/company/acgl,"Finance, Financial Services, Insurance",Financial Services,1,Peter A Appel,5001-10000,,For Profit,Made Acquisitions,Public,"25,200"
Rong Xuan Teo,https://www.crunchbase.com/person/rong-xuan-teo,Individual/Angel,9,,"Singapore, Asia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Teo Rong Xuan (Rex) is a Singapore-based entrepreneur and investor specializing in high-frequency trading, quantitative trading, and forex. ...",9,,1,,,,,https://www.linkedin.com/in/rong-xuan-teo,,,,,,"Initial Coin Offering, Private Equity, Secondary Market, Seed",,,,"25,967"
Upscalers,https://www.crunchbase.com/organization/upscalers-investment-club,Angel Group,9,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Upscalers is a community of operating angel investors joining forces to co-invest in the world's most promising tech startups,9,,1,Active,2021-02-01,month,https://www.upscalers.club/,https://www.linkedin.com/company/upscalersclub/,,,2,"Timoteo Rouchon, Yoann Benhacoun",1-10,"Early Stage Venture, Seed",,,Private,"26,061"
Timo Soininen,https://www.crunchbase.com/person/timo-soininen,Individual/Angel,9,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","Timo Soininen is the co-founder at Small Giant Games. Timo Soininen is the CEO and co-founder of Small Giant Games, maker of the hit game Em...",9,,1,,,,,https://fi.linkedin.com/in/timosoininen,,,,,,,,,,"26,258"
iEurope Capital,https://www.crunchbase.com/organization/ieurope-capital,Private Equity Firm,9,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Building value for entrepreneurs and investors across central Eastern Europe.,7,,,Active,2001-01-01,year,http://ieurope.com/,https://www.linkedin.com/company/ieurope-capital,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Kristina Perkin Davison, Laszlo Robert Czirjak",1-10,Venture,,,Private,"26,911"
Summit Group,https://www.crunchbase.com/organization/summit-group,Venture Capital,9,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Summit Grroup seeks to invest in financial, marketing, business services, property services, medical services, and energy companies.",9,,1,Active,1985-01-01,year,http://www.summit-group.co.uk/,https://www.linkedin.com/company/the-summit-group-limited/,"Angel Investment, Consulting, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments, Professional Services",2,"Barry Sack, Kit Hunter Gordon",1-10,Venture,,Made Acquisitions,Private,"27,596"
Berlin.de,https://www.crunchbase.com/organization/berlin-de,Venture Capital,9,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Berlin.de is an investment fund specializing in creative companies in Berlin.,8,,1,Active,1998-01-01,year,https://www.berlin.de,https://www.linkedin.com/company/landberlin,"Finance, Financial Services",Financial Services,1,Simon Tennant,1001-5000,Early Stage Venture,For Profit,,Private,"27,897"
