Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
FasterCapital,https://www.crunchbase.com/organization/fastercapital,"Accelerator, Micro VC, Venture Capital",989,9,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",FasterCapital is an online startup incubator and accelerator that helps entrepreneurs build and grow their businesses.,928,2,741,Active,2010-01-01,year,http://www.fastercapital.com,https://www.linkedin.com/company/fastercapital,"Business Development, Digital Marketing, Incubators, SEO, Small and Medium Businesses, Software, Venture Capital, Web Design, Web Development","Design, Financial Services, Internet Services, Lending and Investments, Other, Professional Services, Sales and Marketing, Software",1,Hesham Zreik,251-500,"Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"1,594"
HTGF (High-Tech Gruenderfonds),https://www.crunchbase.com/organization/high-tech-gründerfonds,Venture Capital,953,126,"Bonn, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HTGF is a financial services company that specializes in investments and financing for various sectors.,665,4,261,Active,2005-09-01,day,https://www.htgf.de,http://www.linkedin.com/company/high-tech-grunderfonds,"Hardware, Health Care, Software, Venture Capital","Financial Services, Hardware, Health Care, Lending and Investments, Software",1,Alexander von Frankenberg,101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,83
First Round Capital,https://www.crunchbase.com/organization/first-round-capital,Venture Capital,953,213,"Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",First Round is a venture capital firm that specializes in providing seed-stage funding to technology companies.,503,16,213,Active,2004-11-01,day,http://www.firstround.com,https://www.linkedin.com/company/first-round-capital/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"Howard Morgan, Josh Kopelman, Todd Jackson",51-100,"Debt, Early Stage Venture, Late Stage Venture, Seed",,,Private,473
Enterprise Ireland,https://www.crunchbase.com/organization/enterprise-ireland,Government Office,838,113,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Enterprise Ireland is the government agency responsible for the development and promotion of the indigenous business sector.,675,4,193,Active,1998-01-01,year,http://enterprise-ireland.com,https://www.linkedin.com/company/enterprise-ireland/,"Enterprise Software, Finance, Venture Capital","Financial Services, Lending and Investments, Software",,,1001-5000,"Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",,,Private,"1,102"
Kima Ventures,https://www.crunchbase.com/organization/kima-ventures,Micro VC,837,122,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Kima Ventures promotes the growth of startups, supporting them in the fastest and most effective ways.",756,2,60,Active,2010-01-01,year,http://www.kimaventures.com,https://www.linkedin.com/company/6665488/,"Finance, Financial Services, FinTech, Venture Capital","Financial Services, Lending and Investments",2,"Jeremie Berrebi, Xavier Niel",1-10,"Early Stage Venture, Seed",,,Private,"1,847"
Hiventures,https://www.crunchbase.com/organization/hiventures,Venture Capital,745,7,"Budapest, Budapest, Hungary","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital Fund Management Company,392,1,47,Active,1999-09-02,day,https://hiventures.hu/hu,https://www.linkedin.com/company/hiventures/,Venture Capital,"Financial Services, Lending and Investments",,,51-100,"Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",,,Private,"12,465"
Innovation Works,https://www.crunchbase.com/organization/innovation-works,"Government Office, Incubator",671,54,"Pittsburgh, Pennsylvania, United States","Great Lakes, Northeastern US","Innovation Works invests capital, business expertise and resources into companies.",350,3,83,Active,1999-01-01,year,http://www.innovationworks.org,http://www.linkedin.com/company/innovation-works,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lisa Greenleaf,11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,935"
Seedcamp,https://www.crunchbase.com/organization/seedcamp,"Accelerator, Micro VC, Venture Capital",628,74,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedcamp is a European seed fund that identifies and invests early in founders attacking global markets.,423,2,83,Active,2007-05-01,day,http://www.seedcamp.com,http://www.linkedin.com/company/seedcamp_2,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Reshma Sohoni, Saul Klein",11-50,"Early Stage Venture, Seed",For Profit,,Private,"1,089"
Almi Invest,https://www.crunchbase.com/organization/almi-invest,Venture Capital,618,50,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","Almi Invest is Sweden’s most active early-stage investor, backing scalable startups in all sectors at pre-seed and seed stage.",543,19,197,Active,2009-01-01,year,https://www.almi.se/en/venture-capital/,https://www.linkedin.com/company/almi-invest/posts/?feedView=all,"Education, Food and Beverage, GreenTech, Health Care, Industrial, Information Technology, Internet, Manufacturing, Medical, Software","Education, Food and Beverage, Health Care, Information Technology, Internet Services, Manufacturing, Software, Sustainability",,,51-100,"Early Stage Venture, Seed",,,Private,"1,429"
Atlas Venture,https://www.crunchbase.com/organization/atlas-venture,Venture Capital,617,194,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,321,52,173,Active,1980-01-01,year,http://atlasventure.com,http://www.linkedin.com/company/atlas-venture,"Biotechnology, Health Care, Pharmaceutical, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",1,Michiel de Haan,11-50,"Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,,Private,"4,169"
Partech,https://www.crunchbase.com/organization/partech,Venture Capital,598,109,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Partech is a technology venture firm that invests in seed, venture, and growth stages.",387,4,173,Active,1982-01-01,year,https://partechpartners.com,https://www.linkedin.com/company/partech,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",3,"John Sung Kim, Thomas G. McKinley, Vincent Worms",51-100,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private,629
IndieBio,https://www.crunchbase.com/organization/synbio-axlr8r,"Accelerator, Venture Capital",548,6,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","IndieBio is the largest biotech startup accelerator, run by SOSV.",282,,18,Active,2014-11-01,day,http://www.indiebio.co,https://www.linkedin.com/company/17958584/,"Biotechnology, Finance, Venture Capital","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",3,"Arvind Gupta, Bill Liao, Ryan Bethencourt",1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"4,292"
Northstar Ventures,https://www.crunchbase.com/organization/northstar-ventures,Venture Capital,542,27,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Europe, Middle East, and Africa (EMEA)","Northstar Ventures is an early stage VC, working with mission-based founders trying to solve solve societal challenges.",285,1,70,Active,2004-01-01,year,http://www.northstarventures.co.uk,http://www.linkedin.com/company/2395923,"Angel Investment, Financial Services, Impact Investing, Social Impact, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",,,11-50,"Seed, Venture",,,Private,"2,401"
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,525,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",314,,207,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",51-100,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,48
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,514,79,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,298,13,179,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,60
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,476,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,243,13,147,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Angel Investment, Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,868
Korea Investment Partners,https://www.crunchbase.com/organization/korea-investment-partners,"Private Equity Firm, Venture Capital",468,52,"Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),"Korea Investment Partners is a leading venture capital & private equity firm based in Seoul, Shanghai, Beijing, and Sunnyvale.",377,25,118,Active,1986-01-01,year,http://kipvc.com,https://www.linkedin.com/company/korea-investment-partners,"Financial Services, Venture Capital","Financial Services, Lending and Investments",,,51-100,"Early Stage Venture, Private Equity",,,Private,"5,635"
Orbit Startups,https://www.crunchbase.com/organization/orbit-startups,"Accelerator, Venture Capital",452,17,,,"Orbit is a VC firm focused on tech companies in emerging markets, aiming to digitize traditional industries and raise standards of living.",406,,23,Active,2015-01-01,day,https://orbitstartups.com,https://www.linkedin.com/company/orbitstartups/,,,2,"Oscar Ramos, William Bao Bean",11-50,"Early Stage Venture, Seed, Venture",,,Private,"8,704"
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,424,,59,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital","Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private,"66,391"
AGORANOV,https://www.crunchbase.com/organization/agoranov,"Accelerator, Incubator",448,52,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Agoranov is a public Science & Tech incubator based in Paris.,445,6,119,Active,2000-01-01,year,http://www.agoranov.com/,http://www.linkedin.com/company/agoranov,"Business Development, Consulting, Finance, Incubators","Financial Services, Lending and Investments, Professional Services",,,11-50,Non Equity Assistance,,,Private,"18,363"
Octopus Ventures,https://www.crunchbase.com/organization/octopus-ventures,Venture Capital,445,64,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Octopus Ventures is a venture capital firm that offers support to companies at various stages of their journey, from idea conception to IPO.",293,6,245,Active,2008-01-01,year,http://www.octopusventures.com,https://www.linkedin.com/company/octopus-ventures,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,54
Idinvest Partners,https://www.crunchbase.com/organization/idinvest-partners,Private Equity Firm,411,133,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Idinvest Partners is a pan-European private equity manager focused on the low and middle market segments.,275,36,189,Closed,1997-10-12,day,http://www.idinvest.com,http://www.linkedin.com/company/idinvest-partners,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Christophe Baviere,51-100,"Early Stage Venture, Late Stage Venture, Seed",,"Made Acquisitions, Was Acquired",Private,"3,130"
LocalGlobe,https://www.crunchbase.com/organization/localglobe,"Micro VC, Venture Capital",410,73,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",LocalGlobe is a venture capital firm that focuses on seed and impact investments.,300,5,126,Active,2019-01-01,year,http://www.localglobe.vc,https://www.linkedin.com/company/localglobe,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",2,"Robin Klein, Saul Klein",11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,379
StartUp Health,https://www.crunchbase.com/organization/startup-health,Venture Capital,391,33,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",StartUp Health is investing in a global army of Health Transformers to achieve health moonshots.,362,1,9,Active,2011-03-01,day,http://www.startuphealth.com,https://www.linkedin.com/company/startuphealth,"Biotechnology, Electronic Health Record (EHR), Employee Benefits, Health Care, Health Diagnostics, Home Health Care, Medical Device, mHealth, Nursing and Residential Care, Personal Health","Administrative Services, Biotechnology, Health Care, Mobile, Science and Engineering",2,"Steven Krein, Unity Stoakes",11-50,"Early Stage Venture, Grant, Seed, Venture",For Profit,,Private,"13,198"
Future Planet Capital,https://www.crunchbase.com/organization/future-planet-capital,Venture Capital,389,23,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Future Planet is an impact-led venture capital firm that invests in technology and life science companies from leading research centres,186,2,10,Active,2016-01-01,year,https://futureplanetcapital.com,https://www.linkedin.com/company/future-planet-capital,"Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Douglas Hansen-Luke,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,Made Acquisitions,Private,"3,201"
Par Equity,https://www.crunchbase.com/organization/par-equity,Venture Capital,369,16,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","Par Equity is a leading, early-stage venture capital firm, investing in innovative, high growth technology companies.",85,,182,Active,2008-01-01,year,http://www.parequity.com,http://www.linkedin.com/company/par-equity-llp,"Financial Services, FinTech, Impact Investing, Venture Capital","Financial Services, Lending and Investments",4,"Andrew Castell, Paul Atkinson, Paul Munn, Robert Higginson",11-50,"Early Stage Venture, Seed, Venture",,,Private,"1,486"
Scottish Investment Bank,https://www.crunchbase.com/organization/scottish-investment-bank,"Investment Bank, Private Equity Firm",352,37,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)",Scottish Investment Bank is a Glasgow-based venture capital subsidiary that invests in small- and medium-sized businesses.,163,3,40,Active,1991-04-01,day,https://www.scottish-enterprise.com/our-organisation/about-us/who-we-work-with/scottish-investment-bank,https://www.linkedin.com/company/scottish-enterprise,"Banking, Finance, Financial Services","Financial Services, Lending and Investments",,,1001-5000,"Convertible Note, Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed, Venture",,,Private,"97,678"
Scottish Enterprise,https://www.crunchbase.com/organization/scottish-enterprise,Government Office,349,31,"Glasgow, Glasgow City, United Kingdom","Europe, Middle East, and Africa (EMEA)","Scottish Enterprise is Scotland's main economic, enterprise, innovation and investment agency.",257,12,123,Active,1991-04-01,day,http://www.scottish-enterprise.com/,http://www.linkedin.com/company/scottish-enterprise,"Finance, Government, Venture Capital","Financial Services, Government and Military, Lending and Investments",,,1001-5000,"Grant, Seed",,,Private,841
Sofinnova Partners,https://www.crunchbase.com/organization/sofinnova-partners,Venture Capital,346,72,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Sofinnova Partners is a venture capital firm that invests in the life sciences sector, from seed to later-stage.",192,31,155,Active,1972-01-01,year,https://www.sofinnovapartners.com,http://www.linkedin.com/company/sofinnova-partners,"Asset Management, Finance, Financial Services, Impact Investing, Venture Capital","Financial Services, Lending and Investments",1,Jean Deleage,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private,"1,904"
Keiretsu Forum,https://www.crunchbase.com/organization/keiretsu-forum,"Angel Group, Venture Capital",323,49,"Orinda, California, United States","San Francisco Bay Area, West Coast, Western US","Keiretsu Forum is a California-based angel group that offers early, seed, and later stage venture, and debt financing investments.",289,11,33,Active,2000-09-01,day,http://www.keiretsuforum.com,http://www.linkedin.com/company/keiretsu-forum,,,2,"Carlos Trenchs Sainz de la Maza, Randy (Pidoras) Williams",11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed",,,Private,"11,976"
Seedrs,https://www.crunchbase.com/organization/seedrs,Venture Capital,322,24,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Seedrs is a UK-based investment and crowdfunding platform.,246,3,224,Active,2009-01-01,year,http://www.seedrs.com,http://www.linkedin.com/company/397364,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","Financial Services, Lending and Investments",2,"Carlos Silva, Jeff Lynn",101-250,"Crowdfunding, Early Stage Venture, Secondary Market, Seed, Venture",For Profit,"Made Acquisitions, Was Acquired",Private,"2,245"
Eleven Ventures,https://www.crunchbase.com/organization/eleven,Venture Capital,320,8,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Eleven supports early-stage tech companies from Southeast Europe in Fintech, Healthcare, Future of Work and Future of Food.",163,,59,Active,2013-04-04,day,http://11.vc,https://www.linkedin.com/company/eleven-ventures-11/,"Consulting, Finance, Financial Services","Financial Services, Professional Services",4,"Daniel Tomov, Dilyan Dimitrov, Ivaylo Simov, Jon Bradford",11-50,"Convertible Note, Early Stage Venture, Secondary Market, Seed, Venture",,,Private,"1,079"
Portugal Ventures,https://www.crunchbase.com/organization/portugal-ventures,Venture Capital,315,32,"Porto, Lisboa, Portugal","European Union (EU), Europe, Middle East, and Africa (EMEA)","Portugal Ventures is a venture capital firm that invests in seed rounds of Portuguese startups in tech, life sciences, and tourism.",257,1,50,Active,2012-06-01,day,http://www.portugalventures.pt,https://www.linkedin.com/company/portugal-ventures,"Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Nuno Afonso,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private,"13,678"
Ignition Partners,https://www.crunchbase.com/organization/ignition-partners,Venture Capital,315,95,"Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Ignition Partners is a venture capital firm dedicated to helping the best entrepreneurs seize opportunity.,165,8,102,Active,2000-06-01,day,https://www.ignition.vc,http://www.linkedin.com/company/ignition-partners,"Cloud Computing, Cyber Security, Enterprise Software, IT Infrastructure, Software","Information Technology, Internet Services, Privacy and Security, Software",4,"Frank Artale, John Connors, Jonathan Roberts, Nick Sturiale",11-50,Early Stage Venture,,,Private,"19,180"
Eurazeo,https://www.crunchbase.com/organization/eurazeo-com,Private Equity Firm,312,64,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Eurazeo is a private equity and venture capital firm that invests in SMEs and manages a diversified portfolio of assets.,249,12,131,Active,1969-07-18,day,https://www.eurazeo.com,https://www.linkedin.com/company/eurazeo,"Asset Management, Finance, Financial Services, FinTech",Financial Services,1,Paul Taylor,251-500,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",For Profit,Made Acquisitions,Public,"3,735"
