Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
GFT Technologies,https://www.crunchbase.com/organization/gft-com,,2,1,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","GFT develops, implements and maintains customized IT solutions and enables financial institutes to quickly and securely.",2,,1,Active,1987-01-01,year,http://www.gft.com/,https://www.linkedin.com/company/gft-group/about/,"Big Data, Financial Services, Information Technology, IT Management, Software","Data and Analytics, Financial Services, Information Technology, Software",1,Ulrich Dietz,5001-10000,,For Profit,Made Acquisitions,Private,"15,349"
UK Games Fund,https://www.crunchbase.com/organization/uk-games-fund,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",UK Games Fund run by UK Games Talent and Finance Community Interest Company.,2,,1,Active,2015-01-01,year,https://ukgamesfund.com/,https://www.linkedin.com/company/uk-games-talent-and-finance-community-interest-company,Finance,Financial Services,,,1-10,,,,Private,"15,369"
FINTECH Circle,https://www.crunchbase.com/organization/fintech-circle,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Fintech Circle is a financial platform that provides entrepreneurs, investors, and educational academics with fintech-focused solutions.",2,,,Active,2014-01-01,year,https://fintechcircle.com/,https://www.linkedin.com/company/fintech-circle,"Financial Services, FinTech, Funding Platform","Financial Services, Lending and Investments",1,Susanne Chishti,1-10,,For Profit,,Private,"15,908"
Paulig,https://www.crunchbase.com/organization/paulig,,2,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia","Paulig is a family-owned, international enterprise in the food industry that is noted for its high-quality brands and services.",2,,,Active,1876-01-01,year,https://www.pauliggroup.com,https://www.linkedin.com/company/paulig,"Food and Beverage, Sales","Food and Beverage, Sales and Marketing",1,Gustav Paulig,1001-5000,,For Profit,Made Acquisitions,Private,"16,002"
idealo,https://www.crunchbase.com/organization/idealo,,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",idealo is a price comparison website that allows users to compare prices on a range of products from 50k+ shops.,2,,,Active,2000-01-01,year,http://www.idealo.de,http://www.linkedin.com/company/idealo-internet-gmbh,"E-Commerce, Internet, Price Comparison, Retail, Shopping","Commerce and Shopping, Internet Services",3,"Albrecht von Sonntag, Christian Habermehl, Martin Sinner",501-1000,,For Profit,Was Acquired,Private,"16,159"
Althelia Funds,https://www.crunchbase.com/organization/althelia,Private Equity Firm,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",ALTHELIA Funds is an experienced and recognised asset manager.,2,,1,Active,2011-01-01,year,https://althelia.com/,https://www.linkedin.com/company/althelia-climate-fund,"Asset Management, Financial Services",Financial Services,2,"Christian del Valle, Sylvain Goupille",11-50,,,,Private,"16,672"
Guala Closures Group,https://www.crunchbase.com/organization/guala-closures-group,,2,,"Milano, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)","Guala Closures Group operates as a production of packaging for spirits, wine, oil and vinegar, water and beverages and pharmaceuticals.",1,,,Active,1954-01-01,year,http://www.gualaclosures.com/,https://www.linkedin.com/company/guala-closures-group,"Food and Beverage, Manufacturing, Packaging Services, Wine And Spirits","Administrative Services, Food and Beverage, Manufacturing",1,Angelo Guala,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Public,"16,711"
Kariyer.net,https://www.crunchbase.com/organization/kariyer-net,,2,1,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Kariyer.net is one of the largest online recruitment companies in Turkey.,2,,2,Active,1999-04-01,day,http://www.kariyer.net,https://www.linkedin.com/company/kariyernet,"Employment, Human Resources, Recruiting, Search Engine","Administrative Services, Internet Services, Professional Services",,,251-500,,For Profit,"Made Acquisitions, Was Acquired",Private,"16,763"
Share Ventures,https://www.crunchbase.com/organization/share-vc,"Private Equity Firm, Venture Capital",2,,"Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",Inventing and Investing in human potential.,2,,,Active,2019-01-01,year,http://www.share.vc/,https://www.linkedin.com/company/sharevc/,Venture Capital,"Financial Services, Lending and Investments",1,Hamet Watt,11-50,Seed,,,Private,"16,870"
Nykredit A/S,https://www.crunchbase.com/organization/nykredit-a-s,,2,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Nykredit is one of Denmark's leading financial services groups with activities ranging from mortgage lending and banking to insurance.,1,,1,Active,1985-01-01,year,http://www.nykredit.dk,http://www.linkedin.com/company/nykredit,"Finance, Financial Services, Insurance, Mortgage","Financial Services, Real Estate",,,1001-5000,,For Profit,,Private,"17,204"
CHECK24,https://www.crunchbase.com/organization/check24,,2,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",CHECK24 is a comparison portal that helps customers evaluate various services.,1,,,Active,1999-01-01,year,http://www.check24.de,https://www.linkedin.com/company/check24-vergleichsportal-gmbh,"Finance, Insurance, Internet, Telecommunications, Travel","Financial Services, Hardware, Internet Services, Travel and Tourism",1,Henrich Blase,1001-5000,,For Profit,Made Acquisitions,Private,"17,391"
4SC,https://www.crunchbase.com/organization/4sc,,2,,"Planegg, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","4SC discovers and develops targeted, small-molecule drugs for the treatment of cancer and autoimmune diseases.",2,,,Active,1997-01-01,year,http://www.4sc.de/,https://www.linkedin.com/company/4sc-ag,"Biopharma, Biotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering",,,51-100,,For Profit,,Public,"17,424"
Awin,https://www.crunchbase.com/organization/zanox,,2,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Awin is a global affiliate network and the new name for affiliate window and zanox.,2,,1,Active,2000-03-01,day,http://www.awin.com,https://www.linkedin.com/company/awin-global/,"Advertising, Affiliate Marketing, Marketing","Advertising, Sales and Marketing",4,"Heiko Rauch, Jens Hewald, Kevin Brown, Thomas Hessler",1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"17,586"
Ashoka,https://www.crunchbase.com/organization/ashoka,,2,,"Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",Ashoka is a civil and social organization that specializes in the fields of social entrepreneurship and social change.,2,,,Active,1980-01-01,year,http://www.ashoka.org,https://www.linkedin.com/company/ashoka/?originalSubdomain=in,"Infrastructure, Non Profit, Social Entrepreneurship","Community and Lifestyle, Other, Social Impact",4,"Amy Henderson, Bill Drayton, Matthias Scheffelmeier, Valeria Budinich",501-1000,,Non-profit,,Private,"17,665"
Sparta,https://www.crunchbase.com/organization/sparta,,2,2,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Sparta is a web-based application and software that enables sales directors to run effective sales competitions.,2,,,Closed,2013-01-01,year,http://www.spartasales.com,https://www.linkedin.com/company/sparta-hysminai-ab-,"Enterprise Software, SaaS, Software, Web Browsers","Internet Services, Software",4,"Aref Abedi, Aref Abedi, James Pember, Niklas de Besche",1-10,,For Profit,Was Acquired,Private,"17,965"
Qamcom,https://www.crunchbase.com/organization/qamcom,,2,,"Göteborg, Vastra Gotaland, Sweden","European Union (EU), Nordic Countries, Scandinavia","Qamcom provides solutions, products, and services within Wireless Connectivity, Autonomous Systems, and Industrial IoT.",2,,,Active,2001-01-01,year,https://www.qamcom.com,https://www.linkedin.com/company-beta/76793,"Internet of Things, Telecommunications, Wired Telecommunications, Wireless","Hardware, Internet Services, Messaging and Telecommunications, Mobile",1,Johan Lassing,51-100,,For Profit,,Private,"18,705"
Veho,https://www.crunchbase.com/organization/veho-2,,2,,"Vantaa, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Veho provides a wide range of services and transportation solutions from passenger cars to commercial vehicles.,1,,,Active,1939-01-01,year,https://www.veho.fi/,https://www.linkedin.com/company/61465,"Automotive, Retail","Commerce and Shopping, Transportation",,,1001-5000,,For Profit,,Private,"19,188"
Jisc,https://www.crunchbase.com/organization/jisc,,2,,"Bristol, Bristol, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)",The UK's leading higher and further education digital service provider.,2,,,Active,1993-01-01,year,http://www.jisc.ac.uk,https://www.linkedin.com/company/jisc,Education,Education,,,501-1000,,For Profit,,Private,"19,208"
Bosphorist Venture Capital,https://www.crunchbase.com/organization/bosphorist-venture-capital,Venture Capital,2,,"Ortaköy, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Bosphorist is a venture capital investment fund that supports business development, finance, M&A, and other strategic management decisions.",2,,1,Active,2016-01-01,year,http://www.bosphorist.com.tr/,https://www.linkedin.com/company/bosphorist-venture-capital-bvc/,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",,,1-10,,,,Private,"19,235"
Twinkl,https://www.crunchbase.com/organization/twinkl-83f0,,2,,"Sheffield, Sheffield, United Kingdom","Europe, Middle East, and Africa (EMEA)","Twinkl is a provider of teacher-created lesson planning, teaching, and assessment materials.",2,,2,Active,2010-02-03,day,https://www.twinkl.co.uk/,https://www.linkedin.com/company/twinkl-ltd/about/,"EdTech, Education, Information Technology, Primary Education","Education, Information Technology, Software",2,"Jonathan Seaton, Susie Seaton",251-500,,For Profit,Made Acquisitions,Private,"19,421"
Red Eléctrica de España,https://www.crunchbase.com/organization/red-electrica-de-espana,,2,,"Alcobendas, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Red Eléctrica de España engages in the transmission of electricity and the operation of the Spanish electrical system.,2,,,Active,1985-01-01,year,http://www.ree.es/en,https://www.linkedin.com/company/ree/,"Computer, Electrical Distribution, Energy","Consumer Electronics, Energy, Hardware",,,1001-5000,,For Profit,Made Acquisitions,Private,"19,772"
floud ventures,https://www.crunchbase.com/organization/floud-ventures,Micro VC,2,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Investment company specializing in pre-seed and seed investements in the areas of SaaS & hardware.,2,,,Active,2017-11-14,day,,,"Information Technology, Software","Information Technology, Software",1,Christoph Filnkößl,1-10,"Convertible Note, Early Stage Venture, Seed",,,Private,"20,053"
North Energy Ventures,https://www.crunchbase.com/organization/north-energy-ventures,Venture Capital,2,1,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)","North Energy Ventures is an early-stage venture capital firm focused on energy efficiency, oil & gas and other energy-related technologies.",2,,,Closed,2013-01-01,year,http://northenergyventures.com,,,,2,"Daniel Colbert, Danila Shaposhnikov",,,,,Private,"20,173"
NFC Investments,https://www.crunchbase.com/organization/nfc-investments,,2,1,"Memphis, Tennessee, United States",Southern US,NFC Investments is an employee-owned investment manager providing services to high net worth individuals.,2,1,1,Active,2004-01-01,year,http://www.nfcinvestments.com/,https://www.linkedin.com/company/nfc-investments-llc/,"Finance, Financial Services, Impact Investing","Financial Services, Lending and Investments",,,1-10,,For Profit,,Private,"20,630"
Virtuoso,https://www.crunchbase.com/organization/virtuoso,,2,,"Fort Worth, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",Virtuoso is a network of travel agencies and advisors that specializes in luxury and experiential travel.,2,,,Active,1951-01-01,year,http://www.virtuoso.com,https://www.linkedin.com/company/virtuosotravel,"Tourism, Travel, Travel Agency",Travel and Tourism,,,251-500,,For Profit,,Private,"21,505"
KOWN,https://www.crunchbase.com/organization/kown-investor,Venture Capital,2,,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","KOWN is a mobile investor club, which empowers people to discover, discuss and invest in pre-seed stealth tech startups from east Europe.",1,,,Closed,2014-05-01,day,https://www.kown.com/,https://www.linkedin.com/company/kown/,"Blockchain, Cryptocurrency, Mobile, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Mobile, Other, Payments, Software",4,"Alexander Kleydints, Georgi Manolov, Sergey Kalachev, Sergey Korneev",1-10,"Early Stage Venture, Seed",For Profit,,Private,"23,399"
Leiden University,https://www.crunchbase.com/organization/leiden-university,University Program,2,,"Leiden, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Leiden University offers outstanding international students an intellectually exciting learning environment with high academic standards,1,,1,Active,1575-01-01,year,https://liacs.leidenuniv.nl/,http://www.linkedin.com/company/leiden-university,,,,,5001-10000,,,,Private,"23,991"
Nenad Marovac,https://www.crunchbase.com/person/nenad-marovac,"Individual/Angel, Investment Partner",2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Nenad Marovac is the Founder and Managing Partner of DN Capital, with over 25 years of experience in technology and media investments. His p...",2,,,,,,https://www.dncapital.com/nenad,https://www.linkedin.com/in/nenadmarovac/,,,,,,"Early Stage Venture, Late Stage Venture, Seed",,,,"24,033"
Tecnalia,https://www.crunchbase.com/organization/tecnalia-3361,,2,,"Donostia-san Sebastián, Pais Vasco, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Tecnalia offers applied research, innovation, technology, sustainable construction, energy, environment, ICT, health, & technology services.",2,,1,Active,2010-01-01,year,https://www.tecnalia.com/,https://www.linkedin.com/company/tecnalia-research-&-innovation/,"Chemical Engineering, Clean Energy, Energy, Environmental Consulting, Information and Communications Technology (ICT), Manufacturing, Sustainability, Transportation","Energy, Information Technology, Manufacturing, Professional Services, Science and Engineering, Sustainability, Transportation",,,1001-5000,,For Profit,,Private,"24,147"
HRS,https://www.crunchbase.com/organization/hrs-the-hotel-portal,,2,1,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HRS offers a large selection of hotels for business and private travelers worldwide. ,2,,,Active,1972-01-01,year,https://www.hrs.de/,https://www.linkedin.com/showcase/hrs-das-hotelportal/,"Augmented Reality, Tourism, Travel, Virtual Reality","Hardware, Software, Travel and Tourism",,,1001-5000,,For Profit,Made Acquisitions,Private,"24,455"
Zed,https://www.crunchbase.com/organization/zed,,2,,"Las Rozas De Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Zed is a leading global player providing multi-platform marketing solutions and digital value-added content worldwide.,2,,,Active,1996-01-01,year,http://www.zed.com,http://www.linkedin.com/company/zed,"B2B, Content, Digital Media, Mobile","Media and Entertainment, Mobile, Other",1,Javier Dolset,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"24,859"
Rostec,https://www.crunchbase.com/organization/russian-technologies,,2,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)","Rostec is an industrial company that focuses on electronics, weapons, and aviation.",2,,1,Active,2003-04-01,month,http://rostec.ru,https://www.linkedin.com/company/state-corporate-rostechnologii-,Aerospace,Science and Engineering,1,Mikhail Gamzin,10001+,,For Profit,,Private,"25,479"
Startup World Cup,https://www.crunchbase.com/organization/startup-world-cup,Startup Competition,2,,"San Jose, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Startup World Cup facilitates competitions that focus on enhancing innovation and entrepreneurship opportunities for startups.,2,,2,Active,2016-01-04,day,http://www.startupworldcup.io/,https://www.linkedin.com/company/startup-world-cup/?viewAsMember=true,"Communities, Events, Innovation Management, Service Industry","Community and Lifestyle, Events, Media and Entertainment, Other, Professional Services",1,Anis Uzzaman,51-100,,,,Private,"26,272"
AUREN,https://www.crunchbase.com/organization/auren,,2,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","AUREN is a global market and leading firm providing professional services of audit and assurance, tax and legal, consulting and corporate.",2,,1,Active,1998-01-01,year,https://www.auren.com,https://www.linkedin.com/company/auren,"Consulting, Crowdfunding, Financial Services, Information Technology, Legal","Financial Services, Information Technology, Professional Services",,,501-1000,,For Profit,,Private,"26,358"
BioGaia,https://www.crunchbase.com/organization/biogaia,,2,1,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia","BioGaia is a probiotic company that develops, markets, and sells probiotic products focused on gut health, immune health, and oral health.",2,,,Active,1990-01-01,year,https://www.biogaia.com,https://www.linkedin.com/company/biogaia-ab,"Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering",1,Bo Möllstam,101-250,,For Profit,Made Acquisitions,Public,"26,709"
Birmingham City Council,https://www.crunchbase.com/organization/birmingham-city-council,Government Office,2,1,"Birmingham, Birmingham, United Kingdom","Europe, Middle East, and Africa (EMEA)","Birmingham City Council is a government administration that creates opportunities for citizens to live longer, healthier, and happier lives.",2,,1,Active,1974-04-01,day,http://birmingham.gov.uk,https://www.linkedin.com/company/birmingham-city-council,"Advertising, Marketing, Online Portals","Advertising, Internet Services, Sales and Marketing",1,Ardavan Amini,10001+,,,,Private,"26,710"
Ministry of Sound,https://www.crunchbase.com/organization/ministry-of-sound,,2,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Ministry of Sound is London's No. 1 Nightclub for Dance and House Music.,1,,1,Active,1993-01-01,year,http://www.ministryofsound.com/,https://www.linkedin.com/company/ministry-of-sound,"Music, Nightclubs, Nightlife","Events, Media and Entertainment, Music and Audio",1,James Palumbo,51-100,,For Profit,Was Acquired,Private,"28,425"
SkreenHouse Ventures,https://www.crunchbase.com/organization/skreenhouse-ventures,Venture Capital,2,,,,SkreenHouse Ventures is a pioneering platform committed to speeding innovation and investment.,2,,1,Active,,,https://www.skreenhouse.com/,,,,,,,,,,Private,"28,939"
TELE2,https://www.crunchbase.com/organization/tele2-a9c1,,2,1,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)","TELE2 is a mobile operator that provides mobile and fixed communication, data transmission, smart TV, and content services.",1,,,Active,2000-01-01,year,http://Tele2.lt,https://www.linkedin.com/company/tele2lietuva,,,,,,,For Profit,,Private,"29,328"
