Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Venture Round - Habitual,https://www.crunchbase.com/funding_round/habitual-series-unknown--e6d72f3e,Habitual,https://www.crunchbase.com/organization/habitual,Venture - Series Unknown,2025-04-10,1000000,GBP,1292152,,Lexham Partners,Lexham Partners,"4,428",,,,,Digital therapeutics & nutritional treatment for type 2 diabetes reversal.,"Health Care, Medical, Wellness","London, England, United Kingdom, Europe",https://www.tryhabitual.com,$1M to $10M,4348349,USD,4348349,,4,1,,Yes,
Venture Round - Seenons,https://www.crunchbase.com/funding_round/seenons-series-unknown--f98b65a2,Seenons,https://www.crunchbase.com/organization/seenons,Venture - Series Unknown,2025-07-01,,,,,Fortino Capital,Fortino Capital,"4,496",,,,,Seenons is a technology company that uses IT solutions and smart logistics for circular waste management.,"Recycling, Software, Waste Management","Amsterdam, Noord-Holland, The Netherlands, Europe",https://seenons.com,$10M to $50M,16000000,EUR,17838807,,3,1,1,Yes,
Series A - Axiles Bionics,https://www.crunchbase.com/funding_round/axiles-bionics-series-a--266f132e,Axiles Bionics,https://www.crunchbase.com/organization/axiles-bionics,Series A,2025-06-24,6000000,EUR,6974741,,PE Group,"European Innovation Council, Finance.Brussels, PE Group","4,552",,,,Early Stage Venture,Improving quality of life with a new generation bionic feet for amputees,"Health Care, Manufacturing, Medical Device, Robotics","Brussel, Brussels Hoofdstedelijk Gewest, Belgium, Europe",http://www.axilesbionics.com,$1M to $10M,8500000,EUR,9452707,Early Stage Venture,3,3,2,Yes,
Venture Round - Sygno,https://www.crunchbase.com/funding_round/fraud-dynamics-series-unknown--1f837111,Sygno,https://www.crunchbase.com/organization/fraud-dynamics,Venture - Series Unknown,2025-06-24,,,,,ROM Utrecht Region,"ROM Utrecht Region, TIIN Capital","4,704",,,,,"Know good, catch bad Uncover transaction monitoring risks with automated modeling of good behaviour.","Artificial Intelligence (AI), Compliance, Financial Services, FinTech, Fraud Detection, Machine Learning, Payments, Security, Software","Leusden, Utrecht, The Netherlands, Europe",http://www.sygno.com,$1M to $10M,,,,,3,2,1,Yes,
Venture Round - VOCSense,https://www.crunchbase.com/funding_round/vocsense-series-unknown--87dda6c5,VOCSense,https://www.crunchbase.com/organization/vocsense,Venture - Series Unknown,2025-06-30,,,,,Agri Investment Fund,Agri Investment Fund,"5,275",,,,,VOCSens spin-off is developing a new concept of an environmental camera.,"Biotechnology, Life Science, Therapeutics","Mont-saint-guibert, Brabant Wallon, Belgium, Europe",http://www.vocsens.com/,$1M to $10M,2500000,EUR,2930138,,2,1,1,Yes,
Series A - Carbyon,https://www.crunchbase.com/funding_round/carbyon-series-a--7b362aea,Carbyon,https://www.crunchbase.com/organization/carbyon,Series A,2025-07-01,,,,,,Isai,"5,464",,,,Early Stage Venture,Carbyon is a Netherlands-based company that develops direct air capture (DAC) technologies.,"Carbon Capture, Energy, Renewable Energy, Semiconductor","Eindhoven, Noord-Brabant, The Netherlands, Europe",https://carbyon.com,$1M to $10M,19904303,USD,19904303,Early Stage Venture,4,1,,Yes,
Series A - emma,https://www.crunchbase.com/funding_round/emma-4a91-series-a--4c4f984e,emma,https://www.crunchbase.com/organization/emma-4a91,Series A,2024-11-25,17000000,USD,17000000,,SmartFin,"AAL VC, CircleRock Capital, RTP Global, SmartFin","5,495",,,,Early Stage Venture,Emma provides a cloud management platform to optimize and govern cloud environments.,"Cloud Computing, Cloud Data Services, Cloud Management, DevOps, PaaS","Luxembourg, Luxembourg, Luxembourg, Europe",https://emma.ms,$10M to $50M,23000000,USD,23000000,Early Stage Venture,3,4,2,Yes,
Series A - Stotles,https://www.crunchbase.com/funding_round/stotles-series-a--92c61c94,Stotles,https://www.crunchbase.com/organization/stotles,Series A,2025-05-29,10000000,GBP,13431653,,"Acton Capital, Headline","Acton Capital, Form Ventures, Headline, Seedcamp","5,578",,,,Early Stage Venture,The all-in-one platform to streamline your public sector sales.,"Analytics, Artificial Intelligence (AI), Developer Platform, Sales, Software","London, England, United Kingdom, Europe",https://www.stotles.com,$1M to $10M,16700000,GBP,21746971,Early Stage Venture,4,4,2,Yes,
Venture Round - Bower Collective,https://www.crunchbase.com/funding_round/bower-collective-series-unknown--c05905e1,Bower Collective,https://www.crunchbase.com/organization/bower-collective,Venture - Series Unknown,2025-03-03,,,,,The FSE Group,The FSE Group,"5,692",,,,,Bower Collective is a direct-to-consumer digital platform for sustainable home and personal care products.,"Consumer Goods, Retail","London, England, United Kingdom, Europe",https://bowercollective.com/,$1M to $10M,2954521,GBP,3974356,,3,1,1,Yes,
Series B - Breathe Battery Technologies,https://www.crunchbase.com/funding_round/breathe-battery-technologies-series-b--dc5853bc,Breathe Battery Technologies,https://www.crunchbase.com/organization/breathe-battery-technologies,Series B,2025-05-07,21000000,USD,21000000,,Kinnevik,"Kinnevik, Lowercarbon Capital, Volvo Cars Tech Fund","5,797",,,,Early Stage Venture,Breathe Battery Technologies is a developer of electric vehicle battery charging control software for automotive manufacturers.,"Automotive, Battery, Energy Storage, Software","London, England, United Kingdom, Europe",https://breathebatteries.com/,$1M to $10M,32994954,USD,32994954,Early Stage Venture,5,3,3,Yes,
Series B - n8n,https://www.crunchbase.com/funding_round/n8n-io-series-b--16b22d4c,n8n,https://www.crunchbase.com/organization/n8n-io,Series B,2025-03-24,55000000,EUR,59316395,,Highland Europe,"Felicis, Harpoon, Highland Europe, HV Capital, Sequoia Capital","5,903",195000000,EUR,210303581,Early Stage Venture,N8n is a workflow automation tool that integrates AI capabilities with business process automation.,"Artificial Intelligence (AI), Enterprise Software, Information Technology, SaaS","Berlin, Berlin, Germany, Europe",https://n8n.io,$1M to $10M,79316395,USD,79316395,Early Stage Venture,5,5,3,Yes,
Series A - Tonic Health,https://www.crunchbase.com/funding_round/tonic-nutrition-series-a--cffafdc2,Tonic Health,https://www.crunchbase.com/organization/tonic-nutrition,Series A,2025-07-01,3000000,GBP,4122453,,,"Nigel Wray, Tom Singh","5,944",,,,Early Stage Venture,Tonic Health is a natural product designed to support the immune system.,"Health Care, Nutrition, Retail, Wellness","London, England, United Kingdom, Europe",https://www.tonichealth.co/,$1M to $10M,6945708,USD,6945708,Early Stage Venture,4,2,,Yes,
Series A - Augustine Therapeutics,https://www.crunchbase.com/funding_round/augustine-therapeutics-series-a--d47378a7,Augustine Therapeutics,https://www.crunchbase.com/organization/augustine-therapeutics,Series A,2025-03-24,77700000,EUR,84139626,,"Jeito Capital, Novo Holdings","AdBio partners, Asabys Partners, CMT Research Foundation, Eli Lilly, Gemma Frisius Fund, Jeito Capital, Newton Biocapital, Novo Holdings, PMV, V-Bio Ventures, VIB","6,073",,,,Early Stage Venture,Augustine Therapeutics is discovering and developing innovative medicines for the treatment of neuromuscular and neurodegeneratives diseases,"Biopharma, Biotechnology, Pharmaceutical","Leuven, Vlaams-Brabant, Belgium, Europe",https://www.augustinetx.com/,$1M to $10M,98900000,EUR,106973166,Early Stage Venture,3,11,4,Yes,
Venture Round - Automated Architecture,https://www.crunchbase.com/funding_round/automated-architecture-series-unknown--792bb26a,Automated Architecture,https://www.crunchbase.com/organization/automated-architecture,Venture - Series Unknown,2025-06-04,5100000,GBP,6910981,,Planet A Ventures,"ABB Ventures, Carmel Rafaeli, Common Magic, Concrete Venture Capital, Dorothy Chou, Luke Appleby, Margarita Skarkou, Miles Ahead, Nicolas Bearelle, Planet A Ventures, Sandro Gianella, Shadow Ventures","6,199",21000000,GBP,28456981,,Automated Architecture provides the technological infrastructure for a distributed robotic micro-factory network producing sustainable.,"Architecture, Manufacturing, Robotics, Web Development","Bristol, Bristol, City of, United Kingdom, Europe",https://automatedarchitecture.io,,8041000,GBP,10670639,,4,12,3,Yes,
Venture Round - TaxDown,https://www.crunchbase.com/funding_round/taxdown-series-unknown--744d4e26,TaxDown,https://www.crunchbase.com/organization/taxdown,Venture - Series Unknown,2025-04-22,4000000,EUR,4609001,,Bonsai Partners,"4Founders Capital, Atresmedia, Base10 Partners, Bonsai Partners, JME Ventures, Mediaset España","6,343",,,,,TaxDown is a Spanish startup that eases the income tax return filing process for taxpayers.,"FinTech, Software","Madrid, Madrid, Spain, Europe",https://www.taxdown.es,$1M to $10M,23600000,EUR,26181385,,9,6,5,Yes,
Series A - Eeden,https://www.crunchbase.com/funding_round/eeden-f6a1-series-a--2a297f1d,Eeden,https://www.crunchbase.com/organization/eeden-f6a1,Series A,2025-04-29,18000000,EUR,20546749,,Forbion Capital Partners,"D11Z.Ventures, Forbion Capital Partners, Henkel Ventures, HTGF (High-Tech Gruenderfonds), NRW Ventures, TechVision Fund","6,765",,,,Early Stage Venture,Eeden converts end-of-life textiles into resources for new textile production.,"Fashion, Manufacturing, Recycling, Textiles","Münster, Nordrhein-Westfalen, Germany, Europe",https://eeden.world,Less than $1M,18000000,EUR,20546749,Early Stage Venture,2,6,4,Yes,
Series A - Bloom Biorenewables Ltd,https://www.crunchbase.com/funding_round/bloom-biorenewables-series-a--a40d3497,Bloom Biorenewables Ltd,https://www.crunchbase.com/organization/bloom-biorenewables,Series A,2025-04-02,13000000,CHF,14717537,,"Anaïs Ventures, Valquest Partners","Amcor Corporate Venturing and Open Innovation, Anaïs Ventures, Breakthrough Energy Ventures, Btomorrow Ventures, Capital Risque Fribourg, King Baudouin Foundation, Lombard Odier Investment Managers, Rosebrook, Valquest Partners","6,843",,,,Early Stage Venture,Bloom Biorenewables is making biomass a true alternative to petroleum.,"Biomass Energy, Biopharma, Chemical, CleanTech, Energy, Sustainability","Fribourg, Fribourg, Switzerland, Europe",http://www.bloombiorenewables.com/,$1M to $10M,21744516,USD,21744516,Early Stage Venture,23,9,3,Yes,
Series A - Resilco,https://www.crunchbase.com/funding_round/resilco-series-a--9ec90598,Resilco,https://www.crunchbase.com/organization/resilco,Series A,2025-03-19,5000000,EUR,5455883,,360 Capital,"360 Capital, CDP Venture Capital, Open Innovation, Tech4Planet","7,018",,,,Early Stage Venture,Resilco provides sustainable solutions for gas purification.,"Oil and Gas, Renewable Energy, Semiconductor","Dalmine, Lombardia, Italy, Europe",https://resilco.it,,6200000,EUR,6740548,Early Stage Venture,2,4,2,Yes,
Series A - IONATE,https://www.crunchbase.com/funding_round/ionate-ltd-series-a--e5ebd3cb,IONATE,https://www.crunchbase.com/organization/ionate-ltd,Series A,2025-02-05,17000000,USD,17000000,,AlbionVC,"AlbionVC, Antares Ventures, Cycle Group, Global Brain Corporation, IQ Capital, IQT, JGC Mirai Innovation Fund, Santander CIB, Zero Carbon Capital","7,033",,,,Early Stage Venture,IONATE creates energy solutions with hybrid intelligent transformers and AI-driven grid management for a more efficient power system.,"Electrical Distribution, Energy, Hardware, Power Grid, Software","Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://www.ionate.energy,$1M to $10M,20991350,USD,20991350,Early Stage Venture,3,9,7,Yes,
Venture Round - Klara,https://www.crunchbase.com/funding_round/klara-7dc4-series-unknown--8a390ba7,Klara,https://www.crunchbase.com/organization/klara-7dc4,Venture - Series Unknown,2025-04-10,8500000,GBP,10983289,,Endeit Capital,"Ankaa Ventures, Endeit Capital, SIDE Capital","7,438",,,,,Klara develops a solution that is both helpful and tailored to each employee.,"E-Learning, Employee Benefits, Training","Paris, Ile-de-France, France, Europe",https://www.klarahr.com/,,17134977,USD,17134977,,3,3,1,Yes,
Series A - Ubimaster,https://www.crunchbase.com/funding_round/ubimaster-series-a--d42ab922,Ubimaster,https://www.crunchbase.com/organization/ubimaster,Series A,2025-04-29,7000000,EUR,7975935,,,"Amberra, Auxxo, Bayern Kapital, MPA Capital, Owl Ventures, Zanichelli Venture","7,484",,,,Early Stage Venture,Ubimaster provides personalized employee benefits and additional product services that support parents and students.,E-Learning,"Baierbrunn, Bayern, Germany, Europe",https://www.ubimaster.de/,$1M to $10M,9500000,EUR,10441598,Early Stage Venture,2,6,5,Yes,
Series B - BlackWall,https://www.crunchbase.com/funding_round/botguard-series-b--e5926c5e,BlackWall,https://www.crunchbase.com/organization/botguard,Series B,2025-03-13,45000000,EUR,48961047,,Dawn Capital,"Dawn Capital, Expeditions Fund, MMC Ventures, Red Dawn Ventures, Tera Ventures","7,648",,,,Early Stage Venture,Blackwall is a cybersecurity company offering bot mitigation and web security solutions for hosting and managed services.,"Artificial Intelligence (AI), Cyber Security, Network Security, Software","Tallinn, Harjumaa, Estonia, Europe",https://www.blackwall.com,$1M to $10M,57500000,EUR,62691637,Early Stage Venture,3,5,4,Yes,
Series A - Ryft,https://www.crunchbase.com/funding_round/butlr-1ec8-series-a--e9258fb7,Ryft,https://www.crunchbase.com/organization/butlr-1ec8,Series A,2025-04-08,5700000,GBP,7290345,,EdenBase,"British Business Bank, EdenBase, GPOS Investments, Ingenii VC, Pembroke VCT, The SidebySide Partnership","7,655",,,,Early Stage Venture,Ryft is a payment platform that allows marketplaces and digital platforms.,"E-Commerce, Mobile Payments, Payments","London, England, United Kingdom, Europe",https://www.ryftpay.com,,9376010,USD,9376010,Early Stage Venture,6,6,2,Yes,
Series A - Pistachio,https://www.crunchbase.com/funding_round/pistachio-c634-series-a--e22acd7f,Pistachio,https://www.crunchbase.com/organization/pistachio-c634,Series A,2025-04-29,7000000,USD,7000000,,Walter Ventures,"Angel Invest, Idekapital, J12, MP Pensjon, Walter Ventures","8,223",,,,Early Stage Venture,Pistachio is an AI cybersecurity awareness training platform that offers users preparation and response to cybersecurity threats.,"Corporate Training, Cyber Security, SaaS, Training","Oslo, Oslo, Norway, Europe",https://pistachioapp.com,,10569052,USD,10569052,Early Stage Venture,2,5,2,Yes,
Venture Round - Ori Industries,https://www.crunchbase.com/funding_round/ori-8629-series-unknown--4e375357,Ori Industries,https://www.crunchbase.com/organization/ori-8629,Venture - Series Unknown,2025-02-14,,,,,Wa’ed Ventures,Wa’ed Ventures,"8,281",,,,,"Ori is an AI Infrastructure provider to train, serve and scale machine learning models.","Artificial Intelligence (AI), Cloud Computing, DevOps, GPU, Infrastructure, IT Infrastructure, Machine Learning, Mobile","London, England, United Kingdom, Europe",https://ori.co,$1M to $10M,177950000,USD,177950000,,8,1,,Yes,
Venture Round - Vytal,https://www.crunchbase.com/funding_round/vytal-series-unknown--412a0f2e,Vytal,https://www.crunchbase.com/organization/vytal,Venture - Series Unknown,2025-03-11,14200000,EUR,15517243,,Inven Capital,"Chi Impact Capital, Emerald Technology Ventures, Grazia Equity, Inven Capital, Kiko Ventures, NRW.Venture, Rubio Impact Ventures","8,375",,,,,Vytal is a provider of software-enabled reusable packaging solutions to eliminate single-use packaging waste.,"Food and Beverage, Recycling, Snack Food, Sustainability, Waste Management","Cologne, Nordrhein-Westfalen, Germany, Europe",https://www.vytal.org,$1M to $10M,34587498,USD,34587498,,5,7,2,Yes,
Series A - Faume,https://www.crunchbase.com/funding_round/faume-series-a--d3496744,Faume,https://www.crunchbase.com/organization/faume,Series A,2025-04-10,8000000,EUR,8866830,,Amundi,"Amundi, Bpifrance Digital Venture, Daphni","8,385",,,,Early Stage Venture,Faume provides a white label technological and logistics solution to brands wishing to launch their second-hand offer.,E-Commerce,"Paris, Ile-de-France, France, Europe",https://www.faume.co/,$1M to $10M,15000000,EUR,16262295,Early Stage Venture,3,3,,Yes,
Series B - 7Learnings,https://www.crunchbase.com/funding_round/7learnings-series-b--c8c6539a,7Learnings,https://www.crunchbase.com/organization/7learnings,Series B,2025-05-05,10000000,EUR,11335414,,Acton Capital,"Acton Capital, HTGF (High-Tech Gruenderfonds)","8,429",,,,Early Stage Venture,Price Optimization SaaS for online retailers,"B2B, E-Commerce, SaaS, Software","Berlin, Berlin, Germany, Europe",http://7Learnings.com,$1M to $10M,14000000,EUR,15510993,Early Stage Venture,3,2,2,Yes,
