Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Angel Round - Link To Media,https://www.crunchbase.com/funding_round/link-to-media-angel--24f0c639,Link To Media,https://www.crunchbase.com/organization/link-to-media,Angel,2012-06-03,250000,USD,250000,,,,"613,056",,,,Seed,Link To Media uses proprietary technology to analyze trends on social networks and search engines and create optimized content for websites.,"Advertising, Digital Media, Marketing, Media and Entertainment, News, Video","Barcelona, Catalonia, Spain, Europe",http://www.linktomedia.net,,250000,USD,250000,Seed,2,,,Yes,
Angel Round - Zervant,https://www.crunchbase.com/funding_round/zervant-angel--96c50df1,Zervant,https://www.crunchbase.com/organization/zervant,Angel,2012-02-01,210000,EUR,276544,,,,"421,873",,,,Seed,Zervant is a market leading pan-European provider of online invoicing solutions,"Billing, Finance, Financial Services, FinTech, Internet, Mobile Apps, Payments, Small and Medium Businesses, Software","Espoo, Southern Finland, Finland, Europe",https://www.zervant.com,$1M to $10M,13460000,EUR,16173689,M&A,6,,,Yes,
Angel Round - ACCELERAID,https://www.crunchbase.com/funding_round/adtelligence-angel--77481352,ACCELERAID,https://www.crunchbase.com/organization/adtelligence,Angel,2011-01-01,,,,,,,"665,911",,,,Seed,ACCELERAID offers a data intelligence and AI-powered personalization solution that automates sales and marketing procedures.,"Analytics, Customer Service, E-Commerce, Machine Learning, Personalization, Software","Mannheim, Baden-Wurttemberg, Germany, Europe",https://acceleraid.ai,$1M to $10M,,,,Early Stage Venture,3,,,Yes,
Angel Round - Onefeat,https://www.crunchbase.com/funding_round/onefeat-angel--2d7e8c4b,Onefeat,https://www.crunchbase.com/organization/onefeat,Angel,2010-08-01,,,,,,,"220,394",,,,Seed,Onefeat is an online social game enabling people to achieve missions and earn points according to what they do in real life via an iOS app.,"Gamification, Social Media","Paris, Ile-de-France, France, Europe",http://www.onefeat.com,,,,,Seed,4,,,Yes,
Angel Round - Owned it,https://www.crunchbase.com/funding_round/owned-it-angel--77d4a264,Owned it,https://www.crunchbase.com/organization/owned-it,Angel,2012-10-25,157000,USD,157000,,,,"602,531",,,,Seed,"Owned it is a cloud-based social referral system that allows store owners to create, deploy, and refine social marketing campaigns.","Digital Marketing, Enterprise Software, Online Portals","Birmingham, Birmingham, United Kingdom, Europe",http://www.ownedit.com,$1M to $10M,325604,USD,325604,Seed,3,,,Yes,
Angel Round - Xetal,https://www.crunchbase.com/funding_round/xetal-angel--466fdeeb,Xetal,https://www.crunchbase.com/organization/xetal,Angel,2013-01-22,990000,EUR,1319861,,,,"604,574",,,,Seed,"Xetal offers a localization solution to detect a wide range of events and situations, including probable accidents and other risks.","Health Care, Internet of Things, Smart Building","Bonheiden, Antwerpen, Belgium, Europe",http://xetal.eu,,2265000,EUR,2681057,Seed,3,,,Yes,
Angel Round - TOSA (Tests On Software Applications),https://www.crunchbase.com/funding_round/tosa-tests-on-software-applications-angel--770459b3,TOSA (Tests On Software Applications),https://www.crunchbase.com/organization/tosa-tests-on-software-applications,Angel,2011-06-01,650000,USD,650000,,,,"556,558",,,,Seed,"TOSA (Testing On Software Application), a standardized testing system, assesses users' proficiency with software and programming.","Education, Recruiting, Skill Assessment, Software, Training, Web Development","Paris, Ile-de-France, France, Europe",http://www.isograd.com,$1M to $10M,2000000,USD,2000000,Seed,3,,,Yes,
Angel Round - Cash'o & Butcher,https://www.crunchbase.com/funding_round/casho-butcher-angel--688048fd,Cash'o & Butcher,https://www.crunchbase.com/organization/casho-butcher,Angel,2012-10-14,77500,USD,77500,,,,"296,189",3000000,USD,3000000,Seed,Cash'o & Butcher is a tech startup offering IT solutions for companies based in Hungary.,"Hardware, Software","Ráckeve, Pest, Hungary, Europe",http://cashobutcher.biz,,5102500,USD,5102500,Seed,3,,,Yes,
Angel Round - Tonsser,https://www.crunchbase.com/funding_round/tonsser-angel--2efd68d0,Tonsser,https://www.crunchbase.com/organization/tonsser,Angel,2014-02-26,,,,,,"Kasper Hulthin, Phillip Chambers","62,973",,,,Seed,#1 platform and performance app for youth footballers,"Apps, Mobile, Social Media, Sports","Copenhagen, Hovedstaden, Denmark, Europe",https://tonsser.com/,$1M to $10M,9800000,EUR,11127082,,7,2,,Yes,
Angel Round - Zervant,https://www.crunchbase.com/funding_round/zervant-angel--79b7a757,Zervant,https://www.crunchbase.com/organization/zervant,Angel,2010-03-04,650000,EUR,883648,,,,"256,253",,,,Seed,Zervant is a market leading pan-European provider of online invoicing solutions,"Billing, Finance, Financial Services, FinTech, Internet, Mobile Apps, Payments, Small and Medium Businesses, Software","Espoo, Southern Finland, Finland, Europe",https://www.zervant.com,$1M to $10M,13460000,EUR,16173689,M&A,6,,,Yes,
Angel Round - eTask.it,https://www.crunchbase.com/funding_round/etask-technologies-angel--9c24a491,eTask.it,https://www.crunchbase.com/organization/etask-technologies,Angel,2008-10-01,1800000,USD,1800000,,,,"256,864",,,,Seed,"eTask is a U.K.-based project management solutions company that delivers projects on time, budget, and with quality.","Collaboration, IT Management, Outsourcing, Professional Services, Project Management, SaaS, Software","Farnborough, Hampshire, United Kingdom, Europe",http://www.etask.it,,2700000,USD,2700000,Seed,3,,,Yes,
Angel Round - Foap AB,https://www.crunchbase.com/funding_round/foap-ab-angel--673334fe,Foap AB,https://www.crunchbase.com/organization/foap-ab,Angel,2012-03-27,500000,SEK,74896,,,,"269,016",,,,Seed,Foap AB offers smartphone users and photographers the opportunity to earn money from their photos.,"Mobile, Photography","Warsaw, Mazowieckie, Poland, Europe",http://www.foap.com,$1M to $10M,4581900,USD,4581900,Seed,8,,,Yes,
Angel Round - ReviewPro,https://www.crunchbase.com/funding_round/reviewpro-angel--bc2ceb26,ReviewPro,https://www.crunchbase.com/organization/reviewpro,Angel,2009-04-01,1350000,USD,1350000,,,,"544,661",,,,Seed,"The end-to-end guest experience platform, serving global hospitality.​","Reputation, SaaS, Social Media Management, Social Media Marketing, Software","Barcelona, Catalonia, Spain, Europe",http://www.reviewpro.com,$10M to $50M,6756367,USD,6756367,M&A,5,,,Yes,
Angel Round - MDC Media,https://www.crunchbase.com/funding_round/mdc-media-angel--ee161252,MDC Media,https://www.crunchbase.com/organization/mdc-media,Angel,2011-05-01,750000,USD,750000,,,,"363,199",,,,Seed,MDC Media helps create investor profiles and offers investment advice.,"Finance, Financial Services, Wealth Management","Zürich, Zurich, Switzerland, Europe",https://www.mydepotcheck.com/index.php/de/,Less than $1M,2950000,USD,2950000,Early Stage Venture,3,,,Yes,
Angel Round - Smarp,https://www.crunchbase.com/funding_round/smarp-oy-angel--ddf4dcee,Smarp,https://www.crunchbase.com/organization/smarp-oy,Angel,2013-11-27,250000,EUR,339391,,,,"555,347",,,,Seed,Smarp a leading employee communications & advocacy SaaS provider. Smarp merged with COYO.,"Apps, B2B, Enterprise Software, Information and Communications Technology (ICT), Information Technology, SaaS, Social Media","Helsinki, Southern Finland, Finland, Europe",http://www.smarp.com,$1M to $10M,9877000,EUR,11607073,M&A,9,,,Yes,
Angel Round - Psonar,https://www.crunchbase.com/funding_round/psonar-angel--3b9c88e7,Psonar,https://www.crunchbase.com/organization/psonar,Angel,2010-10-01,80000,GBP,126608,,,,"325,743",,,,Seed,Psonar is a cloud-based digital jukebox for users aged 12 to 25.,"Internet, Music, Social Media, Video Streaming","Cambridge, Cambridgeshire, United Kingdom, Europe",http://www.psonar.com,Less than $1M,906340,GBP,1429422,,6,,,Yes,
Angel Round - Brand a Trend GmbH,https://www.crunchbase.com/funding_round/brand-a-trend-gmbh-angel--6f6ed0a7,Brand a Trend GmbH,https://www.crunchbase.com/organization/brand-a-trend-gmbh,Angel,2013-04-11,500000,USD,500000,,,,"286,467",10000000,USD,10000000,Seed,Brand a Trend GmbH is a privately funded start up and a leader in cloud based text analytics.,"Analytics, Artificial Intelligence (AI), Language Learning, Market Research, Text Analytics","Heidelberg, Baden-Wurttemberg, Germany, Europe",http://www.brandatrend.com,$1M to $10M,6100460,USD,6100460,Early Stage Venture,3,,,Yes,
Angel Round - Tumbie,https://www.crunchbase.com/funding_round/tumbie-angel--b78c9b84,Tumbie,https://www.crunchbase.com/organization/tumbie,Angel,2011-01-01,60000,EUR,80242,,,,"579,353",,,,Seed,Tumbie provides a question-and-answer social network for users to receive advice on daily decisions.,"Advice, Law Enforcement, Market Research, Public Relations","Starnberg, Bayern, Germany, Europe",http://www.tumbie.com,,170000,EUR,238433,Seed,2,,,Yes,
Angel Round - Pole Bicycles,https://www.crunchbase.com/funding_round/pole-bicycle-angel--cfafe9a7,Pole Bicycles,https://www.crunchbase.com/organization/pole-bicycle,Angel,2022-12-01,1249098,EUR,1314988,,,,"94,440",,,,Seed,Pole Bicycle Company is a Finnish mountain bike brand. Sustainably made in Finland for an unrivalled riding experience.,Sporting Goods,"Muurame, Western Finland, Finland, Europe",https://polebicycles.com,$1M to $10M,6272727,USD,6272727,Seed,15,,,Yes,
Angel Round - HeyCrowd,https://www.crunchbase.com/funding_round/heycrowd-angel--74701e6d,HeyCrowd,https://www.crunchbase.com/organization/heycrowd,Angel,2011-10-01,100000,EUR,134450,,,,"419,514",,,,Seed,HeyCrowd is a mobile platform that enables users to share opinions and organizations to create and launch online surveys.,"Market Research, Web Hosting","Paris, Ile-de-France, France, Europe",http://heycrowd.com,Less than $1M,354450,USD,354450,Seed,2,,,Yes,
Angel Round - Gini,https://www.crunchbase.com/funding_round/gini-angel--8b1c46d9,Gini,https://www.crunchbase.com/organization/gini,Angel,2011-10-15,70000,USD,70000,,,,"331,139",2000000,USD,2000000,Seed,"Gini provides SaaS solution for extracting content from documents such as invoices, receipts, letters, contracts & offers.","Artificial Intelligence (AI), Content Discovery, Document Management, FinTech, Payments, SaaS, Software","München, Bayern, Germany, Europe",http://www.gini.net,$1M to $10M,1700000,USD,1700000,,6,,,Yes,
Angel Round - Linkdex,https://www.crunchbase.com/funding_round/linkdex-angel--5b176ca9,Linkdex,https://www.crunchbase.com/organization/linkdex,Angel,2010-02-04,,,,,,,"332,005",,,,Seed,"Linkdex offers a SaaS-based platform unifying search, social, PR and content channels.","Advertising, Analytics, Public Relations, SaaS, Search Engine, SEO, Social Media, Software","London, England, United Kingdom, Europe",http://www.linkdex.com,$10M to $50M,12913958,USD,12913958,M&A,6,,,Yes,
Angel Round - Flubit.com,https://www.crunchbase.com/funding_round/flubit-limited-angel--19cc0043,Flubit.com,https://www.crunchbase.com/organization/flubit-limited,Angel,2011-05-01,950000,USD,950000,,,,"448,761",,,,Seed,"Flubit.com is the largest UK-owned marketplace for branded goods. You can buy over 1 Million items cheaper than Amazon, every week.","E-Commerce, Internet, Marketplace, Retail, Shopping","London, England, United Kingdom, Europe",http://flubit.com,$1M to $10M,2750000,USD,2750000,,5,,,Yes,
Angel Round - Nordic River,https://www.crunchbase.com/funding_round/textflow-angel--1c5f716d,Nordic River,https://www.crunchbase.com/organization/textflow,Angel,2009-01-01,1500000,USD,1500000,,,,"449,275",,,,Seed,Nordic River develops visual version management software that enables editors to review document versions simultaneously.,"Collaboration, Document Management, Enterprise Software, Software","Umeå, Vasterbottens Lan, Sweden, Europe",http://www.nordicriver.com,Less than $1M,1500000,USD,1500000,Seed,2,,,Yes,
Angel Round - DAD Technology Limited,https://www.crunchbase.com/funding_round/dadwilldoit-angel--0ea2a5db,DAD Technology Limited,https://www.crunchbase.com/organization/dadwilldoit,Angel,2010-06-04,750000,GBP,1088586,,,,"593,772",,,,Seed,"DAD Technology offers a software application that enables its users to organize and share photos, videos, and files.","Photography, Software, Video","Frensham, Surrey, United Kingdom, Europe",http://www.dadapp.com,$1M to $10M,1000000,GBP,1453192,,3,,,Yes,
Angel Round - Cloudfind,https://www.crunchbase.com/funding_round/cloudfind-angel--8aa2c1ab,Cloudfind,https://www.crunchbase.com/organization/cloudfind,Angel,2013-05-01,140000,GBP,217821,,,,"455,269",,,,Seed,Cloudfind offers cloud-based software that automatically tags cloud files related by business relevance and topic.,"Apps, Cloud Computing, Cloud Data Services, Collaboration, CRM, File Sharing, SaaS, Software","Bath, Bath and North East Somerset, United Kingdom, Europe",http://cloudfindhq.com,$1M to $10M,3035356,GBP,4347500,,7,,,Yes,
Angel Round - Poptop,https://www.crunchbase.com/funding_round/poptop-angel--189f4e97,Poptop,https://www.crunchbase.com/organization/poptop,Angel,2022-03-08,110000,GBP,144085,,Northstar Ventures,Northstar Ventures,"117,069",,,,Seed,Poptop is a global entertainment booking service provider.,"Media and Entertainment, Service Industry","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",http://poptop.fm,Less than $1M,903131,USD,903131,Seed,6,1,,Yes,
Angel Round - Voovio,https://www.crunchbase.com/funding_round/voovio-aka-3ditize-angel--5bfcd2af,Voovio,https://www.crunchbase.com/organization/voovio-aka-3ditize,Angel,2011-12-25,1000000,USD,1000000,,,,"188,243",,,,Seed,Voovio's Knowledge Automation platform enables the process industry to boost productivity & reduce downtime in plants.,"3D Technology, Industrial, Mobile, Photography, Software, Virtual Reality","Alcobendas, Madrid, Spain, Europe",http://www.voovio.com,$1M to $10M,32007620,USD,32007620,,8,,,Yes,
Angel Round - Seedrs,https://www.crunchbase.com/funding_round/seedrs-angel--61f980a5,Seedrs,https://www.crunchbase.com/organization/seedrs,Angel,2012-01-01,1100000,GBP,1707014,,,,"641,444",,,,Seed,Seedrs is a UK-based investment and crowdfunding platform.,"Crowdfunding, Finance, Financial Services, Funding Platform, Venture Capital","London, England, United Kingdom, Europe",http://www.seedrs.com,$1M to $10M,28180000,GBP,39927324,M&A,11,,,Yes,
Angel Round - SplitGigs,https://www.crunchbase.com/funding_round/splitgigs-angel--e697ffe5,SplitGigs,https://www.crunchbase.com/organization/splitgigs,Angel,2012-01-01,30000,EUR,38836,,,,"641,772",,,,Seed,SplitGigs is a website that allows artists to find partners for performances.,"Finance, Music, Nightclubs, Social Media","Bergamo, Lombardia, Italy, Europe",http://www.splitgigs.com,,100000,EUR,129465,Seed,3,,,Yes,
Angel Round - PlayMob,https://www.crunchbase.com/funding_round/playmob-angel--4a234a4f,PlayMob,https://www.crunchbase.com/organization/playmob,Angel,2011-04-01,125000,GBP,201131,,,,"643,656",,,,Seed,Playmob is the gaming engagement platform for brands with purpose.,"Advertising, Apps, Brand Marketing, Cause Marketing, Charity, Mobile, Social Media","London, England, United Kingdom, Europe",https://www.playmob.com,,1388000,GBP,2189301,M&A,7,,,Yes,
Angel Round - Alkion BioInnovations,https://www.crunchbase.com/funding_round/alkion-bioinnovations-alkinnov-angel--3a1f8413,Alkion BioInnovations,https://www.crunchbase.com/organization/alkion-bioinnovations-alkinnov,Angel,2017-10-11,240000,EUR,284748,,Groupe Azeden,Groupe Azeden,"129,314",,,,Seed,Alkion BioInnovations is a biotechnology company based in France.,"Biotechnology, Natural Resources, Nutrition","Boulogne-billancourt, Ile-de-France, France, Europe",http://www.alkinnov.com,$1M to $10M,7263000,EUR,7961031,Seed,9,1,,Yes,
Angel Round - Callsign,https://www.crunchbase.com/funding_round/callsign-angel--52479f76,Callsign,https://www.crunchbase.com/organization/callsign,Angel,2014-06-01,3500000,USD,3500000,,Terry Eger,Terry Eger,"131,201",,,,Seed,Delivering digital trust through simple secure customer interactions,"Artificial Intelligence (AI), Biometrics, Cyber Security, FinTech, Fraud Detection, Identity Management, Machine Learning, Network Security, Privacy, Software","London, England, United Kingdom, Europe",http://www.callsign.com,$1M to $10M,38750000,USD,38750000,,6,1,,Yes,
Angel Round - Redluxury,https://www.crunchbase.com/funding_round/redluxury-angel--2e805d61,Redluxury,https://www.crunchbase.com/organization/redluxury,Angel,2014-07-04,1000000,EUR,1359466,,Newfund,"Avolta Partners, Newfund","132,670",,,,Seed,Redluxury manufactures and distributes watches through retail and online networks in France and internationally.,"Consumer Goods, E-Commerce, Fashion, Retail, Wearables","Paris, Ile-de-France, France, Europe",http://redluxury.fr,$10M to $50M,1000000,EUR,1359466,,3,2,,Yes,
